epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636642296494,2021-11-11T16.51.36.494,0.000,100947.742
1636642296759,2021-11-11T16.51.36.759,0.265,100947.742
1636642297022,2021-11-11T16.51.37.022,0.528,100947.891
1636642297288,2021-11-11T16.51.37.288,0.794,100948.047
1636642297551,2021-11-11T16.51.37.551,1.057,100947.891
1636642297816,2021-11-11T16.51.37.816,1.322,100946.875
1636642298082,2021-11-11T16.51.38.082,1.588,100949.547
1636642298345,2021-11-11T16.51.38.345,1.851,100947.695
1636642298610,2021-11-11T16.51.38.610,2.116,100943.859
1636642298875,2021-11-11T16.51.38.875,2.381,100948.555
1636642299139,2021-11-11T16.51.39.139,2.645,100946.547
1636642299404,2021-11-11T16.51.39.404,2.910,100946.547
1636642299669,2021-11-11T16.51.39.669,3.175,100940.516
1636642299933,2021-11-11T16.51.39.933,3.439,100944.016
1636642300198,2021-11-11T16.51.40.198,3.704,100945.000
1636642300463,2021-11-11T16.51.40.463,3.969,100946.188
1636642300727,2021-11-11T16.51.40.727,4.233,100940.000
1636642300992,2021-11-11T16.51.40.992,4.498,100946.188
1636642301257,2021-11-11T16.51.41.257,4.763,100944.492
1636642301521,2021-11-11T16.51.41.521,5.027,100944.492
1636642301786,2021-11-11T16.51.41.786,5.292,100941.656
1636642302051,2021-11-11T16.51.42.051,5.557,100947.016
1636642302315,2021-11-11T16.51.42.315,5.821,100947.172
1636642302580,2021-11-11T16.51.42.580,6.086,100941.500
1636642302844,2021-11-11T16.51.42.844,6.350,100942.328
1636642303109,2021-11-11T16.51.43.109,6.615,100945.156
1636642303374,2021-11-11T16.51.43.374,6.880,100948.359
1636642303639,2021-11-11T16.51.43.639,7.145,100943.312
1636642303903,2021-11-11T16.51.43.903,7.409,100948.672
1636642304168,2021-11-11T16.51.44.168,7.674,100946.812
1636642304433,2021-11-11T16.51.44.433,7.939,100948.156
1636642304697,2021-11-11T16.51.44.697,8.203,100945.320
1636642304962,2021-11-11T16.51.44.962,8.468,100943.977
1636642305226,2021-11-11T16.51.45.226,8.732,100942.641
1636642305491,2021-11-11T16.51.45.491,8.997,100942.484
1636642305756,2021-11-11T16.51.45.756,9.262,100943.625
1636642306020,2021-11-11T16.51.46.020,9.526,100941.656
1636642306285,2021-11-11T16.51.46.285,9.791,100942.797
1636642306550,2021-11-11T16.51.46.550,10.056,100945.320
1636642306813,2021-11-11T16.51.46.813,10.319,100943.828
1636642307079,2021-11-11T16.51.47.079,10.585,100940.625
1636642307344,2021-11-11T16.51.47.344,10.850,100941.141
1636642307607,2021-11-11T16.51.47.607,11.113,100938.609
1636642307873,2021-11-11T16.51.47.873,11.379,100939.289
1636642308136,2021-11-11T16.51.48.136,11.642,100940.938
1636642308401,2021-11-11T16.51.48.401,11.907,100945.781
1636642308666,2021-11-11T16.51.48.666,12.172,100943.625
1636642308930,2021-11-11T16.51.48.930,12.436,100941.766
1636642309195,2021-11-11T16.51.49.195,12.701,100944.609
1636642309460,2021-11-11T16.51.49.460,12.966,100942.438
1636642309724,2021-11-11T16.51.49.724,13.230,100941.609
1636642309989,2021-11-11T16.51.49.989,13.495,100941.250
1636642310253,2021-11-11T16.51.50.253,13.759,100938.727
1636642310518,2021-11-11T16.51.50.518,14.024,100941.922
1636642310783,2021-11-11T16.51.50.783,14.289,100942.750
1636642311047,2021-11-11T16.51.51.047,14.553,100944.094
1636642311312,2021-11-11T16.51.51.312,14.818,100938.570
1636642311577,2021-11-11T16.51.51.577,15.083,100942.438
1636642311841,2021-11-11T16.51.51.841,15.347,100935.891
1636642312106,2021-11-11T16.51.52.106,15.612,100937.906
1636642312370,2021-11-11T16.51.52.370,15.876,100937.078
1636642312635,2021-11-11T16.51.52.635,16.141,100942.391
1636642312900,2021-11-11T16.51.52.900,16.406,100941.766
1636642313164,2021-11-11T16.51.53.164,16.670,100940.734
1636642313429,2021-11-11T16.51.53.429,16.935,100940.070
1636642313694,2021-11-11T16.51.53.694,17.200,100944.250
1636642313957,2021-11-11T16.51.53.957,17.463,100943.578
1636642314223,2021-11-11T16.51.54.223,17.729,100945.078
1636642314488,2021-11-11T16.51.54.488,17.994,100946.922
1636642314751,2021-11-11T16.51.54.751,18.257,100941.406
1636642315017,2021-11-11T16.51.55.017,18.523,100942.391
1636642315280,2021-11-11T16.51.55.280,18.786,100943.578
1636642315545,2021-11-11T16.51.55.545,19.051,100940.375
1636642315811,2021-11-11T16.51.55.811,19.317,100936.203
1636642316074,2021-11-11T16.51.56.074,19.580,100943.578
1636642316339,2021-11-11T16.51.56.339,19.845,100947.086
1636642316604,2021-11-11T16.51.56.604,20.110,100943.578
1636642316868,2021-11-11T16.51.56.868,20.374,100945.898
1636642317133,2021-11-11T16.51.57.133,20.639,100943.734
1636642317398,2021-11-11T16.51.57.398,20.904,100944.562
1636642317662,2021-11-11T16.51.57.662,21.168,100941.562
1636642317927,2021-11-11T16.51.57.927,21.433,100945.234
1636642318192,2021-11-11T16.51.58.192,21.698,100943.891
1636642318456,2021-11-11T16.51.58.456,21.962,100943.734
