epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636178000744,2021-11-06T07.53.20.744,0.000,0.036,0.137,-0.977
1636178000784,2021-11-06T07.53.20.784,0.040,0.036,0.137,-0.986
1636178000825,2021-11-06T07.53.20.825,0.081,0.037,0.137,-0.983
1636178000866,2021-11-06T07.53.20.866,0.122,0.037,0.137,-0.983
1636178000907,2021-11-06T07.53.20.907,0.163,0.036,0.138,-0.982
1636178000946,2021-11-06T07.53.20.946,0.202,0.037,0.139,-0.983
1636178000987,2021-11-06T07.53.20.987,0.243,0.036,0.136,-0.983
1636178001028,2021-11-06T07.53.21.028,0.284,0.036,0.140,-0.981
1636178001068,2021-11-06T07.53.21.068,0.324,0.037,0.137,-0.983
1636178001109,2021-11-06T07.53.21.109,0.365,0.038,0.140,-0.982
1636178001150,2021-11-06T07.53.21.150,0.406,0.037,0.137,-0.984
1636178001189,2021-11-06T07.53.21.189,0.445,0.036,0.139,-0.983
1636178001230,2021-11-06T07.53.21.230,0.486,0.036,0.135,-0.982
1636178001271,2021-11-06T07.53.21.271,0.527,0.036,0.138,-0.983
1636178001311,2021-11-06T07.53.21.311,0.567,0.037,0.138,-0.982
1636178001352,2021-11-06T07.53.21.352,0.608,0.038,0.138,-0.982
1636178001393,2021-11-06T07.53.21.393,0.649,0.037,0.137,-0.982
1636178001434,2021-11-06T07.53.21.434,0.690,0.036,0.136,-0.982
1636178001473,2021-11-06T07.53.21.473,0.729,0.036,0.139,-0.981
1636178001514,2021-11-06T07.53.21.514,0.770,0.037,0.137,-0.982
1636178001555,2021-11-06T07.53.21.555,0.811,0.036,0.136,-0.983
1636178001595,2021-11-06T07.53.21.595,0.851,0.037,0.138,-0.982
1636178001636,2021-11-06T07.53.21.636,0.892,0.036,0.135,-0.982
1636178001677,2021-11-06T07.53.21.677,0.933,0.036,0.138,-0.981
1636178001717,2021-11-06T07.53.21.717,0.973,0.036,0.137,-0.982
1636178001758,2021-11-06T07.53.21.758,1.014,0.037,0.136,-0.981
1636178001799,2021-11-06T07.53.21.799,1.055,0.037,0.135,-0.981
1636178001838,2021-11-06T07.53.21.838,1.094,0.035,0.137,-0.982
1636178001879,2021-11-06T07.53.21.879,1.135,0.037,0.137,-0.983
1636178001920,2021-11-06T07.53.21.920,1.176,0.037,0.137,-0.984
1636178001961,2021-11-06T07.53.21.961,1.217,0.037,0.138,-0.982
1636178002001,2021-11-06T07.53.22.001,1.257,0.037,0.137,-0.982
1636178002042,2021-11-06T07.53.22.042,1.298,0.037,0.136,-0.982
1636178002083,2021-11-06T07.53.22.083,1.339,0.036,0.138,-0.983
1636178002122,2021-11-06T07.53.22.122,1.378,0.036,0.137,-0.981
1636178002163,2021-11-06T07.53.22.163,1.419,0.038,0.136,-0.982
1636178002204,2021-11-06T07.53.22.204,1.460,0.036,0.138,-0.981
1636178002244,2021-11-06T07.53.22.244,1.500,0.036,0.135,-0.982
1636178002285,2021-11-06T07.53.22.285,1.541,0.037,0.136,-0.983
1636178002326,2021-11-06T07.53.22.326,1.582,0.036,0.138,-0.982
1636178002366,2021-11-06T07.53.22.366,1.622,0.035,0.137,-0.982
1636178002407,2021-11-06T07.53.22.407,1.663,0.036,0.138,-0.981
1636178002448,2021-11-06T07.53.22.448,1.704,0.036,0.137,-0.981
1636178002489,2021-11-06T07.53.22.489,1.745,0.036,0.137,-0.982
1636178002528,2021-11-06T07.53.22.528,1.784,0.036,0.138,-0.982
1636178002569,2021-11-06T07.53.22.569,1.825,0.036,0.138,-0.981
1636178002610,2021-11-06T07.53.22.610,1.866,0.038,0.135,-0.983
1636178002650,2021-11-06T07.53.22.650,1.906,0.038,0.138,-0.981
1636178002691,2021-11-06T07.53.22.691,1.947,0.036,0.138,-0.980
1636178002732,2021-11-06T07.53.22.732,1.988,0.037,0.138,-0.983
1636178002771,2021-11-06T07.53.22.771,2.027,0.038,0.137,-0.982
1636178002812,2021-11-06T07.53.22.812,2.068,0.037,0.138,-0.981
1636178002853,2021-11-06T07.53.22.853,2.109,0.036,0.137,-0.981
1636178002893,2021-11-06T07.53.22.893,2.149,0.037,0.136,-0.981
1636178002934,2021-11-06T07.53.22.934,2.190,0.038,0.137,-0.982
1636178002975,2021-11-06T07.53.22.975,2.231,0.038,0.137,-0.981
1636178003016,2021-11-06T07.53.23.016,2.272,0.037,0.136,-0.981
1636178003055,2021-11-06T07.53.23.055,2.311,0.037,0.138,-0.982
1636178003097,2021-11-06T07.53.23.097,2.353,0.037,0.137,-0.982
1636178003138,2021-11-06T07.53.23.138,2.394,0.037,0.138,-0.982
1636178003177,2021-11-06T07.53.23.177,2.433,0.037,0.139,-0.981
1636178003218,2021-11-06T07.53.23.218,2.474,0.037,0.138,-0.983
1636178003259,2021-11-06T07.53.23.259,2.515,0.037,0.137,-0.981
1636178003299,2021-11-06T07.53.23.299,2.555,0.038,0.138,-0.981
1636178003340,2021-11-06T07.53.23.340,2.596,0.036,0.138,-0.981
1636178003381,2021-11-06T07.53.23.381,2.637,0.037,0.135,-0.982
1636178003420,2021-11-06T07.53.23.420,2.676,0.037,0.139,-0.982
1636178003461,2021-11-06T07.53.23.461,2.717,0.038,0.138,-0.982
1636178003502,2021-11-06T07.53.23.502,2.758,0.036,0.137,-0.981
