epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636618802561,2021-11-11T10.20.02.561,0.000,100918.984
1636618802823,2021-11-11T10.20.02.823,0.262,100918.016
1636618803085,2021-11-11T10.20.03.085,0.524,100918.016
1636618803347,2021-11-11T10.20.03.347,0.785,100922.125
1636618803608,2021-11-11T10.20.03.608,1.047,100917.484
1636618803870,2021-11-11T10.20.03.870,1.309,100919.688
1636618804132,2021-11-11T10.20.04.132,1.571,100913.062
1636618804394,2021-11-11T10.20.04.394,1.832,100919.688
1636618804656,2021-11-11T10.20.04.656,2.094,100917.703
1636618804917,2021-11-11T10.20.04.917,2.356,100919.203
1636618805179,2021-11-11T10.20.05.179,2.618,100916.562
1636618805441,2021-11-11T10.20.05.441,2.880,100918.461
1636618805703,2021-11-11T10.20.05.703,3.141,100915.633
1636618805965,2021-11-11T10.20.05.965,3.403,100918.641
1636618806226,2021-11-11T10.20.06.226,3.665,100920.633
1636618806488,2021-11-11T10.20.06.488,3.927,100922.055
1636618806750,2021-11-11T10.20.06.750,4.188,100915.062
1636618807012,2021-11-11T10.20.07.012,4.450,100921.875
1636618807273,2021-11-11T10.20.07.273,4.712,100917.422
1636618807535,2021-11-11T10.20.07.535,4.974,100920.945
1636618807797,2021-11-11T10.20.07.797,5.236,100914.109
1636618808059,2021-11-11T10.20.08.059,5.497,100919.797
1636618808321,2021-11-11T10.20.08.321,5.759,100915.164
1636618808582,2021-11-11T10.20.08.582,6.021,100915.164
1636618808844,2021-11-11T10.20.08.844,6.283,100917.812
1636618809106,2021-11-11T10.20.09.106,6.545,100915.344
1636618809368,2021-11-11T10.20.09.368,6.806,100910.922
1636618809629,2021-11-11T10.20.09.629,7.068,100914.594
1636618809891,2021-11-11T10.20.09.891,7.330,100911.109
1636618810153,2021-11-11T10.20.10.153,7.592,100911.953
1636618810415,2021-11-11T10.20.10.415,7.853,100915.000
1636618810677,2021-11-11T10.20.10.677,8.115,100911.859
1636618810938,2021-11-11T10.20.10.938,8.377,100913.766
1636618811200,2021-11-11T10.20.11.200,8.639,100917.078
1636618811462,2021-11-11T10.20.11.462,8.901,100914.422
1636618811724,2021-11-11T10.20.11.724,9.162,100916.992
1636618811985,2021-11-11T10.20.11.985,9.424,100915.453
1636618812247,2021-11-11T10.20.12.247,9.686,100917.438
1636618812509,2021-11-11T10.20.12.509,9.948,100912.141
1636618812771,2021-11-11T10.20.12.771,10.209,100915.000
1636618813033,2021-11-11T10.20.13.033,10.471,100911.391
1636618813294,2021-11-11T10.20.13.294,10.733,100914.258
1636618813556,2021-11-11T10.20.13.556,10.995,100916.031
1636618813818,2021-11-11T10.20.13.818,11.257,100914.922
1636618814080,2021-11-11T10.20.14.080,11.518,100915.367
1636618814341,2021-11-11T10.20.14.341,11.780,100912.453
1636618814603,2021-11-11T10.20.14.603,12.042,100915.102
1636618814865,2021-11-11T10.20.14.865,12.304,100908.656
1636618815127,2021-11-11T10.20.15.127,12.565,100913.688
1636618815389,2021-11-11T10.20.15.389,12.827,100913.508
1636618815650,2021-11-11T10.20.15.650,13.089,100909.719
1636618815912,2021-11-11T10.20.15.912,13.351,100913.875
1636618816174,2021-11-11T10.20.16.174,13.613,100917.844
1636618816436,2021-11-11T10.20.16.436,13.874,100912.734
1636618816697,2021-11-11T10.20.16.697,14.136,100916.438
1636618816959,2021-11-11T10.20.16.959,14.398,100913.125
1636618817221,2021-11-11T10.20.17.221,14.660,100917.102
1636618817483,2021-11-11T10.20.17.483,14.921,100915.508
1636618817745,2021-11-11T10.20.17.745,15.183,100913.516
1636618818006,2021-11-11T10.20.18.006,15.445,100914.180
1636618818268,2021-11-11T10.20.18.268,15.707,100911.531
1636618818530,2021-11-11T10.20.18.530,15.969,100913.883
1636618818792,2021-11-11T10.20.18.792,16.230,100913.883
1636618819054,2021-11-11T10.20.19.054,16.492,100913.617
1636618819315,2021-11-11T10.20.19.315,16.754,100915.609
1636618819577,2021-11-11T10.20.19.577,17.016,100917.594
1636618819839,2021-11-11T10.20.19.839,17.277,100912.734
1636618820101,2021-11-11T10.20.20.101,17.539,100915.969
1636618820362,2021-11-11T10.20.20.362,17.801,100914.641
1636618820624,2021-11-11T10.20.20.624,18.063,100911.062
1636618820886,2021-11-11T10.20.20.886,18.325,100911.719
1636618821148,2021-11-11T10.20.21.148,18.586,100912.391
1636618821410,2021-11-11T10.20.21.410,18.848,100914.070
1636618821671,2021-11-11T10.20.21.671,19.110,100919.375
1636618821933,2021-11-11T10.20.21.933,19.372,100912.969
1636618822195,2021-11-11T10.20.22.195,19.634,100913.406
