epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636403404485,2021-11-08T22:30:04.485,0.000,-0.185,-0.328,-0.942
1636403404525,2021-11-08T22:30:04.525,0.040,-0.192,-0.336,-0.947
1636403404565,2021-11-08T22:30:04.565,0.080,-0.200,-0.333,-0.942
1636403404605,2021-11-08T22:30:04.605,0.120,-0.196,-0.329,-0.945
1636403404645,2021-11-08T22:30:04.645,0.160,-0.193,-0.330,-0.945
1636403404685,2021-11-08T22:30:04.685,0.200,-0.195,-0.330,-0.944
1636403404725,2021-11-08T22:30:04.725,0.240,-0.192,-0.329,-0.945
1636403404765,2021-11-08T22:30:04.765,0.280,-0.192,-0.332,-0.946
1636403404805,2021-11-08T22:30:04.805,0.320,-0.192,-0.336,-0.944
1636403404845,2021-11-08T22:30:04.845,0.360,-0.195,-0.328,-0.945
1636403404885,2021-11-08T22:30:04.885,0.400,-0.203,-0.333,-0.946
1636403404925,2021-11-08T22:30:04.925,0.440,-0.202,-0.326,-0.943
1636403404965,2021-11-08T22:30:04.965,0.480,-0.199,-0.320,-0.950
1636403405005,2021-11-08T22:30:05.005,0.520,-0.201,-0.325,-0.945
1636403405045,2021-11-08T22:30:05.045,0.560,-0.196,-0.328,-0.943
1636403405085,2021-11-08T22:30:05.085,0.600,-0.191,-0.328,-0.946
1636403405125,2021-11-08T22:30:05.125,0.640,-0.193,-0.331,-0.945
1636403405165,2021-11-08T22:30:05.165,0.680,-0.194,-0.332,-0.942
1636403405205,2021-11-08T22:30:05.205,0.720,-0.192,-0.329,-0.945
1636403405245,2021-11-08T22:30:05.245,0.760,-0.198,-0.327,-0.946
1636403405285,2021-11-08T22:30:05.285,0.800,-0.197,-0.332,-0.942
1636403405325,2021-11-08T22:30:05.325,0.840,-0.192,-0.329,-0.943
1636403405365,2021-11-08T22:30:05.365,0.880,-0.188,-0.332,-0.944
1636403405405,2021-11-08T22:30:05.405,0.920,-0.188,-0.339,-0.941
1636403405445,2021-11-08T22:30:05.445,0.960,-0.193,-0.338,-0.943
