epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635858921545,2021-11-02T15:15:21.545,0.000,0.379,0.016,-0.917
1635858921585,2021-11-02T15:15:21.585,0.040,0.379,0.034,-0.903
1635858921625,2021-11-02T15:15:21.625,0.080,0.385,0.018,-0.916
1635858921665,2021-11-02T15:15:21.665,0.120,0.379,0.019,-0.917
1635858921705,2021-11-02T15:15:21.705,0.160,0.376,0.020,-0.916
1635858921745,2021-11-02T15:15:21.745,0.200,0.375,0.026,-0.913
1635858921785,2021-11-02T15:15:21.785,0.240,0.379,0.030,-0.909
1635858921825,2021-11-02T15:15:21.825,0.280,0.381,0.024,-0.922
1635858921865,2021-11-02T15:15:21.865,0.320,0.377,0.030,-0.910
1635858921905,2021-11-02T15:15:21.905,0.360,0.381,0.013,-0.921
1635858921945,2021-11-02T15:15:21.945,0.400,0.374,0.027,-0.911
1635858921985,2021-11-02T15:15:21.985,0.440,0.379,0.025,-0.917
1635858922025,2021-11-02T15:15:22.025,0.480,0.377,0.028,-0.910
1635858922065,2021-11-02T15:15:22.065,0.520,0.377,0.022,-0.918
1635858922105,2021-11-02T15:15:22.105,0.560,0.373,0.030,-0.913
1635858922145,2021-11-02T15:15:22.145,0.600,0.379,0.026,-0.912
1635858922185,2021-11-02T15:15:22.185,0.640,0.382,0.021,-0.922
1635858922225,2021-11-02T15:15:22.225,0.680,0.375,0.028,-0.909
1635858922265,2021-11-02T15:15:22.265,0.720,0.380,0.020,-0.914
1635858922305,2021-11-02T15:15:22.305,0.760,0.379,0.024,-0.913
1635858922345,2021-11-02T15:15:22.345,0.800,0.384,0.023,-0.915
1635858922385,2021-11-02T15:15:22.385,0.840,0.377,0.021,-0.915
1635858922425,2021-11-02T15:15:22.425,0.880,0.376,0.023,-0.912
1635858922465,2021-11-02T15:15:22.465,0.920,0.376,0.026,-0.913
1635858922505,2021-11-02T15:15:22.505,0.960,0.377,0.024,-0.914
1635858922545,2021-11-02T15:15:22.545,1.000,0.381,0.022,-0.919
1635858922585,2021-11-02T15:15:22.585,1.040,0.378,0.020,-0.913
1635858922625,2021-11-02T15:15:22.625,1.080,0.378,0.022,-0.913
1635858922665,2021-11-02T15:15:22.665,1.120,0.375,0.025,-0.914
1635858922705,2021-11-02T15:15:22.705,1.160,0.378,0.020,-0.917
1635858922745,2021-11-02T15:15:22.745,1.200,0.375,0.027,-0.910
1635858922785,2021-11-02T15:15:22.785,1.240,0.379,0.017,-0.918
1635858922825,2021-11-02T15:15:22.825,1.280,0.377,0.017,-0.915
1635858922865,2021-11-02T15:15:22.865,1.320,0.378,0.023,-0.912
1635858922905,2021-11-02T15:15:22.905,1.360,0.380,0.017,-0.918
1635858922945,2021-11-02T15:15:22.945,1.400,0.377,0.021,-0.907
1635858922985,2021-11-02T15:15:22.985,1.440,0.381,0.021,-0.917
1635858923025,2021-11-02T15:15:23.025,1.480,0.380,0.018,-0.921
1635858923065,2021-11-02T15:15:23.065,1.520,0.375,0.029,-0.898
1635858923105,2021-11-02T15:15:23.105,1.560,0.379,0.010,-0.924
1635858923145,2021-11-02T15:15:23.145,1.600,0.376,0.021,-0.912
1635858923185,2021-11-02T15:15:23.185,1.640,0.380,0.032,-0.910
1635858923225,2021-11-02T15:15:23.225,1.680,0.382,0.021,-0.921
1635858923265,2021-11-02T15:15:23.265,1.720,0.378,0.014,-0.910
1635858923305,2021-11-02T15:15:23.305,1.760,0.377,0.031,-0.903
1635858923345,2021-11-02T15:15:23.345,1.800,0.381,0.038,-0.920
1635858923385,2021-11-02T15:15:23.385,1.840,0.378,0.027,-0.920
1635858923425,2021-11-02T15:15:23.425,1.880,0.384,-0.002,-0.912
1635858923465,2021-11-02T15:15:23.465,1.920,0.390,-0.007,-0.907
1635858923505,2021-11-02T15:15:23.505,1.960,0.388,0.004,-0.910
1635858923545,2021-11-02T15:15:23.545,2.000,0.377,0.025,-0.911
1635858923585,2021-11-02T15:15:23.585,2.040,0.373,0.027,-0.917
1635858923625,2021-11-02T15:15:23.625,2.080,0.383,0.029,-0.919
1635858923665,2021-11-02T15:15:23.665,2.120,0.386,0.039,-0.911
1635858923705,2021-11-02T15:15:23.705,2.160,0.381,0.019,-0.903
1635858923745,2021-11-02T15:15:23.745,2.200,0.388,0.008,-0.910
1635858923785,2021-11-02T15:15:23.785,2.240,0.379,0.012,-0.910
1635858923825,2021-11-02T15:15:23.825,2.280,0.386,0.013,-0.925
1635858923865,2021-11-02T15:15:23.865,2.320,0.384,0.039,-0.919
1635858923905,2021-11-02T15:15:23.905,2.360,0.381,0.041,-0.884
1635858923945,2021-11-02T15:15:23.945,2.400,0.370,-0.019,-0.907
1635858923985,2021-11-02T15:15:23.985,2.440,0.400,0.039,-0.929
1635858924025,2021-11-02T15:15:24.025,2.480,0.387,0.037,-0.906
1635858924065,2021-11-02T15:15:24.065,2.520,0.393,0.025,-0.917
1635858924105,2021-11-02T15:15:24.105,2.560,0.376,0.031,-0.907
1635858924145,2021-11-02T15:15:24.145,2.600,0.388,0.021,-0.907
1635858924185,2021-11-02T15:15:24.185,2.640,0.388,0.031,-0.910
1635858924225,2021-11-02T15:15:24.225,2.680,0.388,0.035,-0.912
1635858924265,2021-11-02T15:15:24.265,2.720,0.388,0.021,-0.909
1635858924305,2021-11-02T15:15:24.305,2.760,0.386,0.033,-0.914
1635858924345,2021-11-02T15:15:24.345,2.800,0.388,0.038,-0.912
1635858924385,2021-11-02T15:15:24.385,2.840,0.387,0.029,-0.908
1635858924425,2021-11-02T15:15:24.425,2.880,0.386,0.027,-0.909
1635858924465,2021-11-02T15:15:24.465,2.920,0.387,0.031,-0.910
1635858924505,2021-11-02T15:15:24.505,2.960,0.391,0.031,-0.912
1635858924545,2021-11-02T15:15:24.545,3.000,0.388,0.031,-0.909
1635858924585,2021-11-02T15:15:24.585,3.040,0.384,0.031,-0.907
1635858924625,2021-11-02T15:15:24.625,3.080,0.386,0.028,-0.910
1635858924665,2021-11-02T15:15:24.665,3.120,0.387,0.042,-0.911
1635858924705,2021-11-02T15:15:24.705,3.160,0.388,0.033,-0.911
1635858924745,2021-11-02T15:15:24.745,3.200,0.386,0.027,-0.911
1635858924785,2021-11-02T15:15:24.785,3.240,0.386,0.033,-0.906
1635858924825,2021-11-02T15:15:24.825,3.280,0.389,0.032,-0.911
1635858924865,2021-11-02T15:15:24.865,3.320,0.388,0.031,-0.915
1635858924905,2021-11-02T15:15:24.905,3.360,0.381,0.038,-0.904
1635858924945,2021-11-02T15:15:24.945,3.400,0.386,0.029,-0.905
1635858924985,2021-11-02T15:15:24.985,3.440,0.397,0.034,-0.915
1635858925025,2021-11-02T15:15:25.025,3.480,0.388,0.026,-0.914
1635858925065,2021-11-02T15:15:25.065,3.520,0.385,0.035,-0.921
1635858925105,2021-11-02T15:15:25.105,3.560,0.392,0.027,-0.886
1635858925145,2021-11-02T15:15:25.145,3.600,0.396,0.002,-0.913
1635858925185,2021-11-02T15:15:25.185,3.640,0.397,0.047,-0.916
1635858925225,2021-11-02T15:15:25.225,3.680,0.398,0.058,-0.901
1635858925265,2021-11-02T15:15:25.265,3.720,0.371,0.019,-0.901
1635858925305,2021-11-02T15:15:25.305,3.760,0.365,-0.014,-0.916
1635858925345,2021-11-02T15:15:25.345,3.800,0.402,0.016,-0.919
1635858925385,2021-11-02T15:15:25.385,3.840,0.402,0.017,-0.913
1635858925425,2021-11-02T15:15:25.425,3.880,0.388,0.016,-0.905
1635858925465,2021-11-02T15:15:25.465,3.920,0.385,0.022,-0.909
1635858925505,2021-11-02T15:15:25.505,3.960,0.383,0.007,-0.911
1635858925545,2021-11-02T15:15:25.545,4.000,0.395,0.019,-0.912
1635858925585,2021-11-02T15:15:25.585,4.040,0.388,0.008,-0.913
1635858925625,2021-11-02T15:15:25.625,4.080,0.384,0.026,-0.904
1635858925665,2021-11-02T15:15:25.665,4.120,0.386,0.053,-0.908
1635858925705,2021-11-02T15:15:25.705,4.160,0.386,0.010,-0.907
1635858925745,2021-11-02T15:15:25.745,4.200,0.385,0.003,-0.909
1635858925785,2021-11-02T15:15:25.785,4.240,0.382,0.009,-0.917
1635858925825,2021-11-02T15:15:25.825,4.280,0.384,0.021,-0.900
