epoc (ms),timestamp (+0300),elapsed (s),pressure (Pa)
1634998423366,2021-10-23T17.13.43.366,0.000,100657.000
1634998423628,2021-10-23T17.13.43.628,0.262,100659.391
1634998423890,2021-10-23T17.13.43.890,0.524,100657.414
1634998424151,2021-10-23T17.13.44.151,0.785,100662.430
1634998424413,2021-10-23T17.13.44.413,1.047,100657.828
1634998424675,2021-10-23T17.13.44.675,1.309,100656.758
1634998424937,2021-10-23T17.13.44.937,1.571,100659.328
1634998425199,2021-10-23T17.13.45.199,1.832,100659.141
1634998425460,2021-10-23T17.13.45.460,2.094,100660.453
1634998425722,2021-10-23T17.13.45.722,2.356,100657.172
1634998425984,2021-10-23T17.13.45.984,2.618,100655.859
1634998426246,2021-10-23T17.13.46.246,2.880,100661.305
1634998426507,2021-10-23T17.13.46.507,3.141,100657.359
1634998426769,2021-10-23T17.13.46.769,3.403,100656.703
1634998427031,2021-10-23T17.13.47.031,3.665,100656.703
1634998427293,2021-10-23T17.13.47.293,3.927,100659.078
1634998427555,2021-10-23T17.13.47.555,4.188,100663.250
1634998427816,2021-10-23T17.13.47.816,4.450,100658.234
1634998428078,2021-10-23T17.13.48.078,4.712,100658.648
1634998428340,2021-10-23T17.13.48.340,4.974,100655.359
1634998428602,2021-10-23T17.13.48.602,5.236,100652.727
1634998428863,2021-10-23T17.13.48.863,5.497,100653.820
1634998429125,2021-10-23T17.13.49.125,5.759,100658.422
1634998429387,2021-10-23T17.13.49.387,6.021,100661.938
1634998429649,2021-10-23T17.13.49.649,6.283,100656.016
1634998429911,2021-10-23T17.13.49.911,6.545,100656.672
1634998430172,2021-10-23T17.13.50.172,6.806,100659.062
1634998430434,2021-10-23T17.13.50.434,7.068,100657.516
1634998430696,2021-10-23T17.13.50.696,7.330,100656.422
1634998430958,2021-10-23T17.13.50.958,7.592,100659.719
1634998431219,2021-10-23T17.13.51.219,7.853,100658.812
1634998431481,2021-10-23T17.13.51.481,8.115,100660.125
1634998431743,2021-10-23T17.13.51.743,8.377,100659.062
1634998432005,2021-10-23T17.13.52.005,8.639,100654.453
1634998432267,2021-10-23T17.13.52.267,8.901,100659.062
1634998432528,2021-10-23T17.13.52.528,9.162,100660.125
1634998432790,2021-10-23T17.13.52.790,9.424,100659.062
1634998433052,2021-10-23T17.13.53.052,9.686,100661.195
1634998433314,2021-10-23T17.13.53.314,9.948,100655.516
1634998433576,2021-10-23T17.13.53.576,10.209,100660.125
1634998433837,2021-10-23T17.13.53.837,10.471,100656.617
1634998434099,2021-10-23T17.13.54.099,10.733,100657.500
1634998434361,2021-10-23T17.13.54.361,10.995,100657.500
1634998434623,2021-10-23T17.13.54.623,11.257,100659.906
1634998434884,2021-10-23T17.13.54.884,11.518,100657.719
1634998435146,2021-10-23T17.13.55.146,11.780,100658.375
1634998435408,2021-10-23T17.13.55.408,12.042,100657.906
1634998435670,2021-10-23T17.13.55.670,12.304,100659.031
1634998435932,2021-10-23T17.13.55.932,12.565,100662.078
1634998436193,2021-10-23T17.13.56.193,12.827,100659.219
1634998436455,2021-10-23T17.13.56.455,13.089,100660.352
1634998436717,2021-10-23T17.13.56.717,13.351,100661.852
1634998436979,2021-10-23T17.13.56.979,13.613,100662.734
1634998437240,2021-10-23T17.13.57.240,13.874,100660.109
1634998437502,2021-10-23T17.13.57.502,14.136,100656.594
1634998437764,2021-10-23T17.13.57.764,14.398,100659.883
1634998438026,2021-10-23T17.13.58.026,14.660,100658.977
1634998438288,2021-10-23T17.13.58.288,14.921,100657.883
1634998438549,2021-10-23T17.13.58.549,15.183,100658.977
1634998438811,2021-10-23T17.13.58.811,15.445,100655.031
1634998439073,2021-10-23T17.13.59.073,15.707,100659.859
1634998439335,2021-10-23T17.13.59.335,15.969,100660.953
1634998439596,2021-10-23T17.13.59.596,16.230,100659.195
1634998439858,2021-10-23T17.13.59.858,16.492,100657.656
1634998440120,2021-10-23T17.14.00.120,16.754,100657.227
1634998440382,2021-10-23T17.14.00.382,17.016,100660.703
1634998440644,2021-10-23T17.14.00.644,17.277,100660.047
1634998440905,2021-10-23T17.14.00.905,17.539,100660.047
1634998441167,2021-10-23T17.14.01.167,17.801,100656.562
1634998441429,2021-10-23T17.14.01.429,18.063,100661.359
1634998441691,2021-10-23T17.14.01.691,18.325,100659.141
1634998441952,2021-10-23T17.14.01.952,18.586,100656.094
1634998442214,2021-10-23T17.14.02.214,18.848,100657.633
1634998442476,2021-10-23T17.14.02.476,19.110,100658.484
1634998442738,2021-10-23T17.14.02.738,19.372,100662.898
1634998443000,2021-10-23T17.14.03.000,19.634,100660.453
1634998443261,2021-10-23T17.14.03.261,19.895,100656.750
1634998443523,2021-10-23T17.14.03.523,20.157,100659.797
1634998443785,2021-10-23T17.14.03.785,20.419,100658.734
1634998444047,2021-10-23T17.14.04.047,20.681,100656.508
1634998444308,2021-10-23T17.14.04.308,20.942,100661.109
1634998444570,2021-10-23T17.14.04.570,21.204,100659.797
1634998444832,2021-10-23T17.14.04.832,21.466,100658.484
1634998445094,2021-10-23T17.14.05.094,21.728,100659.797
1634998445356,2021-10-23T17.14.05.356,21.990,100656.508
1634998445617,2021-10-23T17.14.05.617,22.251,100660.672
1634998445879,2021-10-23T17.14.05.879,22.513,100657.391
1634998446141,2021-10-23T17.14.06.141,22.775,100657.820
1634998446403,2021-10-23T17.14.06.403,23.037,100657.164
1634998446665,2021-10-23T17.14.06.665,23.298,100659.797
1634998446926,2021-10-23T17.14.06.926,23.560,100661.328
1634998447188,2021-10-23T17.14.07.188,23.822,100658.234
1634998447450,2021-10-23T17.14.07.450,24.084,100659.797
1634998447712,2021-10-23T17.14.07.712,24.346,100658.234
1634998447973,2021-10-23T17.14.07.973,24.607,100663.062
1634998448235,2021-10-23T17.14.08.235,24.869,100661.750
1634998448497,2021-10-23T17.14.08.497,25.131,100656.914
1634998448759,2021-10-23T17.14.08.759,25.393,100656.914
1634998449021,2021-10-23T17.14.09.021,25.654,100663.062
1634998449282,2021-10-23T17.14.09.282,25.916,100662.180
1634998449544,2021-10-23T17.14.09.544,26.178,100658.891
1634998449806,2021-10-23T17.14.09.806,26.440,100661.086
1634998450068,2021-10-23T17.14.10.068,26.702,100659.953
1634998450329,2021-10-23T17.14.10.329,26.963,100659.953
1634998450591,2021-10-23T17.14.10.591,27.225,100663.250
1634998450853,2021-10-23T17.14.10.853,27.487,100659.953
1634998451115,2021-10-23T17.14.11.115,27.749,100659.953
1634998451377,2021-10-23T17.14.11.377,28.010,100659.297
1634998451638,2021-10-23T17.14.11.638,28.272,100658.867
1634998451900,2021-10-23T17.14.11.900,28.534,100658.867
1634998452162,2021-10-23T17.14.12.162,28.796,100658.453
1634998452424,2021-10-23T17.14.12.424,29.058,100659.047
1634998452685,2021-10-23T17.14.12.685,29.319,100658.211
1634998452947,2021-10-23T17.14.12.947,29.581,100660.180
1634998453209,2021-10-23T17.14.13.209,29.843,100660.594
1634998453471,2021-10-23T17.14.13.471,30.105,100657.984
1634998453733,2021-10-23T17.14.13.733,30.366,100656.891
1634998453994,2021-10-23T17.14.13.994,30.628,100659.938
1634998454256,2021-10-23T17.14.14.256,30.890,100656.422
1634998454518,2021-10-23T17.14.14.518,31.152,100652.062
1634998454780,2021-10-23T17.14.14.780,31.414,100659.047
1634998455041,2021-10-23T17.14.15.041,31.675,100657.961
1634998455303,2021-10-23T17.14.15.303,31.937,100659.469
1634998455565,2021-10-23T17.14.15.565,32.199,100657.961
1634998455827,2021-10-23T17.14.15.827,32.461,100660.781
1634998456089,2021-10-23T17.14.16.089,32.723,100658.148
1634998456350,2021-10-23T17.14.16.350,32.984,100658.148
1634998456612,2021-10-23T17.14.16.612,33.246,100655.516
1634998456874,2021-10-23T17.14.16.874,33.508,100656.391
1634998457136,2021-10-23T17.14.17.136,33.770,100653.539
1634998457397,2021-10-23T17.14.17.397,34.031,100655.516
1634998457659,2021-10-23T17.14.17.659,34.293,100653.953
1634998457921,2021-10-23T17.14.17.921,34.555,100661.000
1634998458183,2021-10-23T17.14.18.183,34.817,100656.391
1634998458445,2021-10-23T17.14.18.445,35.079,100656.172
1634998458706,2021-10-23T17.14.18.706,35.340,100657.898
1634998458968,2021-10-23T17.14.18.968,35.602,100657.047
1634998459230,2021-10-23T17.14.19.230,35.864,100660.312
1634998459492,2021-10-23T17.14.19.492,36.126,100657.719
1634998459754,2021-10-23T17.14.19.754,36.387,100655.922
1634998460015,2021-10-23T17.14.20.015,36.649,100651.797
1634998460277,2021-10-23T17.14.20.277,36.911,100655.922
1634998460539,2021-10-23T17.14.20.539,37.173,100657.469
1634998460801,2021-10-23T17.14.20.801,37.435,100655.922
1634998461062,2021-10-23T17.14.21.062,37.696,100654.609
1634998461324,2021-10-23T17.14.21.324,37.958,100656.805
1634998461586,2021-10-23T17.14.21.586,38.220,100654.172
1634998461848,2021-10-23T17.14.21.848,38.482,100655.922
1634998462110,2021-10-23T17.14.22.110,38.743,100658.344
1634998462371,2021-10-23T17.14.22.371,39.005,100654.828
1634998462633,2021-10-23T17.14.22.633,39.267,100654.391
1634998462895,2021-10-23T17.14.22.895,39.529,100654.828
1634998463157,2021-10-23T17.14.23.157,39.791,100655.047
1634998463418,2021-10-23T17.14.23.418,40.052,100654.391
1634998463680,2021-10-23T17.14.23.680,40.314,100654.812
1634998463942,2021-10-23T17.14.23.942,40.576,100656.125
1634998464204,2021-10-23T17.14.24.204,40.838,100656.375
1634998464466,2021-10-23T17.14.24.466,41.099,100655.719
1634998464727,2021-10-23T17.14.24.727,41.361,100656.781
1634998464989,2021-10-23T17.14.24.989,41.623,100657.688
1634998465251,2021-10-23T17.14.25.251,41.885,100658.938
1634998465513,2021-10-23T17.14.25.513,42.147,100655.242
1634998465774,2021-10-23T17.14.25.774,42.408,100657.875
1634998466036,2021-10-23T17.14.26.036,42.670,100654.586
1634998466298,2021-10-23T17.14.26.298,42.932,100658.750
1634998466560,2021-10-23T17.14.26.560,43.194,100657.219
1634998466822,2021-10-23T17.14.26.822,43.455,100658.750
1634998467083,2021-10-23T17.14.27.083,43.717,100653.930
1634998467345,2021-10-23T17.14.27.345,43.979,100652.828
1634998467607,2021-10-23T17.14.27.607,44.241,100657.875
1634998467869,2021-10-23T17.14.27.869,44.503,100660.266
1634998468130,2021-10-23T17.14.28.130,44.764,100657.625
1634998468392,2021-10-23T17.14.28.392,45.026,100657.188
1634998468654,2021-10-23T17.14.28.654,45.288,100653.242
1634998468916,2021-10-23T17.14.28.916,45.550,100656.781
1634998469178,2021-10-23T17.14.29.178,45.812,100661.141
1634998469439,2021-10-23T17.14.29.439,46.073,100657.188
1634998469701,2021-10-23T17.14.29.701,46.335,100659.414
1634998469963,2021-10-23T17.14.29.963,46.597,100659.164
1634998470225,2021-10-23T17.14.30.225,46.859,100660.484
1634998470486,2021-10-23T17.14.30.486,47.120,100660.484
1634998470748,2021-10-23T17.14.30.748,47.382,100661.547
1634998471010,2021-10-23T17.14.31.010,47.644,100663.523
1634998471272,2021-10-23T17.14.31.272,47.906,100659.820
1634998471534,2021-10-23T17.14.31.534,48.168,100660.016
1634998471795,2021-10-23T17.14.31.795,48.429,100656.938
1634998472057,2021-10-23T17.14.32.057,48.691,100656.062
1634998472319,2021-10-23T17.14.32.319,48.953,100658.258
1634998472581,2021-10-23T17.14.32.581,49.215,100657.852
1634998472843,2021-10-23T17.14.32.843,49.476,100651.930
1634998473104,2021-10-23T17.14.33.104,49.738,100660.016
1634998473366,2021-10-23T17.14.33.366,50.000,100660.234
1634998473628,2021-10-23T17.14.33.628,50.262,100654.094
1634998473890,2021-10-23T17.14.33.890,50.524,100655.625
1634998474151,2021-10-23T17.14.34.151,50.785,100654.312
1634998474413,2021-10-23T17.14.34.413,51.047,100657.602
1634998474675,2021-10-23T17.14.34.675,51.309,100655.625
1634998474937,2021-10-23T17.14.34.937,51.571,100661.078
1634998475199,2021-10-23T17.14.35.199,51.832,100658.672
1634998475460,2021-10-23T17.14.35.460,52.094,100658.016
1634998475722,2021-10-23T17.14.35.722,52.356,100658.672
1634998475984,2021-10-23T17.14.35.984,52.618,100657.359
1634998476246,2021-10-23T17.14.36.246,52.880,100656.031
1634998476507,2021-10-23T17.14.36.507,53.141,100660.391
1634998476769,2021-10-23T17.14.36.769,53.403,100651.867
1634998477031,2021-10-23T17.14.37.031,53.665,100652.750
1634998477293,2021-10-23T17.14.37.293,53.927,100656.883
1634998477555,2021-10-23T17.14.37.555,54.188,100654.062
1634998477816,2021-10-23T17.14.37.816,54.450,100657.539
1634998478078,2021-10-23T17.14.38.078,54.712,100660.391
1634998478340,2021-10-23T17.14.38.340,54.974,100654.906
1634998478602,2021-10-23T17.14.38.602,55.236,100659.984
1634998478863,2021-10-23T17.14.38.863,55.497,100662.375
1634998479125,2021-10-23T17.14.39.125,55.759,100661.953
1634998479387,2021-10-23T17.14.39.387,56.021,100650.961
1634998479649,2021-10-23T17.14.39.649,56.283,100658.859
1634998479911,2021-10-23T17.14.39.911,56.544,100657.953
1634998480172,2021-10-23T17.14.40.172,56.806,100659.734
1634998480434,2021-10-23T17.14.40.434,57.068,100659.328
1634998480696,2021-10-23T17.14.40.696,57.330,100656.453
1634998480958,2021-10-23T17.14.40.958,57.592,100657.766
1634998481219,2021-10-23T17.14.41.219,57.853,100651.188
1634998481481,2021-10-23T17.14.41.481,58.115,100657.297
1634998481743,2021-10-23T17.14.41.743,58.377,100658.422
1634998482005,2021-10-23T17.14.42.005,58.639,100659.266
1634998482267,2021-10-23T17.14.42.267,58.901,100659.078
1634998482528,2021-10-23T17.14.42.528,59.162,100659.492
1634998482790,2021-10-23T17.14.42.790,59.424,100655.320
1634998483052,2021-10-23T17.14.43.052,59.686,100658.172
1634998483314,2021-10-23T17.14.43.314,59.948,100657.516
1634998483575,2021-10-23T17.14.43.575,60.209,100654.656
1634998483837,2021-10-23T17.14.43.837,60.471,100655.320
1634998484099,2021-10-23T17.14.44.099,60.733,100656.859
1634998484361,2021-10-23T17.14.44.361,60.995,100654.227
1634998484623,2021-10-23T17.14.44.623,61.257,100652.688
1634998484884,2021-10-23T17.14.44.884,61.518,100657.453
1634998485146,2021-10-23T17.14.45.146,61.780,100659.492
1634998485408,2021-10-23T17.14.45.408,62.042,100661.000
1634998485670,2021-10-23T17.14.45.670,62.304,100656.203
1634998485932,2021-10-23T17.14.45.932,62.565,100655.078
1634998486193,2021-10-23T17.14.46.193,62.827,100651.594
1634998486455,2021-10-23T17.14.46.455,63.089,100653.750
1634998486717,2021-10-23T17.14.46.717,63.351,100657.016
1634998486979,2021-10-23T17.14.46.979,63.613,100659.242
1634998487240,2021-10-23T17.14.47.240,63.874,100656.391
1634998487502,2021-10-23T17.14.47.502,64.136,100657.453
1634998487764,2021-10-23T17.14.47.764,64.398,100652.250
1634998488026,2021-10-23T17.14.48.026,64.660,100656.359
1634998488288,2021-10-23T17.14.48.288,64.921,100655.539
1634998488549,2021-10-23T17.14.48.549,65.183,100654.609
1634998488811,2021-10-23T17.14.48.811,65.445,100659.875
1634998489073,2021-10-23T17.14.49.073,65.707,100655.922
1634998489335,2021-10-23T17.14.49.335,65.969,100655.703
