epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636460681537,2021-11-09T14.24.41.537,0.000,101057.203
1636460681802,2021-11-09T14.24.41.802,0.265,101057.203
1636460682066,2021-11-09T14.24.42.066,0.529,101058.859
1636460682331,2021-11-09T14.24.42.331,0.794,101057.406
1636460682596,2021-11-09T14.24.42.596,1.059,101058.562
1636460682860,2021-11-09T14.24.42.860,1.323,101057.406
1636460683125,2021-11-09T14.24.43.125,1.588,101057.906
1636460683390,2021-11-09T14.24.43.390,1.853,101057.906
1636460683654,2021-11-09T14.24.43.654,2.117,101059.891
1636460683919,2021-11-09T14.24.43.919,2.382,101060.727
1636460684183,2021-11-09T14.24.44.183,2.646,101058.734
1636460684448,2021-11-09T14.24.44.448,2.911,101058.078
1636460684713,2021-11-09T14.24.44.713,3.176,101060.562
1636460684977,2021-11-09T14.24.44.977,3.440,101060.727
1636460685242,2021-11-09T14.24.45.242,3.705,101060.062
1636460685507,2021-11-09T14.24.45.507,3.970,101060.727
1636460685771,2021-11-09T14.24.45.771,4.234,101062.219
1636460686036,2021-11-09T14.24.46.036,4.499,101058.406
1636460686299,2021-11-09T14.24.46.299,4.762,101058.734
1636460686565,2021-11-09T14.24.46.565,5.028,101056.922
1636460686830,2021-11-09T14.24.46.830,5.293,101059.406
1636460687093,2021-11-09T14.24.47.093,5.556,101059.078
1636460687359,2021-11-09T14.24.47.359,5.822,101059.406
1636460687624,2021-11-09T14.24.47.624,6.087,101060.562
1636460687887,2021-11-09T14.24.47.887,6.350,101055.594
1636460688152,2021-11-09T14.24.48.152,6.615,101057.242
1636460688416,2021-11-09T14.24.48.416,6.879,101057.742
1636460688681,2021-11-09T14.24.48.681,7.144,101058.242
1636460688946,2021-11-09T14.24.48.946,7.409,101054.266
1636460689210,2021-11-09T14.24.49.210,7.673,101057.578
1636460689475,2021-11-09T14.24.49.475,7.938,101056.922
1636460689740,2021-11-09T14.24.49.740,8.203,101056.086
1636460690004,2021-11-09T14.24.50.004,8.467,101054.922
1636460690269,2021-11-09T14.24.50.269,8.732,101052.938
1636460690533,2021-11-09T14.24.50.533,8.996,101054.266
1636460690798,2021-11-09T14.24.50.798,9.261,101055.758
1636460691063,2021-11-09T14.24.51.063,9.526,101053.102
1636460691327,2021-11-09T14.24.51.327,9.790,101056.250
1636460691592,2021-11-09T14.24.51.592,10.055,101054.766
1636460691857,2021-11-09T14.24.51.857,10.320,101056.422
1636460692121,2021-11-09T14.24.52.121,10.584,101052.766
1636460692386,2021-11-09T14.24.52.386,10.849,101055.594
1636460692651,2021-11-09T14.24.52.651,11.114,101054.766
1636460692915,2021-11-09T14.24.52.915,11.378,101050.781
1636460693180,2021-11-09T14.24.53.180,11.643,101053.766
1636460693445,2021-11-09T14.24.53.445,11.908,101054.266
1636460693709,2021-11-09T14.24.53.709,12.172,101056.586
1636460693974,2021-11-09T14.24.53.974,12.437,101056.422
1636460694237,2021-11-09T14.24.54.237,12.700,101052.273
1636460694503,2021-11-09T14.24.54.503,12.966,101053.102
1636460694768,2021-11-09T14.24.54.768,13.231,101051.609
1636460695031,2021-11-09T14.24.55.031,13.494,101057.250
1636460695297,2021-11-09T14.24.55.297,13.760,101052.609
1636460695562,2021-11-09T14.24.55.562,14.025,101053.938
1636460695825,2021-11-09T14.24.55.825,14.288,101056.422
1636460696090,2021-11-09T14.24.56.090,14.553,101049.781
1636460696354,2021-11-09T14.24.56.354,14.817,101054.594
1636460696619,2021-11-09T14.24.56.619,15.082,101053.438
1636460696884,2021-11-09T14.24.56.884,15.347,101053.266
1636460697148,2021-11-09T14.24.57.148,15.611,101054.266
1636460697413,2021-11-09T14.24.57.413,15.876,101053.266
1636460697678,2021-11-09T14.24.57.678,16.141,101054.266
1636460697942,2021-11-09T14.24.57.942,16.405,101057.250
1636460698207,2021-11-09T14.24.58.207,16.670,101059.406
1636460698471,2021-11-09T14.24.58.471,16.934,101058.578
1636460698736,2021-11-09T14.24.58.736,17.199,101053.266
1636460699001,2021-11-09T14.24.59.001,17.464,101053.266
1636460699265,2021-11-09T14.24.59.265,17.728,101057.578
1636460699530,2021-11-09T14.24.59.530,17.993,101052.609
1636460699795,2021-11-09T14.24.59.795,18.258,101052.773
1636460700059,2021-11-09T14.25.00.059,18.522,101055.422
1636460700324,2021-11-09T14.25.00.324,18.787,101055.422
1636460700588,2021-11-09T14.25.00.588,19.051,101056.422
1636460700853,2021-11-09T14.25.00.853,19.316,101055.766
1636460701118,2021-11-09T14.25.01.118,19.581,101055.422
1636460701381,2021-11-09T14.25.01.381,19.844,101055.422
1636460701647,2021-11-09T14.25.01.647,20.110,101054.766
1636460701912,2021-11-09T14.25.01.912,20.375,101052.109
1636460702175,2021-11-09T14.25.02.175,20.638,101054.266
1636460702441,2021-11-09T14.25.02.441,20.904,101053.602
1636460702704,2021-11-09T14.25.02.704,21.167,101054.766
1636460702969,2021-11-09T14.25.02.969,21.432,101053.602
1636460703234,2021-11-09T14.25.03.234,21.697,101053.602
1636460703498,2021-11-09T14.25.03.498,21.961,101057.578
1636460703763,2021-11-09T14.25.03.763,22.226,101051.281
1636460704028,2021-11-09T14.25.04.028,22.491,101058.742
1636460704292,2021-11-09T14.25.04.292,22.755,101052.938
1636460704557,2021-11-09T14.25.04.557,23.020,101058.078
1636460704821,2021-11-09T14.25.04.821,23.284,101052.109
1636460705086,2021-11-09T14.25.05.086,23.549,101061.062
1636460705351,2021-11-09T14.25.05.351,23.814,101056.258
1636460705615,2021-11-09T14.25.05.615,24.078,101058.414
1636460705880,2021-11-09T14.25.05.880,24.343,101056.258
1636460706145,2021-11-09T14.25.06.145,24.608,101058.250
1636460706409,2021-11-09T14.25.06.409,24.872,101056.258
1636460706674,2021-11-09T14.25.06.674,25.137,101056.750
1636460706938,2021-11-09T14.25.06.938,25.401,101056.922
1636460707203,2021-11-09T14.25.07.203,25.666,101056.258
1636460707468,2021-11-09T14.25.07.468,25.931,101056.258
1636460707732,2021-11-09T14.25.07.732,26.195,101056.750
1636460707997,2021-11-09T14.25.07.997,26.460,101057.750
1636460708262,2021-11-09T14.25.08.262,26.725,101058.906
1636460708526,2021-11-09T14.25.08.526,26.989,101058.414
1636460708791,2021-11-09T14.25.08.791,27.254,101062.891
1636460709054,2021-11-09T14.25.09.054,27.517,101057.086
1636460709319,2021-11-09T14.25.09.319,27.782,101054.266
1636460709585,2021-11-09T14.25.09.585,28.048,101056.750
1636460709848,2021-11-09T14.25.09.848,28.311,101057.578
1636460710113,2021-11-09T14.25.10.113,28.576,101055.422
