epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635084169451,2021-10-24T17.02.49.451,0.000,-0.247,0.291,-0.899
1635084169490,2021-10-24T17.02.49.490,0.039,-0.250,0.294,-0.902
1635084169530,2021-10-24T17.02.49.530,0.079,-0.251,0.305,-0.894
1635084169571,2021-10-24T17.02.49.571,0.120,-0.246,0.293,-0.902
1635084169611,2021-10-24T17.02.49.611,0.160,-0.245,0.297,-0.903
1635084169652,2021-10-24T17.02.49.652,0.201,-0.252,0.301,-0.897
1635084169691,2021-10-24T17.02.49.691,0.240,-0.247,0.317,-0.894
1635084169732,2021-10-24T17.02.49.732,0.281,-0.242,0.303,-0.897
1635084169772,2021-10-24T17.02.49.772,0.321,-0.243,0.307,-0.898
1635084169813,2021-10-24T17.02.49.813,0.362,-0.247,0.314,-0.894
1635084169852,2021-10-24T17.02.49.852,0.401,-0.249,0.320,-0.889
1635084169893,2021-10-24T17.02.49.893,0.442,-0.249,0.311,-0.892
1635084169933,2021-10-24T17.02.49.933,0.482,-0.248,0.313,-0.894
1635084169972,2021-10-24T17.02.49.972,0.521,-0.247,0.317,-0.893
1635084170013,2021-10-24T17.02.50.013,0.562,-0.248,0.313,-0.893
1635084170053,2021-10-24T17.02.50.053,0.602,-0.247,0.315,-0.893
1635084170094,2021-10-24T17.02.50.094,0.643,-0.247,0.314,-0.896
1635084170133,2021-10-24T17.02.50.133,0.682,-0.248,0.326,-0.887
1635084170175,2021-10-24T17.02.50.175,0.724,-0.256,0.312,-0.889
1635084170214,2021-10-24T17.02.50.214,0.763,-0.253,0.297,-0.897
1635084170255,2021-10-24T17.02.50.255,0.804,-0.252,0.309,-0.894
1635084170295,2021-10-24T17.02.50.295,0.844,-0.252,0.309,-0.895
1635084170334,2021-10-24T17.02.50.334,0.883,-0.251,0.317,-0.891
1635084170375,2021-10-24T17.02.50.375,0.924,-0.250,0.314,-0.892
1635084170415,2021-10-24T17.02.50.415,0.964,-0.252,0.316,-0.891
1635084170456,2021-10-24T17.02.50.456,1.005,-0.252,0.316,-0.889
1635084170495,2021-10-24T17.02.50.495,1.044,-0.250,0.317,-0.890
1635084170536,2021-10-24T17.02.50.536,1.085,-0.251,0.316,-0.891
1635084170576,2021-10-24T17.02.50.576,1.125,-0.250,0.318,-0.891
1635084170617,2021-10-24T17.02.50.617,1.166,-0.252,0.319,-0.890
1635084170656,2021-10-24T17.02.50.656,1.205,-0.252,0.317,-0.889
1635084170696,2021-10-24T17.02.50.696,1.245,-0.250,0.317,-0.890
1635084170737,2021-10-24T17.02.50.737,1.286,-0.250,0.319,-0.890
1635084170777,2021-10-24T17.02.50.777,1.326,-0.252,0.317,-0.891
1635084170818,2021-10-24T17.02.50.818,1.367,-0.251,0.318,-0.891
1635084170857,2021-10-24T17.02.50.857,1.406,-0.250,0.316,-0.891
1635084170898,2021-10-24T17.02.50.898,1.447,-0.249,0.313,-0.893
1635084170938,2021-10-24T17.02.50.938,1.487,-0.249,0.316,-0.891
1635084170979,2021-10-24T17.02.50.979,1.528,-0.250,0.315,-0.891
1635084171018,2021-10-24T17.02.51.018,1.567,-0.250,0.321,-0.890
1635084171059,2021-10-24T17.02.51.059,1.608,-0.251,0.320,-0.889
1635084171099,2021-10-24T17.02.51.099,1.648,-0.251,0.321,-0.889
1635084171138,2021-10-24T17.02.51.138,1.687,-0.249,0.322,-0.889
1635084171179,2021-10-24T17.02.51.179,1.728,-0.250,0.319,-0.890
1635084171219,2021-10-24T17.02.51.219,1.768,-0.250,0.319,-0.891
1635084171260,2021-10-24T17.02.51.260,1.809,-0.251,0.317,-0.892
1635084171300,2021-10-24T17.02.51.300,1.849,-0.249,0.316,-0.891
1635084171341,2021-10-24T17.02.51.341,1.890,-0.249,0.316,-0.891
1635084171380,2021-10-24T17.02.51.380,1.929,-0.251,0.316,-0.890
1635084171421,2021-10-24T17.02.51.421,1.970,-0.251,0.317,-0.892
1635084171461,2021-10-24T17.02.51.461,2.010,-0.250,0.318,-0.891
1635084171500,2021-10-24T17.02.51.500,2.049,-0.251,0.317,-0.891
1635084171541,2021-10-24T17.02.51.541,2.090,-0.250,0.319,-0.891
1635084171581,2021-10-24T17.02.51.581,2.130,-0.250,0.319,-0.890
1635084171622,2021-10-24T17.02.51.622,2.171,-0.248,0.316,-0.891
1635084171661,2021-10-24T17.02.51.661,2.210,-0.251,0.317,-0.890
1635084171702,2021-10-24T17.02.51.702,2.251,-0.251,0.319,-0.890
1635084171742,2021-10-24T17.02.51.742,2.291,-0.251,0.320,-0.890
1635084171783,2021-10-24T17.02.51.783,2.332,-0.248,0.316,-0.891
1635084171822,2021-10-24T17.02.51.822,2.371,-0.247,0.315,-0.891
1635084171862,2021-10-24T17.02.51.862,2.411,-0.250,0.319,-0.890
1635084171903,2021-10-24T17.02.51.903,2.452,-0.250,0.320,-0.891
1635084171943,2021-10-24T17.02.51.943,2.492,-0.250,0.317,-0.892
1635084171984,2021-10-24T17.02.51.984,2.533,-0.249,0.317,-0.891
1635084172023,2021-10-24T17.02.52.023,2.572,-0.250,0.316,-0.890
1635084172064,2021-10-24T17.02.52.064,2.613,-0.250,0.317,-0.889
1635084172104,2021-10-24T17.02.52.104,2.653,-0.248,0.316,-0.892
1635084172145,2021-10-24T17.02.52.145,2.694,-0.249,0.314,-0.891
1635084172184,2021-10-24T17.02.52.184,2.733,-0.249,0.317,-0.892
1635084172224,2021-10-24T17.02.52.224,2.773,-0.249,0.319,-0.890
1635084172265,2021-10-24T17.02.52.265,2.814,-0.250,0.317,-0.890
1635084172304,2021-10-24T17.02.52.304,2.853,-0.249,0.317,-0.891
1635084172345,2021-10-24T17.02.52.345,2.894,-0.249,0.318,-0.891
1635084172385,2021-10-24T17.02.52.385,2.934,-0.249,0.317,-0.891
1635084172426,2021-10-24T17.02.52.426,2.975,-0.248,0.317,-0.892
1635084172466,2021-10-24T17.02.52.466,3.015,-0.249,0.316,-0.892
1635084172507,2021-10-24T17.02.52.507,3.056,-0.249,0.317,-0.890
1635084172546,2021-10-24T17.02.52.546,3.095,-0.249,0.316,-0.892
1635084172587,2021-10-24T17.02.52.587,3.136,-0.248,0.318,-0.892
1635084172627,2021-10-24T17.02.52.627,3.176,-0.249,0.318,-0.891
1635084172666,2021-10-24T17.02.52.666,3.215,-0.248,0.316,-0.890
1635084172707,2021-10-24T17.02.52.707,3.256,-0.248,0.316,-0.892
1635084172747,2021-10-24T17.02.52.747,3.296,-0.250,0.318,-0.891
1635084172788,2021-10-24T17.02.52.788,3.337,-0.248,0.319,-0.890
1635084172827,2021-10-24T17.02.52.827,3.376,-0.248,0.316,-0.893
