epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636392488640,2021-11-08T19:28:08.640,0.000,0.434,-0.046,-0.861
1636392488680,2021-11-08T19:28:08.680,0.040,0.439,-0.050,-0.874
1636392488720,2021-11-08T19:28:08.720,0.080,0.443,-0.046,-0.882
1636392488760,2021-11-08T19:28:08.760,0.120,0.430,-0.035,-0.875
1636392488800,2021-11-08T19:28:08.800,0.160,0.432,-0.048,-0.878
1636392488840,2021-11-08T19:28:08.840,0.200,0.443,-0.047,-0.890
1636392488880,2021-11-08T19:28:08.880,0.240,0.437,-0.040,-0.867
1636392488920,2021-11-08T19:28:08.920,0.280,0.437,-0.041,-0.853
1636392488960,2021-11-08T19:28:08.960,0.320,0.433,-0.047,-0.867
1636392489000,2021-11-08T19:28:09.000,0.360,0.438,-0.039,-0.887
1636392489040,2021-11-08T19:28:09.040,0.400,0.438,-0.039,-0.893
1636392489080,2021-11-08T19:28:09.080,0.440,0.436,-0.026,-0.892
1636392489120,2021-11-08T19:28:09.120,0.480,0.437,-0.028,-0.882
1636392489160,2021-11-08T19:28:09.160,0.520,0.443,-0.041,-0.875
1636392489200,2021-11-08T19:28:09.200,0.560,0.417,-0.048,-0.859
1636392489240,2021-11-08T19:28:09.240,0.600,0.427,-0.048,-0.851
1636392489280,2021-11-08T19:28:09.280,0.640,0.461,-0.039,-0.887
1636392489320,2021-11-08T19:28:09.320,0.680,0.442,-0.041,-0.896
1636392489360,2021-11-08T19:28:09.360,0.720,0.439,-0.047,-0.886
1636392489400,2021-11-08T19:28:09.400,0.760,0.438,-0.044,-0.877
1636392489440,2021-11-08T19:28:09.440,0.800,0.432,-0.039,-0.868
1636392489480,2021-11-08T19:28:09.480,0.840,0.431,-0.047,-0.869
1636392489520,2021-11-08T19:28:09.520,0.880,0.438,-0.038,-0.870
1636392489560,2021-11-08T19:28:09.560,0.920,0.447,-0.040,-0.879
1636392489600,2021-11-08T19:28:09.600,0.960,0.448,-0.043,-0.875
1636392489640,2021-11-08T19:28:09.640,1.000,0.442,-0.040,-0.867
1636392489680,2021-11-08T19:28:09.680,1.040,0.444,-0.052,-0.868
