epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635841498147,2021-11-02T10.24.58.147,0.000,-0.122,-0.183,0.305
1635841498187,2021-11-02T10.24.58.187,0.040,-0.396,-0.183,0.396
1635841498227,2021-11-02T10.24.58.227,0.080,-0.427,-0.488,0.549
1635841498267,2021-11-02T10.24.58.267,0.120,-1.250,-1.128,0.945
1635841498307,2021-11-02T10.24.58.307,0.160,-1.799,-0.732,1.098
1635841498347,2021-11-02T10.24.58.347,0.200,-0.213,-1.006,0.549
1635841498387,2021-11-02T10.24.58.387,0.240,0.091,-0.549,0.488
1635841498427,2021-11-02T10.24.58.427,0.280,0.000,0.579,0.701
1635841498467,2021-11-02T10.24.58.467,0.320,0.793,0.030,0.549
1635841498507,2021-11-02T10.24.58.507,0.360,0.244,-0.427,0.213
1635841498547,2021-11-02T10.24.58.547,0.400,0.945,-0.244,0.335
1635841498587,2021-11-02T10.24.58.587,0.440,0.701,-0.640,0.640
1635841498627,2021-11-02T10.24.58.627,0.480,-0.457,-0.762,0.579
1635841498667,2021-11-02T10.24.58.667,0.520,0.366,-0.122,0.579
1635841498707,2021-11-02T10.24.58.707,0.560,0.762,0.152,0.732
1635841498747,2021-11-02T10.24.58.747,0.600,0.366,0.122,0.366
1635841498787,2021-11-02T10.24.58.787,0.640,0.152,0.061,0.061
1635841498827,2021-11-02T10.24.58.827,0.680,-0.305,-0.122,-0.030
1635841498867,2021-11-02T10.24.58.867,0.720,-0.030,0.213,0.366
1635841498907,2021-11-02T10.24.58.907,0.760,-0.518,0.183,0.488
1635841498947,2021-11-02T10.24.58.947,0.800,-0.854,-0.183,0.488
1635841498987,2021-11-02T10.24.58.987,0.840,-0.793,-0.396,0.671
1635841499027,2021-11-02T10.24.59.027,0.880,-0.610,-0.335,0.610
1635841499067,2021-11-02T10.24.59.067,0.920,-0.122,-0.213,0.671
1635841499107,2021-11-02T10.24.59.107,0.960,-0.610,-0.305,0.579
1635841499147,2021-11-02T10.24.59.147,1.000,-0.488,-0.366,0.671
1635841499187,2021-11-02T10.24.59.187,1.040,-0.732,-0.335,0.640
1635841499227,2021-11-02T10.24.59.227,1.080,-1.006,-0.091,0.915
1635841499267,2021-11-02T10.24.59.267,1.120,-1.189,-0.061,0.762
1635841499307,2021-11-02T10.24.59.307,1.160,-0.335,-0.152,0.396
1635841499347,2021-11-02T10.24.59.347,1.200,0.640,-0.061,0.488
1635841499387,2021-11-02T10.24.59.387,1.240,-0.305,-0.122,0.579
1635841499427,2021-11-02T10.24.59.427,1.280,-0.610,-0.152,0.549
1635841499467,2021-11-02T10.24.59.467,1.320,-0.091,-0.091,0.518
1635841499507,2021-11-02T10.24.59.507,1.360,0.061,-0.030,0.488
1635841499547,2021-11-02T10.24.59.547,1.400,-0.091,-0.030,0.549
1635841499587,2021-11-02T10.24.59.587,1.440,0.000,-0.152,0.488
1635841499627,2021-11-02T10.24.59.627,1.480,0.000,-0.030,0.549
1635841499667,2021-11-02T10.24.59.667,1.520,0.701,0.152,0.305
1635841499707,2021-11-02T10.24.59.707,1.560,1.677,0.091,0.244
1635841499747,2021-11-02T10.24.59.747,1.600,0.793,-0.244,0.457
1635841499787,2021-11-02T10.24.59.787,1.640,0.122,-0.366,0.488
1635841499827,2021-11-02T10.24.59.827,1.680,0.152,-0.274,0.640
1635841499867,2021-11-02T10.24.59.867,1.720,-0.305,-0.213,0.640
1635841499907,2021-11-02T10.24.59.907,1.760,-0.396,-0.122,0.488
1635841499947,2021-11-02T10.24.59.947,1.800,0.335,0.061,0.579
1635841499987,2021-11-02T10.24.59.987,1.840,0.396,0.244,0.518
1635841500027,2021-11-02T10.25.00.027,1.880,0.366,0.427,0.427
1635841500067,2021-11-02T10.25.00.067,1.920,0.671,0.122,0.518
1635841500107,2021-11-02T10.25.00.107,1.960,0.915,-0.183,0.366
1635841500147,2021-11-02T10.25.00.147,2.000,0.976,0.122,0.366
1635841500187,2021-11-02T10.25.00.187,2.040,-0.091,-0.122,0.244
1635841500227,2021-11-02T10.25.00.227,2.080,0.396,-0.122,0.427
1635841500267,2021-11-02T10.25.00.267,2.120,0.396,-0.030,0.366
1635841500307,2021-11-02T10.25.00.307,2.160,0.793,0.030,0.396
1635841500347,2021-11-02T10.25.00.347,2.200,0.915,0.152,0.396
1635841500387,2021-11-02T10.25.00.387,2.240,0.518,0.122,0.427
1635841500427,2021-11-02T10.25.00.427,2.280,-0.030,-0.091,0.427
1635841500467,2021-11-02T10.25.00.467,2.320,-0.244,-0.152,0.427
1635841500507,2021-11-02T10.25.00.507,2.360,0.061,0.000,0.457
1635841500547,2021-11-02T10.25.00.547,2.400,-0.061,-0.091,0.396
1635841500587,2021-11-02T10.25.00.587,2.440,0.122,0.000,0.549
1635841500627,2021-11-02T10.25.00.627,2.480,0.244,-0.061,0.610
1635841500667,2021-11-02T10.25.00.667,2.520,0.396,-0.213,0.518
1635841500707,2021-11-02T10.25.00.707,2.560,0.244,-0.091,0.305
1635841500747,2021-11-02T10.25.00.747,2.600,-0.640,0.030,0.183
1635841500787,2021-11-02T10.25.00.787,2.640,0.305,0.213,0.427
1635841500827,2021-11-02T10.25.00.827,2.680,0.884,0.244,0.640
1635841500867,2021-11-02T10.25.00.867,2.720,0.244,0.000,0.549
1635841500907,2021-11-02T10.25.00.907,2.760,0.091,0.030,0.457
1635841500947,2021-11-02T10.25.00.947,2.800,0.000,0.030,0.640
1635841500987,2021-11-02T10.25.00.987,2.840,-0.488,-0.091,0.579
1635841501027,2021-11-02T10.25.01.027,2.880,0.030,0.061,0.488
1635841501067,2021-11-02T10.25.01.067,2.920,0.518,-0.030,0.793
1635841501107,2021-11-02T10.25.01.107,2.960,-1.311,-0.579,0.732
1635841501147,2021-11-02T10.25.01.147,3.000,-0.915,-0.762,0.579
1635841501187,2021-11-02T10.25.01.187,3.040,0.335,-0.061,0.610
1635841501227,2021-11-02T10.25.01.227,3.080,0.518,0.305,0.488
1635841501267,2021-11-02T10.25.01.267,3.120,0.640,0.335,0.457
1635841501307,2021-11-02T10.25.01.307,3.160,-0.122,-0.122,0.244
1635841501347,2021-11-02T10.25.01.347,3.200,0.000,-0.122,0.366
1635841501387,2021-11-02T10.25.01.387,3.240,-0.823,-0.183,0.305
1635841501427,2021-11-02T10.25.01.427,3.280,-0.030,-0.122,0.366
1635841501467,2021-11-02T10.25.01.467,3.320,0.366,-0.122,0.335
1635841501507,2021-11-02T10.25.01.507,3.360,-0.335,-0.152,0.366
