epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636373165495,2021-11-08T14.06.05.495,0.000,0.274,0.091,-0.122
1636373165535,2021-11-08T14.06.05.535,0.040,0.244,-0.152,-0.061
1636373165575,2021-11-08T14.06.05.575,0.080,0.457,0.152,-0.274
1636373165615,2021-11-08T14.06.05.615,0.120,0.457,0.152,-0.183
1636373165655,2021-11-08T14.06.05.655,0.160,0.335,0.152,-0.122
1636373165695,2021-11-08T14.06.05.695,0.200,0.396,0.091,-0.152
1636373165735,2021-11-08T14.06.05.735,0.240,0.427,0.091,-0.244
1636373165775,2021-11-08T14.06.05.775,0.280,0.488,0.091,-0.183
1636373165815,2021-11-08T14.06.05.815,0.320,0.427,0.091,-0.183
1636373165855,2021-11-08T14.06.05.855,0.360,0.366,0.091,-0.213
1636373165895,2021-11-08T14.06.05.895,0.400,0.427,0.091,-0.183
1636373165935,2021-11-08T14.06.05.935,0.440,0.305,0.091,-0.305
1636373165975,2021-11-08T14.06.05.975,0.480,0.579,0.091,-0.152
1636373166015,2021-11-08T14.06.06.015,0.520,0.366,0.152,-0.091
1636373166055,2021-11-08T14.06.06.055,0.560,0.335,0.183,-0.213
1636373166095,2021-11-08T14.06.06.095,0.600,0.366,0.122,-0.274
1636373166135,2021-11-08T14.06.06.135,0.640,0.335,0.061,-0.335
1636373166175,2021-11-08T14.06.06.175,0.680,0.427,0.091,-0.244
1636373166215,2021-11-08T14.06.06.215,0.720,0.427,0.122,-0.183
1636373166255,2021-11-08T14.06.06.255,0.760,0.579,0.122,-0.122
1636373166295,2021-11-08T14.06.06.295,0.800,0.427,0.183,-0.427
1636373166335,2021-11-08T14.06.06.335,0.840,0.640,0.305,-0.488
1636373166375,2021-11-08T14.06.06.375,0.880,0.488,0.183,-0.244
1636373166415,2021-11-08T14.06.06.415,0.920,0.457,0.122,-0.244
1636373166455,2021-11-08T14.06.06.455,0.960,0.427,0.091,-0.244
1636373166495,2021-11-08T14.06.06.495,1.000,0.427,0.061,-0.183
1636373166535,2021-11-08T14.06.06.535,1.040,0.579,0.091,-0.183
1636373166575,2021-11-08T14.06.06.575,1.080,0.518,0.030,-0.061
1636373166615,2021-11-08T14.06.06.615,1.120,0.457,0.061,-0.061
