epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636362118360,2021-11-08T11.01.58.360,0.000,-0.047,0.114,-0.997
1636362118400,2021-11-08T11.01.58.400,0.040,-0.047,0.110,-1.006
1636362118440,2021-11-08T11.01.58.440,0.080,-0.047,0.109,-1.002
1636362118480,2021-11-08T11.01.58.480,0.120,-0.047,0.114,-1.003
1636362118520,2021-11-08T11.01.58.520,0.160,-0.048,0.110,-1.003
1636362118560,2021-11-08T11.01.58.560,0.200,-0.048,0.111,-1.004
1636362118600,2021-11-08T11.01.58.600,0.240,-0.045,0.117,-1.004
1636362118640,2021-11-08T11.01.58.640,0.280,-0.046,0.107,-1.004
1636362118680,2021-11-08T11.01.58.680,0.320,-0.051,0.112,-1.002
1636362118720,2021-11-08T11.01.58.720,0.360,-0.048,0.112,-1.002
1636362118760,2021-11-08T11.01.58.760,0.400,-0.046,0.113,-1.004
1636362118800,2021-11-08T11.01.58.800,0.440,-0.049,0.113,-1.003
1636362118840,2021-11-08T11.01.58.840,0.480,-0.048,0.111,-1.004
1636362118880,2021-11-08T11.01.58.880,0.520,-0.046,0.111,-1.005
1636362118920,2021-11-08T11.01.58.920,0.560,-0.048,0.112,-1.003
1636362118960,2021-11-08T11.01.58.960,0.600,-0.049,0.108,-1.004
1636362119000,2021-11-08T11.01.59.000,0.640,-0.047,0.112,-1.003
1636362119040,2021-11-08T11.01.59.040,0.680,-0.048,0.110,-1.003
1636362119080,2021-11-08T11.01.59.080,0.720,-0.047,0.112,-1.003
1636362119120,2021-11-08T11.01.59.120,0.760,-0.049,0.110,-1.002
1636362119160,2021-11-08T11.01.59.160,0.800,-0.047,0.110,-1.003
1636362119200,2021-11-08T11.01.59.200,0.840,-0.050,0.115,-1.002
1636362119240,2021-11-08T11.01.59.240,0.880,-0.047,0.111,-1.003
1636362119280,2021-11-08T11.01.59.280,0.920,-0.047,0.108,-1.005
1636362119320,2021-11-08T11.01.59.320,0.960,-0.049,0.112,-1.005
1636362119360,2021-11-08T11.01.59.360,1.000,-0.045,0.113,-1.003
1636362119400,2021-11-08T11.01.59.400,1.040,-0.048,0.115,-1.001
1636362119440,2021-11-08T11.01.59.440,1.080,-0.051,0.108,-1.001
1636362119480,2021-11-08T11.01.59.480,1.120,-0.047,0.115,-1.003
1636362119520,2021-11-08T11.01.59.520,1.160,-0.047,0.115,-1.004
1636362119560,2021-11-08T11.01.59.560,1.200,-0.051,0.110,-1.001
1636362119600,2021-11-08T11.01.59.600,1.240,-0.046,0.115,-1.003
1636362119640,2021-11-08T11.01.59.640,1.280,-0.049,0.111,-1.003
1636362119680,2021-11-08T11.01.59.680,1.320,-0.049,0.114,-1.001
1636362119720,2021-11-08T11.01.59.720,1.360,-0.047,0.110,-1.002
1636362119760,2021-11-08T11.01.59.760,1.400,-0.049,0.115,-1.003
1636362119800,2021-11-08T11.01.59.800,1.440,-0.046,0.114,-1.003
1636362119840,2021-11-08T11.01.59.840,1.480,-0.049,0.114,-1.002
1636362119880,2021-11-08T11.01.59.880,1.520,-0.050,0.114,-1.003
1636362119920,2021-11-08T11.01.59.920,1.560,-0.049,0.116,-1.001
1636362119960,2021-11-08T11.01.59.960,1.600,-0.049,0.115,-1.001
1636362120000,2021-11-08T11.02.00.000,1.640,-0.049,0.118,-1.003
1636362120040,2021-11-08T11.02.00.040,1.680,-0.050,0.111,-1.002
1636362120080,2021-11-08T11.02.00.080,1.720,-0.048,0.118,-1.001
1636362120120,2021-11-08T11.02.00.120,1.760,-0.049,0.116,-1.002
1636362120160,2021-11-08T11.02.00.160,1.800,-0.052,0.112,-1.001
1636362120200,2021-11-08T11.02.00.200,1.840,-0.051,0.116,-1.001
1636362120240,2021-11-08T11.02.00.240,1.880,-0.047,0.117,-1.003
1636362120280,2021-11-08T11.02.00.280,1.920,-0.051,0.116,-1.002
1636362120320,2021-11-08T11.02.00.320,1.960,-0.051,0.114,-1.002
1636362120360,2021-11-08T11.02.00.360,2.000,-0.049,0.117,-1.001
1636362120400,2021-11-08T11.02.00.400,2.040,-0.049,0.116,-1.001
1636362120440,2021-11-08T11.02.00.440,2.080,-0.049,0.113,-1.002
1636362120480,2021-11-08T11.02.00.480,2.120,-0.051,0.117,-1.002
1636362120520,2021-11-08T11.02.00.520,2.160,-0.050,0.115,-1.001
1636362120560,2021-11-08T11.02.00.560,2.200,-0.048,0.115,-1.003
1636362120600,2021-11-08T11.02.00.600,2.240,-0.050,0.118,-1.002
