epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636311725669,2021-11-07T11:02:05.669,1.760,-0.130,0.245,-0.965
1636311725709,2021-11-07T11:02:05.709,1.800,-0.132,0.242,-0.967
1636311725749,2021-11-07T11:02:05.749,1.840,-0.131,0.240,-0.966
1636311725789,2021-11-07T11:02:05.789,1.880,-0.130,0.240,-0.966
1636311725829,2021-11-07T11:02:05.829,1.920,-0.127,0.231,-0.967
1636311725869,2021-11-07T11:02:05.869,1.960,-0.131,0.234,-0.969
1636311725909,2021-11-07T11:02:05.909,2.000,-0.132,0.236,-0.967
1636311725949,2021-11-07T11:02:05.949,2.040,-0.131,0.235,-0.968
1636311725989,2021-11-07T11:02:05.989,2.080,-0.132,0.236,-0.968
1636311726029,2021-11-07T11:02:06.029,2.120,-0.132,0.237,-0.966
1636311726069,2021-11-07T11:02:06.069,2.160,-0.132,0.236,-0.967
1636311726109,2021-11-07T11:02:06.109,2.200,-0.132,0.237,-0.967
1636311726149,2021-11-07T11:02:06.149,2.240,-0.133,0.238,-0.968
1636311726189,2021-11-07T11:02:06.189,2.280,-0.131,0.234,-0.967
1636311726229,2021-11-07T11:02:06.229,2.320,-0.133,0.239,-0.968
1636311726269,2021-11-07T11:02:06.269,2.360,-0.132,0.238,-0.967
1636311726309,2021-11-07T11:02:06.309,2.400,-0.131,0.236,-0.967
1636311726349,2021-11-07T11:02:06.349,2.440,-0.133,0.239,-0.967
1636311726389,2021-11-07T11:02:06.389,2.480,-0.133,0.238,-0.967
1636311726429,2021-11-07T11:02:06.429,2.520,-0.131,0.237,-0.968
1636311726469,2021-11-07T11:02:06.469,2.560,-0.132,0.237,-0.966
1636311726509,2021-11-07T11:02:06.509,2.600,-0.133,0.242,-0.967
1636311726549,2021-11-07T11:02:06.549,2.640,-0.131,0.237,-0.967
1636311726589,2021-11-07T11:02:06.589,2.680,-0.132,0.239,-0.967
1636311726629,2021-11-07T11:02:06.629,2.720,-0.133,0.238,-0.966
1636311726669,2021-11-07T11:02:06.669,2.760,-0.133,0.237,-0.967
1636311726709,2021-11-07T11:02:06.709,2.800,-0.133,0.238,-0.967
1636311726749,2021-11-07T11:02:06.749,2.840,-0.132,0.236,-0.965
1636311726789,2021-11-07T11:02:06.789,2.880,-0.133,0.239,-0.968
1636311726829,2021-11-07T11:02:06.829,2.920,-0.133,0.239,-0.967
1636311726869,2021-11-07T11:02:06.869,2.960,-0.131,0.236,-0.967
1636311726909,2021-11-07T11:02:06.909,3.000,-0.133,0.238,-0.966
1636311726949,2021-11-07T11:02:06.949,3.040,-0.133,0.240,-0.967
1636311726989,2021-11-07T11:02:06.989,3.080,-0.131,0.238,-0.966
1636311727029,2021-11-07T11:02:07.029,3.120,-0.132,0.238,-0.967
1636311727069,2021-11-07T11:02:07.069,3.160,-0.133,0.239,-0.967
1636311727109,2021-11-07T11:02:07.109,3.200,-0.132,0.239,-0.966
1636311727149,2021-11-07T11:02:07.149,3.240,-0.132,0.239,-0.966
1636311727189,2021-11-07T11:02:07.189,3.280,-0.132,0.240,-0.967
1636311727229,2021-11-07T11:02:07.229,3.320,-0.133,0.237,-0.967
1636311727269,2021-11-07T11:02:07.269,3.360,-0.134,0.238,-0.967
1636311727309,2021-11-07T11:02:07.309,3.400,-0.131,0.236,-0.966
1636311727349,2021-11-07T11:02:07.349,3.440,-0.132,0.239,-0.966
1636311727389,2021-11-07T11:02:07.389,3.480,-0.133,0.237,-0.966
1636311727429,2021-11-07T11:02:07.429,3.520,-0.134,0.238,-0.968
1636311727469,2021-11-07T11:02:07.469,3.560,-0.132,0.239,-0.968
1636311727509,2021-11-07T11:02:07.509,3.600,-0.132,0.236,-0.967
1636311727549,2021-11-07T11:02:07.549,3.640,-0.132,0.239,-0.966
1636311727589,2021-11-07T11:02:07.589,3.680,-0.132,0.236,-0.967
1636311727629,2021-11-07T11:02:07.629,3.720,-0.133,0.237,-0.967
1636311727669,2021-11-07T11:02:07.669,3.760,-0.132,0.238,-0.968
1636311727709,2021-11-07T11:02:07.709,3.800,-0.132,0.236,-0.968
1636311727749,2021-11-07T11:02:07.749,3.840,-0.133,0.237,-0.968
1636311727789,2021-11-07T11:02:07.789,3.880,-0.134,0.235,-0.968
1636311727829,2021-11-07T11:02:07.829,3.920,-0.134,0.239,-0.967
1636311727869,2021-11-07T11:02:07.869,3.960,-0.131,0.236,-0.967
1636311727909,2021-11-07T11:02:07.909,4.000,-0.133,0.237,-0.967
1636311727949,2021-11-07T11:02:07.949,4.040,-0.134,0.235,-0.966
1636311727989,2021-11-07T11:02:07.989,4.080,-0.133,0.237,-0.967
1636311728029,2021-11-07T11:02:08.029,4.120,-0.133,0.233,-0.969
1636311728069,2021-11-07T11:02:08.069,4.160,-0.133,0.239,-0.967
1636311728109,2021-11-07T11:02:08.109,4.200,-0.131,0.234,-0.967
1636311728149,2021-11-07T11:02:08.149,4.240,-0.133,0.237,-0.966
1636311728189,2021-11-07T11:02:08.189,4.280,-0.132,0.236,-0.967
1636311728229,2021-11-07T11:02:08.229,4.320,-0.132,0.234,-0.967
1636311728269,2021-11-07T11:02:08.269,4.360,-0.132,0.237,-0.966
1636311728309,2021-11-07T11:02:08.309,4.400,-0.132,0.234,-0.967
1636311728349,2021-11-07T11:02:08.349,4.440,-0.131,0.238,-0.969
1636311728389,2021-11-07T11:02:08.389,4.480,-0.133,0.237,-0.966
1636311728429,2021-11-07T11:02:08.429,4.520,-0.132,0.234,-0.967
1636311728469,2021-11-07T11:02:08.469,4.560,-0.132,0.236,-0.967
1636311728509,2021-11-07T11:02:08.509,4.600,-0.132,0.238,-0.967
1636311728549,2021-11-07T11:02:08.549,4.640,-0.133,0.235,-0.967
1636311728589,2021-11-07T11:02:08.589,4.680,-0.132,0.235,-0.967
1636311728629,2021-11-07T11:02:08.629,4.720,-0.132,0.238,-0.968
1636311728669,2021-11-07T11:02:08.669,4.760,-0.131,0.235,-0.968
1636311728709,2021-11-07T11:02:08.709,4.800,-0.133,0.237,-0.966
1636311728749,2021-11-07T11:02:08.749,4.840,-0.133,0.237,-0.968
1636311728789,2021-11-07T11:02:08.789,4.880,-0.132,0.236,-0.968
1636311728829,2021-11-07T11:02:08.829,4.920,-0.132,0.233,-0.968
1636311728869,2021-11-07T11:02:08.869,4.960,-0.133,0.239,-0.968
1636311728909,2021-11-07T11:02:08.909,5.000,-0.132,0.234,-0.967
1636311728949,2021-11-07T11:02:08.949,5.040,-0.133,0.237,-0.966
1636311728989,2021-11-07T11:02:08.989,5.080,-0.134,0.235,-0.967
1636311729029,2021-11-07T11:02:09.029,5.120,-0.133,0.236,-0.968
1636311729069,2021-11-07T11:02:09.069,5.160,-0.131,0.236,-0.967
1636311729109,2021-11-07T11:02:09.109,5.200,-0.133,0.236,-0.967
1636311729149,2021-11-07T11:02:09.149,5.240,-0.132,0.237,-0.967
1636311729189,2021-11-07T11:02:09.189,5.280,-0.133,0.238,-0.966
1636311729229,2021-11-07T11:02:09.229,5.320,-0.133,0.238,-0.967
1636311729269,2021-11-07T11:02:09.269,5.360,-0.133,0.235,-0.967
1636311729309,2021-11-07T11:02:09.309,5.400,-0.134,0.237,-0.967
1636311729349,2021-11-07T11:02:09.349,5.440,-0.133,0.238,-0.967
1636311729389,2021-11-07T11:02:09.389,5.480,-0.133,0.236,-0.967
1636311729429,2021-11-07T11:02:09.429,5.520,-0.133,0.235,-0.966
1636311729469,2021-11-07T11:02:09.469,5.560,-0.134,0.236,-0.968
1636311729509,2021-11-07T11:02:09.509,5.600,-0.134,0.237,-0.967
1636311729549,2021-11-07T11:02:09.549,5.640,-0.133,0.236,-0.967
1636311729589,2021-11-07T11:02:09.589,5.680,-0.134,0.236,-0.968
1636311729629,2021-11-07T11:02:09.629,5.720,-0.133,0.236,-0.967
1636311729669,2021-11-07T11:02:09.669,5.760,-0.132,0.237,-0.967
1636311729709,2021-11-07T11:02:09.709,5.800,-0.133,0.238,-0.968
1636311729749,2021-11-07T11:02:09.749,5.840,-0.133,0.238,-0.968
1636311729789,2021-11-07T11:02:09.789,5.880,-0.133,0.236,-0.966
1636311729829,2021-11-07T11:02:09.829,5.920,-0.133,0.238,-0.967
1636311729869,2021-11-07T11:02:09.869,5.960,-0.133,0.236,-0.967
1636311729909,2021-11-07T11:02:09.909,6.000,-0.132,0.237,-0.966
1636311729949,2021-11-07T11:02:09.949,6.040,-0.133,0.237,-0.967
1636311729989,2021-11-07T11:02:09.989,6.080,-0.133,0.235,-0.967
1636311730029,2021-11-07T11:02:10.029,6.120,-0.136,0.239,-0.967
1636311730069,2021-11-07T11:02:10.069,6.160,-0.132,0.236,-0.968
1636311730109,2021-11-07T11:02:10.109,6.200,-0.135,0.235,-0.967
1636311730149,2021-11-07T11:02:10.149,6.240,-0.134,0.234,-0.967
1636311730189,2021-11-07T11:02:10.189,6.280,-0.133,0.234,-0.968
1636311730229,2021-11-07T11:02:10.229,6.320,-0.134,0.239,-0.968
1636311730269,2021-11-07T11:02:10.269,6.360,-0.131,0.238,-0.968
1636311730309,2021-11-07T11:02:10.309,6.400,-0.132,0.236,-0.967
1636311730349,2021-11-07T11:02:10.349,6.440,-0.134,0.238,-0.967
1636311730389,2021-11-07T11:02:10.389,6.480,-0.134,0.238,-0.967
1636311730429,2021-11-07T11:02:10.429,6.520,-0.134,0.235,-0.968
1636311730469,2021-11-07T11:02:10.469,6.560,-0.134,0.238,-0.965
1636311730509,2021-11-07T11:02:10.509,6.600,-0.133,0.237,-0.967
1636311730549,2021-11-07T11:02:10.549,6.640,-0.134,0.235,-0.967
1636311730589,2021-11-07T11:02:10.589,6.680,-0.135,0.233,-0.967
1636311730629,2021-11-07T11:02:10.629,6.720,-0.133,0.232,-0.967
1636311730669,2021-11-07T11:02:10.669,6.760,-0.132,0.237,-0.969
1636311730709,2021-11-07T11:02:10.709,6.800,-0.133,0.234,-0.969
1636311730749,2021-11-07T11:02:10.749,6.840,-0.132,0.230,-0.968
1636311730789,2021-11-07T11:02:10.789,6.880,-0.132,0.233,-0.969
1636311730829,2021-11-07T11:02:10.829,6.920,-0.133,0.234,-0.969
1636311730869,2021-11-07T11:02:10.869,6.960,-0.134,0.235,-0.969
1636311730909,2021-11-07T11:02:10.909,7.000,-0.133,0.232,-0.968
1636311730949,2021-11-07T11:02:10.949,7.040,-0.137,0.236,-0.963
1636311730989,2021-11-07T11:02:10.989,7.080,-0.136,0.238,-0.966
1636311731029,2021-11-07T11:02:11.029,7.120,-0.136,0.213,-0.976
1636311731069,2021-11-07T11:02:11.069,7.160,-0.132,0.198,-0.975
1636311731109,2021-11-07T11:02:11.109,7.200,-0.134,0.237,-0.969
1636311731149,2021-11-07T11:02:11.149,7.240,-0.136,0.214,-0.971
1636311731189,2021-11-07T11:02:11.189,7.280,-0.133,0.225,-0.971
1636311731229,2021-11-07T11:02:11.229,7.320,-0.131,0.227,-0.973
1636311731269,2021-11-07T11:02:11.269,7.360,-0.130,0.214,-0.971
1636311731309,2021-11-07T11:02:11.309,7.400,-0.132,0.222,-0.972
1636311731349,2021-11-07T11:02:11.349,7.440,-0.132,0.227,-0.972
1636311731389,2021-11-07T11:02:11.389,7.480,-0.130,0.210,-0.970
1636311731429,2021-11-07T11:02:11.429,7.520,-0.131,0.223,-0.971
1636311731469,2021-11-07T11:02:11.469,7.560,-0.131,0.228,-0.971
1636311731509,2021-11-07T11:02:11.509,7.600,-0.132,0.211,-0.971
1636311731549,2021-11-07T11:02:11.549,7.640,-0.133,0.221,-0.971
1636311731589,2021-11-07T11:02:11.589,7.680,-0.130,0.214,-0.970
1636311731629,2021-11-07T11:02:11.629,7.720,-0.130,0.219,-0.972
1636311731669,2021-11-07T11:02:11.669,7.760,-0.129,0.232,-0.971
1636311731709,2021-11-07T11:02:11.709,7.800,-0.128,0.231,-0.972
1636311731749,2021-11-07T11:02:11.749,7.840,-0.131,0.226,-0.970
1636311731789,2021-11-07T11:02:11.789,7.880,-0.131,0.226,-0.971
1636311731829,2021-11-07T11:02:11.829,7.920,-0.130,0.226,-0.970
1636311731869,2021-11-07T11:02:11.869,7.960,-0.132,0.223,-0.970
1636311731909,2021-11-07T11:02:11.909,8.000,-0.129,0.229,-0.970
1636311731949,2021-11-07T11:02:11.949,8.040,-0.131,0.220,-0.970
1636311731989,2021-11-07T11:02:11.989,8.080,-0.132,0.223,-0.969
1636311732029,2021-11-07T11:02:12.029,8.120,-0.132,0.221,-0.970
1636311732069,2021-11-07T11:02:12.069,8.160,-0.133,0.223,-0.970
1636311732109,2021-11-07T11:02:12.109,8.200,-0.131,0.215,-0.968
1636311732149,2021-11-07T11:02:12.149,8.240,-0.128,0.230,-0.973
1636311732189,2021-11-07T11:02:12.189,8.280,-0.126,0.245,-0.971
1636311732229,2021-11-07T11:02:12.229,8.320,-0.127,0.233,-0.971
1636311732269,2021-11-07T11:02:12.269,8.360,-0.125,0.235,-0.970
1636311732309,2021-11-07T11:02:12.309,8.400,-0.125,0.235,-0.969
1636311732349,2021-11-07T11:02:12.349,8.440,-0.129,0.224,-0.970
1636311732389,2021-11-07T11:02:12.389,8.480,-0.133,0.207,-0.968
1636311732429,2021-11-07T11:02:12.429,8.520,-0.131,0.213,-0.970
1636311732469,2021-11-07T11:02:12.469,8.560,-0.119,0.246,-0.972
1636311732509,2021-11-07T11:02:12.509,8.600,-0.117,0.248,-0.970
1636311732549,2021-11-07T11:02:12.549,8.640,-0.126,0.231,-0.969
1636311732589,2021-11-07T11:02:12.589,8.680,-0.126,0.233,-0.970
1636311732629,2021-11-07T11:02:12.629,8.720,-0.121,0.220,-0.973
1636311732669,2021-11-07T11:02:12.669,8.760,-0.122,0.215,-0.973
1636311732709,2021-11-07T11:02:12.709,8.800,-0.117,0.221,-0.974
1636311732749,2021-11-07T11:02:12.749,8.840,-0.111,0.218,-0.977
1636311732789,2021-11-07T11:02:12.789,8.880,-0.116,0.199,-0.968
1636311732829,2021-11-07T11:02:12.829,8.920,-0.118,0.202,-0.975
1636311732869,2021-11-07T11:02:12.869,8.960,-0.110,0.229,-0.973
1636311732909,2021-11-07T11:02:12.909,9.000,-0.105,0.216,-0.974
1636311732949,2021-11-07T11:02:12.949,9.040,-0.111,0.207,-0.974
1636311732989,2021-11-07T11:02:12.989,9.080,-0.111,0.215,-0.974
1636311733029,2021-11-07T11:02:13.029,9.120,-0.105,0.210,-0.977
1636311733069,2021-11-07T11:02:13.069,9.160,-0.109,0.207,-0.974
1636311733109,2021-11-07T11:02:13.109,9.200,-0.109,0.217,-0.975
1636311733149,2021-11-07T11:02:13.149,9.240,-0.108,0.208,-0.976
1636311733189,2021-11-07T11:02:13.189,9.280,-0.107,0.211,-0.977
1636311733229,2021-11-07T11:02:13.229,9.320,-0.112,0.208,-0.976
1636311733269,2021-11-07T11:02:13.269,9.360,-0.110,0.191,-0.976
1636311733309,2021-11-07T11:02:13.309,9.400,-0.109,0.203,-0.976
1636311733349,2021-11-07T11:02:13.349,9.440,-0.109,0.210,-0.978
1636311733389,2021-11-07T11:02:13.389,9.480,-0.110,0.206,-0.977
1636311733429,2021-11-07T11:02:13.429,9.520,-0.110,0.206,-0.977
1636311733469,2021-11-07T11:02:13.469,9.560,-0.110,0.204,-0.977
1636311733509,2021-11-07T11:02:13.509,9.600,-0.110,0.196,-0.976
1636311733549,2021-11-07T11:02:13.549,9.640,-0.110,0.199,-0.977
1636311733589,2021-11-07T11:02:13.589,9.680,-0.111,0.202,-0.976
1636311733629,2021-11-07T11:02:13.629,9.720,-0.112,0.211,-0.977
1636311733669,2021-11-07T11:02:13.669,9.760,-0.110,0.188,-0.978
1636311733709,2021-11-07T11:02:13.709,9.800,-0.113,0.203,-0.978
1636311733749,2021-11-07T11:02:13.749,9.840,-0.114,0.202,-0.977
1636311733789,2021-11-07T11:02:13.789,9.880,-0.114,0.200,-0.979
1636311733829,2021-11-07T11:02:13.829,9.920,-0.114,0.199,-0.977
1636311733869,2021-11-07T11:02:13.869,9.960,-0.115,0.205,-0.978
1636311733909,2021-11-07T11:02:13.909,10.000,-0.114,0.199,-0.979
1636311733949,2021-11-07T11:02:13.949,10.040,-0.115,0.193,-0.978
1636311733989,2021-11-07T11:02:13.989,10.080,-0.116,0.194,-0.979
1636311734029,2021-11-07T11:02:14.029,10.120,-0.118,0.197,-0.979
1636311734069,2021-11-07T11:02:14.069,10.160,-0.117,0.195,-0.979
1636311734109,2021-11-07T11:02:14.109,10.200,-0.119,0.201,-0.978
1636311734149,2021-11-07T11:02:14.149,10.240,-0.116,0.187,-0.979
1636311734189,2021-11-07T11:02:14.189,10.280,-0.117,0.192,-0.980
1636311734229,2021-11-07T11:02:14.229,10.320,-0.117,0.193,-0.980
1636311734269,2021-11-07T11:02:14.269,10.360,-0.117,0.193,-0.978
1636311734309,2021-11-07T11:02:14.309,10.400,-0.117,0.196,-0.979
1636311734349,2021-11-07T11:02:14.349,10.440,-0.116,0.194,-0.980
1636311734389,2021-11-07T11:02:14.389,10.480,-0.116,0.193,-0.977
1636311734429,2021-11-07T11:02:14.429,10.520,-0.117,0.196,-0.979
1636311734469,2021-11-07T11:02:14.469,10.560,-0.118,0.192,-0.980
1636311734509,2021-11-07T11:02:14.509,10.600,-0.119,0.195,-0.979
1636311734549,2021-11-07T11:02:14.549,10.640,-0.117,0.192,-0.979
1636311734589,2021-11-07T11:02:14.589,10.680,-0.120,0.191,-0.979
1636311734629,2021-11-07T11:02:14.629,10.720,-0.117,0.197,-0.980
1636311734669,2021-11-07T11:02:14.669,10.760,-0.116,0.195,-0.980
1636311734709,2021-11-07T11:02:14.709,10.800,-0.119,0.201,-0.978
1636311734749,2021-11-07T11:02:14.749,10.840,-0.120,0.195,-0.979
1636311734789,2021-11-07T11:02:14.789,10.880,-0.119,0.193,-0.979
1636311734829,2021-11-07T11:02:14.829,10.920,-0.118,0.189,-0.978
1636311734869,2021-11-07T11:02:14.869,10.960,-0.119,0.195,-0.979
1636311734909,2021-11-07T11:02:14.909,11.000,-0.120,0.192,-0.979
1636311734949,2021-11-07T11:02:14.949,11.040,-0.120,0.193,-0.979
1636311734989,2021-11-07T11:02:14.989,11.080,-0.119,0.199,-0.979
1636311735029,2021-11-07T11:02:15.029,11.120,-0.117,0.199,-0.978
1636311735069,2021-11-07T11:02:15.069,11.160,-0.120,0.190,-0.979
1636311735109,2021-11-07T11:02:15.109,11.200,-0.121,0.197,-0.978
1636311735149,2021-11-07T11:02:15.149,11.240,-0.120,0.195,-0.978
1636311735189,2021-11-07T11:02:15.189,11.280,-0.118,0.193,-0.979
1636311735229,2021-11-07T11:02:15.229,11.320,-0.120,0.197,-0.979
1636311735269,2021-11-07T11:02:15.269,11.360,-0.120,0.197,-0.978
1636311735309,2021-11-07T11:02:15.309,11.400,-0.120,0.196,-0.979
1636311735349,2021-11-07T11:02:15.349,11.440,-0.122,0.191,-0.979
1636311735389,2021-11-07T11:02:15.389,11.480,-0.124,0.201,-0.978
1636311735429,2021-11-07T11:02:15.429,11.520,-0.122,0.193,-0.979
1636311735469,2021-11-07T11:02:15.469,11.560,-0.121,0.182,-0.979
1636311735509,2021-11-07T11:02:15.509,11.600,-0.123,0.193,-0.981
1636311735549,2021-11-07T11:02:15.549,11.640,-0.124,0.191,-0.979
1636311735589,2021-11-07T11:02:15.589,11.680,-0.124,0.185,-0.979
1636311735629,2021-11-07T11:02:15.629,11.720,-0.123,0.188,-0.980
1636311735669,2021-11-07T11:02:15.669,11.760,-0.124,0.185,-0.979
1636311735709,2021-11-07T11:02:15.709,11.800,-0.124,0.186,-0.980
1636311735749,2021-11-07T11:02:15.749,11.840,-0.124,0.188,-0.981
1636311735789,2021-11-07T11:02:15.789,11.880,-0.124,0.185,-0.979
1636311735829,2021-11-07T11:02:15.829,11.920,-0.123,0.187,-0.980
1636311735869,2021-11-07T11:02:15.869,11.960,-0.125,0.187,-0.980
1636311735909,2021-11-07T11:02:15.909,12.000,-0.122,0.184,-0.979
1636311735949,2021-11-07T11:02:15.949,12.040,-0.124,0.192,-0.978
1636311735989,2021-11-07T11:02:15.989,12.080,-0.124,0.188,-0.981
1636311736029,2021-11-07T11:02:16.029,12.120,-0.123,0.188,-0.980
1636311736069,2021-11-07T11:02:16.069,12.160,-0.123,0.188,-0.980
1636311736109,2021-11-07T11:02:16.109,12.200,-0.126,0.189,-0.979
1636311736149,2021-11-07T11:02:16.149,12.240,-0.123,0.189,-0.979
1636311736189,2021-11-07T11:02:16.189,12.280,-0.123,0.186,-0.980
1636311736229,2021-11-07T11:02:16.229,12.320,-0.123,0.188,-0.982
1636311736269,2021-11-07T11:02:16.269,12.360,-0.123,0.187,-0.979
1636311736309,2021-11-07T11:02:16.309,12.400,-0.121,0.183,-0.980
1636311736349,2021-11-07T11:02:16.349,12.440,-0.122,0.184,-0.980
1636311736389,2021-11-07T11:02:16.389,12.480,-0.123,0.184,-0.980
1636311736429,2021-11-07T11:02:16.429,12.520,-0.123,0.185,-0.980
1636311736469,2021-11-07T11:02:16.469,12.560,-0.122,0.183,-0.983
1636311736509,2021-11-07T11:02:16.509,12.600,-0.123,0.188,-0.979
1636311736549,2021-11-07T11:02:16.549,12.640,-0.120,0.185,-0.980
1636311736589,2021-11-07T11:02:16.589,12.680,-0.122,0.184,-0.980
1636311736629,2021-11-07T11:02:16.629,12.720,-0.123,0.183,-0.980
1636311736669,2021-11-07T11:02:16.669,12.760,-0.122,0.187,-0.980
1636311736709,2021-11-07T11:02:16.709,12.800,-0.120,0.188,-0.981
1636311736749,2021-11-07T11:02:16.749,12.840,-0.122,0.186,-0.982
1636311736789,2021-11-07T11:02:16.789,12.880,-0.123,0.185,-0.981
1636311736829,2021-11-07T11:02:16.829,12.920,-0.120,0.186,-0.981
1636311736869,2021-11-07T11:02:16.869,12.960,-0.119,0.176,-0.981
1636311736909,2021-11-07T11:02:16.909,13.000,-0.123,0.186,-0.982
1636311736949,2021-11-07T11:02:16.949,13.040,-0.122,0.186,-0.981
1636311736989,2021-11-07T11:02:16.989,13.080,-0.121,0.183,-0.980
1636311737029,2021-11-07T11:02:17.029,13.120,-0.123,0.183,-0.982
1636311737069,2021-11-07T11:02:17.069,13.160,-0.123,0.183,-0.981
1636311737109,2021-11-07T11:02:17.109,13.200,-0.122,0.181,-0.980
1636311737149,2021-11-07T11:02:17.149,13.240,-0.122,0.179,-0.981
1636311737189,2021-11-07T11:02:17.189,13.280,-0.123,0.183,-0.981
1636311737229,2021-11-07T11:02:17.229,13.320,-0.122,0.182,-0.981
1636311737269,2021-11-07T11:02:17.269,13.360,-0.120,0.180,-0.982
1636311737309,2021-11-07T11:02:17.309,13.400,-0.123,0.182,-0.980
1636311737349,2021-11-07T11:02:17.349,13.440,-0.122,0.181,-0.980
1636311737389,2021-11-07T11:02:17.389,13.480,-0.123,0.185,-0.981
1636311737429,2021-11-07T11:02:17.429,13.520,-0.123,0.185,-0.981
1636311737469,2021-11-07T11:02:17.469,13.560,-0.122,0.182,-0.981
1636311737509,2021-11-07T11:02:17.509,13.600,-0.122,0.183,-0.981
1636311737549,2021-11-07T11:02:17.549,13.640,-0.122,0.183,-0.980
1636311737589,2021-11-07T11:02:17.589,13.680,-0.123,0.179,-0.980
1636311737629,2021-11-07T11:02:17.629,13.720,-0.124,0.183,-0.981
1636311737669,2021-11-07T11:02:17.669,13.760,-0.120,0.188,-0.981
1636311737709,2021-11-07T11:02:17.709,13.800,-0.120,0.183,-0.980
1636311737749,2021-11-07T11:02:17.749,13.840,-0.124,0.185,-0.980
1636311737789,2021-11-07T11:02:17.789,13.880,-0.123,0.178,-0.981
1636311737829,2021-11-07T11:02:17.829,13.920,-0.120,0.181,-0.981
1636311737869,2021-11-07T11:02:17.869,13.960,-0.123,0.188,-0.980
1636311737909,2021-11-07T11:02:17.909,14.000,-0.124,0.187,-0.980
1636311737949,2021-11-07T11:02:17.949,14.040,-0.123,0.181,-0.980
1636311737989,2021-11-07T11:02:17.989,14.080,-0.123,0.185,-0.982
1636311738029,2021-11-07T11:02:18.029,14.120,-0.124,0.183,-0.981
1636311738069,2021-11-07T11:02:18.069,14.160,-0.121,0.177,-0.981
1636311738109,2021-11-07T11:02:18.109,14.200,-0.123,0.187,-0.982
