epoch (ms),time (03:00),elapsed (s),pressure (Pa)
1635340405816,2021-10-27T16:13:25.816,26.316,100820.875
1635340406077,2021-10-27T16:13:26.077,26.577,100821.172
1635340406338,2021-10-27T16:13:26.338,26.838,100822.219
1635340406598,2021-10-27T16:13:26.598,27.098,100824.406
1635340406859,2021-10-27T16:13:26.859,27.359,100821.172
1635340407120,2021-10-27T16:13:27.120,27.620,100825.219
1635340407381,2021-10-27T16:13:27.381,27.881,100829.266
1635340407640,2021-10-27T16:13:27.640,28.140,100815.781
1635340407901,2021-10-27T16:13:27.901,28.401,100818.469
1635340408161,2021-10-27T16:13:28.161,28.661,100820.117
1635340408422,2021-10-27T16:13:28.422,28.922,100819.016
1635340408683,2021-10-27T16:13:28.683,29.183,100824.438
1635340408944,2021-10-27T16:13:28.944,29.444,100822.813
1635340409204,2021-10-27T16:13:29.204,29.704,100822.297
1635340409465,2021-10-27T16:13:29.465,29.965,100819.039
1635340409726,2021-10-27T16:13:29.726,30.226,100824.438
1635340409985,2021-10-27T16:13:29.985,30.485,100820.383
1635340410246,2021-10-27T16:13:30.246,30.746,100817.688
1635340410507,2021-10-27T16:13:30.507,31.007,100817.688
1635340410767,2021-10-27T16:13:30.767,31.267,100817.180
1635340411028,2021-10-27T16:13:31.028,31.528,100818.250
1635340411289,2021-10-27T16:13:31.289,31.789,100825.289
1635340411550,2021-10-27T16:13:31.550,32.050,100818.547
1635340411810,2021-10-27T16:13:31.810,32.310,100819.094
1635340412070,2021-10-27T16:13:32.070,32.570,100819.094
1635340412330,2021-10-27T16:13:32.330,32.830,100820.461
1635340412591,2021-10-27T16:13:32.591,33.091,100818.547
1635340412852,2021-10-27T16:13:32.852,33.352,100825.594
1635340413113,2021-10-27T16:13:33.113,33.613,100815.609
1635340413373,2021-10-27T16:13:33.373,33.873,100822.352
1635340413634,2021-10-27T16:13:33.634,34.134,100820.461
1635340413895,2021-10-27T16:13:33.895,34.395,100825.344
1635340414154,2021-10-27T16:13:34.154,34.654,100820.461
1635340414415,2021-10-27T16:13:34.415,34.915,100825.859
1635340414676,2021-10-27T16:13:34.676,35.176,100826.156
1635340414936,2021-10-27T16:13:34.936,35.436,100819.406
1635340415197,2021-10-27T16:13:35.197,35.697,100825.609
1635340415458,2021-10-27T16:13:35.458,35.958,100827.797
1635340415719,2021-10-27T16:13:35.719,36.219,100823.750
1635340415979,2021-10-27T16:13:35.979,36.479,100815.359
1635340416239,2021-10-27T16:13:36.239,36.739,100817.016
1635340416499,2021-10-27T16:13:36.499,36.999,100819.172
1635340416760,2021-10-27T16:13:36.760,37.260,100819.703
1635340417021,2021-10-27T16:13:37.021,37.521,100822.969
1635340417282,2021-10-27T16:13:37.282,37.782,100821.320
1635340417542,2021-10-27T16:13:37.542,38.042,100824.016
1635340417803,2021-10-27T16:13:37.803,38.303,100820.516
1635340418064,2021-10-27T16:13:38.064,38.564,100828.359
1635340418323,2021-10-27T16:13:38.323,38.823,100821.617
1635340418584,2021-10-27T16:13:38.584,39.084,100821.617
1635340418845,2021-10-27T16:13:38.845,39.345,100823.773
1635340419105,2021-10-27T16:13:39.105,39.605,100823.773
1635340419366,2021-10-27T16:13:39.366,39.866,100823.234
1635340419627,2021-10-27T16:13:39.627,40.127,100821.883
1635340419888,2021-10-27T16:13:39.888,40.388,100826.234
1635340420148,2021-10-27T16:13:40.148,40.648,100824.078
1635340420408,2021-10-27T16:13:40.408,40.908,100818.141
1635340420668,2021-10-27T16:13:40.668,41.168,100820.828
1635340420929,2021-10-27T16:13:40.929,41.429,100822.484
1635340421190,2021-10-27T16:13:41.190,41.690,100825.688
1635340421450,2021-10-27T16:13:41.450,41.950,100821.125
1635340421711,2021-10-27T16:13:41.711,42.211,100821.125
1635340421972,2021-10-27T16:13:41.972,42.472,100823.289
1635340422233,2021-10-27T16:13:42.233,42.733,100822.742
1635340422492,2021-10-27T16:13:42.492,42.992,100821.125
1635340422753,2021-10-27T16:13:42.753,43.253,100825.445
1635340423013,2021-10-27T16:13:43.013,43.513,100824.094
1635340423274,2021-10-27T16:13:43.274,43.774,100816.547
1635340423535,2021-10-27T16:13:43.535,44.035,100821.695
1635340423796,2021-10-27T16:13:43.796,44.296,100821.695
1635340424056,2021-10-27T16:13:44.056,44.556,100822.500
1635340424317,2021-10-27T16:13:44.317,44.817,100821.156
1635340424576,2021-10-27T16:13:44.576,45.076,100823.313
1635340424837,2021-10-27T16:13:44.837,45.337,100824.656
1635340425098,2021-10-27T16:13:45.098,45.598,100821.453
1635340425359,2021-10-27T16:13:45.359,45.859,100819.266
1635340425619,2021-10-27T16:13:45.619,46.119,100816.047
1635340425880,2021-10-27T16:13:45.880,46.380,100822.797
1635340426141,2021-10-27T16:13:46.141,46.641,100824.141
1635340426402,2021-10-27T16:13:46.402,46.902,100825.758
1635340426661,2021-10-27T16:13:46.661,47.161,100816.047
1635340426922,2021-10-27T16:13:46.922,47.422,100820.906
1635340427182,2021-10-27T16:13:47.182,47.682,100821.203
1635340427443,2021-10-27T16:13:47.443,47.943,100820.359
1635340427704,2021-10-27T16:13:47.704,48.204,100816.070
1635340427965,2021-10-27T16:13:47.965,48.465,100823.063
1635340428225,2021-10-27T16:13:48.225,48.725,100822.313
1635340428486,2021-10-27T16:13:48.486,48.986,100817.422
1635340428745,2021-10-27T16:13:48.745,49.245,100826.063
1635340429006,2021-10-27T16:13:49.006,49.506,100823.656
1635340429267,2021-10-27T16:13:49.267,49.767,100818.266
1635340429528,2021-10-27T16:13:49.528,50.028,100824.469
1635340429788,2021-10-27T16:13:49.788,50.288,100819.063
1635340430049,2021-10-27T16:13:50.049,50.549,100820.422
1635340430310,2021-10-27T16:13:50.310,50.810,100826.078
1635340430571,2021-10-27T16:13:50.571,51.071,100826.625
1635340430831,2021-10-27T16:13:50.831,51.331,100820.422
1635340431092,2021-10-27T16:13:51.092,51.592,100822.031
1635340431351,2021-10-27T16:13:51.351,51.851,100823.375
1635340431612,2021-10-27T16:13:51.612,52.112,100815.578
1635340431873,2021-10-27T16:13:51.873,52.373,100829.313
1635340432134,2021-10-27T16:13:52.134,52.634,100811.531
1635340432394,2021-10-27T16:13:52.394,52.894,100817.469
1635340432655,2021-10-27T16:13:52.655,53.155,100820.172
1635340432916,2021-10-27T16:13:52.916,53.416,100823.969
1635340433177,2021-10-27T16:13:53.177,53.677,100818.281
1635340433436,2021-10-27T16:13:53.436,53.936,100822.625
1635340433697,2021-10-27T16:13:53.697,54.197,100815.875
1635340433957,2021-10-27T16:13:53.957,54.457,100820.438
1635340434218,2021-10-27T16:13:54.218,54.718,100822.078
1635340434479,2021-10-27T16:13:54.479,54.979,100814.531
1635340434740,2021-10-27T16:13:54.740,55.240,100823.188
1635340435000,2021-10-27T16:13:55.000,55.500,100823.734
1635340435261,2021-10-27T16:13:55.261,55.761,100821.031
1635340435520,2021-10-27T16:13:55.520,56.020,100825.078
1635340435781,2021-10-27T16:13:55.781,56.281,100828.883
1635340436042,2021-10-27T16:13:56.042,56.542,100821.297
1635340436303,2021-10-27T16:13:56.303,56.803,100823.188
1635340436563,2021-10-27T16:13:56.563,57.063,100822.641
1635340436824,2021-10-27T16:13:56.824,57.324,100828.883
1635340437085,2021-10-27T16:13:57.085,57.585,100821.297
1635340437346,2021-10-27T16:13:57.346,57.846,100821.594
1635340437606,2021-10-27T16:13:57.606,58.106,100829.141
1635340437867,2021-10-27T16:13:57.867,58.367,100823.750
1635340438126,2021-10-27T16:13:58.126,58.626,100822.133
1635340438387,2021-10-27T16:13:58.387,58.887,100819.438
1635340438648,2021-10-27T16:13:58.648,59.148,100821.859
1635340438909,2021-10-27T16:13:58.909,59.409,100821.047
1635340439169,2021-10-27T16:13:59.169,59.669,100821.344
1635340439430,2021-10-27T16:13:59.430,59.930,100821.047
1635340439691,2021-10-27T16:13:59.691,60.191,100821.047
1635340439951,2021-10-27T16:13:59.951,60.451,100822.961
1635340440211,2021-10-27T16:14:00.211,60.711,100824.852
1635340440471,2021-10-27T16:14:00.471,60.971,100822.961
1635340440732,2021-10-27T16:14:00.732,61.232,100822.961
1635340440993,2021-10-27T16:14:00.993,61.493,100825.148
1635340441254,2021-10-27T16:14:01.254,61.754,100825.656
1635340441514,2021-10-27T16:14:01.514,62.014,100819.750
1635340441775,2021-10-27T16:14:01.775,62.275,100828.656
1635340442036,2021-10-27T16:14:02.036,62.536,100818.914
1635340442295,2021-10-27T16:14:02.295,62.795,100821.359
1635340442556,2021-10-27T16:14:02.556,63.056,100820.016
1635340442817,2021-10-27T16:14:02.817,63.317,100822.203
1635340443077,2021-10-27T16:14:03.077,63.577,100822.719
1635340443338,2021-10-27T16:14:03.338,63.838,100823.555
1635340443599,2021-10-27T16:14:03.599,64.099,100823.016
1635340443860,2021-10-27T16:14:03.860,64.360,100827.867
1635340444120,2021-10-27T16:14:04.120,64.620,100823.820
1635340444380,2021-10-27T16:14:04.380,64.880,100822.469
1635340444640,2021-10-27T16:14:04.640,65.140,100831.109
1635340444901,2021-10-27T16:14:04.901,65.401,100815.719
1635340445162,2021-10-27T16:14:05.162,65.662,100823.344
1635340445423,2021-10-27T16:14:05.423,65.923,100823.820
1635340445683,2021-10-27T16:14:05.683,66.183,100821.992
1635340445944,2021-10-27T16:14:05.944,66.444,100825.766
1635340446205,2021-10-27T16:14:06.205,66.705,100816.047
1635340446464,2021-10-27T16:14:06.464,66.964,100820.359
1635340446725,2021-10-27T16:14:06.725,67.225,100816.609
1635340446986,2021-10-27T16:14:06.986,67.486,100819.016
1635340447246,2021-10-27T16:14:07.246,67.746,100823.359
1635340447507,2021-10-27T16:14:07.507,68.007,100821.203
1635340447768,2021-10-27T16:14:07.768,68.268,100827.703
1635340448029,2021-10-27T16:14:08.029,68.529,100823.898
1635340448289,2021-10-27T16:14:08.289,68.789,100826.867
1635340448549,2021-10-27T16:14:08.549,69.049,100824.711
1635340448809,2021-10-27T16:14:08.809,69.309,100821.469
1635340449070,2021-10-27T16:14:09.070,69.570,100824.469
1635340449331,2021-10-27T16:14:09.331,69.831,100817.719
1635340449592,2021-10-27T16:14:09.592,70.092,100824.469
1635340449852,2021-10-27T16:14:09.852,70.352,100823.414
1635340450113,2021-10-27T16:14:10.113,70.613,100825.563
1635340450374,2021-10-27T16:14:10.374,70.874,100823.922
1635340450635,2021-10-27T16:14:10.635,71.135,100820.711
1635340450894,2021-10-27T16:14:10.894,71.394,100822.570
1635340451155,2021-10-27T16:14:11.155,71.655,100823.414
1635340451415,2021-10-27T16:14:11.415,71.915,100818.016
1635340451676,2021-10-27T16:14:11.676,72.176,100820.969
1635340451937,2021-10-27T16:14:11.937,72.437,100824.758
1635340452198,2021-10-27T16:14:12.198,72.698,100818.820
1635340452458,2021-10-27T16:14:12.458,72.958,100823.164
1635340452719,2021-10-27T16:14:12.719,73.219,100821.516
1635340452978,2021-10-27T16:14:12.978,73.478,100823.164
1635340453239,2021-10-27T16:14:13.239,73.739,100823.430
1635340453500,2021-10-27T16:14:13.500,74.000,100821.813
1635340453761,2021-10-27T16:14:13.761,74.261,100827.477
1635340454021,2021-10-27T16:14:14.021,74.521,100818.570
1635340454282,2021-10-27T16:14:14.282,74.782,100824.234
1635340454543,2021-10-27T16:14:14.543,75.043,100823.430
1635340454804,2021-10-27T16:14:14.804,75.304,100823.430
1635340455063,2021-10-27T16:14:15.063,75.563,100828.281
1635340455324,2021-10-27T16:14:15.324,75.824,100825.875
1635340455584,2021-10-27T16:14:15.584,76.084,100821.539
1635340455845,2021-10-27T16:14:15.845,76.345,100822.883
1635340456106,2021-10-27T16:14:16.106,76.606,100826.688
1635340456367,2021-10-27T16:14:16.367,76.867,100825.344
1635340456627,2021-10-27T16:14:16.627,77.127,100825.633
1635340456888,2021-10-27T16:14:16.888,77.388,100825.633
1635340457147,2021-10-27T16:14:17.147,77.647,100826.445
1635340457409,2021-10-27T16:14:17.409,77.909,100823.188
1635340457669,2021-10-27T16:14:17.669,78.169,100815.891
1635340457930,2021-10-27T16:14:17.930,78.430,100826.172
1635340458190,2021-10-27T16:14:18.190,78.690,100825.633
1635340458451,2021-10-27T16:14:18.451,78.951,100825.938
1635340458712,2021-10-27T16:14:18.712,79.212,100824.578
1635340458972,2021-10-27T16:14:18.972,79.472,100824.578
1635340459233,2021-10-27T16:14:19.233,79.733,100828.094
1635340459494,2021-10-27T16:14:19.494,79.994,100826.195
1635340459753,2021-10-27T16:14:19.753,80.253,100827.281
1635340460014,2021-10-27T16:14:20.014,80.514,100830.250
1635340460275,2021-10-27T16:14:20.275,80.775,100823.234
1635340460535,2021-10-27T16:14:20.535,81.035,100828.891
1635340460796,2021-10-27T16:14:20.796,81.296,100830.539
1635340461057,2021-10-27T16:14:21.057,81.557,100826.195
1635340461318,2021-10-27T16:14:21.318,81.818,100825.656
1635340461578,2021-10-27T16:14:21.578,82.078,100825.391
1635340461838,2021-10-27T16:14:21.838,82.338,100827.000
1635340462098,2021-10-27T16:14:22.098,82.598,100822.141
1635340462359,2021-10-27T16:14:22.359,82.859,100824.594
1635340462620,2021-10-27T16:14:22.620,83.120,100829.453
1635340462881,2021-10-27T16:14:22.881,83.381,100825.953
1635340463141,2021-10-27T16:14:23.141,83.641,100827.047
1635340463402,2021-10-27T16:14:23.402,83.902,100824.891
1635340463663,2021-10-27T16:14:23.663,84.163,100822.703
1635340463922,2021-10-27T16:14:23.922,84.422,100828.406
1635340464183,2021-10-27T16:14:24.183,84.683,100823.250
1635340464444,2021-10-27T16:14:24.444,84.944,100825.406
1635340464704,2021-10-27T16:14:24.704,85.204,100822.703
1635340464965,2021-10-27T16:14:24.965,85.465,100830.047
1635340465226,2021-10-27T16:14:25.226,85.726,100823.000
1635340465487,2021-10-27T16:14:25.487,85.987,100821.359
1635340465747,2021-10-27T16:14:25.747,86.247,100821.656
1635340466007,2021-10-27T16:14:26.007,86.507,100830.047
1635340466267,2021-10-27T16:14:26.267,86.767,100824.109
1635340466528,2021-10-27T16:14:26.528,87.028,100824.648
1635340466789,2021-10-27T16:14:26.789,87.289,100821.953
1635340467050,2021-10-27T16:14:27.050,87.550,100817.906
1635340467310,2021-10-27T16:14:27.310,87.810,100819.516
1635340467571,2021-10-27T16:14:27.571,88.071,100822.461
1635340467832,2021-10-27T16:14:27.832,88.332,100816.813
1635340468091,2021-10-27T16:14:28.091,88.591,100823.859
1635340468352,2021-10-27T16:14:28.352,88.852,100824.398
1635340468613,2021-10-27T16:14:28.613,89.113,100819.813
1635340468873,2021-10-27T16:14:28.873,89.373,100821.156
1635340469134,2021-10-27T16:14:29.134,89.634,100826.828
1635340469395,2021-10-27T16:14:29.395,89.895,100825.211
1635340469656,2021-10-27T16:14:29.656,90.156,100826.313
1635340469916,2021-10-27T16:14:29.916,90.416,100825.469
1635340470176,2021-10-27T16:14:30.176,90.676,100822.766
1635340470436,2021-10-27T16:14:30.436,90.936,100826.578
1635340470697,2021-10-27T16:14:30.697,91.197,100824.664
1635340470958,2021-10-27T16:14:30.958,91.458,100829.273
1635340471219,2021-10-27T16:14:31.219,91.719,100822.766
1635340471479,2021-10-27T16:14:31.479,91.979,100824.172
1635340471740,2021-10-27T16:14:31.740,92.240,100824.422
1635340472001,2021-10-27T16:14:32.001,92.501,100820.078
1635340472260,2021-10-27T16:14:32.260,92.760,100817.672
1635340472521,2021-10-27T16:14:32.521,93.021,100825.469
1635340472782,2021-10-27T16:14:32.782,93.282,100827.672
1635340473042,2021-10-27T16:14:33.042,93.542,100822.016
1635340473303,2021-10-27T16:14:33.303,93.803,100822.016
1635340473564,2021-10-27T16:14:33.564,94.064,100827.164
1635340473825,2021-10-27T16:14:33.825,94.325,100826.875
1635340474085,2021-10-27T16:14:34.085,94.585,100827.672
1635340474345,2021-10-27T16:14:34.345,94.845,100825.820
1635340474605,2021-10-27T16:14:34.605,95.105,100824.734
1635340474866,2021-10-27T16:14:34.866,95.366,100822.578
1635340475127,2021-10-27T16:14:35.127,95.627,100825.273
1635340475388,2021-10-27T16:14:35.388,95.888,100822.578
1635340475648,2021-10-27T16:14:35.648,96.148,100824.734
1635340475909,2021-10-27T16:14:35.909,96.409,100822.578
1635340476170,2021-10-27T16:14:36.170,96.670,100825.273
1635340476429,2021-10-27T16:14:36.429,96.929,100830.422
1635340476690,2021-10-27T16:14:36.690,97.190,100818.531
1635340476950,2021-10-27T16:14:36.950,97.450,100827.180
1635340477211,2021-10-27T16:14:37.211,97.711,100823.680
1635340477472,2021-10-27T16:14:37.472,97.972,100825.031
1635340477733,2021-10-27T16:14:37.733,98.233,100829.883
1635340477993,2021-10-27T16:14:37.993,98.493,100822.875
1635340478254,2021-10-27T16:14:38.254,98.754,100830.438
1635340478515,2021-10-27T16:14:38.515,99.015,100830.180
1635340478776,2021-10-27T16:14:38.776,99.276,100832.875
1635340479036,2021-10-27T16:14:39.036,99.536,100829.883
1635340479297,2021-10-27T16:14:39.297,99.797,100822.328
1635340479556,2021-10-27T16:14:39.556,100.056,100829.094
1635340479817,2021-10-27T16:14:39.817,100.317,100821.539
1635340480078,2021-10-27T16:14:40.078,100.578,100831.797
1635340480339,2021-10-27T16:14:40.339,100.839,100824.781
1635340480599,2021-10-27T16:14:40.599,101.099,100830.734
1635340480860,2021-10-27T16:14:40.860,101.360,100825.047
1635340481121,2021-10-27T16:14:41.121,101.621,100829.391
1635340481382,2021-10-27T16:14:41.382,101.882,100823.695
1635340481641,2021-10-27T16:14:41.641,102.141,100821.289
1635340481902,2021-10-27T16:14:41.902,102.402,100830.734
1635340482162,2021-10-27T16:14:42.162,102.662,100826.688
1635340482423,2021-10-27T16:14:42.423,102.923,100821.289
1635340482684,2021-10-27T16:14:42.684,103.184,100822.641
1635340482945,2021-10-27T16:14:42.945,103.445,100828.336
1635340483205,2021-10-27T16:14:43.205,103.705,100826.141
1635340483466,2021-10-27T16:14:43.466,103.966,100824.281
1635340483727,2021-10-27T16:14:43.727,104.227,100824.281
1635340483988,2021-10-27T16:14:43.988,104.488,100822.938
1635340484247,2021-10-27T16:14:44.247,104.747,100819.688
1635340484508,2021-10-27T16:14:44.508,105.008,100816.992
1635340484768,2021-10-27T16:14:44.768,105.268,100827.250
1635340485029,2021-10-27T16:14:45.029,105.529,100823.742
1635340485290,2021-10-27T16:14:45.290,105.790,100827.250
1635340485551,2021-10-27T16:14:45.551,106.051,100828.891
1635340485811,2021-10-27T16:14:45.811,106.311,100829.945
1635340486072,2021-10-27T16:14:46.072,106.572,100823.203
1635340486331,2021-10-27T16:14:46.331,106.831,100817.250
1635340486592,2021-10-27T16:14:46.592,107.092,100816.445
1635340486853,2021-10-27T16:14:46.853,107.353,100825.094
1635340487114,2021-10-27T16:14:47.114,107.614,100816.750
1635340487374,2021-10-27T16:14:47.374,107.874,100823.750
1635340487635,2021-10-27T16:14:47.635,108.135,100816.750
1635340487896,2021-10-27T16:14:47.896,108.396,100821.063
1635340488157,2021-10-27T16:14:48.157,108.657,100820.000
1635340488416,2021-10-27T16:14:48.416,108.916,100816.750
1635340488677,2021-10-27T16:14:48.677,109.177,100814.305
1635340488937,2021-10-27T16:14:48.937,109.437,100821.352
1635340489198,2021-10-27T16:14:49.198,109.698,100819.703
1635340489459,2021-10-27T16:14:49.459,109.959,100817.844
1635340489720,2021-10-27T16:14:49.720,110.220,100820.547
1635340489980,2021-10-27T16:14:49.980,110.480,100820.297
1635340490241,2021-10-27T16:14:50.241,110.741,100814.305
1635340490500,2021-10-27T16:14:50.500,111.000,100821.648
1635340490761,2021-10-27T16:14:50.761,111.261,100817.055
1635340491022,2021-10-27T16:14:51.022,111.522,100821.102
1635340491283,2021-10-27T16:14:51.283,111.783,100821.914
1635340491543,2021-10-27T16:14:51.543,112.043,100816.000
1635340491804,2021-10-27T16:14:51.804,112.304,100824.102
1635340492065,2021-10-27T16:14:52.065,112.565,100822.750
1635340492325,2021-10-27T16:14:52.325,112.825,100824.359
1635340492585,2021-10-27T16:14:52.585,113.085,100823.563
1635340492846,2021-10-27T16:14:52.846,113.346,100822.203
1635340493106,2021-10-27T16:14:53.106,113.606,100823.563
1635340493367,2021-10-27T16:14:53.367,113.867,100819.500
1635340493628,2021-10-27T16:14:53.628,114.128,100821.117
1635340493888,2021-10-27T16:14:53.888,114.388,100815.453
1635340494149,2021-10-27T16:14:54.149,114.649,100818.422
1635340494410,2021-10-27T16:14:54.410,114.910,100819.766
1635340494669,2021-10-27T16:14:54.669,115.169,100821.117
1635340494930,2021-10-27T16:14:54.930,115.430,100821.414
1635340495191,2021-10-27T16:14:55.191,115.691,100820.063
1635340495451,2021-10-27T16:14:55.451,115.951,100819.766
1635340495712,2021-10-27T16:14:55.712,116.212,100818.172
1635340495973,2021-10-27T16:14:55.973,116.473,100820.359
1635340496234,2021-10-27T16:14:56.234,116.734,100824.109
1635340496494,2021-10-27T16:14:56.494,116.994,100816.555
1635340496754,2021-10-27T16:14:56.754,117.254,100814.125
1635340497014,2021-10-27T16:14:57.014,117.514,100819.016
1635340497275,2021-10-27T16:14:57.275,117.775,100820.359
1635340497536,2021-10-27T16:14:57.536,118.036,100818.469
1635340497797,2021-10-27T16:14:57.797,118.297,100819.016
1635340498057,2021-10-27T16:14:58.057,118.557,100819.016
1635340498318,2021-10-27T16:14:58.318,118.818,100822.266
1635340498579,2021-10-27T16:14:58.579,119.079,100819.273
1635340498838,2021-10-27T16:14:58.838,119.338,100816.570
1635340499099,2021-10-27T16:14:59.099,119.599,100820.922
1635340499360,2021-10-27T16:14:59.360,119.860,100820.922
1635340499620,2021-10-27T16:14:59.620,120.120,100821.211
1635340499881,2021-10-27T16:14:59.881,120.381,100824.422
1635340500142,2021-10-27T16:15:00.142,120.642,100823.328
