epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636208499744,2021-11-06T07:21:39.744,3.040,-0.248,0.145,-0.969
1636208499784,2021-11-06T07:21:39.784,3.080,-0.251,0.147,-0.968
1636208499824,2021-11-06T07:21:39.824,3.120,-0.251,0.146,-0.967
1636208499864,2021-11-06T07:21:39.864,3.160,-0.249,0.149,-0.969
1636208499904,2021-11-06T07:21:39.904,3.200,-0.252,0.151,-0.966
1636208499944,2021-11-06T07:21:39.944,3.240,-0.249,0.145,-0.968
1636208499984,2021-11-06T07:21:39.984,3.280,-0.249,0.149,-0.968
1636208500024,2021-11-06T07:21:40.024,3.320,-0.250,0.151,-0.968
1636208500064,2021-11-06T07:21:40.064,3.360,-0.250,0.145,-0.968
1636208500104,2021-11-06T07:21:40.104,3.400,-0.250,0.152,-0.967
1636208500144,2021-11-06T07:21:40.144,3.440,-0.248,0.147,-0.968
1636208500184,2021-11-06T07:21:40.184,3.480,-0.251,0.152,-0.966
1636208500224,2021-11-06T07:21:40.224,3.520,-0.250,0.152,-0.967
1636208500264,2021-11-06T07:21:40.264,3.560,-0.249,0.150,-0.967
1636208500304,2021-11-06T07:21:40.304,3.600,-0.250,0.151,-0.967
1636208500344,2021-11-06T07:21:40.344,3.640,-0.250,0.151,-0.969
1636208500384,2021-11-06T07:21:40.384,3.680,-0.250,0.152,-0.967
1636208500424,2021-11-06T07:21:40.424,3.720,-0.251,0.152,-0.966
1636208500464,2021-11-06T07:21:40.464,3.760,-0.252,0.152,-0.968
1636208500504,2021-11-06T07:21:40.504,3.800,-0.250,0.150,-0.968
1636208500544,2021-11-06T07:21:40.544,3.840,-0.250,0.151,-0.966
1636208500584,2021-11-06T07:21:40.584,3.880,-0.250,0.147,-0.968
1636208500624,2021-11-06T07:21:40.624,3.920,-0.252,0.154,-0.967
1636208500664,2021-11-06T07:21:40.664,3.960,-0.250,0.154,-0.968
1636208500704,2021-11-06T07:21:40.704,4.000,-0.250,0.155,-0.966
1636208500744,2021-11-06T07:21:40.744,4.040,-0.251,0.154,-0.967
1636208500784,2021-11-06T07:21:40.784,4.080,-0.251,0.155,-0.966
1636208500824,2021-11-06T07:21:40.824,4.120,-0.252,0.153,-0.966
1636208500864,2021-11-06T07:21:40.864,4.160,-0.253,0.150,-0.966
1636208500904,2021-11-06T07:21:40.904,4.200,-0.251,0.150,-0.967
1636208500944,2021-11-06T07:21:40.944,4.240,-0.251,0.151,-0.969
1636208500984,2021-11-06T07:21:40.984,4.280,-0.252,0.149,-0.968
1636208501024,2021-11-06T07:21:41.024,4.320,-0.252,0.147,-0.967
1636208501064,2021-11-06T07:21:41.064,4.360,-0.252,0.149,-0.965
1636208501104,2021-11-06T07:21:41.104,4.400,-0.252,0.147,-0.967
1636208501144,2021-11-06T07:21:41.144,4.440,-0.252,0.149,-0.967
1636208501184,2021-11-06T07:21:41.184,4.480,-0.247,0.145,-0.957
1636208501224,2021-11-06T07:21:41.224,4.520,-0.247,0.145,-0.947
1636208501264,2021-11-06T07:21:41.264,4.560,-0.272,0.126,-0.980
1636208501304,2021-11-06T07:21:41.304,4.600,-0.265,0.079,-0.988
1636208501344,2021-11-06T07:21:41.344,4.640,-0.265,0.089,-0.977
1636208501384,2021-11-06T07:21:41.384,4.680,-0.267,0.099,-0.974
1636208501424,2021-11-06T07:21:41.424,4.720,-0.260,0.087,-0.976
1636208501464,2021-11-06T07:21:41.464,4.760,-0.262,0.093,-0.975
1636208501504,2021-11-06T07:21:41.504,4.800,-0.261,0.101,-0.971
1636208501544,2021-11-06T07:21:41.544,4.840,-0.262,0.097,-0.972
1636208501584,2021-11-06T07:21:41.584,4.880,-0.263,0.104,-0.972
1636208501624,2021-11-06T07:21:41.624,4.920,-0.263,0.104,-0.970
1636208501664,2021-11-06T07:21:41.664,4.960,-0.265,0.106,-0.970
1636208501704,2021-11-06T07:21:41.704,5.000,-0.266,0.103,-0.971
1636208501744,2021-11-06T07:21:41.744,5.040,-0.267,0.099,-0.973
1636208501784,2021-11-06T07:21:41.784,5.080,-0.266,0.101,-0.973
1636208501824,2021-11-06T07:21:41.824,5.120,-0.267,0.105,-0.972
1636208501864,2021-11-06T07:21:41.864,5.160,-0.267,0.102,-0.971
1636208501904,2021-11-06T07:21:41.904,5.200,-0.268,0.105,-0.971
1636208501944,2021-11-06T07:21:41.944,5.240,-0.268,0.112,-0.971
1636208501984,2021-11-06T07:21:41.984,5.280,-0.267,0.110,-0.969
1636208502024,2021-11-06T07:21:42.024,5.320,-0.268,0.116,-0.968
1636208502064,2021-11-06T07:21:42.064,5.360,-0.269,0.115,-0.969
1636208502104,2021-11-06T07:21:42.104,5.400,-0.269,0.117,-0.968
1636208502144,2021-11-06T07:21:42.144,5.440,-0.269,0.121,-0.968
1636208502184,2021-11-06T07:21:42.184,5.480,-0.268,0.117,-0.969
1636208502224,2021-11-06T07:21:42.224,5.520,-0.270,0.119,-0.967
1636208502264,2021-11-06T07:21:42.264,5.560,-0.268,0.119,-0.967
1636208502304,2021-11-06T07:21:42.304,5.600,-0.270,0.121,-0.968
1636208502344,2021-11-06T07:21:42.344,5.640,-0.269,0.119,-0.968
1636208502384,2021-11-06T07:21:42.384,5.680,-0.269,0.121,-0.969
1636208502424,2021-11-06T07:21:42.424,5.720,-0.269,0.118,-0.967
1636208502464,2021-11-06T07:21:42.464,5.760,-0.269,0.119,-0.968
1636208502504,2021-11-06T07:21:42.504,5.800,-0.270,0.122,-0.967
1636208502544,2021-11-06T07:21:42.544,5.840,-0.269,0.121,-0.968
1636208502584,2021-11-06T07:21:42.584,5.880,-0.270,0.122,-0.968
1636208502624,2021-11-06T07:21:42.624,5.920,-0.269,0.120,-0.968
1636208502664,2021-11-06T07:21:42.664,5.960,-0.268,0.121,-0.968
1636208502704,2021-11-06T07:21:42.704,6.000,-0.268,0.120,-0.968
1636208502744,2021-11-06T07:21:42.744,6.040,-0.269,0.119,-0.968
1636208502784,2021-11-06T07:21:42.784,6.080,-0.269,0.121,-0.967
1636208502824,2021-11-06T07:21:42.824,6.120,-0.268,0.121,-0.968
1636208502864,2021-11-06T07:21:42.864,6.160,-0.268,0.122,-0.968
1636208502904,2021-11-06T07:21:42.904,6.200,-0.269,0.120,-0.969
1636208502944,2021-11-06T07:21:42.944,6.240,-0.268,0.121,-0.969
1636208502984,2021-11-06T07:21:42.984,6.280,-0.269,0.120,-0.967
1636208503024,2021-11-06T07:21:43.024,6.320,-0.269,0.121,-0.968
1636208503064,2021-11-06T07:21:43.064,6.360,-0.269,0.121,-0.967
1636208503104,2021-11-06T07:21:43.104,6.400,-0.268,0.120,-0.967
1636208503144,2021-11-06T07:21:43.144,6.440,-0.268,0.123,-0.968
1636208503184,2021-11-06T07:21:43.184,6.480,-0.269,0.121,-0.968
1636208503224,2021-11-06T07:21:43.224,6.520,-0.269,0.121,-0.968
1636208503264,2021-11-06T07:21:43.264,6.560,-0.268,0.121,-0.968
1636208503304,2021-11-06T07:21:43.304,6.600,-0.268,0.120,-0.967
1636208503344,2021-11-06T07:21:43.344,6.640,-0.269,0.123,-0.968
1636208503384,2021-11-06T07:21:43.384,6.680,-0.267,0.122,-0.968
1636208503424,2021-11-06T07:21:43.424,6.720,-0.269,0.123,-0.968
1636208503464,2021-11-06T07:21:43.464,6.760,-0.268,0.122,-0.967
1636208503504,2021-11-06T07:21:43.504,6.800,-0.269,0.122,-0.967
1636208503544,2021-11-06T07:21:43.544,6.840,-0.268,0.121,-0.969
1636208503584,2021-11-06T07:21:43.584,6.880,-0.269,0.122,-0.968
1636208503624,2021-11-06T07:21:43.624,6.920,-0.268,0.121,-0.967
1636208503664,2021-11-06T07:21:43.664,6.960,-0.270,0.121,-0.968
1636208503704,2021-11-06T07:21:43.704,7.000,-0.268,0.123,-0.968
1636208503744,2021-11-06T07:21:43.744,7.040,-0.267,0.122,-0.969
1636208503784,2021-11-06T07:21:43.784,7.080,-0.269,0.124,-0.970
1636208503824,2021-11-06T07:21:43.824,7.120,-0.269,0.124,-0.967
1636208503864,2021-11-06T07:21:43.864,7.160,-0.268,0.125,-0.968
1636208503904,2021-11-06T07:21:43.904,7.200,-0.269,0.126,-0.967
1636208503944,2021-11-06T07:21:43.944,7.240,-0.269,0.126,-0.966
1636208503984,2021-11-06T07:21:43.984,7.280,-0.269,0.126,-0.966
1636208504024,2021-11-06T07:21:44.024,7.320,-0.268,0.127,-0.967
1636208504064,2021-11-06T07:21:44.064,7.360,-0.268,0.126,-0.966
1636208504104,2021-11-06T07:21:44.104,7.400,-0.268,0.129,-0.967
1636208504144,2021-11-06T07:21:44.144,7.440,-0.269,0.129,-0.967
1636208504184,2021-11-06T07:21:44.184,7.480,-0.269,0.130,-0.967
1636208504224,2021-11-06T07:21:44.224,7.520,-0.268,0.129,-0.967
1636208504264,2021-11-06T07:21:44.264,7.560,-0.269,0.130,-0.967
1636208504304,2021-11-06T07:21:44.304,7.600,-0.268,0.130,-0.967
1636208504344,2021-11-06T07:21:44.344,7.640,-0.269,0.130,-0.966
1636208504384,2021-11-06T07:21:44.384,7.680,-0.270,0.131,-0.966
1636208504424,2021-11-06T07:21:44.424,7.720,-0.269,0.130,-0.966
1636208504464,2021-11-06T07:21:44.464,7.760,-0.268,0.133,-0.966
1636208504504,2021-11-06T07:21:44.504,7.800,-0.269,0.128,-0.967
1636208504544,2021-11-06T07:21:44.544,7.840,-0.269,0.131,-0.966
1636208504584,2021-11-06T07:21:44.584,7.880,-0.269,0.131,-0.965
1636208504624,2021-11-06T07:21:44.624,7.920,-0.269,0.131,-0.966
1636208504664,2021-11-06T07:21:44.664,7.960,-0.269,0.131,-0.965
1636208504704,2021-11-06T07:21:44.704,8.000,-0.268,0.131,-0.967
1636208504744,2021-11-06T07:21:44.744,8.040,-0.269,0.130,-0.967
1636208504784,2021-11-06T07:21:44.784,8.080,-0.269,0.130,-0.967
1636208504824,2021-11-06T07:21:44.824,8.120,-0.269,0.132,-0.965
1636208504864,2021-11-06T07:21:44.864,8.160,-0.270,0.132,-0.967
1636208504904,2021-11-06T07:21:44.904,8.200,-0.268,0.134,-0.969
1636208504944,2021-11-06T07:21:44.944,8.240,-0.270,0.135,-0.965
1636208504984,2021-11-06T07:21:44.984,8.280,-0.267,0.133,-0.964
1636208505024,2021-11-06T07:21:45.024,8.320,-0.267,0.138,-0.965
1636208505064,2021-11-06T07:21:45.064,8.360,-0.267,0.139,-0.966
1636208505104,2021-11-06T07:21:45.104,8.400,-0.266,0.140,-0.965
1636208505144,2021-11-06T07:21:45.144,8.440,-0.267,0.143,-0.964
1636208505184,2021-11-06T07:21:45.184,8.480,-0.265,0.143,-0.962
1636208505224,2021-11-06T07:21:45.224,8.520,-0.266,0.145,-0.965
1636208505264,2021-11-06T07:21:45.264,8.560,-0.264,0.146,-0.964
1636208505304,2021-11-06T07:21:45.304,8.600,-0.265,0.146,-0.965
1636208505344,2021-11-06T07:21:45.344,8.640,-0.264,0.147,-0.965
1636208505384,2021-11-06T07:21:45.384,8.680,-0.264,0.148,-0.965
1636208505424,2021-11-06T07:21:45.424,8.720,-0.264,0.150,-0.964
1636208505464,2021-11-06T07:21:45.464,8.760,-0.265,0.150,-0.964
1636208505504,2021-11-06T07:21:45.504,8.800,-0.265,0.150,-0.964
1636208505544,2021-11-06T07:21:45.544,8.840,-0.264,0.149,-0.965
1636208505584,2021-11-06T07:21:45.584,8.880,-0.265,0.151,-0.963
1636208505624,2021-11-06T07:21:45.624,8.920,-0.263,0.151,-0.964
1636208505664,2021-11-06T07:21:45.664,8.960,-0.263,0.150,-0.964
1636208505704,2021-11-06T07:21:45.704,9.000,-0.266,0.153,-0.963
1636208505744,2021-11-06T07:21:45.744,9.040,-0.265,0.151,-0.963
1636208505784,2021-11-06T07:21:45.784,9.080,-0.265,0.151,-0.963
1636208505824,2021-11-06T07:21:45.824,9.120,-0.265,0.152,-0.964
1636208505864,2021-11-06T07:21:45.864,9.160,-0.265,0.151,-0.964
1636208505904,2021-11-06T07:21:45.904,9.200,-0.264,0.151,-0.963
1636208505944,2021-11-06T07:21:45.944,9.240,-0.265,0.152,-0.963
1636208505984,2021-11-06T07:21:45.984,9.280,-0.265,0.152,-0.962
1636208506024,2021-11-06T07:21:46.024,9.320,-0.263,0.152,-0.964
1636208506064,2021-11-06T07:21:46.064,9.360,-0.265,0.153,-0.964
1636208506104,2021-11-06T07:21:46.104,9.400,-0.265,0.152,-0.964
1636208506144,2021-11-06T07:21:46.144,9.440,-0.263,0.154,-0.964
1636208506184,2021-11-06T07:21:46.184,9.480,-0.264,0.151,-0.963
1636208506224,2021-11-06T07:21:46.224,9.520,-0.264,0.151,-0.963
1636208506264,2021-11-06T07:21:46.264,9.560,-0.263,0.152,-0.964
1636208506304,2021-11-06T07:21:46.304,9.600,-0.264,0.154,-0.964
1636208506344,2021-11-06T07:21:46.344,9.640,-0.264,0.153,-0.964
1636208506384,2021-11-06T07:21:46.384,9.680,-0.263,0.153,-0.963
1636208506424,2021-11-06T07:21:46.424,9.720,-0.263,0.154,-0.963
1636208506464,2021-11-06T07:21:46.464,9.760,-0.263,0.154,-0.964
1636208506504,2021-11-06T07:21:46.504,9.800,-0.265,0.154,-0.963
1636208506544,2021-11-06T07:21:46.544,9.840,-0.265,0.155,-0.964
1636208506584,2021-11-06T07:21:46.584,9.880,-0.264,0.152,-0.964
1636208506624,2021-11-06T07:21:46.624,9.920,-0.264,0.153,-0.962
1636208506664,2021-11-06T07:21:46.664,9.960,-0.264,0.153,-0.963
1636208506704,2021-11-06T07:21:46.704,10.000,-0.264,0.152,-0.963
1636208506744,2021-11-06T07:21:46.744,10.040,-0.265,0.154,-0.963
1636208506784,2021-11-06T07:21:46.784,10.080,-0.264,0.153,-0.964
1636208506824,2021-11-06T07:21:46.824,10.120,-0.264,0.153,-0.963
1636208506864,2021-11-06T07:21:46.864,10.160,-0.264,0.153,-0.963
1636208506904,2021-11-06T07:21:46.904,10.200,-0.265,0.153,-0.964
1636208506944,2021-11-06T07:21:46.944,10.240,-0.264,0.153,-0.964
1636208506984,2021-11-06T07:21:46.984,10.280,-0.265,0.153,-0.963
1636208507024,2021-11-06T07:21:47.024,10.320,-0.264,0.152,-0.964
1636208507064,2021-11-06T07:21:47.064,10.360,-0.263,0.152,-0.963
1636208507104,2021-11-06T07:21:47.104,10.400,-0.264,0.151,-0.964
1636208507144,2021-11-06T07:21:47.144,10.440,-0.265,0.153,-0.963
1636208507184,2021-11-06T07:21:47.184,10.480,-0.264,0.152,-0.964
1636208507224,2021-11-06T07:21:47.224,10.520,-0.263,0.154,-0.963
1636208507264,2021-11-06T07:21:47.264,10.560,-0.264,0.153,-0.963
1636208507304,2021-11-06T07:21:47.304,10.600,-0.264,0.151,-0.963
1636208507344,2021-11-06T07:21:47.344,10.640,-0.264,0.153,-0.963
1636208507384,2021-11-06T07:21:47.384,10.680,-0.263,0.154,-0.964
1636208507424,2021-11-06T07:21:47.424,10.720,-0.263,0.152,-0.964
1636208507464,2021-11-06T07:21:47.464,10.760,-0.264,0.153,-0.964
1636208507504,2021-11-06T07:21:47.504,10.800,-0.263,0.152,-0.964
1636208507544,2021-11-06T07:21:47.544,10.840,-0.264,0.151,-0.965
1636208507584,2021-11-06T07:21:47.584,10.880,-0.265,0.152,-0.964
1636208507624,2021-11-06T07:21:47.624,10.920,-0.263,0.151,-0.964
1636208507664,2021-11-06T07:21:47.664,10.960,-0.264,0.153,-0.963
1636208507704,2021-11-06T07:21:47.704,11.000,-0.264,0.153,-0.963
1636208507744,2021-11-06T07:21:47.744,11.040,-0.263,0.151,-0.964
1636208507784,2021-11-06T07:21:47.784,11.080,-0.265,0.153,-0.964
1636208507824,2021-11-06T07:21:47.824,11.120,-0.264,0.152,-0.963
1636208507864,2021-11-06T07:21:47.864,11.160,-0.264,0.153,-0.963
1636208507904,2021-11-06T07:21:47.904,11.200,-0.264,0.151,-0.963
1636208507944,2021-11-06T07:21:47.944,11.240,-0.264,0.153,-0.964
1636208507984,2021-11-06T07:21:47.984,11.280,-0.265,0.152,-0.963
1636208508024,2021-11-06T07:21:48.024,11.320,-0.263,0.149,-0.963
1636208508064,2021-11-06T07:21:48.064,11.360,-0.265,0.153,-0.964
1636208508104,2021-11-06T07:21:48.104,11.400,-0.265,0.152,-0.964
1636208508144,2021-11-06T07:21:48.144,11.440,-0.265,0.152,-0.963
1636208508184,2021-11-06T07:21:48.184,11.480,-0.265,0.152,-0.963
1636208508224,2021-11-06T07:21:48.224,11.520,-0.264,0.153,-0.964
1636208508264,2021-11-06T07:21:48.264,11.560,-0.263,0.154,-0.963
1636208508304,2021-11-06T07:21:48.304,11.600,-0.265,0.152,-0.963
1636208508344,2021-11-06T07:21:48.344,11.640,-0.265,0.153,-0.964
1636208508384,2021-11-06T07:21:48.384,11.680,-0.264,0.153,-0.964
1636208508424,2021-11-06T07:21:48.424,11.720,-0.265,0.151,-0.962
1636208508464,2021-11-06T07:21:48.464,11.760,-0.265,0.154,-0.964
1636208508504,2021-11-06T07:21:48.504,11.800,-0.264,0.153,-0.964
1636208508544,2021-11-06T07:21:48.544,11.840,-0.265,0.154,-0.964
1636208508584,2021-11-06T07:21:48.584,11.880,-0.265,0.153,-0.964
1636208508624,2021-11-06T07:21:48.624,11.920,-0.265,0.154,-0.962
1636208508664,2021-11-06T07:21:48.664,11.960,-0.265,0.155,-0.963
1636208508704,2021-11-06T07:21:48.704,12.000,-0.265,0.154,-0.964
1636208508744,2021-11-06T07:21:48.744,12.040,-0.265,0.154,-0.962
1636208508784,2021-11-06T07:21:48.784,12.080,-0.264,0.153,-0.963
1636208508824,2021-11-06T07:21:48.824,12.120,-0.264,0.154,-0.963
1636208508864,2021-11-06T07:21:48.864,12.160,-0.264,0.153,-0.964
1636208508904,2021-11-06T07:21:48.904,12.200,-0.264,0.153,-0.964
1636208508944,2021-11-06T07:21:48.944,12.240,-0.264,0.155,-0.964
1636208508984,2021-11-06T07:21:48.984,12.280,-0.263,0.155,-0.964
1636208509024,2021-11-06T07:21:49.024,12.320,-0.263,0.154,-0.964
1636208509064,2021-11-06T07:21:49.064,12.360,-0.264,0.154,-0.962
1636208509104,2021-11-06T07:21:49.104,12.400,-0.263,0.153,-0.963
1636208509144,2021-11-06T07:21:49.144,12.440,-0.262,0.154,-0.964
1636208509184,2021-11-06T07:21:49.184,12.480,-0.264,0.154,-0.963
1636208509224,2021-11-06T07:21:49.224,12.520,-0.265,0.155,-0.963
1636208509264,2021-11-06T07:21:49.264,12.560,-0.264,0.154,-0.963
1636208509304,2021-11-06T07:21:49.304,12.600,-0.264,0.153,-0.964
1636208509344,2021-11-06T07:21:49.344,12.640,-0.264,0.152,-0.963
1636208509384,2021-11-06T07:21:49.384,12.680,-0.265,0.154,-0.963
1636208509424,2021-11-06T07:21:49.424,12.720,-0.264,0.154,-0.964
1636208509464,2021-11-06T07:21:49.464,12.760,-0.264,0.153,-0.964
1636208509504,2021-11-06T07:21:49.504,12.800,-0.264,0.153,-0.963
1636208509544,2021-11-06T07:21:49.544,12.840,-0.264,0.154,-0.964
1636208509584,2021-11-06T07:21:49.584,12.880,-0.264,0.156,-0.964
1636208509624,2021-11-06T07:21:49.624,12.920,-0.265,0.153,-0.963
1636208509664,2021-11-06T07:21:49.664,12.960,-0.264,0.152,-0.962
1636208509704,2021-11-06T07:21:49.704,13.000,-0.264,0.155,-0.963
1636208509744,2021-11-06T07:21:49.744,13.040,-0.265,0.153,-0.963
1636208509784,2021-11-06T07:21:49.784,13.080,-0.265,0.155,-0.963
1636208509824,2021-11-06T07:21:49.824,13.120,-0.264,0.154,-0.963
1636208509864,2021-11-06T07:21:49.864,13.160,-0.264,0.154,-0.963
1636208509904,2021-11-06T07:21:49.904,13.200,-0.265,0.157,-0.963
1636208509944,2021-11-06T07:21:49.944,13.240,-0.265,0.154,-0.964
1636208509984,2021-11-06T07:21:49.984,13.280,-0.264,0.154,-0.963
1636208510024,2021-11-06T07:21:50.024,13.320,-0.263,0.155,-0.964
1636208510064,2021-11-06T07:21:50.064,13.360,-0.265,0.154,-0.963
1636208510104,2021-11-06T07:21:50.104,13.400,-0.264,0.155,-0.963
1636208510144,2021-11-06T07:21:50.144,13.440,-0.264,0.154,-0.963
1636208510184,2021-11-06T07:21:50.184,13.480,-0.265,0.154,-0.962
1636208510224,2021-11-06T07:21:50.224,13.520,-0.265,0.155,-0.962
1636208510264,2021-11-06T07:21:50.264,13.560,-0.264,0.153,-0.963
1636208510304,2021-11-06T07:21:50.304,13.600,-0.264,0.155,-0.963
1636208510344,2021-11-06T07:21:50.344,13.640,-0.264,0.155,-0.964
1636208510384,2021-11-06T07:21:50.384,13.680,-0.265,0.154,-0.963
1636208510424,2021-11-06T07:21:50.424,13.720,-0.264,0.155,-0.963
1636208510464,2021-11-06T07:21:50.464,13.760,-0.265,0.154,-0.964
1636208510504,2021-11-06T07:21:50.504,13.800,-0.264,0.154,-0.962
1636208510544,2021-11-06T07:21:50.544,13.840,-0.265,0.154,-0.962
1636208510584,2021-11-06T07:21:50.584,13.880,-0.264,0.153,-0.964
1636208510624,2021-11-06T07:21:50.624,13.920,-0.264,0.157,-0.962
1636208510664,2021-11-06T07:21:50.664,13.960,-0.264,0.153,-0.963
1636208510704,2021-11-06T07:21:50.704,14.000,-0.264,0.152,-0.963
1636208510744,2021-11-06T07:21:50.744,14.040,-0.265,0.154,-0.964
1636208510784,2021-11-06T07:21:50.784,14.080,-0.264,0.155,-0.964
1636208510824,2021-11-06T07:21:50.824,14.120,-0.264,0.154,-0.964
1636208510864,2021-11-06T07:21:50.864,14.160,-0.265,0.155,-0.964
1636208510904,2021-11-06T07:21:50.904,14.200,-0.264,0.154,-0.963
