epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.63588E+12,2021-11-02T12:38:58.114,4.96,2.317,2.348,-2.012
1.63588E+12,2021-11-02T12:38:58.154,5,3.11,2.134,-1.799
1.63588E+12,2021-11-02T12:38:58.194,5.04,2.744,1.799,-1.89
1.63588E+12,2021-11-02T12:38:58.234,5.08,4.573,2.622,-2.195
1.63588E+12,2021-11-02T12:38:58.274,5.12,5.244,3.415,-2.652
1.63588E+12,2021-11-02T12:38:58.314,5.16,2.683,2.835,-2.835
1.63588E+12,2021-11-02T12:38:58.354,5.2,1.707,2.591,-4.36
1.63588E+12,2021-11-02T12:38:58.394,5.24,2.012,2.195,-3.902
1.63588E+12,2021-11-02T12:38:58.434,5.28,2.287,2.165,-4.116
1.63588E+12,2021-11-02T12:38:58.474,5.32,0.213,1.402,-4.268
1.63588E+12,2021-11-02T12:38:58.514,5.36,-3.476,0.305,-5
1.63588E+12,2021-11-02T12:38:58.554,5.4,-5.915,-2.043,-4.665
1.63588E+12,2021-11-02T12:38:58.594,5.44,-5.091,-2.256,-3.689
1.63588E+12,2021-11-02T12:38:58.634,5.48,-2.591,-3.201,-3.323
1.63588E+12,2021-11-02T12:38:58.674,5.52,-4.451,-3.506,-4.543
1.63588E+12,2021-11-02T12:38:58.714,5.56,-3.079,-2.53,-6.037
1.63588E+12,2021-11-02T12:38:58.754,5.6,-0.335,-2.896,-5.884
1.63588E+12,2021-11-02T12:38:58.794,5.64,2.713,-0.091,-4.909
1.63588E+12,2021-11-02T12:38:58.834,5.68,3.506,2.256,-2.317
1.63588E+12,2021-11-02T12:38:58.874,5.72,-0.457,0.823,-0.793
1.63588E+12,2021-11-02T12:38:58.914,5.76,-2.744,-0.793,0.03
1.63588E+12,2021-11-02T12:38:58.954,5.8,-0.793,-0.64,0.579
1.63588E+12,2021-11-02T12:38:58.994,5.84,-0.976,-0.518,1.341
1.63588E+12,2021-11-02T12:38:59.034,5.88,-2.53,-0.61,1.25
1.63588E+12,2021-11-02T12:38:59.074,5.92,-3.171,-0.213,1.067
1.63588E+12,2021-11-02T12:38:59.114,5.96,-1.372,0.396,0.732
1.63588E+12,2021-11-02T12:38:59.154,6,-0.03,0.183,-0.457
1.63588E+12,2021-11-02T12:38:59.194,6.04,-0.427,-0.152,-0.823
1.63588E+12,2021-11-02T12:38:59.234,6.08,-0.671,-0.183,-0.579
1.63588E+12,2021-11-02T12:38:59.274,6.12,-0.061,-0.213,-0.457
1.63588E+12,2021-11-02T12:38:59.314,6.16,-1.037,-0.366,-0.213
1.63588E+12,2021-11-02T12:38:59.354,6.2,-2.348,-0.366,-0.793
1.63588E+12,2021-11-02T12:38:59.394,6.24,-1.311,-0.152,-0.64
1.63588E+12,2021-11-02T12:38:59.434,6.28,1.189,0.335,-0.122
1.63588E+12,2021-11-02T12:38:59.474,6.32,-0.518,-0.335,-0.274
1.63588E+12,2021-11-02T12:38:59.514,6.36,-1.768,-0.549,-0.701
1.63588E+12,2021-11-02T12:38:59.554,6.4,-0.915,0.152,-0.579
1.63588E+12,2021-11-02T12:38:59.594,6.44,-0.732,0.183,-0.061
1.63588E+12,2021-11-02T12:38:59.634,6.48,0,-0.152,-0.427
1.63588E+12,2021-11-02T12:38:59.674,6.52,-0.274,-0.213,-0.457
1.63588E+12,2021-11-02T12:38:59.714,6.56,-0.61,-0.061,-0.488
1.63588E+12,2021-11-02T12:38:59.754,6.6,-1.159,0.091,-0.335
1.63588E+12,2021-11-02T12:38:59.794,6.64,-0.091,0,-0.427
1.63588E+12,2021-11-02T12:38:59.834,6.68,0.091,-0.03,-0.366
1.63588E+12,2021-11-02T12:38:59.874,6.72,-0.762,0.091,0.03
1.63588E+12,2021-11-02T12:38:59.914,6.76,-1.189,-0.183,-0.213
1.63588E+12,2021-11-02T12:38:59.954,6.8,-1.128,-0.427,-0.152
1.63588E+12,2021-11-02T12:38:59.994,6.84,-0.518,-0.183,-0.122
1.63588E+12,2021-11-02T12:39:00.034,6.88,0.152,0,-0.244
1.63588E+12,2021-11-02T12:39:00.074,6.92,-0.427,0.03,-0.122
1.63588E+12,2021-11-02T12:39:00.114,6.96,-0.579,-0.061,-0.335
1.63588E+12,2021-11-02T12:39:00.154,7,-0.488,0.152,-0.244
1.63588E+12,2021-11-02T12:39:00.194,7.04,-0.061,0,-0.213
1.63588E+12,2021-11-02T12:39:00.234,7.08,-0.579,-0.061,-0.305
1.63588E+12,2021-11-02T12:39:00.274,7.12,-0.579,0.183,-0.183
1.63588E+12,2021-11-02T12:39:00.314,7.16,-0.244,0.183,-0.457
1.63588E+12,2021-11-02T12:39:00.354,7.2,-0.183,0.152,-0.427
1.63588E+12,2021-11-02T12:39:00.394,7.24,-0.091,0.274,-0.335
1.63588E+12,2021-11-02T12:39:00.434,7.28,-0.213,0.091,-0.457
1.63588E+12,2021-11-02T12:39:00.474,7.32,-0.274,0.274,-0.244
1.63588E+12,2021-11-02T12:39:00.514,7.36,-0.457,0.244,-0.213
1.63588E+12,2021-11-02T12:39:00.554,7.4,-0.579,-0.03,-0.244
1.63588E+12,2021-11-02T12:39:00.594,7.44,-0.61,-0.03,-0.122
1.63588E+12,2021-11-02T12:39:00.634,7.48,-0.366,0.091,-0.244
1.63588E+12,2021-11-02T12:39:00.674,7.52,-0.244,0.183,-0.213
1.63588E+12,2021-11-02T12:39:00.714,7.56,-0.061,0.091,-0.335
1.63588E+12,2021-11-02T12:39:00.754,7.6,-0.396,-0.03,-0.427
1.63588E+12,2021-11-02T12:39:00.794,7.64,-0.488,0.091,-0.335
1.63588E+12,2021-11-02T12:39:00.834,7.68,0.152,0.244,-0.396
1.63588E+12,2021-11-02T12:39:00.874,7.72,0.091,0.213,-0.579
1.63588E+12,2021-11-02T12:39:00.914,7.76,0.122,0.152,-0.457
1.63588E+12,2021-11-02T12:39:00.954,7.8,-0.091,0.122,-0.488
1.63588E+12,2021-11-02T12:39:00.994,7.84,-0.091,0.305,-0.457
1.63588E+12,2021-11-02T12:39:01.034,7.88,-0.335,0.305,-0.396
1.63588E+12,2021-11-02T12:39:01.074,7.92,0.091,0.305,-0.396
1.63588E+12,2021-11-02T12:39:01.114,7.96,-0.061,0.274,-0.274
1.63588E+12,2021-11-02T12:39:01.154,8,0,0.152,-0.427
1.63588E+12,2021-11-02T12:39:01.194,8.04,-0.03,0.274,-0.396
1.63588E+12,2021-11-02T12:39:01.234,8.08,-0.152,0.366,-0.335
1.63588E+12,2021-11-02T12:39:01.274,8.12,-0.122,0.152,-0.518
1.63588E+12,2021-11-02T12:39:01.314,8.16,-0.152,-0.03,-0.396
1.63588E+12,2021-11-02T12:39:01.354,8.2,-0.518,0.122,-0.274
1.63588E+12,2021-11-02T12:39:01.394,8.24,-0.152,0.152,-0.244
1.63588E+12,2021-11-02T12:39:01.434,8.28,-0.122,0.091,-0.366
1.63588E+12,2021-11-02T12:39:01.474,8.32,-0.274,0.03,-0.457
1.63588E+12,2021-11-02T12:39:01.514,8.36,-0.335,0.061,-0.427
1.63588E+12,2021-11-02T12:39:01.554,8.4,-0.213,0.183,-0.457
1.63588E+12,2021-11-02T12:39:01.594,8.44,0.03,0.274,-0.396
1.63588E+12,2021-11-02T12:39:01.634,8.48,-0.152,0.213,-0.335
1.63588E+12,2021-11-02T12:39:01.674,8.52,-0.305,0.061,-0.366
1.63588E+12,2021-11-02T12:39:01.714,8.56,-0.183,0.061,-0.427
1.63588E+12,2021-11-02T12:39:01.754,8.6,-0.244,0.183,-0.335
1.63588E+12,2021-11-02T12:39:01.794,8.64,-0.274,0.213,-0.396
1.63588E+12,2021-11-02T12:39:01.834,8.68,-0.152,0.274,-0.335
1.63588E+12,2021-11-02T12:39:01.874,8.72,-0.061,0.152,-0.305
1.63588E+12,2021-11-02T12:39:01.914,8.76,-0.183,0.122,-0.427
1.63588E+12,2021-11-02T12:39:01.954,8.8,-0.03,0.335,-0.244
1.63588E+12,2021-11-02T12:39:01.994,8.84,0.122,0.152,-0.457
1.63588E+12,2021-11-02T12:39:02.034,8.88,0.274,0.183,-0.335
1.63588E+12,2021-11-02T12:39:02.074,8.92,-0.518,0.335,-0.183
1.63588E+12,2021-11-02T12:39:02.114,8.96,-0.152,0.335,-0.213
1.63588E+12,2021-11-02T12:39:02.154,9,0.671,0.396,-0.183
1.63588E+12,2021-11-02T12:39:02.194,9.04,0.701,0.579,-0.122
1.63588E+12,2021-11-02T12:39:02.234,9.08,-0.061,0.64,-0.091
1.63588E+12,2021-11-02T12:39:02.274,9.12,-0.152,0.488,-0.152
1.63588E+12,2021-11-02T12:39:02.314,9.16,-0.396,0.274,-0.274
1.63588E+12,2021-11-02T12:39:02.354,9.2,-0.518,0.091,-0.366
1.63588E+12,2021-11-02T12:39:02.394,9.24,-0.03,0.213,-0.305
1.63588E+12,2021-11-02T12:39:02.434,9.28,0.03,0.335,-0.152
1.63588E+12,2021-11-02T12:39:02.474,9.32,-0.061,0.366,-0.213
1.63588E+12,2021-11-02T12:39:02.514,9.36,-0.152,0.213,-0.427
1.63588E+12,2021-11-02T12:39:02.554,9.4,-0.091,0.213,-0.366
1.63588E+12,2021-11-02T12:39:02.594,9.44,-0.122,0.183,-0.305
1.63588E+12,2021-11-02T12:39:02.634,9.48,0.03,0.183,-0.457
1.63588E+12,2021-11-02T12:39:02.674,9.52,-0.213,0.335,-0.305
1.63588E+12,2021-11-02T12:39:02.714,9.56,-0.335,0.152,-0.457
1.63588E+12,2021-11-02T12:39:02.754,9.6,-0.03,0.03,-0.366
1.63588E+12,2021-11-02T12:39:02.794,9.64,-0.305,0.183,-0.244
1.63588E+12,2021-11-02T12:39:02.834,9.68,-0.122,0.183,-0.244
1.63588E+12,2021-11-02T12:39:02.874,9.72,-0.091,0.061,-0.396
1.63588E+12,2021-11-02T12:39:02.914,9.76,-0.122,0.091,-0.396
1.63588E+12,2021-11-02T12:39:02.954,9.8,-0.366,0.091,-0.366
1.63588E+12,2021-11-02T12:39:02.994,9.84,-0.274,0.213,-0.396
1.63588E+12,2021-11-02T12:39:03.034,9.88,-0.091,0.244,-0.274
1.63588E+12,2021-11-02T12:39:03.074,9.92,-0.305,0.122,-0.457
1.63588E+12,2021-11-02T12:39:03.114,9.96,-0.122,0.152,-0.335
1.63588E+12,2021-11-02T12:39:03.154,10,-0.03,0.213,-0.396
1.63588E+12,2021-11-02T12:39:03.194,10.04,-0.244,0.244,-0.366
1.63588E+12,2021-11-02T12:39:03.234,10.08,0.091,0.335,-0.335
1.63588E+12,2021-11-02T12:39:03.274,10.12,0.152,0.213,-0.366
1.63588E+12,2021-11-02T12:39:03.314,10.16,0.244,0.274,-0.305
1.63588E+12,2021-11-02T12:39:03.354,10.2,0.701,0.61,-0.152
1.63588E+12,2021-11-02T12:39:03.394,10.24,0.396,0.457,-0.244
1.63588E+12,2021-11-02T12:39:03.434,10.28,-0.152,0.213,-0.366
1.63588E+12,2021-11-02T12:39:03.474,10.32,-0.61,0.213,-0.274
1.63588E+12,2021-11-02T12:39:03.514,10.36,-0.488,0.152,-0.549
1.63588E+12,2021-11-02T12:39:03.554,10.4,-0.152,0.122,-0.305
1.63588E+12,2021-11-02T12:39:03.594,10.44,-0.61,0.183,-0.335
1.63588E+12,2021-11-02T12:39:03.634,10.48,-0.64,0.091,-0.213
1.63588E+12,2021-11-02T12:39:03.674,10.52,-0.061,0.091,-0.335
1.63588E+12,2021-11-02T12:39:03.714,10.56,-0.274,0,-0.427
1.63588E+12,2021-11-02T12:39:03.754,10.6,-0.274,0,-0.488
1.63588E+12,2021-11-02T12:39:03.794,10.64,-0.152,0.244,-0.305
1.63588E+12,2021-11-02T12:39:03.834,10.68,-0.091,0.183,-0.457
1.63588E+12,2021-11-02T12:39:03.874,10.72,-0.274,0.244,-0.488
1.63588E+12,2021-11-02T12:39:03.914,10.76,-0.091,0.152,-0.335
1.63588E+12,2021-11-02T12:39:03.954,10.8,-0.183,0,-0.64
1.63588E+12,2021-11-02T12:39:03.994,10.84,-0.061,0.305,-0.213
1.63588E+12,2021-11-02T12:39:04.034,10.88,-0.091,0.213,-0.457
1.63588E+12,2021-11-02T12:39:04.074,10.92,-0.366,0.122,-0.579
1.63588E+12,2021-11-02T12:39:04.114,10.96,-0.091,0.274,-0.305
1.63588E+12,2021-11-02T12:39:04.154,11,-0.305,0,-0.396
1.63588E+12,2021-11-02T12:39:04.194,11.04,-0.579,-0.091,-0.366
1.63588E+12,2021-11-02T12:39:04.234,11.08,-0.457,0.183,-0.335
1.63588E+12,2021-11-02T12:39:04.274,11.12,-0.457,0.122,-0.366
1.63588E+12,2021-11-02T12:39:04.314,11.16,-0.488,-0.183,-0.579
1.63588E+12,2021-11-02T12:39:04.354,11.2,-0.915,0.213,-0.091
1.63588E+12,2021-11-02T12:39:04.394,11.24,-0.091,0.091,-0.122
1.63588E+12,2021-11-02T12:39:04.434,11.28,-0.457,-0.244,-0.518
1.63588E+12,2021-11-02T12:39:04.474,11.32,-0.244,0,-0.274
1.63588E+12,2021-11-02T12:39:04.514,11.36,-0.274,0.213,-0.366
1.63588E+12,2021-11-02T12:39:04.554,11.4,0.122,0.488,-0.366
1.63588E+12,2021-11-02T12:39:04.594,11.44,0.091,0.457,-0.457
1.63588E+12,2021-11-02T12:39:04.634,11.48,-0.03,0.366,-0.457
1.63588E+12,2021-11-02T12:39:04.674,11.52,0.396,0.305,-0.488
1.63588E+12,2021-11-02T12:39:04.714,11.56,0.152,0.335,-0.488
1.63588E+12,2021-11-02T12:39:04.754,11.6,0.03,0.305,-0.488
1.63588E+12,2021-11-02T12:39:04.794,11.64,-0.122,0.488,-0.549
1.63588E+12,2021-11-02T12:39:04.834,11.68,0.183,0.366,-0.671
1.63588E+12,2021-11-02T12:39:04.874,11.72,0.64,0.274,-0.762
1.63588E+12,2021-11-02T12:39:04.914,11.76,0.396,0.305,-0.457
1.63588E+12,2021-11-02T12:39:04.954,11.8,0.061,0.274,-0.274
1.63588E+12,2021-11-02T12:39:04.994,11.84,-0.488,0,-0.305
1.63588E+12,2021-11-02T12:39:05.034,11.88,0.122,-0.122,-0.183
1.63588E+12,2021-11-02T12:39:05.074,11.92,-0.457,-0.061,-0.183
1.63588E+12,2021-11-02T12:39:05.114,11.96,-0.61,0.061,-0.152
1.63588E+12,2021-11-02T12:39:05.154,12,-0.152,0.03,-0.244
1.63588E+12,2021-11-02T12:39:05.194,12.04,-0.244,0,-0.427
1.63588E+12,2021-11-02T12:39:05.234,12.08,-0.183,0.122,-0.335
1.63588E+12,2021-11-02T12:39:05.274,12.12,-0.427,0.152,-0.335
1.63588E+12,2021-11-02T12:39:05.314,12.16,-0.213,0.122,-0.335
1.63588E+12,2021-11-02T12:39:05.354,12.2,-0.213,0.213,-0.305
1.63588E+12,2021-11-02T12:39:05.394,12.24,-0.457,0.152,-0.274
1.63588E+12,2021-11-02T12:39:05.434,12.28,-0.03,0.244,-0.305
1.63588E+12,2021-11-02T12:39:05.474,12.32,-0.152,0.274,-0.366
1.63588E+12,2021-11-02T12:39:05.514,12.36,-0.213,0.244,-0.427
1.63588E+12,2021-11-02T12:39:05.554,12.4,-0.335,0.183,-0.488
1.63588E+12,2021-11-02T12:39:05.594,12.44,-0.457,0.396,-0.183
1.63588E+12,2021-11-02T12:39:05.634,12.48,-0.427,0.183,-0.305
1.63588E+12,2021-11-02T12:39:05.674,12.52,-0.549,0.061,-0.518
1.63588E+12,2021-11-02T12:39:05.714,12.56,0.213,0.366,-0.213
1.63588E+12,2021-11-02T12:39:05.754,12.6,-0.213,0.122,-0.335
1.63588E+12,2021-11-02T12:39:05.794,12.64,-0.244,0.061,-0.488
1.63588E+12,2021-11-02T12:39:05.834,12.68,-0.396,0.122,-0.335
1.63588E+12,2021-11-02T12:39:05.874,12.72,-0.518,0.152,-0.091
1.63588E+12,2021-11-02T12:39:05.914,12.76,-0.152,-0.03,-0.305
1.63588E+12,2021-11-02T12:39:05.954,12.8,-0.335,-0.03,-0.366
1.63588E+12,2021-11-02T12:39:05.994,12.84,-0.152,0.061,-0.366
1.63588E+12,2021-11-02T12:39:06.034,12.88,-0.396,0.091,-0.305
1.63588E+12,2021-11-02T12:39:06.074,12.92,-0.366,0.152,-0.305
1.63588E+12,2021-11-02T12:39:06.114,12.96,-0.183,0.152,-0.427
1.63588E+12,2021-11-02T12:39:06.154,13,-0.061,0.305,-0.244
1.63588E+12,2021-11-02T12:39:06.194,13.04,0,0.213,-0.366
1.63588E+12,2021-11-02T12:39:06.234,13.08,-0.274,0.122,-0.457
1.63588E+12,2021-11-02T12:39:06.274,13.12,-0.152,0.213,-0.427
1.63588E+12,2021-11-02T12:39:06.314,13.16,0,0.244,-0.427
1.63588E+12,2021-11-02T12:39:06.354,13.2,0,0.213,-0.488
1.63588E+12,2021-11-02T12:39:06.394,13.24,-0.03,0.305,-0.427
1.63588E+12,2021-11-02T12:39:06.434,13.28,0.152,0.244,-0.488
1.63588E+12,2021-11-02T12:39:06.474,13.32,-0.213,0.152,-0.457
1.63588E+12,2021-11-02T12:39:06.514,13.36,-0.091,0.213,-0.335
1.63588E+12,2021-11-02T12:39:06.554,13.4,-0.274,0.152,-0.396
1.63588E+12,2021-11-02T12:39:06.594,13.44,-0.274,0.122,-0.427
1.63588E+12,2021-11-02T12:39:06.634,13.48,0.091,0.091,-0.366
1.63588E+12,2021-11-02T12:39:06.674,13.52,-0.549,0.152,-0.335
1.63588E+12,2021-11-02T12:39:06.714,13.56,-0.152,0.122,-0.274
1.63588E+12,2021-11-02T12:39:06.754,13.6,0.03,-0.03,-0.366
1.63588E+12,2021-11-02T12:39:06.794,13.64,-0.091,-0.122,-0.579
