epoc (ms),timestamp (+0300),elapsed (s),pressure (Pa)
1635179896684,2021-10-25T19.38.16.684,0.000,100360.641
1635179896946,2021-10-25T19.38.16.946,0.262,100360.641
1635179897208,2021-10-25T19.38.17.208,0.524,100363.203
1635179897469,2021-10-25T19.38.17.469,0.785,100362.359
1635179897731,2021-10-25T19.38.17.731,1.047,100363.422
1635179897993,2021-10-25T19.38.17.993,1.309,100361.453
1635179898255,2021-10-25T19.38.18.255,1.571,100360.766
1635179898517,2021-10-25T19.38.18.517,1.832,100360.547
1635179898778,2021-10-25T19.38.18.778,2.094,100363.391
1635179899040,2021-10-25T19.38.19.040,2.356,100361.859
1635179899302,2021-10-25T19.38.19.302,2.618,100364.898
1635179899564,2021-10-25T19.38.19.564,2.880,100362.922
1635179899825,2021-10-25T19.38.19.825,3.141,100358.984
1635179900087,2021-10-25T19.38.20.087,3.403,100360.297
1635179900349,2021-10-25T19.38.20.349,3.665,100362.492
1635179900611,2021-10-25T19.38.20.611,3.927,100362.672
1635179900873,2021-10-25T19.38.20.873,4.188,100360.266
1635179901134,2021-10-25T19.38.21.134,4.450,100363.750
1635179901396,2021-10-25T19.38.21.396,4.712,100364.812
1635179901658,2021-10-25T19.38.21.658,4.974,100362.422
1635179901920,2021-10-25T19.38.21.920,5.236,100363.500
1635179902181,2021-10-25T19.38.22.181,5.497,100368.312
1635179902443,2021-10-25T19.38.22.443,5.759,100362.180
1635179902705,2021-10-25T19.38.22.705,6.021,100364.156
1635179902967,2021-10-25T19.38.22.967,6.283,100365.469
1635179903229,2021-10-25T19.38.23.229,6.545,100364.781
1635179903490,2021-10-25T19.38.23.490,6.806,100364.781
1635179903752,2021-10-25T19.38.23.752,7.068,100364.562
1635179904014,2021-10-25T19.38.24.014,7.330,100364.562
1635179904276,2021-10-25T19.38.24.276,7.592,100361.023
1635179904537,2021-10-25T19.38.24.537,7.853,100366.281
1635179904799,2021-10-25T19.38.24.799,8.115,100363.656
1635179905061,2021-10-25T19.38.25.061,8.377,100361.023
1635179905323,2021-10-25T19.38.25.323,8.639,100361.906
1635179905585,2021-10-25T19.38.25.585,8.901,100362.562
1635179905846,2021-10-25T19.38.25.846,9.162,100363.219
1635179906108,2021-10-25T19.38.26.108,9.424,100362.094
1635179906370,2021-10-25T19.38.26.370,9.686,100365.594
1635179906632,2021-10-25T19.38.26.632,9.948,100364.469
1635179906894,2021-10-25T19.38.26.894,10.209,100364.469
1635179907155,2021-10-25T19.38.27.155,10.471,100365.562
1635179907417,2021-10-25T19.38.27.417,10.733,100364.469
1635179907679,2021-10-25T19.38.27.679,10.995,100366.891
1635179907941,2021-10-25T19.38.27.941,11.257,100361.812
1635179908202,2021-10-25T19.38.28.202,11.518,100366.414
1635179908464,2021-10-25T19.38.28.464,11.780,100367.297
1635179908726,2021-10-25T19.38.28.726,12.042,100365.984
1635179908988,2021-10-25T19.38.28.988,12.304,100361.812
1635179909250,2021-10-25T19.38.29.250,12.565,100360.500
1635179909511,2021-10-25T19.38.29.511,12.827,100361.562
1635179909773,2021-10-25T19.38.29.773,13.089,100366.391
1635179910035,2021-10-25T19.38.30.035,13.351,100366.797
1635179910297,2021-10-25T19.38.30.297,13.613,100364.414
1635179910558,2021-10-25T19.38.30.558,13.874,100362.445
1635179910820,2021-10-25T19.38.30.820,14.136,100360.656
1635179911082,2021-10-25T19.38.31.082,14.398,100364.414
1635179911344,2021-10-25T19.38.31.344,14.660,100363.688
1635179911606,2021-10-25T19.38.31.606,14.921,100365.008
1635179911867,2021-10-25T19.38.31.867,15.183,100360.219
1635179912129,2021-10-25T19.38.32.129,15.445,100364.570
1635179912391,2021-10-25T19.38.32.391,15.707,100363.508
1635179912653,2021-10-25T19.38.32.653,15.969,100362.602
1635179912914,2021-10-25T19.38.32.914,16.230,100363.914
1635179913176,2021-10-25T19.38.33.176,16.492,100363.438
1635179913438,2021-10-25T19.38.33.438,16.754,100366.297
1635179913700,2021-10-25T19.38.33.700,17.016,100364.320
1635179913962,2021-10-25T19.38.33.962,17.277,100359.062
1635179914223,2021-10-25T19.38.34.223,17.539,100362.539
1635179914485,2021-10-25T19.38.34.485,17.801,100363.664
1635179914747,2021-10-25T19.38.34.747,18.063,100363.195
1635179915009,2021-10-25T19.38.35.009,18.325,100361.883
1635179915270,2021-10-25T19.38.35.270,18.586,100363.828
1635179915532,2021-10-25T19.38.35.532,18.848,100360.781
1635179915794,2021-10-25T19.38.35.794,19.110,100360.531
1635179916056,2021-10-25T19.38.36.056,19.372,100360.727
1635179916318,2021-10-25T19.38.36.318,19.634,100361.195
1635179916579,2021-10-25T19.38.36.579,19.895,100365.547
1635179916841,2021-10-25T19.38.36.841,20.157,100357.906
1635179917103,2021-10-25T19.38.37.103,20.419,100363.359
1635179917365,2021-10-25T19.38.37.365,20.681,100360.531
1635179917627,2021-10-25T19.38.37.627,20.942,100364.234
1635179917888,2021-10-25T19.38.37.888,21.204,100365.109
1635179918150,2021-10-25T19.38.38.150,21.466,100367.078
1635179918412,2021-10-25T19.38.38.412,21.728,100364.641
1635179918674,2021-10-25T19.38.38.674,21.990,100364.641
1635179918935,2021-10-25T19.38.38.935,22.251,100363.547
1635179919197,2021-10-25T19.38.39.197,22.513,100363.328
1635179919459,2021-10-25T19.38.39.459,22.775,100364.391
1635179919721,2021-10-25T19.38.39.721,23.037,100362.641
1635179919983,2021-10-25T19.38.39.983,23.298,100365.703
1635179920244,2021-10-25T19.38.40.244,23.560,100364.797
1635179920506,2021-10-25T19.38.40.506,23.822,100365.453
1635179920768,2021-10-25T19.38.40.768,24.084,100361.766
1635179921030,2021-10-25T19.38.41.030,24.346,100364.141
1635179921291,2021-10-25T19.38.41.291,24.607,100364.797
1635179921553,2021-10-25T19.38.41.553,24.869,100362.828
1635179921815,2021-10-25T19.38.41.815,25.131,100365.016
1635179922077,2021-10-25T19.38.42.077,25.393,100362.578
1635179922339,2021-10-25T19.38.42.339,25.654,100363.453
1635179922600,2021-10-25T19.38.42.600,25.916,100363.641
1635179922862,2021-10-25T19.38.42.862,26.178,100362.172
1635179923124,2021-10-25T19.38.43.124,26.440,100363.641
1635179923386,2021-10-25T19.38.43.386,26.702,100362.984
1635179923647,2021-10-25T19.38.43.647,26.963,100362.734
1635179923909,2021-10-25T19.38.43.909,27.225,100365.172
1635179924171,2021-10-25T19.38.44.171,27.487,100364.922
1635179924433,2021-10-25T19.38.44.433,27.749,100368.211
1635179924695,2021-10-25T19.38.44.695,28.010,100367.305
1635179924956,2021-10-25T19.38.44.956,28.272,100361.172
1635179925218,2021-10-25T19.38.45.218,28.534,100362.484
1635179925480,2021-10-25T19.38.45.480,28.796,100364.266
1635179925742,2021-10-25T19.38.45.742,29.058,100363.797
1635179926003,2021-10-25T19.38.46.003,29.319,100366.180
1635179926265,2021-10-25T19.38.46.265,29.581,100365.992
1635179926527,2021-10-25T19.38.46.527,29.843,100364.867
1635179926789,2021-10-25T19.38.46.789,30.105,100367.281
1635179927051,2021-10-25T19.38.47.051,30.366,100364.422
1635179927312,2021-10-25T19.38.47.312,30.628,100366.180
1635179927574,2021-10-25T19.38.47.574,30.890,100363.336
1635179927836,2021-10-25T19.38.47.836,31.152,100359.391
1635179928098,2021-10-25T19.38.48.098,31.414,100365.492
1635179928359,2021-10-25T19.38.48.359,31.675,100365.711
1635179928621,2021-10-25T19.38.48.621,31.937,100366.375
1635179928883,2021-10-25T19.38.48.883,32.199,100365.055
1635179929145,2021-10-25T19.38.49.145,32.461,100366.562
1635179929407,2021-10-25T19.38.49.407,32.723,100365.242
1635179929668,2021-10-25T19.38.49.668,32.984,100362.609
1635179929930,2021-10-25T19.38.49.930,33.246,100360.641
1635179930192,2021-10-25T19.38.50.192,33.508,100364.148
1635179930454,2021-10-25T19.38.50.454,33.770,100363.492
1635179930716,2021-10-25T19.38.50.716,34.031,100360.203
1635179930977,2021-10-25T19.38.50.977,34.293,100362.172
1635179931239,2021-10-25T19.38.51.239,34.555,100365.875
1635179931501,2021-10-25T19.38.51.501,34.817,100365.875
1635179931763,2021-10-25T19.38.51.763,35.079,100366.281
1635179932024,2021-10-25T19.38.52.024,35.340,100363.836
1635179932286,2021-10-25T19.38.52.286,35.602,100365.148
1635179932548,2021-10-25T19.38.52.548,35.864,100364.094
1635179932810,2021-10-25T19.38.52.810,36.126,100366.281
1635179933072,2021-10-25T19.38.53.072,36.387,100365.406
1635179933333,2021-10-25T19.38.53.333,36.649,100364.750
1635179933595,2021-10-25T19.38.53.595,36.911,100366.250
1635179933857,2021-10-25T19.38.53.857,37.173,100363.172
1635179934119,2021-10-25T19.38.54.119,37.435,100362.969
1635179934380,2021-10-25T19.38.54.380,37.696,100366.469
1635179934642,2021-10-25T19.38.54.642,37.958,100363.625
1635179934904,2021-10-25T19.38.54.904,38.220,100364.281
1635179935166,2021-10-25T19.38.55.166,38.482,100364.500
1635179935428,2021-10-25T19.38.55.428,38.743,100361.867
1635179935689,2021-10-25T19.38.55.689,39.005,100367.719
1635179935951,2021-10-25T19.38.55.951,39.267,100364.031
1635179936213,2021-10-25T19.38.56.213,39.529,100364.031
1635179936475,2021-10-25T19.38.56.475,39.791,100363.781
1635179936736,2021-10-25T19.38.56.736,40.052,100365.750
1635179936998,2021-10-25T19.38.56.998,40.314,100366.625
1635179937260,2021-10-25T19.38.57.260,40.576,100366.188
1635179937522,2021-10-25T19.38.57.522,40.838,100362.273
1635179937784,2021-10-25T19.38.57.784,41.099,100364.656
1635179938045,2021-10-25T19.38.58.045,41.361,100365.969
1635179938307,2021-10-25T19.38.58.307,41.623,100366.625
1635179938569,2021-10-25T19.38.58.569,41.885,100364.406
1635179938831,2021-10-25T19.38.58.831,42.147,100363.750
1635179939092,2021-10-25T19.38.59.092,42.408,100366.375
1635179939354,2021-10-25T19.38.59.354,42.670,100366.594
1635179939616,2021-10-25T19.38.59.616,42.932,100359.805
1635179939878,2021-10-25T19.38.59.878,43.194,100363.562
1635179940140,2021-10-25T19.39.00.140,43.455,100367.438
1635179940401,2021-10-25T19.39.00.401,43.717,100364.812
1635179940663,2021-10-25T19.39.00.663,43.979,100362.000
1635179940925,2021-10-25T19.39.00.925,44.241,100361.523
1635179941187,2021-10-25T19.39.01.187,44.503,100363.719
1635179941448,2021-10-25T19.39.01.448,44.764,100367.188
1635179941710,2021-10-25T19.39.01.710,45.026,100363.250
1635179941972,2021-10-25T19.39.01.972,45.288,100366.750
1635179942234,2021-10-25T19.39.02.234,45.550,100365.438
1635179942496,2021-10-25T19.39.02.496,45.812,100364.781
1635179942757,2021-10-25T19.39.02.757,46.073,100364.562
1635179943019,2021-10-25T19.39.03.019,46.335,100365.625
1635179943281,2021-10-25T19.39.03.281,46.597,100364.781
1635179943543,2021-10-25T19.39.03.543,46.859,100365.844
1635179943805,2021-10-25T19.39.03.805,47.120,100365.844
1635179944066,2021-10-25T19.39.04.066,47.382,100365.375
1635179944328,2021-10-25T19.39.04.328,47.644,100366.688
1635179944590,2021-10-25T19.39.04.590,47.906,100366.906
1635179944852,2021-10-25T19.39.04.852,48.168,100364.062
1635179945113,2021-10-25T19.39.05.113,48.429,100359.047
1635179945375,2021-10-25T19.39.05.375,48.691,100361.648
1635179945637,2021-10-25T19.39.05.637,48.953,100365.125
1635179945899,2021-10-25T19.39.05.899,49.215,100364.938
1635179946161,2021-10-25T19.39.06.161,49.476,100364.281
1635179946422,2021-10-25T19.39.06.422,49.738,100364.688
1635179946684,2021-10-25T19.39.06.684,50.000,100365.531
1635179946946,2021-10-25T19.39.06.946,50.262,100366.188
1635179947208,2021-10-25T19.39.07.208,50.524,100363.625
1635179947469,2021-10-25T19.39.07.469,50.785,100366.844
1635179947731,2021-10-25T19.39.07.731,51.047,100364.875
1635179947993,2021-10-25T19.39.07.993,51.309,100363.125
1635179948255,2021-10-25T19.39.08.255,51.571,100365.094
1635179948517,2021-10-25T19.39.08.517,51.832,100365.094
1635179948778,2021-10-25T19.39.08.778,52.094,100364.625
1635179949040,2021-10-25T19.39.09.040,52.356,100364.625
1635179949302,2021-10-25T19.39.09.302,52.618,100363.305
1635179949564,2021-10-25T19.39.09.564,52.880,100364.625
1635179949825,2021-10-25T19.39.09.825,53.141,100367.688
1635179950087,2021-10-25T19.39.10.087,53.403,100366.812
1635179950349,2021-10-25T19.39.10.349,53.665,100368.766
1635179950611,2021-10-25T19.39.10.611,53.927,100359.141
1635179950873,2021-10-25T19.39.10.873,54.188,100366.375
1635179951134,2021-10-25T19.39.11.134,54.450,100368.766
1635179951396,2021-10-25T19.39.11.396,54.712,100363.500
