epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636270287185,2021-11-07T09.31.27.185,0.000,0.854,0.122,-1.098
1636270287225,2021-11-07T09.31.27.225,0.040,0.152,0.640,-1.159
1636270287265,2021-11-07T09.31.27.265,0.080,-0.762,2.256,-0.945
1636270287305,2021-11-07T09.31.27.305,0.120,-0.305,1.220,-0.457
1636270287345,2021-11-07T09.31.27.345,0.160,-0.488,1.159,-0.091
1636270287385,2021-11-07T09.31.27.385,0.200,-0.366,0.335,-0.274
1636270287425,2021-11-07T09.31.27.425,0.240,0.579,-1.555,0.396
1636270287465,2021-11-07T09.31.27.465,0.280,0.152,-0.915,0.122
1636270287505,2021-11-07T09.31.27.505,0.320,-0.213,-0.335,-0.732
1636270287545,2021-11-07T09.31.27.545,0.360,0.030,-0.183,-0.945
1636270287585,2021-11-07T09.31.27.585,0.400,-0.762,1.006,-0.640
1636270287625,2021-11-07T09.31.27.625,0.440,-1.311,1.799,-0.091
1636270287665,2021-11-07T09.31.27.665,0.480,-1.860,3.293,0.305
1636270287705,2021-11-07T09.31.27.705,0.520,-1.707,3.018,0.244
1636270287745,2021-11-07T09.31.27.745,0.560,-0.976,1.372,0.030
1636270287785,2021-11-07T09.31.27.785,0.600,0.122,0.213,-0.335
1636270287825,2021-11-07T09.31.27.825,0.640,0.671,-0.793,0.122
1636270287865,2021-11-07T09.31.27.865,0.680,0.122,-0.518,0.122
1636270287905,2021-11-07T09.31.27.905,0.720,0.152,-0.274,-0.457
1636270287945,2021-11-07T09.31.27.945,0.760,-0.091,-0.030,-0.305
1636270287985,2021-11-07T09.31.27.985,0.800,-1.006,0.457,0.213
1636270288025,2021-11-07T09.31.28.025,0.840,-0.274,-0.213,0.122
1636270288065,2021-11-07T09.31.28.065,0.880,-0.640,0.549,0.061
1636270288105,2021-11-07T09.31.28.105,0.920,-0.457,0.335,-0.061
1636270288145,2021-11-07T09.31.28.145,0.960,0.152,-0.061,-0.366
1636270288185,2021-11-07T09.31.28.185,1.000,-0.091,0.061,0.122
1636270288225,2021-11-07T09.31.28.225,1.040,-0.366,-0.305,0.091
1636270288265,2021-11-07T09.31.28.265,1.080,0.061,0.000,-0.274
