epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636473253040,2021-11-09T17.54.13.040,0.000,39.695,15.793,81.341
1636473253080,2021-11-09T17.54.13.080,0.040,41.555,17.256,80.488
1636473253121,2021-11-09T17.54.13.121,0.081,43.018,27.256,76.616
1636473253160,2021-11-09T17.54.13.160,0.120,6.524,40.305,69.238
1636473253200,2021-11-09T17.54.13.200,0.160,-29.878,9.634,69.085
1636473253239,2021-11-09T17.54.13.239,0.199,-9.817,10.610,64.207
1636473253279,2021-11-09T17.54.13.279,0.239,-1.220,49.756,44.848
1636473253320,2021-11-09T17.54.13.320,0.280,-27.104,28.720,40.244
1636473253360,2021-11-09T17.54.13.360,0.320,-14.726,36.738,43.323
1636473253399,2021-11-09T17.54.13.399,0.359,-15.000,26.768,32.317
1636473253439,2021-11-09T17.54.13.439,0.399,6.494,21.677,26.585
1636473253478,2021-11-09T17.54.13.478,0.438,-2.866,21.037,31.128
1636473253519,2021-11-09T17.54.13.519,0.479,-18.567,0.579,22.409
1636473253559,2021-11-09T17.54.13.559,0.519,-23.780,-25.030,10.091
1636473253598,2021-11-09T17.54.13.598,0.558,-38.994,-23.567,19.634
1636473253638,2021-11-09T17.54.13.638,0.598,-47.073,-21.494,26.738
1636473253677,2021-11-09T17.54.13.677,0.637,-56.860,-29.055,41.037
1636473253718,2021-11-09T17.54.13.718,0.678,-64.116,-22.988,39.360
1636473253758,2021-11-09T17.54.13.758,0.718,-73.049,-14.146,32.805
1636473253798,2021-11-09T17.54.13.798,0.758,-46.372,8.598,9.604
1636473253837,2021-11-09T17.54.13.837,0.797,-67.927,41.616,-49.665
1636473253877,2021-11-09T17.54.13.877,0.837,-31.677,65.183,-96.433
1636473253916,2021-11-09T17.54.13.916,0.876,26.189,68.293,-120.823
1636473253957,2021-11-09T17.54.13.957,0.917,60.457,19.329,-151.768
1636473253997,2021-11-09T17.54.13.997,0.957,62.317,-59.482,-179.085
1636473254036,2021-11-09T17.54.14.036,0.996,58.933,-181.799,-192.896
1636473254076,2021-11-09T17.54.14.076,1.036,64.878,-262.591,-181.585
1636473254115,2021-11-09T17.54.14.115,1.075,97.652,-252.012,-107.500
1636473254156,2021-11-09T17.54.14.156,1.116,45.945,-203.079,-65.640
1636473254196,2021-11-09T17.54.14.196,1.156,-27.073,-136.280,-49.695
1636473254235,2021-11-09T17.54.14.235,1.195,-55.244,-36.463,-18.293
1636473254275,2021-11-09T17.54.14.275,1.235,-6.555,24.573,-7.835
1636473254315,2021-11-09T17.54.14.315,1.275,6.585,-1.341,-1.738
1636473254356,2021-11-09T17.54.14.356,1.316,-2.409,-16.951,7.439
1636473254395,2021-11-09T17.54.14.395,1.355,-10.183,-2.500,2.683
1636473254435,2021-11-09T17.54.14.435,1.395,1.646,-3.689,8.171
1636473254474,2021-11-09T17.54.14.474,1.434,13.110,-7.439,10.762
1636473254514,2021-11-09T17.54.14.514,1.474,8.384,-4.116,7.348
1636473254555,2021-11-09T17.54.14.555,1.515,3.079,0.366,4.360
1636473254594,2021-11-09T17.54.14.594,1.554,5.000,0.061,4.543
1636473254634,2021-11-09T17.54.14.634,1.594,5.762,-5.000,7.348
1636473254673,2021-11-09T17.54.14.673,1.633,-0.823,-10.061,13.445
1636473254713,2021-11-09T17.54.14.713,1.673,-10.305,-7.439,12.652
1636473254753,2021-11-09T17.54.14.753,1.713,-0.884,-3.018,2.927
1636473254794,2021-11-09T17.54.14.794,1.754,10.000,-0.976,-3.110
1636473254833,2021-11-09T17.54.14.833,1.793,4.848,-1.159,0.335
1636473254873,2021-11-09T17.54.14.873,1.833,2.043,-0.030,-1.220
1636473254912,2021-11-09T17.54.14.912,1.872,2.774,-0.183,-1.555
1636473254952,2021-11-09T17.54.14.952,1.912,0.091,-0.305,-0.152
1636473254993,2021-11-09T17.54.14.993,1.953,-0.244,-0.305,-1.250
1636473255032,2021-11-09T17.54.15.032,1.992,-0.396,-0.335,-1.951
1636473255072,2021-11-09T17.54.15.072,2.032,1.189,-0.030,-1.951
1636473255111,2021-11-09T17.54.15.111,2.071,2.774,-0.061,-2.348
1636473255151,2021-11-09T17.54.15.151,2.111,0.122,-0.061,-1.067
1636473255192,2021-11-09T17.54.15.192,2.152,-1.982,-0.427,-0.335
1636473255232,2021-11-09T17.54.15.232,2.192,-2.256,-0.183,-0.549
1636473255271,2021-11-09T17.54.15.271,2.231,0.884,1.311,-1.006
1636473255311,2021-11-09T17.54.15.311,2.271,1.585,1.555,0.793
1636473255350,2021-11-09T17.54.15.350,2.310,1.006,-0.305,0.976
1636473255390,2021-11-09T17.54.15.390,2.350,0.732,-2.012,0.823
1636473255431,2021-11-09T17.54.15.431,2.391,-0.549,-0.701,0.549
1636473255470,2021-11-09T17.54.15.470,2.430,-0.549,1.616,-0.213
1636473255510,2021-11-09T17.54.15.510,2.470,0.122,1.402,0.030
1636473255549,2021-11-09T17.54.15.549,2.509,-0.030,-0.427,-0.122
1636473255589,2021-11-09T17.54.15.589,2.549,0.152,-1.402,-0.976
1636473255630,2021-11-09T17.54.15.630,2.590,1.585,-0.915,-0.396
1636473255670,2021-11-09T17.54.15.670,2.630,0.854,-0.396,0.488
1636473255709,2021-11-09T17.54.15.709,2.669,-1.067,-0.335,0.396
1636473255749,2021-11-09T17.54.15.749,2.709,-2.622,-0.488,0.823
1636473255788,2021-11-09T17.54.15.788,2.748,-1.311,-0.793,0.701
1636473255829,2021-11-09T17.54.15.829,2.789,0.701,-0.549,0.091
1636473255869,2021-11-09T17.54.15.869,2.829,1.006,0.122,0.030
1636473255908,2021-11-09T17.54.15.908,2.868,-0.427,0.091,-0.030
1636473255948,2021-11-09T17.54.15.948,2.908,-1.463,-0.244,0.671
1636473255987,2021-11-09T17.54.15.987,2.947,0.030,0.518,-0.091
1636473256027,2021-11-09T17.54.16.027,2.987,0.671,1.037,0.305
1636473256068,2021-11-09T17.54.16.068,3.028,0.640,-0.274,1.067
1636473256108,2021-11-09T17.54.16.108,3.068,0.945,-0.579,0.274
1636473256147,2021-11-09T17.54.16.147,3.107,0.976,-1.037,0.396
1636473256187,2021-11-09T17.54.16.187,3.147,0.396,-1.616,0.427
1636473256226,2021-11-09T17.54.16.226,3.186,-0.518,-0.945,0.091
1636473256267,2021-11-09T17.54.16.267,3.227,-1.524,0.244,-0.122
1636473256307,2021-11-09T17.54.16.307,3.267,0.274,0.335,-1.006
1636473256346,2021-11-09T17.54.16.346,3.306,1.098,-0.274,-0.945
1636473256386,2021-11-09T17.54.16.386,3.346,0.823,-0.152,-0.427
1636473256425,2021-11-09T17.54.16.425,3.385,0.396,0.427,-0.122
1636473256466,2021-11-09T17.54.16.466,3.426,-0.183,0.488,0.488
1636473256506,2021-11-09T17.54.16.506,3.466,0.335,0.000,0.396
1636473256546,2021-11-09T17.54.16.546,3.506,0.671,-0.061,0.274
1636473256585,2021-11-09T17.54.16.585,3.545,-0.671,0.823,0.152
1636473256625,2021-11-09T17.54.16.625,3.585,-1.220,0.701,0.274
1636473256664,2021-11-09T17.54.16.664,3.624,0.061,-0.274,-0.488
1636473256705,2021-11-09T17.54.16.705,3.665,1.128,-0.671,-0.915
1636473256745,2021-11-09T17.54.16.745,3.705,0.640,-0.183,-0.945
1636473256784,2021-11-09T17.54.16.784,3.744,1.585,-0.488,-1.738
1636473256824,2021-11-09T17.54.16.824,3.784,0.976,-0.122,-1.067
1636473256863,2021-11-09T17.54.16.863,3.823,0.091,0.457,-0.152
1636473256904,2021-11-09T17.54.16.904,3.864,0.244,1.006,-0.305
1636473256944,2021-11-09T17.54.16.944,3.904,-0.335,0.488,0.152
1636473256984,2021-11-09T17.54.16.984,3.944,0.305,0.305,0.000
1636473257023,2021-11-09T17.54.17.023,3.983,1.585,0.610,0.152
1636473257063,2021-11-09T17.54.17.063,4.023,1.646,0.183,0.244
1636473257104,2021-11-09T17.54.17.104,4.064,-0.091,-0.274,0.518
1636473257143,2021-11-09T17.54.17.143,4.103,-0.793,0.000,0.335
1636473257183,2021-11-09T17.54.17.183,4.143,0.030,-0.488,0.122
1636473257222,2021-11-09T17.54.17.222,4.182,-0.366,-0.518,0.122
1636473257262,2021-11-09T17.54.17.262,4.222,-0.854,0.183,-0.274
