epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.6362E+12,2021-11-06T05:22:43.146,0,-0.732,0.274,-0.701
1.6362E+12,2021-11-06T05:22:43.186,0.04,-0.183,0.396,-0.762
1.6362E+12,2021-11-06T05:22:43.226,0.08,0,0.518,-0.579
1.6362E+12,2021-11-06T05:22:43.266,0.12,-0.183,0.213,-0.366
1.6362E+12,2021-11-06T05:22:43.306,0.16,-0.03,0.366,-0.274
1.6362E+12,2021-11-06T05:22:43.346,0.2,-0.213,0.091,-0.122
1.6362E+12,2021-11-06T05:22:43.386,0.24,-0.457,0.518,-0.03
1.6362E+12,2021-11-06T05:22:43.426,0.28,-1.098,-0.03,-0.091
1.6362E+12,2021-11-06T05:22:43.466,0.32,-1.25,0.274,0.03
1.6362E+12,2021-11-06T05:22:43.506,0.36,-0.823,0.549,0.213
1.6362E+12,2021-11-06T05:22:43.546,0.4,-0.793,0.305,0.579
1.6362E+12,2021-11-06T05:22:43.586,0.44,-1.463,-0.305,0.457
1.6362E+12,2021-11-06T05:22:43.626,0.48,-0.488,0.274,-0.122
1.6362E+12,2021-11-06T05:22:43.666,0.52,-0.915,0.152,-0.427
1.6362E+12,2021-11-06T05:22:43.706,0.56,-1.311,0.152,-0.823
1.6362E+12,2021-11-06T05:22:43.746,0.6,-2.012,0.549,-0.823
1.6362E+12,2021-11-06T05:22:43.786,0.64,-1.829,0.549,-0.793
1.6362E+12,2021-11-06T05:22:43.826,0.68,-2.591,0.305,-0.366
1.6362E+12,2021-11-06T05:22:43.866,0.72,-2.348,0.884,-0.152
1.6362E+12,2021-11-06T05:22:43.906,0.76,-1.646,0.762,-0.091
1.6362E+12,2021-11-06T05:22:43.946,0.8,-0.671,0.518,-0.152
1.6362E+12,2021-11-06T05:22:43.986,0.84,-0.091,-0.061,-0.244
1.6362E+12,2021-11-06T05:22:44.026,0.88,-0.152,0,-0.152
1.6362E+12,2021-11-06T05:22:44.066,0.92,0.061,0.091,-0.305
1.6362E+12,2021-11-06T05:22:44.106,0.96,0.122,0.091,-0.152
1.6362E+12,2021-11-06T05:22:44.146,1,-0.152,0.091,-0.122
1.6362E+12,2021-11-06T05:22:44.186,1.04,-0.061,0.183,-0.427
1.6362E+12,2021-11-06T05:22:44.226,1.08,-0.03,0.244,-0.427
1.6362E+12,2021-11-06T05:22:44.266,1.12,-0.244,0.335,-0.518
1.6362E+12,2021-11-06T05:22:44.306,1.16,-0.061,0.518,-0.488
1.6362E+12,2021-11-06T05:22:44.346,1.2,-0.152,0.427,-0.427
1.6362E+12,2021-11-06T05:22:44.386,1.24,-0.244,-0.213,-0.427
1.6362E+12,2021-11-06T05:22:44.426,1.28,-0.061,0.091,-0.549
1.6362E+12,2021-11-06T05:22:44.466,1.32,-0.122,0.183,-0.518
1.6362E+12,2021-11-06T05:22:44.506,1.36,-0.213,-0.183,-0.335
1.6362E+12,2021-11-06T05:22:44.546,1.4,0,0.488,-0.183
1.6362E+12,2021-11-06T05:22:44.586,1.44,0.244,0.183,-0.091
1.6362E+12,2021-11-06T05:22:44.626,1.48,0.091,-0.152,-0.183
1.6362E+12,2021-11-06T05:22:44.666,1.52,0.61,0.427,-0.457
1.6362E+12,2021-11-06T05:22:44.706,1.56,1.006,0.457,-0.762
1.6362E+12,2021-11-06T05:22:44.746,1.6,0.518,0,-0.671
1.6362E+12,2021-11-06T05:22:44.786,1.64,0.03,0.274,-0.549
1.6362E+12,2021-11-06T05:22:44.826,1.68,-0.274,0.579,-0.457
1.6362E+12,2021-11-06T05:22:44.866,1.72,0.274,0.457,-0.671
1.6362E+12,2021-11-06T05:22:44.906,1.76,-0.183,0.427,-0.396
1.6362E+12,2021-11-06T05:22:44.946,1.8,-0.61,0.549,-0.152
1.6362E+12,2021-11-06T05:22:44.986,1.84,-0.823,0.64,-0.244
1.6362E+12,2021-11-06T05:22:45.026,1.88,-0.518,0.488,-0.396
1.6362E+12,2021-11-06T05:22:45.066,1.92,-0.274,0.671,-0.579
1.6362E+12,2021-11-06T05:22:45.106,1.96,-1.067,0.884,-0.457
1.6362E+12,2021-11-06T05:22:45.146,2,-1.159,0.762,-0.518
1.6362E+12,2021-11-06T05:22:45.186,2.04,-0.579,0.701,-0.701
1.6362E+12,2021-11-06T05:22:45.226,2.08,-0.671,0.64,-0.854
1.6362E+12,2021-11-06T05:22:45.266,2.12,-0.457,0.701,-0.732
1.6362E+12,2021-11-06T05:22:45.306,2.16,-0.335,0.396,-0.793
1.6362E+12,2021-11-06T05:22:45.346,2.2,-0.152,0.305,-0.701
1.6362E+12,2021-11-06T05:22:45.386,2.24,-0.03,0.61,-0.61
1.6362E+12,2021-11-06T05:22:45.426,2.28,-0.03,0.884,-0.61
1.6362E+12,2021-11-06T05:22:45.466,2.32,-0.03,0.427,-0.488
1.6362E+12,2021-11-06T05:22:45.506,2.36,-0.03,0.518,-0.64
1.6362E+12,2021-11-06T05:22:45.546,2.4,-0.793,0.671,-0.61
1.6362E+12,2021-11-06T05:22:45.586,2.44,-1.28,0.427,-0.793
1.6362E+12,2021-11-06T05:22:45.626,2.48,-1.341,0.884,-0.976
1.6362E+12,2021-11-06T05:22:45.666,2.52,-1.341,0.915,-1.067
1.6362E+12,2021-11-06T05:22:45.706,2.56,-1.402,1.28,-0.823
1.6362E+12,2021-11-06T05:22:45.746,2.6,-0.701,1.86,-0.762
1.6362E+12,2021-11-06T05:22:45.786,2.64,-0.793,1.707,-0.549
1.6362E+12,2021-11-06T05:22:45.826,2.68,-1.677,0.549,-0.488
1.6362E+12,2021-11-06T05:22:45.866,2.72,-1.037,0.701,-0.549
1.6362E+12,2021-11-06T05:22:45.906,2.76,-0.854,1.189,-0.61
1.6362E+12,2021-11-06T05:22:45.946,2.8,-2.896,1.646,-0.305
1.6362E+12,2021-11-06T05:22:45.986,2.84,-1.768,0.915,-0.396
1.6362E+12,2021-11-06T05:22:46.026,2.88,-1.585,1.494,-0.305
1.6362E+12,2021-11-06T05:22:46.066,2.92,-0.274,1.159,-0.457
1.6362E+12,2021-11-06T05:22:46.106,2.96,0.366,0.335,-0.518
1.6362E+12,2021-11-06T05:22:46.146,3,1.372,0.305,-0.579
1.6362E+12,2021-11-06T05:22:46.186,3.04,2.47,-0.244,-0.823
1.6362E+12,2021-11-06T05:22:46.226,3.08,0.518,-0.244,-0.549
1.6362E+12,2021-11-06T05:22:46.266,3.12,-0.335,0.213,-0.213
1.6362E+12,2021-11-06T05:22:46.306,3.16,-0.671,0.396,0.03
1.6362E+12,2021-11-06T05:22:46.346,3.2,-1.28,0.427,-0.03
1.6362E+12,2021-11-06T05:22:46.386,3.24,-0.976,0.518,-0.183
1.6362E+12,2021-11-06T05:22:46.426,3.28,-1.372,0.762,0
1.6362E+12,2021-11-06T05:22:46.466,3.32,-0.915,0.488,-0.213
1.6362E+12,2021-11-06T05:22:46.506,3.36,-0.793,0.244,-0.457
1.6362E+12,2021-11-06T05:22:46.546,3.4,-0.915,0.427,-0.457
1.6362E+12,2021-11-06T05:22:46.586,3.44,-0.64,0.366,-0.579
1.6362E+12,2021-11-06T05:22:46.626,3.48,-0.244,0.518,-0.64
1.6362E+12,2021-11-06T05:22:46.666,3.52,-0.64,0.396,-0.366
1.6362E+12,2021-11-06T05:22:46.706,3.56,-0.457,0.762,-0.427
1.6362E+12,2021-11-06T05:22:46.746,3.6,-0.061,0.61,-0.457
1.6362E+12,2021-11-06T05:22:46.786,3.64,0.091,0.061,-0.335
1.6362E+12,2021-11-06T05:22:46.826,3.68,-0.488,-0.335,-0.274
1.6362E+12,2021-11-06T05:22:46.866,3.72,-0.091,-0.579,-0.366
1.6362E+12,2021-11-06T05:22:46.906,3.76,0.457,-0.091,-0.518
1.6362E+12,2021-11-06T05:22:46.946,3.8,0.396,0,-0.579
1.6362E+12,2021-11-06T05:22:46.986,3.84,-0.396,0.183,-0.549
1.6362E+12,2021-11-06T05:22:47.026,3.88,-0.579,0.488,-0.396
1.6362E+12,2021-11-06T05:22:47.066,3.92,-0.762,0.945,-0.457
