epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636208503465,2021-11-06T07:21:43.465,6.840,-0.244,0.122,-0.305
1636208503505,2021-11-06T07:21:43.505,6.880,0.030,0.030,-0.366
1636208503545,2021-11-06T07:21:43.545,6.920,-0.061,0.000,-0.305
1636208503585,2021-11-06T07:21:43.585,6.960,-0.183,0.122,-0.366
1636208503625,2021-11-06T07:21:43.625,7.000,0.030,0.122,-0.396
1636208503665,2021-11-06T07:21:43.665,7.040,-0.244,0.061,-0.335
1636208503705,2021-11-06T07:21:43.705,7.080,-0.640,0.213,-0.274
1636208503745,2021-11-06T07:21:43.745,7.120,-0.732,0.366,-0.396
1636208503785,2021-11-06T07:21:43.785,7.160,-0.701,0.183,-0.335
1636208503825,2021-11-06T07:21:43.825,7.200,-1.463,-0.030,-0.213
1636208503865,2021-11-06T07:21:43.865,7.240,-1.921,0.000,-0.152
1636208503905,2021-11-06T07:21:43.905,7.280,-1.494,0.030,-0.213
1636208503945,2021-11-06T07:21:43.945,7.320,-0.549,-0.122,-0.274
1636208503985,2021-11-06T07:21:43.985,7.360,-1.128,0.152,-0.274
1636208504025,2021-11-06T07:21:44.025,7.400,-1.341,0.030,-0.152
1636208504065,2021-11-06T07:21:44.065,7.440,-1.555,0.213,-0.213
1636208504105,2021-11-06T07:21:44.105,7.480,-0.823,0.152,-0.213
1636208504145,2021-11-06T07:21:44.145,7.520,-0.701,0.122,-0.305
1636208504185,2021-11-06T07:21:44.185,7.560,-0.762,0.183,-0.183
1636208504225,2021-11-06T07:21:44.225,7.600,-0.579,0.152,-0.274
1636208504265,2021-11-06T07:21:44.265,7.640,-0.854,0.396,-0.335
1636208504305,2021-11-06T07:21:44.305,7.680,-0.579,0.244,-0.244
1636208504345,2021-11-06T07:21:44.345,7.720,-0.457,0.000,-0.305
1636208504385,2021-11-06T07:21:44.385,7.760,-0.549,0.152,-0.335
1636208504425,2021-11-06T07:21:44.425,7.800,-0.457,0.274,-0.305
1636208504465,2021-11-06T07:21:44.465,7.840,-0.274,0.122,-0.396
1636208504505,2021-11-06T07:21:44.505,7.880,-0.152,0.122,-0.427
1636208504545,2021-11-06T07:21:44.545,7.920,-0.457,0.091,-0.335
1636208504585,2021-11-06T07:21:44.585,7.960,-0.122,0.030,-0.427
1636208504625,2021-11-06T07:21:44.625,8.000,-0.335,0.122,-0.335
1636208504665,2021-11-06T07:21:44.665,8.040,-0.274,0.122,-0.335
1636208504705,2021-11-06T07:21:44.705,8.080,-0.213,0.122,-0.335
1636208504745,2021-11-06T07:21:44.745,8.120,-0.091,-0.030,-0.274
1636208504785,2021-11-06T07:21:44.785,8.160,-0.366,0.122,-0.244
1636208504825,2021-11-06T07:21:44.825,8.200,-0.610,0.213,-0.305
1636208504865,2021-11-06T07:21:44.865,8.240,-0.701,0.183,-0.305
1636208504905,2021-11-06T07:21:44.905,8.280,-1.402,0.488,-0.274
1636208504945,2021-11-06T07:21:44.945,8.320,-2.683,0.671,0.152
1636208504985,2021-11-06T07:21:44.985,8.360,-2.896,0.640,0.091
1636208505025,2021-11-06T07:21:45.025,8.400,-2.561,1.159,-0.030
1636208505065,2021-11-06T07:21:45.065,8.440,-2.409,0.854,0.000
1636208505105,2021-11-06T07:21:45.105,8.480,-2.927,0.701,0.122
1636208505145,2021-11-06T07:21:45.145,8.520,-2.500,0.945,0.213
1636208505185,2021-11-06T07:21:45.185,8.560,-2.652,0.671,0.152
1636208505225,2021-11-06T07:21:45.225,8.600,-2.012,0.671,0.061
1636208505265,2021-11-06T07:21:45.265,8.640,-2.073,0.640,0.091
1636208505305,2021-11-06T07:21:45.305,8.680,-1.494,0.457,-0.061
1636208505345,2021-11-06T07:21:45.345,8.720,-0.884,0.549,-0.122
1636208505385,2021-11-06T07:21:45.385,8.760,-0.976,0.274,-0.152
1636208505425,2021-11-06T07:21:45.425,8.800,-0.793,0.244,-0.183
1636208505465,2021-11-06T07:21:45.465,8.840,-0.854,0.427,-0.244
1636208505505,2021-11-06T07:21:45.505,8.880,-0.793,0.213,-0.213
1636208505545,2021-11-06T07:21:45.545,8.920,-0.610,0.091,-0.183
1636208505585,2021-11-06T07:21:45.585,8.960,-0.854,0.183,-0.152
1636208505625,2021-11-06T07:21:45.625,9.000,-0.762,0.274,-0.244
1636208505665,2021-11-06T07:21:45.665,9.040,-0.488,0.152,-0.274
1636208505705,2021-11-06T07:21:45.705,9.080,-0.457,0.091,-0.274
1636208505745,2021-11-06T07:21:45.745,9.120,-0.366,0.183,-0.274
1636208505785,2021-11-06T07:21:45.785,9.160,-0.396,0.183,-0.274
1636208505825,2021-11-06T07:21:45.825,9.200,-0.335,0.152,-0.305
1636208505865,2021-11-06T07:21:45.865,9.240,-0.335,0.183,-0.305
1636208505905,2021-11-06T07:21:45.905,9.280,-0.183,0.122,-0.274
1636208505945,2021-11-06T07:21:45.945,9.320,-0.122,0.152,-0.366
1636208505985,2021-11-06T07:21:45.985,9.360,-0.366,0.244,-0.335
1636208506025,2021-11-06T07:21:46.025,9.400,-0.427,0.244,-0.274
1636208506065,2021-11-06T07:21:46.065,9.440,-0.427,0.213,-0.366
1636208506105,2021-11-06T07:21:46.105,9.480,-0.305,0.305,-0.335
1636208506145,2021-11-06T07:21:46.145,9.520,-0.366,0.213,-0.335
1636208506185,2021-11-06T07:21:46.185,9.560,-0.152,0.213,-0.366
1636208506225,2021-11-06T07:21:46.225,9.600,-0.274,0.122,-0.305
1636208506265,2021-11-06T07:21:46.265,9.640,-0.549,0.213,-0.335
1636208506305,2021-11-06T07:21:46.305,9.680,-0.549,0.213,-0.366
1636208506345,2021-11-06T07:21:46.345,9.720,-0.244,0.305,-0.366
1636208506385,2021-11-06T07:21:46.385,9.760,-0.152,0.213,-0.305
1636208506425,2021-11-06T07:21:46.425,9.800,-0.305,0.122,-0.274
1636208506465,2021-11-06T07:21:46.465,9.840,-0.244,0.152,-0.366
1636208506505,2021-11-06T07:21:46.505,9.880,-0.335,0.213,-0.366
1636208506545,2021-11-06T07:21:46.545,9.920,-0.213,0.122,-0.366
1636208506585,2021-11-06T07:21:46.585,9.960,-0.030,0.152,-0.427
1636208506625,2021-11-06T07:21:46.625,10.000,-0.366,0.274,-0.335
1636208506665,2021-11-06T07:21:46.665,10.040,-0.274,0.183,-0.274
1636208506705,2021-11-06T07:21:46.705,10.080,-0.183,0.030,-0.274
1636208506745,2021-11-06T07:21:46.745,10.120,-0.213,0.030,-0.305
1636208506785,2021-11-06T07:21:46.785,10.160,-0.213,0.183,-0.366
1636208506825,2021-11-06T07:21:46.825,10.200,-0.152,0.061,-0.335
1636208506865,2021-11-06T07:21:46.865,10.240,-0.305,0.091,-0.305
1636208506905,2021-11-06T07:21:46.905,10.280,-0.366,0.213,-0.335
1636208506945,2021-11-06T07:21:46.945,10.320,-0.305,0.152,-0.335
1636208506985,2021-11-06T07:21:46.985,10.360,-0.213,0.091,-0.366
1636208507025,2021-11-06T07:21:47.025,10.400,-0.244,0.274,-0.305
1636208507065,2021-11-06T07:21:47.065,10.440,-0.122,0.244,-0.366
1636208507105,2021-11-06T07:21:47.105,10.480,-0.122,0.274,-0.427
1636208507145,2021-11-06T07:21:47.145,10.520,-0.366,0.274,-0.335
1636208507185,2021-11-06T07:21:47.185,10.560,-0.427,0.335,-0.335
1636208507225,2021-11-06T07:21:47.225,10.600,-0.427,0.335,-0.366
1636208507265,2021-11-06T07:21:47.265,10.640,-0.091,0.274,-0.366
1636208507305,2021-11-06T07:21:47.305,10.680,-0.061,0.152,-0.396
1636208507345,2021-11-06T07:21:47.345,10.720,-0.274,0.213,-0.396
1636208507385,2021-11-06T07:21:47.385,10.760,-0.183,0.152,-0.366
1636208507425,2021-11-06T07:21:47.425,10.800,-0.213,0.183,-0.366
1636208507465,2021-11-06T07:21:47.465,10.840,-0.274,0.213,-0.366
1636208507505,2021-11-06T07:21:47.505,10.880,-0.061,0.061,-0.396
1636208507545,2021-11-06T07:21:47.545,10.920,-0.213,0.122,-0.366
1636208507585,2021-11-06T07:21:47.585,10.960,-0.274,0.183,-0.305
1636208507625,2021-11-06T07:21:47.625,11.000,-0.213,0.122,-0.335
1636208507665,2021-11-06T07:21:47.665,11.040,-0.183,0.122,-0.366
1636208507705,2021-11-06T07:21:47.705,11.080,0.091,0.091,-0.396
1636208507745,2021-11-06T07:21:47.745,11.120,-0.061,0.152,-0.366
1636208507785,2021-11-06T07:21:47.785,11.160,-0.122,0.152,-0.366
1636208507825,2021-11-06T07:21:47.825,11.200,-0.091,0.183,-0.366
1636208507865,2021-11-06T07:21:47.865,11.240,-0.152,0.152,-0.427
1636208507905,2021-11-06T07:21:47.905,11.280,-0.030,0.122,-0.335
1636208507945,2021-11-06T07:21:47.945,11.320,-0.366,0.305,-0.335
1636208507985,2021-11-06T07:21:47.985,11.360,0.061,0.122,-0.457
1636208508025,2021-11-06T07:21:48.025,11.400,-0.152,0.213,-0.335
1636208508065,2021-11-06T07:21:48.065,11.440,-0.671,0.213,-0.274
1636208508105,2021-11-06T07:21:48.105,11.480,-0.457,0.183,-0.335
1636208508145,2021-11-06T07:21:48.145,11.520,-0.183,0.152,-0.335
1636208508185,2021-11-06T07:21:48.185,11.560,-0.305,0.213,-0.274
1636208508225,2021-11-06T07:21:48.225,11.600,-0.457,0.244,-0.305
1636208508265,2021-11-06T07:21:48.265,11.640,-0.427,0.152,-0.244
1636208508305,2021-11-06T07:21:48.305,11.680,-0.274,0.213,-0.335
1636208508345,2021-11-06T07:21:48.345,11.720,-0.488,0.274,-0.335
1636208508385,2021-11-06T07:21:48.385,11.760,-0.335,0.183,-0.305
1636208508425,2021-11-06T07:21:48.425,11.800,-0.305,0.122,-0.335
1636208508465,2021-11-06T07:21:48.465,11.840,-0.518,0.213,-0.244
1636208508505,2021-11-06T07:21:48.505,11.880,-0.488,0.091,-0.335
1636208508545,2021-11-06T07:21:48.545,11.920,-0.457,0.152,-0.366
1636208508585,2021-11-06T07:21:48.585,11.960,-0.183,-0.183,-0.274
1636208508625,2021-11-06T07:21:48.625,12.000,-0.091,-0.274,-0.366
1636208508665,2021-11-06T07:21:48.665,12.040,-0.335,0.274,-0.366
1636208508705,2021-11-06T07:21:48.705,12.080,-0.366,0.488,-0.366
1636208508745,2021-11-06T07:21:48.745,12.120,-0.396,0.579,-0.366
1636208508785,2021-11-06T07:21:48.785,12.160,-0.427,0.488,-0.366
1636208508825,2021-11-06T07:21:48.825,12.200,-0.366,0.457,-0.457
1636208508865,2021-11-06T07:21:48.865,12.240,-0.427,0.457,-0.335
1636208508905,2021-11-06T07:21:48.905,12.280,-0.549,0.305,-0.274
1636208508945,2021-11-06T07:21:48.945,12.320,-0.640,0.305,-0.305
1636208508985,2021-11-06T07:21:48.985,12.360,-0.488,0.244,-0.335
1636208509025,2021-11-06T07:21:49.025,12.400,-0.305,0.152,-0.335
1636208509065,2021-11-06T07:21:49.065,12.440,-0.244,0.091,-0.305
1636208509105,2021-11-06T07:21:49.105,12.480,-0.274,0.122,-0.335
1636208509145,2021-11-06T07:21:49.145,12.520,-0.183,0.122,-0.305
1636208509185,2021-11-06T07:21:49.185,12.560,-0.183,0.152,-0.305
1636208509225,2021-11-06T07:21:49.225,12.600,-0.122,0.061,-0.366
1636208509265,2021-11-06T07:21:49.265,12.640,-0.091,-0.030,-0.366
1636208509305,2021-11-06T07:21:49.305,12.680,-0.213,0.091,-0.274
1636208509345,2021-11-06T07:21:49.345,12.720,-0.213,0.122,-0.335
1636208509385,2021-11-06T07:21:49.385,12.760,-0.183,0.152,-0.366
1636208509425,2021-11-06T07:21:49.425,12.800,-0.244,0.152,-0.305
1636208509465,2021-11-06T07:21:49.465,12.840,-0.274,0.061,-0.335
1636208509505,2021-11-06T07:21:49.505,12.880,-0.305,0.152,-0.335
1636208509545,2021-11-06T07:21:49.545,12.920,-0.396,0.244,-0.335
1636208509585,2021-11-06T07:21:49.585,12.960,-0.183,0.152,-0.366
1636208509625,2021-11-06T07:21:49.625,13.000,-0.183,0.091,-0.305
1636208509665,2021-11-06T07:21:49.665,13.040,-0.366,0.244,-0.335
1636208509705,2021-11-06T07:21:49.705,13.080,-0.427,0.244,-0.366
1636208509745,2021-11-06T07:21:49.745,13.120,-0.091,0.152,-0.427
1636208509785,2021-11-06T07:21:49.785,13.160,-0.305,0.152,-0.335
1636208509825,2021-11-06T07:21:49.825,13.200,-0.396,0.122,-0.335
1636208509865,2021-11-06T07:21:49.865,13.240,-0.457,0.213,-0.366
1636208509905,2021-11-06T07:21:49.905,13.280,-0.274,0.183,-0.335
1636208509945,2021-11-06T07:21:49.945,13.320,-0.061,0.091,-0.335
1636208509985,2021-11-06T07:21:49.985,13.360,-0.335,0.152,-0.305
1636208510025,2021-11-06T07:21:50.025,13.400,-0.457,0.274,-0.366
1636208510065,2021-11-06T07:21:50.065,13.440,-0.305,0.244,-0.366
1636208510105,2021-11-06T07:21:50.105,13.480,-0.213,0.213,-0.366
1636208510145,2021-11-06T07:21:50.145,13.520,-0.122,0.213,-0.427
1636208510185,2021-11-06T07:21:50.185,13.560,-0.244,0.183,-0.366
1636208510225,2021-11-06T07:21:50.225,13.600,-0.244,0.183,-0.396
1636208510265,2021-11-06T07:21:50.265,13.640,-0.152,0.213,-0.427
1636208510305,2021-11-06T07:21:50.305,13.680,-0.152,0.183,-0.366
1636208510345,2021-11-06T07:21:50.345,13.720,-0.061,0.122,-0.335
1636208510385,2021-11-06T07:21:50.385,13.760,-0.122,0.244,-0.396
1636208510425,2021-11-06T07:21:50.425,13.800,-0.152,0.213,-0.396
1636208510465,2021-11-06T07:21:50.465,13.840,-0.122,0.183,-0.335
1636208510505,2021-11-06T07:21:50.505,13.880,-0.244,0.274,-0.366
1636208510545,2021-11-06T07:21:50.545,13.920,-0.183,0.244,-0.396
1636208510585,2021-11-06T07:21:50.585,13.960,-0.152,0.213,-0.366
1636208510625,2021-11-06T07:21:50.625,14.000,-0.335,0.274,-0.396
1636208510665,2021-11-06T07:21:50.665,14.040,0.061,0.244,-0.457
1636208510705,2021-11-06T07:21:50.705,14.080,-0.183,0.183,-0.335
1636208510745,2021-11-06T07:21:50.745,14.120,-0.518,0.305,-0.305
1636208510785,2021-11-06T07:21:50.785,14.160,-0.366,0.305,-0.366
1636208510825,2021-11-06T07:21:50.825,14.200,-0.274,0.274,-0.396
1636208510865,2021-11-06T07:21:50.865,14.240,-0.335,0.152,-0.213
