epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636479459515,2021-11-09T19.37.39.515,0.000,0.366,0.030,-0.732
1636479459555,2021-11-09T19.37.39.555,0.040,0.030,-0.213,-0.671
1636479459594,2021-11-09T19.37.39.594,0.079,-0.762,-0.274,0.335
1636479459634,2021-11-09T19.37.39.634,0.119,-0.732,0.244,0.488
1636479459675,2021-11-09T19.37.39.675,0.160,0.518,0.030,-0.061
1636479459714,2021-11-09T19.37.39.714,0.199,1.585,0.274,-0.427
1636479459754,2021-11-09T19.37.39.754,0.239,2.043,0.732,0.549
1636479459793,2021-11-09T19.37.39.793,0.278,1.677,-0.457,1.189
1636479459833,2021-11-09T19.37.39.833,0.318,2.195,-1.067,-0.122
1636479459874,2021-11-09T19.37.39.874,0.359,2.927,0.091,-1.951
1636479459914,2021-11-09T19.37.39.914,0.399,1.677,1.098,-1.829
1636479459953,2021-11-09T19.37.39.953,0.438,1.220,1.067,-1.037
1636479459993,2021-11-09T19.37.39.993,0.478,1.128,0.884,-0.701
1636479460032,2021-11-09T19.37.40.032,0.517,1.280,1.555,-0.793
1636479460073,2021-11-09T19.37.40.073,0.558,-0.244,1.860,-0.244
1636479460113,2021-11-09T19.37.40.113,0.598,-1.890,2.226,0.671
1636479460152,2021-11-09T19.37.40.152,0.637,-0.213,0.762,0.305
1636479460192,2021-11-09T19.37.40.192,0.677,0.427,-1.677,0.183
1636479460231,2021-11-09T19.37.40.231,0.716,-0.427,-1.677,0.640
1636479460272,2021-11-09T19.37.40.272,0.757,-0.701,1.128,0.335
1636479460312,2021-11-09T19.37.40.312,0.797,0.640,1.311,-0.244
1636479460352,2021-11-09T19.37.40.352,0.837,0.732,-0.945,-0.427
1636479460391,2021-11-09T19.37.40.391,0.876,0.213,1.311,-0.396
1636479460431,2021-11-09T19.37.40.431,0.916,1.341,3.598,0.000
1636479460470,2021-11-09T19.37.40.470,0.955,0.396,-0.335,0.762
1636479460511,2021-11-09T19.37.40.511,0.996,0.610,-3.018,0.366
1636479460551,2021-11-09T19.37.40.551,1.036,0.091,-0.518,0.030
1636479460590,2021-11-09T19.37.40.590,1.075,-1.006,2.378,0.061
1636479460630,2021-11-09T19.37.40.630,1.115,1.037,3.537,0.152
1636479460669,2021-11-09T19.37.40.669,1.154,3.415,14.787,7.988
1636479460710,2021-11-09T19.37.40.710,1.195,2.988,39.024,22.866
1636479460750,2021-11-09T19.37.40.750,1.235,6.799,63.415,38.537
1636479460790,2021-11-09T19.37.40.790,1.275,36.616,103.171,61.860
1636479460829,2021-11-09T19.37.40.829,1.314,78.110,168.384,90.671
1636479460869,2021-11-09T19.37.40.869,1.354,57.378,193.659,117.591
1636479460910,2021-11-09T19.37.40.910,1.395,-22.500,164.512,141.585
1636479460949,2021-11-09T19.37.40.949,1.434,-93.537,139.970,170.793
1636479460989,2021-11-09T19.37.40.989,1.474,-201.128,76.707,198.140
1636479461028,2021-11-09T19.37.41.028,1.513,-272.835,-49.970,189.238
1636479461068,2021-11-09T19.37.41.068,1.553,-135.305,-82.134,150.366
1636479461109,2021-11-09T19.37.41.109,1.594,-17.104,-70.061,98.811
1636479461148,2021-11-09T19.37.41.148,1.633,-16.738,-55.488,71.463
1636479461188,2021-11-09T19.37.41.188,1.673,5.640,-25.366,53.811
1636479461228,2021-11-09T19.37.41.228,1.713,28.659,-33.841,25.030
1636479461267,2021-11-09T19.37.41.267,1.752,26.677,-31.524,12.774
1636479461307,2021-11-09T19.37.41.307,1.792,16.128,-32.073,4.177
1636479461348,2021-11-09T19.37.41.348,1.833,2.195,-31.494,-0.274
1636479461387,2021-11-09T19.37.41.387,1.872,9.970,-19.878,0.610
1636479461427,2021-11-09T19.37.41.427,1.912,13.506,-10.976,1.463
1636479461466,2021-11-09T19.37.41.466,1.951,4.390,-1.524,3.628
1636479461506,2021-11-09T19.37.41.506,1.991,-3.872,2.195,4.451
1636479461547,2021-11-09T19.37.41.547,2.032,7.134,2.896,3.232
1636479461586,2021-11-09T19.37.41.586,2.071,20.915,4.482,0.701
1636479461626,2021-11-09T19.37.41.626,2.111,20.366,0.335,-5.000
1636479461666,2021-11-09T19.37.41.666,2.151,7.927,-1.677,-7.043
1636479461705,2021-11-09T19.37.41.705,2.190,-3.415,-0.701,-2.988
1636479461746,2021-11-09T19.37.41.746,2.231,1.037,1.250,0.213
1636479461786,2021-11-09T19.37.41.786,2.271,-4.848,5.091,2.591
1636479461825,2021-11-09T19.37.41.825,2.310,-1.921,5.213,2.866
1636479461865,2021-11-09T19.37.41.865,2.350,3.598,3.811,0.884
1636479461906,2021-11-09T19.37.41.906,2.391,-2.348,1.738,-0.427
1636479461945,2021-11-09T19.37.41.945,2.430,-2.744,-0.793,-0.732
1636479461985,2021-11-09T19.37.41.985,2.470,-0.884,-2.409,-0.762
1636479462024,2021-11-09T19.37.42.024,2.509,-2.165,-3.018,0.122
1636479462064,2021-11-09T19.37.42.064,2.549,6.341,-1.799,0.610
1636479462104,2021-11-09T19.37.42.104,2.589,0.732,1.677,0.549
1636479462143,2021-11-09T19.37.42.143,2.628,-4.817,5.823,0.579
1636479462184,2021-11-09T19.37.42.184,2.669,2.774,4.299,-1.220
1636479462224,2021-11-09T19.37.42.224,2.709,6.067,0.854,-2.470
1636479462263,2021-11-09T19.37.42.263,2.748,0.671,-1.341,-1.311
1636479462303,2021-11-09T19.37.42.303,2.788,0.610,-2.043,-0.213
1636479462342,2021-11-09T19.37.42.342,2.827,2.774,-3.537,-0.488
