epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636373165344,2021-11-08T14.06.05.344,0.000,100995.938
1636373165606,2021-11-08T14.06.05.606,0.262,100995.094
1636373165867,2021-11-08T14.06.05.867,0.524,100992.617
1636373166129,2021-11-08T14.06.06.129,0.785,100994.125
1636373166391,2021-11-08T14.06.06.391,1.047,100990.625
1636373166653,2021-11-08T14.06.06.653,1.309,100993.461
1636373166915,2021-11-08T14.06.06.915,1.571,100996.297
1636373167176,2021-11-08T14.06.07.176,1.832,100998.289
1636373167438,2021-11-08T14.06.07.438,2.094,100992.125
1636373167700,2021-11-08T14.06.07.700,2.356,100991.289
1636373167962,2021-11-08T14.06.07.962,2.618,100992.977
1636373168223,2021-11-08T14.06.08.223,2.880,100993.102
1636373168485,2021-11-08T14.06.08.485,3.141,100992.797
1636373168747,2021-11-08T14.06.08.747,3.403,100989.117
1636373169009,2021-11-08T14.06.09.009,3.665,100994.609
1636373169271,2021-11-08T14.06.09.271,3.927,100993.461
1636373169532,2021-11-08T14.06.09.532,4.188,100988.453
1636373169794,2021-11-08T14.06.09.794,4.450,100996.297
1636373170056,2021-11-08T14.06.10.056,4.712,100989.469
1636373170318,2021-11-08T14.06.10.318,4.974,100989.117
1636373170579,2021-11-08T14.06.10.579,5.236,100997.094
1636373170841,2021-11-08T14.06.10.841,5.497,100995.094
1636373171103,2021-11-08T14.06.11.103,5.759,100994.125
1636373171365,2021-11-08T14.06.11.365,6.021,100991.953
1636373171627,2021-11-08T14.06.11.627,6.283,100991.109
1636373171888,2021-11-08T14.06.11.888,6.545,100988.453
1636373172150,2021-11-08T14.06.12.150,6.806,100992.125
1636373172412,2021-11-08T14.06.12.412,7.068,100993.461
1636373172674,2021-11-08T14.06.12.674,7.330,100993.461
1636373172935,2021-11-08T14.06.12.935,7.592,100995.453
1636373173197,2021-11-08T14.06.13.197,7.853,100992.125
1636373173459,2021-11-08T14.06.13.459,8.115,100992.797
1636373173721,2021-11-08T14.06.13.721,8.377,100989.781
1636373173983,2021-11-08T14.06.13.983,8.639,100986.250
1636373174244,2021-11-08T14.06.14.244,8.901,100993.102
1636373174506,2021-11-08T14.06.14.506,9.162,100991.781
1636373174768,2021-11-08T14.06.14.768,9.424,100997.453
1636373175030,2021-11-08T14.06.15.030,9.686,100994.789
1636373175291,2021-11-08T14.06.15.291,9.948,100995.938
1636373175553,2021-11-08T14.06.15.553,10.209,100993.953
1636373175815,2021-11-08T14.06.15.815,10.471,100992.125
1636373176077,2021-11-08T14.06.16.077,10.733,100992.125
1636373176339,2021-11-08T14.06.16.339,10.995,100994.609
1636373176600,2021-11-08T14.06.16.600,11.257,100994.789
1636373176862,2021-11-08T14.06.16.862,11.518,100992.617
1636373177124,2021-11-08T14.06.17.124,11.780,100989.961
1636373177386,2021-11-08T14.06.17.386,12.042,100992.797
1636373177648,2021-11-08T14.06.17.648,12.304,100995.094
1636373177909,2021-11-08T14.06.17.909,12.565,100992.125
1636373178171,2021-11-08T14.06.18.171,12.827,100984.469
1636373178433,2021-11-08T14.06.18.433,13.089,100993.461
1636373178695,2021-11-08T14.06.18.695,13.351,100991.781
1636373178956,2021-11-08T14.06.18.956,13.613,100989.961
1636373179218,2021-11-08T14.06.19.218,13.874,100989.961
1636373179480,2021-11-08T14.06.19.480,14.136,100995.766
1636373179742,2021-11-08T14.06.19.742,14.398,100991.781
1636373180004,2021-11-08T14.06.20.004,14.660,100991.781
1636373180265,2021-11-08T14.06.20.265,14.921,100993.766
1636373180527,2021-11-08T14.06.20.527,15.183,100992.438
1636373180789,2021-11-08T14.06.20.789,15.445,100993.953
1636373181051,2021-11-08T14.06.21.051,15.707,100989.391
1636373181312,2021-11-08T14.06.21.312,15.969,100990.625
1636373181574,2021-11-08T14.06.21.574,16.230,100993.766
1636373181836,2021-11-08T14.06.21.836,16.492,100991.289
1636373182098,2021-11-08T14.06.22.098,16.754,100994.125
1636373182360,2021-11-08T14.06.22.360,17.016,100992.227
1636373182621,2021-11-08T14.06.22.621,17.277,100990.445
1636373182883,2021-11-08T14.06.22.883,17.539,100991.562
1636373183145,2021-11-08T14.06.23.145,17.801,100991.781
1636373183407,2021-11-08T14.06.23.407,18.063,100988.633
1636373183668,2021-11-08T14.06.23.668,18.325,100992.227
1636373183930,2021-11-08T14.06.23.930,18.586,100995.766
1636373184192,2021-11-08T14.06.24.192,18.848,100993.102
1636373184454,2021-11-08T14.06.24.454,19.110,100991.109
1636373184716,2021-11-08T14.06.24.716,19.372,100989.117
1636373184977,2021-11-08T14.06.24.977,19.634,100992.891
1636373185239,2021-11-08T14.06.25.239,19.895,100989.781
1636373185501,2021-11-08T14.06.25.501,20.157,100991.109
1636373185763,2021-11-08T14.06.25.763,20.419,100990.445
1636373186024,2021-11-08T14.06.26.024,20.681,100993.102
1636373186286,2021-11-08T14.06.26.286,20.942,100995.094
1636373186548,2021-11-08T14.06.26.548,21.204,100996.609
1636373186810,2021-11-08T14.06.26.810,21.466,100992.719
1636373187072,2021-11-08T14.06.27.072,21.728,100992.438
1636373187333,2021-11-08T14.06.27.333,21.990,100995.094
1636373187595,2021-11-08T14.06.27.595,22.251,100995.094
1636373187857,2021-11-08T14.06.27.857,22.513,100990.898
1636373188119,2021-11-08T14.06.28.119,22.775,100989.781
