epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636388253599,2021-11-08T18.17.33.599,0.000,-0.003,-0.123,-0.999
1636388253639,2021-11-08T18.17.33.639,0.040,0.006,-0.119,-1.010
1636388253679,2021-11-08T18.17.33.679,0.080,0.019,-0.123,-1.009
1636388253719,2021-11-08T18.17.33.719,0.120,-0.002,-0.145,-1.003
1636388253759,2021-11-08T18.17.33.759,0.160,-0.002,-0.127,-1.006
1636388253799,2021-11-08T18.17.33.799,0.200,0.007,-0.126,-1.007
1636388253839,2021-11-08T18.17.33.839,0.240,0.005,-0.139,-1.005
1636388253879,2021-11-08T18.17.33.879,0.280,0.007,-0.127,-1.005
1636388253919,2021-11-08T18.17.33.919,0.320,0.000,-0.127,-1.005
1636388253959,2021-11-08T18.17.33.959,0.360,-0.001,-0.130,-1.005
1636388253999,2021-11-08T18.17.33.999,0.400,0.014,-0.132,-1.010
1636388254039,2021-11-08T18.17.34.039,0.440,0.008,-0.135,-1.004
1636388254079,2021-11-08T18.17.34.079,0.480,0.003,-0.135,-1.003
1636388254119,2021-11-08T18.17.34.119,0.520,0.009,-0.132,-1.004
1636388254159,2021-11-08T18.17.34.159,0.560,0.006,-0.138,-1.005
1636388254199,2021-11-08T18.17.34.199,0.600,0.015,-0.133,-1.006
1636388254239,2021-11-08T18.17.34.239,0.640,0.008,-0.133,-1.005
1636388254279,2021-11-08T18.17.34.279,0.680,0.006,-0.137,-1.003
1636388254319,2021-11-08T18.17.34.319,0.720,0.019,-0.137,-1.006
1636388254359,2021-11-08T18.17.34.359,0.760,0.007,-0.134,-1.004
1636388254399,2021-11-08T18.17.34.399,0.800,0.002,-0.135,-1.004
1636388254439,2021-11-08T18.17.34.439,0.840,0.021,-0.138,-1.005
1636388254479,2021-11-08T18.17.34.479,0.880,0.002,-0.131,-1.004
1636388254519,2021-11-08T18.17.34.519,0.920,0.009,-0.134,-1.003
1636388254559,2021-11-08T18.17.34.559,0.960,0.021,-0.146,-1.002
1636388254599,2021-11-08T18.17.34.599,1.000,0.002,-0.135,-1.005
1636388254639,2021-11-08T18.17.34.639,1.040,0.008,-0.125,-1.007
1636388254679,2021-11-08T18.17.34.679,1.080,0.024,-0.141,-1.004
1636388254719,2021-11-08T18.17.34.719,1.120,0.002,-0.144,-1.000
1636388254759,2021-11-08T18.17.34.759,1.160,0.011,-0.119,-1.003
