epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636618971761,2021-11-11T10.22.51.761,0.000,100289.859
1636618972023,2021-11-11T10.22.52.023,0.262,100290.055
1636618972285,2021-11-11T10.22.52.285,0.524,100289.812
1636618972547,2021-11-11T10.22.52.547,0.785,100289.156
1636618972809,2021-11-11T10.22.52.809,1.047,100289.812
1636618973070,2021-11-11T10.22.53.070,1.309,100290.250
1636618973332,2021-11-11T10.22.53.332,1.571,100291.750
1636618973594,2021-11-11T10.22.53.594,1.832,100289.594
1636618973856,2021-11-11T10.22.53.856,2.094,100294.844
1636618974117,2021-11-11T10.22.54.117,2.356,100295.258
1636618974379,2021-11-11T10.22.54.379,2.618,100291.328
1636618974641,2021-11-11T10.22.54.641,2.880,100293.484
1636618974903,2021-11-11T10.22.54.903,3.141,100288.703
1636618975165,2021-11-11T10.22.55.165,3.403,100291.734
1636618975426,2021-11-11T10.22.55.426,3.665,100291.078
1636618975688,2021-11-11T10.22.55.688,3.927,100290.828
1636618975950,2021-11-11T10.22.55.950,4.188,100294.523
1636618976212,2021-11-11T10.22.56.212,4.450,100296.023
1636618976473,2021-11-11T10.22.56.473,4.712,100293.398
1636618976735,2021-11-11T10.22.56.735,4.974,100293.398
1636618976997,2021-11-11T10.22.56.997,5.236,100288.617
1636618977259,2021-11-11T10.22.57.259,5.497,100293.625
1636618977521,2021-11-11T10.22.57.521,5.759,100294.281
1636618977782,2021-11-11T10.22.57.782,6.021,100290.344
1636618978044,2021-11-11T10.22.58.044,6.283,100291.188
1636618978306,2021-11-11T10.22.58.306,6.545,100290.281
1636618978568,2021-11-11T10.22.58.568,6.806,100298.383
1636618978829,2021-11-11T10.22.58.829,7.068,100293.312
1636618979091,2021-11-11T10.22.59.091,7.330,100293.133
1636618979353,2021-11-11T10.22.59.353,7.592,100297.258
1636618979615,2021-11-11T10.22.59.615,7.853,100293.312
1636618979877,2021-11-11T10.22.59.877,8.115,100292.664
1636618980138,2021-11-11T10.23.00.138,8.377,100293.539
1636618980400,2021-11-11T10.23.00.400,8.639,100292.891
1636618980662,2021-11-11T10.23.00.662,8.901,100297.234
1636618980924,2021-11-11T10.23.00.924,9.162,100294.594
1636618981185,2021-11-11T10.23.01.185,9.424,100293.516
1636618981447,2021-11-11T10.23.01.447,9.686,100292.203
1636618981709,2021-11-11T10.23.01.709,9.948,100293.516
1636618981971,2021-11-11T10.23.01.971,10.209,100296.555
1636618982233,2021-11-11T10.23.02.233,10.471,100295.430
1636618982494,2021-11-11T10.23.02.494,10.733,100292.391
1636618982756,2021-11-11T10.23.02.756,10.995,100291.086
1636618983018,2021-11-11T10.23.03.018,11.257,100291.062
1636618983280,2021-11-11T10.23.03.280,11.518,100299.125
1636618983542,2021-11-11T10.23.03.542,11.780,100292.148
1636618983803,2021-11-11T10.23.03.803,12.042,100295.844
1636618984065,2021-11-11T10.23.04.065,12.304,100293.438
1636618984327,2021-11-11T10.23.04.327,12.565,100293.875
1636618984589,2021-11-11T10.23.04.589,12.827,100295.406
1636618984850,2021-11-11T10.23.04.850,13.089,100291.883
1636618985112,2021-11-11T10.23.05.112,13.351,100292.531
1636618985374,2021-11-11T10.23.05.374,13.613,100293.852
1636618985636,2021-11-11T10.23.05.636,13.874,100295.352
1636618985898,2021-11-11T10.23.05.898,14.136,100293.188
1636618986159,2021-11-11T10.23.06.159,14.398,100298.633
1636618986421,2021-11-11T10.23.06.421,14.660,100297.734
1636618986683,2021-11-11T10.23.06.683,14.921,100299.266
1636618986945,2021-11-11T10.23.06.945,15.183,100292.703
1636618987206,2021-11-11T10.23.07.206,15.445,100295.328
1636618987468,2021-11-11T10.23.07.468,15.707,100293.359
1636618987730,2021-11-11T10.23.07.730,15.969,100294.203
1636618987992,2021-11-11T10.23.07.992,16.230,100293.336
1636618988254,2021-11-11T10.23.08.254,16.492,100294.016
1636618988515,2021-11-11T10.23.08.515,16.754,100296.617
1636618988777,2021-11-11T10.23.08.777,17.016,100293.992
1636618989039,2021-11-11T10.23.09.039,17.277,100292.023
1636618989301,2021-11-11T10.23.09.301,17.539,100295.305
1636618989562,2021-11-11T10.23.09.562,17.801,100293.781
1636618989824,2021-11-11T10.23.09.824,18.063,100292.250
1636618990086,2021-11-11T10.23.10.086,18.325,100293.531
1636618990348,2021-11-11T10.23.10.348,18.586,100291.812
1636618990610,2021-11-11T10.23.10.610,18.848,100295.500
1636618990871,2021-11-11T10.23.10.871,19.110,100292.250
1636618991133,2021-11-11T10.23.11.133,19.372,100291.562
1636618991395,2021-11-11T10.23.11.395,19.634,100292.219
1636618991657,2021-11-11T10.23.11.657,19.895,100295.688
1636618991918,2021-11-11T10.23.11.918,20.157,100295.258
1636618992180,2021-11-11T10.23.12.180,20.419,100293.938
1636618992442,2021-11-11T10.23.12.442,20.681,100291.094
1636618992704,2021-11-11T10.23.12.704,20.942,100296.109
1636618992966,2021-11-11T10.23.12.966,21.204,100292.633
1636618993227,2021-11-11T10.23.13.227,21.466,100293.703
1636618993489,2021-11-11T10.23.13.489,21.728,100295.859
1636618993751,2021-11-11T10.23.13.751,21.990,100290.852
1636618994013,2021-11-11T10.23.14.013,22.251,100292.141
1636618994274,2021-11-11T10.23.14.274,22.513,100289.953
1636618994536,2021-11-11T10.23.14.536,22.775,100292.391
1636618994798,2021-11-11T10.23.14.798,23.037,100291.016
1636618995060,2021-11-11T10.23.15.060,23.298,100290.172
1636618995322,2021-11-11T10.23.15.322,23.560,100291.922
1636618995583,2021-11-11T10.23.15.583,23.822,100292.734
1636618995845,2021-11-11T10.23.15.845,24.084,100292.547
1636618996107,2021-11-11T10.23.16.107,24.346,100291.234
1636618996369,2021-11-11T10.23.16.369,24.607,100293.859
1636618996631,2021-11-11T10.23.16.631,24.869,100292.547
1636618996892,2021-11-11T10.23.16.892,25.131,100292.969
1636618997154,2021-11-11T10.23.17.154,25.393,100292.969
1636618997416,2021-11-11T10.23.17.416,25.654,100290.336
