epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636204878952,2021-11-06T15.21.18.952,0.000,-2.378,0.518,-1.280
1636204878993,2021-11-06T15.21.18.993,0.041,-2.043,0.488,-1.311
1636204879032,2021-11-06T15.21.19.032,0.080,-2.256,0.030,-1.707
1636204879072,2021-11-06T15.21.19.072,0.120,-1.677,0.061,-1.677
1636204879111,2021-11-06T15.21.19.111,0.159,-0.823,0.305,-1.341
1636204879151,2021-11-06T15.21.19.151,0.199,0.762,0.030,-1.006
1636204879191,2021-11-06T15.21.19.191,0.239,1.128,-0.244,-0.762
1636204879230,2021-11-06T15.21.19.230,0.278,1.037,-0.213,-0.915
1636204879271,2021-11-06T15.21.19.271,0.319,1.555,-0.518,-1.006
1636204879311,2021-11-06T15.21.19.311,0.359,1.159,-0.335,-1.098
1636204879350,2021-11-06T15.21.19.350,0.398,0.396,-0.274,-0.976
1636204879390,2021-11-06T15.21.19.390,0.438,0.823,-0.427,-1.037
1636204879429,2021-11-06T15.21.19.429,0.477,1.646,-0.061,-1.067
1636204879469,2021-11-06T15.21.19.469,0.517,1.982,0.274,-1.006
1636204879508,2021-11-06T15.21.19.508,0.556,1.037,0.000,-0.915
1636204879549,2021-11-06T15.21.19.549,0.597,0.884,-0.396,-0.884
1636204879589,2021-11-06T15.21.19.589,0.637,0.701,-0.457,-0.884
1636204879629,2021-11-06T15.21.19.629,0.677,0.549,-0.274,-0.884
1636204879668,2021-11-06T15.21.19.668,0.716,0.274,-0.366,-0.884
1636204879708,2021-11-06T15.21.19.708,0.756,0.457,-0.335,-1.037
1636204879747,2021-11-06T15.21.19.747,0.795,0.640,-0.061,-1.159
1636204879787,2021-11-06T15.21.19.787,0.835,0.640,-0.122,-1.250
1636204879828,2021-11-06T15.21.19.828,0.876,0.518,-0.091,-1.311
1636204879867,2021-11-06T15.21.19.867,0.915,-0.122,-0.335,-1.250
1636204879907,2021-11-06T15.21.19.907,0.955,-0.335,-0.366,-1.220
1636204879946,2021-11-06T15.21.19.946,0.994,0.000,-0.366,-1.220
1636204879986,2021-11-06T15.21.19.986,1.034,0.183,-0.427,-1.159
1636204880026,2021-11-06T15.21.20.026,1.074,0.793,-0.549,-1.006
1636204880065,2021-11-06T15.21.20.065,1.113,1.220,-0.396,-0.854
1636204880106,2021-11-06T15.21.20.106,1.154,0.823,-0.030,-1.006
1636204880146,2021-11-06T15.21.20.146,1.194,0.701,-0.152,-1.128
1636204880185,2021-11-06T15.21.20.185,1.233,0.488,-0.335,-1.250
1636204880225,2021-11-06T15.21.20.225,1.273,0.884,-0.183,-1.341
1636204880264,2021-11-06T15.21.20.264,1.312,1.555,0.000,-1.280
1636204880304,2021-11-06T15.21.20.304,1.352,0.549,-0.457,-1.220
1636204880343,2021-11-06T15.21.20.343,1.391,-0.091,-0.457,-1.494
1636204880383,2021-11-06T15.21.20.383,1.431,-0.427,-0.274,-1.555
1636204880424,2021-11-06T15.21.20.424,1.472,-1.402,-0.213,-1.341
1636204880464,2021-11-06T15.21.20.464,1.512,-0.854,-0.274,-1.067
1636204880503,2021-11-06T15.21.20.503,1.551,-0.366,-0.701,-0.854
1636204880543,2021-11-06T15.21.20.543,1.591,-0.061,-0.640,-0.915
1636204880582,2021-11-06T15.21.20.582,1.630,-0.274,-0.274,-1.067
1636204880622,2021-11-06T15.21.20.622,1.670,-0.488,-0.366,-1.128
1636204880661,2021-11-06T15.21.20.661,1.709,-0.213,-0.579,-1.189
1636204880702,2021-11-06T15.21.20.702,1.750,-0.061,-0.091,-1.311
1636204880742,2021-11-06T15.21.20.742,1.790,0.305,-0.061,-1.280
1636204880781,2021-11-06T15.21.20.781,1.829,0.366,-0.701,-1.006
1636204880821,2021-11-06T15.21.20.821,1.869,1.037,-0.427,-1.006
1636204880861,2021-11-06T15.21.20.861,1.909,1.555,-0.122,-1.128
1636204880900,2021-11-06T15.21.20.900,1.948,1.372,-0.091,-1.067
1636204880940,2021-11-06T15.21.20.940,1.988,0.823,0.244,-0.884
1636204880981,2021-11-06T15.21.20.981,2.029,1.189,0.213,-0.823
1636204881020,2021-11-06T15.21.21.020,2.068,1.372,0.213,-0.823
1636204881060,2021-11-06T15.21.21.060,2.108,0.915,-0.091,-0.823
1636204881099,2021-11-06T15.21.21.099,2.147,0.823,-0.213,-0.854
1636204881139,2021-11-06T15.21.21.139,2.187,0.945,-0.152,-1.067
1636204881178,2021-11-06T15.21.21.178,2.226,1.768,-0.366,-1.159
1636204881218,2021-11-06T15.21.21.218,2.266,1.372,-0.274,-1.128
1636204881259,2021-11-06T15.21.21.259,2.307,0.427,-0.122,-1.189
1636204881298,2021-11-06T15.21.21.298,2.346,0.610,-0.091,-1.341
1636204881338,2021-11-06T15.21.21.338,2.386,0.549,-0.122,-1.220
1636204881378,2021-11-06T15.21.21.378,2.426,0.213,-0.183,-1.189
1636204881417,2021-11-06T15.21.21.417,2.465,0.457,-0.030,-1.159
1636204881457,2021-11-06T15.21.21.457,2.505,0.793,0.061,-1.220
1636204881496,2021-11-06T15.21.21.496,2.544,1.067,-0.152,-1.067
1636204881536,2021-11-06T15.21.21.536,2.584,1.402,-0.579,-0.884
1636204881577,2021-11-06T15.21.21.577,2.625,1.494,-0.671,-1.037
1636204881616,2021-11-06T15.21.21.616,2.664,1.280,-0.427,-1.189
1636204881656,2021-11-06T15.21.21.656,2.704,1.921,-0.793,-1.372
1636204881695,2021-11-06T15.21.21.695,2.743,1.585,-0.671,-1.220
1636204881735,2021-11-06T15.21.21.735,2.783,0.427,-0.183,-0.976
1636204881775,2021-11-06T15.21.21.775,2.823,-0.244,-0.183,-0.976
1636204881814,2021-11-06T15.21.21.814,2.862,-0.030,-0.366,-1.006
1636204881855,2021-11-06T15.21.21.855,2.903,-0.030,-0.122,-1.128
1636204881895,2021-11-06T15.21.21.895,2.943,-0.152,0.000,-1.159
1636204881934,2021-11-06T15.21.21.934,2.982,0.427,-0.274,-1.037
1636204881974,2021-11-06T15.21.21.974,3.022,0.701,-0.488,-1.128
1636204882013,2021-11-06T15.21.22.013,3.061,1.677,-0.732,-1.311
1636204882053,2021-11-06T15.21.22.053,3.101,3.201,-1.067,-1.372
1636204882092,2021-11-06T15.21.22.092,3.140,2.226,-0.823,-1.402
1636204882133,2021-11-06T15.21.22.133,3.181,0.518,-0.305,-1.372
1636204882173,2021-11-06T15.21.22.173,3.221,0.762,-0.305,-1.372
1636204882213,2021-11-06T15.21.22.213,3.261,0.427,-0.244,-1.159
1636204882252,2021-11-06T15.21.22.252,3.300,-0.732,-0.091,-1.006
1636204882292,2021-11-06T15.21.22.292,3.340,-0.549,-0.091,-0.884
1636204882331,2021-11-06T15.21.22.331,3.379,0.274,-0.366,-0.823
1636204882371,2021-11-06T15.21.22.371,3.419,0.732,-0.366,-1.037
1636204882410,2021-11-06T15.21.22.410,3.458,0.000,-0.091,-1.189
1636204882451,2021-11-06T15.21.22.451,3.499,-0.152,0.030,-1.250
1636204882491,2021-11-06T15.21.22.491,3.539,0.823,-0.244,-1.006
1636204882530,2021-11-06T15.21.22.530,3.578,0.579,0.030,-0.854
1636204882570,2021-11-06T15.21.22.570,3.618,0.122,0.122,-0.915
1636204882610,2021-11-06T15.21.22.610,3.658,-0.122,-0.091,-0.976
1636204882649,2021-11-06T15.21.22.649,3.697,-0.457,0.030,-1.037
1636204882689,2021-11-06T15.21.22.689,3.737,-0.915,-0.030,-1.006
1636204882730,2021-11-06T15.21.22.730,3.778,-1.494,-0.122,-0.945
1636204882769,2021-11-06T15.21.22.769,3.817,-1.768,-0.091,-0.976
1636204882809,2021-11-06T15.21.22.809,3.857,-1.646,-0.091,-1.037
1636204882848,2021-11-06T15.21.22.848,3.896,-1.829,-0.061,-1.098
1636204882888,2021-11-06T15.21.22.888,3.936,-1.463,-0.122,-1.159
1636204882927,2021-11-06T15.21.22.927,3.975,-1.524,-0.122,-1.189
1636204882967,2021-11-06T15.21.22.967,4.015,-2.226,0.000,-1.189
1636204883008,2021-11-06T15.21.23.008,4.056,-1.921,-0.091,-1.159
1636204883048,2021-11-06T15.21.23.048,4.096,-1.311,0.000,-1.220
1636204883087,2021-11-06T15.21.23.087,4.135,-2.317,0.183,-0.915
1636204883127,2021-11-06T15.21.23.127,4.175,-2.165,0.030,-0.823
1636204883166,2021-11-06T15.21.23.166,4.214,-0.610,-0.183,-0.884
1636204883206,2021-11-06T15.21.23.206,4.254,0.305,-0.640,-0.915
1636204883245,2021-11-06T15.21.23.245,4.293,0.122,-0.152,-1.098
1636204883286,2021-11-06T15.21.23.286,4.334,-0.305,0.000,-1.098
1636204883326,2021-11-06T15.21.23.326,4.374,-0.122,-0.305,-1.098
1636204883365,2021-11-06T15.21.23.365,4.413,-0.061,-0.305,-1.067
1636204883405,2021-11-06T15.21.23.405,4.453,-0.640,-0.061,-1.067
1636204883444,2021-11-06T15.21.23.444,4.492,0.396,-0.213,-1.220
1636204883484,2021-11-06T15.21.23.484,4.532,0.854,-0.396,-1.220
1636204883524,2021-11-06T15.21.23.524,4.572,2.287,-0.457,-1.159
1636204883563,2021-11-06T15.21.23.563,4.611,2.805,-0.457,-0.915
1636204883604,2021-11-06T15.21.23.604,4.652,2.530,-0.335,-0.854
1636204883644,2021-11-06T15.21.23.644,4.692,2.744,-0.305,-0.854
1636204883683,2021-11-06T15.21.23.683,4.731,2.835,-0.122,-0.793
1636204883723,2021-11-06T15.21.23.723,4.771,2.134,0.030,-0.793
1636204883762,2021-11-06T15.21.23.762,4.810,0.823,0.000,-0.793
1636204883802,2021-11-06T15.21.23.802,4.850,1.250,0.183,-0.701
1636204883841,2021-11-06T15.21.23.841,4.889,1.280,0.183,-0.640
1636204883882,2021-11-06T15.21.23.882,4.930,1.341,-0.061,-0.762
1636204883922,2021-11-06T15.21.23.922,4.970,0.640,-0.122,-1.098
1636204883962,2021-11-06T15.21.23.962,5.010,-0.762,0.122,-1.463
1636204884001,2021-11-06T15.21.24.001,5.049,-2.104,0.000,-1.555
1636204884041,2021-11-06T15.21.24.041,5.089,-2.043,-0.457,-1.402
1636204884080,2021-11-06T15.21.24.080,5.128,-2.165,-0.244,-1.402
1636204884120,2021-11-06T15.21.24.120,5.168,-2.226,-0.030,-1.280
1636204884161,2021-11-06T15.21.24.161,5.209,-1.738,0.030,-1.067
1636204884200,2021-11-06T15.21.24.200,5.248,-1.890,0.152,-0.884
1636204884240,2021-11-06T15.21.24.240,5.288,-1.067,0.000,-0.823
1636204884279,2021-11-06T15.21.24.279,5.327,-1.402,0.000,-0.762
1636204884319,2021-11-06T15.21.24.319,5.367,-1.189,-0.122,-0.854
1636204884359,2021-11-06T15.21.24.359,5.407,-1.250,-0.305,-0.915
