epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.635E+12,2021-10-23T07:31:37.234,3.52,-0.326,-0.14,-0.927
1.635E+12,2021-10-23T07:31:37.274,3.56,-0.314,-0.143,-0.937
1.635E+12,2021-10-23T07:31:37.314,3.6,-0.304,-0.116,-0.933
1.635E+12,2021-10-23T07:31:37.354,3.64,-0.323,-0.143,-0.924
1.635E+12,2021-10-23T07:31:37.394,3.68,-0.313,-0.129,-0.938
1.635E+12,2021-10-23T07:31:37.434,3.72,-0.316,-0.138,-0.924
1.635E+12,2021-10-23T07:31:37.474,3.76,-0.332,-0.159,-0.932
1.635E+12,2021-10-23T07:31:37.514,3.8,-0.334,-0.12,-0.925
1.635E+12,2021-10-23T07:31:37.554,3.84,-0.319,-0.126,-0.92
1.635E+12,2021-10-23T07:31:37.594,3.88,-0.298,-0.118,-0.947
1.635E+12,2021-10-23T07:31:37.634,3.92,-0.324,-0.12,-0.93
1.635E+12,2021-10-23T07:31:37.674,3.96,-0.32,-0.122,-0.913
1.635E+12,2021-10-23T07:31:37.714,4,-0.322,-0.118,-0.937
1.635E+12,2021-10-23T07:31:37.754,4.04,-0.329,-0.131,-0.927
1.635E+12,2021-10-23T07:31:37.794,4.08,-0.338,-0.131,-0.918
1.635E+12,2021-10-23T07:31:37.834,4.12,-0.327,-0.134,-0.93
1.635E+12,2021-10-23T07:31:37.874,4.16,-0.329,-0.13,-0.923
1.635E+12,2021-10-23T07:31:37.914,4.2,-0.327,-0.14,-0.926
1.635E+12,2021-10-23T07:31:37.954,4.24,-0.328,-0.142,-0.924
1.635E+12,2021-10-23T07:31:37.994,4.28,-0.327,-0.145,-0.927
1.635E+12,2021-10-23T07:31:38.034,4.32,-0.329,-0.143,-0.922
1.635E+12,2021-10-23T07:31:38.074,4.36,-0.328,-0.153,-0.926
1.635E+12,2021-10-23T07:31:38.114,4.4,-0.317,-0.145,-0.925
1.635E+12,2021-10-23T07:31:38.154,4.44,-0.325,-0.146,-0.923
1.635E+12,2021-10-23T07:31:38.194,4.48,-0.329,-0.152,-0.927
1.635E+12,2021-10-23T07:31:38.234,4.52,-0.329,-0.166,-0.922
1.635E+12,2021-10-23T07:31:38.274,4.56,-0.317,-0.144,-0.928
1.635E+12,2021-10-23T07:31:38.314,4.6,-0.321,-0.158,-0.927
1.635E+12,2021-10-23T07:31:38.354,4.64,-0.328,-0.169,-0.922
1.635E+12,2021-10-23T07:31:38.394,4.68,-0.319,-0.162,-0.925
1.635E+12,2021-10-23T07:31:38.434,4.72,-0.32,-0.13,-0.934
1.635E+12,2021-10-23T07:31:38.474,4.76,-0.329,-0.141,-0.917
1.635E+12,2021-10-23T07:31:38.514,4.8,-0.324,-0.148,-0.927
1.635E+12,2021-10-23T07:31:38.554,4.84,-0.329,-0.156,-0.926
1.635E+12,2021-10-23T07:31:38.594,4.88,-0.322,-0.16,-0.922
1.635E+12,2021-10-23T07:31:38.634,4.92,-0.328,-0.134,-0.927
1.635E+12,2021-10-23T07:31:38.674,4.96,-0.332,-0.156,-0.92
1.635E+12,2021-10-23T07:31:38.714,5,-0.314,-0.16,-0.93
1.635E+12,2021-10-23T07:31:38.754,5.04,-0.326,-0.143,-0.928
1.635E+12,2021-10-23T07:31:38.794,5.08,-0.331,-0.169,-0.92
1.635E+12,2021-10-23T07:31:38.834,5.12,-0.324,-0.152,-0.922
1.635E+12,2021-10-23T07:31:38.874,5.16,-0.319,-0.132,-0.926
1.635E+12,2021-10-23T07:31:38.914,5.2,-0.334,-0.165,-0.922
1.635E+12,2021-10-23T07:31:38.954,5.24,-0.318,-0.163,-0.927
1.635E+12,2021-10-23T07:31:38.994,5.28,-0.318,-0.143,-0.929
1.635E+12,2021-10-23T07:31:39.034,5.32,-0.328,-0.144,-0.922
1.635E+12,2021-10-23T07:31:39.074,5.36,-0.329,-0.151,-0.922
1.635E+12,2021-10-23T07:31:39.114,5.4,-0.318,-0.161,-0.928
1.635E+12,2021-10-23T07:31:39.154,5.44,-0.324,-0.153,-0.923
1.635E+12,2021-10-23T07:31:39.194,5.48,-0.322,-0.149,-0.926
1.635E+12,2021-10-23T07:31:39.234,5.52,-0.319,-0.161,-0.926
1.635E+12,2021-10-23T07:31:39.274,5.56,-0.316,-0.16,-0.928
1.635E+12,2021-10-23T07:31:39.314,5.6,-0.317,-0.146,-0.925
1.635E+12,2021-10-23T07:31:39.354,5.64,-0.318,-0.163,-0.927
1.635E+12,2021-10-23T07:31:39.394,5.68,-0.315,-0.163,-0.927
1.635E+12,2021-10-23T07:31:39.434,5.72,-0.315,-0.155,-0.927
1.635E+12,2021-10-23T07:31:39.474,5.76,-0.323,-0.157,-0.925
1.635E+12,2021-10-23T07:31:39.514,5.8,-0.319,-0.16,-0.927
1.635E+12,2021-10-23T07:31:39.554,5.84,-0.315,-0.165,-0.929
1.635E+12,2021-10-23T07:31:39.594,5.88,-0.319,-0.159,-0.926
1.635E+12,2021-10-23T07:31:39.634,5.92,-0.321,-0.16,-0.924
1.635E+12,2021-10-23T07:31:39.674,5.96,-0.317,-0.162,-0.926
1.635E+12,2021-10-23T07:31:39.714,6,-0.318,-0.16,-0.929
1.635E+12,2021-10-23T07:31:39.754,6.04,-0.32,-0.153,-0.924
1.635E+12,2021-10-23T07:31:39.794,6.08,-0.329,-0.159,-0.922
1.635E+12,2021-10-23T07:31:39.834,6.12,-0.319,-0.157,-0.926
1.635E+12,2021-10-23T07:31:39.874,6.16,-0.318,-0.16,-0.927
1.635E+12,2021-10-23T07:31:39.914,6.2,-0.332,-0.155,-0.919
1.635E+12,2021-10-23T07:31:39.954,6.24,-0.326,-0.161,-0.924
1.635E+12,2021-10-23T07:31:39.994,6.28,-0.32,-0.148,-0.926
1.635E+12,2021-10-23T07:31:40.034,6.32,-0.326,-0.157,-0.925
1.635E+12,2021-10-23T07:31:40.074,6.36,-0.327,-0.152,-0.92
1.635E+12,2021-10-23T07:31:40.114,6.4,-0.324,-0.153,-0.926
1.635E+12,2021-10-23T07:31:40.154,6.44,-0.327,-0.164,-0.924
1.635E+12,2021-10-23T07:31:40.194,6.48,-0.324,-0.161,-0.923
1.635E+12,2021-10-23T07:31:40.234,6.52,-0.327,-0.162,-0.924
1.635E+12,2021-10-23T07:31:40.274,6.56,-0.327,-0.152,-0.924
1.635E+12,2021-10-23T07:31:40.314,6.6,-0.32,-0.16,-0.926
1.635E+12,2021-10-23T07:31:40.354,6.64,-0.323,-0.159,-0.925
1.635E+12,2021-10-23T07:31:40.394,6.68,-0.325,-0.167,-0.924
1.635E+12,2021-10-23T07:31:40.434,6.72,-0.323,-0.158,-0.924
1.635E+12,2021-10-23T07:31:40.474,6.76,-0.324,-0.161,-0.924
1.635E+12,2021-10-23T07:31:40.514,6.8,-0.325,-0.161,-0.923
1.635E+12,2021-10-23T07:31:40.554,6.84,-0.324,-0.159,-0.923
1.635E+12,2021-10-23T07:31:40.594,6.88,-0.322,-0.162,-0.926
1.635E+12,2021-10-23T07:31:40.634,6.92,-0.324,-0.164,-0.924
1.635E+12,2021-10-23T07:31:40.674,6.96,-0.324,-0.161,-0.925
1.635E+12,2021-10-23T07:31:40.714,7,-0.321,-0.166,-0.925
1.635E+12,2021-10-23T07:31:40.754,7.04,-0.321,-0.162,-0.923
1.635E+12,2021-10-23T07:31:40.794,7.08,-0.322,-0.162,-0.923
1.635E+12,2021-10-23T07:31:40.834,7.12,-0.323,-0.165,-0.924
1.635E+12,2021-10-23T07:31:40.874,7.16,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:40.914,7.2,-0.32,-0.164,-0.925
1.635E+12,2021-10-23T07:31:40.954,7.24,-0.321,-0.165,-0.927
1.635E+12,2021-10-23T07:31:40.994,7.28,-0.321,-0.165,-0.923
1.635E+12,2021-10-23T07:31:41.034,7.32,-0.321,-0.162,-0.922
1.635E+12,2021-10-23T07:31:41.074,7.36,-0.322,-0.163,-0.929
1.635E+12,2021-10-23T07:31:41.114,7.4,-0.321,-0.161,-0.924
1.635E+12,2021-10-23T07:31:41.154,7.44,-0.323,-0.165,-0.92
1.635E+12,2021-10-23T07:31:41.194,7.48,-0.321,-0.164,-0.926
1.635E+12,2021-10-23T07:31:41.234,7.52,-0.323,-0.165,-0.924
1.635E+12,2021-10-23T07:31:41.274,7.56,-0.322,-0.166,-0.923
1.635E+12,2021-10-23T07:31:41.314,7.6,-0.322,-0.165,-0.924
1.635E+12,2021-10-23T07:31:41.354,7.64,-0.322,-0.163,-0.923
1.635E+12,2021-10-23T07:31:41.394,7.68,-0.322,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.434,7.72,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.474,7.76,-0.322,-0.164,-0.922
1.635E+12,2021-10-23T07:31:41.514,7.8,-0.323,-0.166,-0.923
1.635E+12,2021-10-23T07:31:41.554,7.84,-0.323,-0.165,-0.925
1.635E+12,2021-10-23T07:31:41.594,7.88,-0.321,-0.164,-0.922
1.635E+12,2021-10-23T07:31:41.634,7.92,-0.32,-0.163,-0.924
1.635E+12,2021-10-23T07:31:41.674,7.96,-0.32,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.714,8,-0.322,-0.164,-0.923
1.635E+12,2021-10-23T07:31:41.754,8.04,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.794,8.08,-0.322,-0.162,-0.924
1.635E+12,2021-10-23T07:31:41.834,8.12,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:41.874,8.16,-0.32,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.914,8.2,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:41.954,8.24,-0.321,-0.163,-0.926
1.635E+12,2021-10-23T07:31:41.994,8.28,-0.322,-0.163,-0.925
1.635E+12,2021-10-23T07:31:42.034,8.32,-0.322,-0.164,-0.925
1.635E+12,2021-10-23T07:31:42.074,8.36,-0.321,-0.164,-0.923
1.635E+12,2021-10-23T07:31:42.114,8.4,-0.32,-0.163,-0.924
1.635E+12,2021-10-23T07:31:42.154,8.44,-0.321,-0.164,-0.926
1.635E+12,2021-10-23T07:31:42.194,8.48,-0.321,-0.162,-0.924
1.635E+12,2021-10-23T07:31:42.234,8.52,-0.32,-0.164,-0.926
1.635E+12,2021-10-23T07:31:42.274,8.56,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:42.314,8.6,-0.321,-0.162,-0.924
1.635E+12,2021-10-23T07:31:42.354,8.64,-0.32,-0.163,-0.925
1.635E+12,2021-10-23T07:31:42.394,8.68,-0.32,-0.162,-0.926
1.635E+12,2021-10-23T07:31:42.434,8.72,-0.32,-0.162,-0.925
1.635E+12,2021-10-23T07:31:42.474,8.76,-0.321,-0.162,-0.924
1.635E+12,2021-10-23T07:31:42.514,8.8,-0.32,-0.163,-0.925
1.635E+12,2021-10-23T07:31:42.554,8.84,-0.32,-0.164,-0.926
1.635E+12,2021-10-23T07:31:42.594,8.88,-0.322,-0.162,-0.922
1.635E+12,2021-10-23T07:31:42.634,8.92,-0.32,-0.163,-0.924
1.635E+12,2021-10-23T07:31:42.674,8.96,-0.32,-0.163,-0.926
1.635E+12,2021-10-23T07:31:42.714,9,-0.322,-0.161,-0.924
1.635E+12,2021-10-23T07:31:42.754,9.04,-0.32,-0.161,-0.925
1.635E+12,2021-10-23T07:31:42.794,9.08,-0.321,-0.163,-0.926
1.635E+12,2021-10-23T07:31:42.834,9.12,-0.321,-0.163,-0.924
1.635E+12,2021-10-23T07:31:42.874,9.16,-0.32,-0.16,-0.926
1.635E+12,2021-10-23T07:31:42.914,9.2,-0.321,-0.163,-0.926
1.635E+12,2021-10-23T07:31:42.954,9.24,-0.321,-0.162,-0.925
1.635E+12,2021-10-23T07:31:42.994,9.28,-0.32,-0.162,-0.925
1.635E+12,2021-10-23T07:31:43.034,9.32,-0.322,-0.163,-0.923
1.635E+12,2021-10-23T07:31:43.074,9.36,-0.32,-0.163,-0.924
1.635E+12,2021-10-23T07:31:43.114,9.4,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:43.154,9.44,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:43.194,9.48,-0.322,-0.164,-0.924
1.635E+12,2021-10-23T07:31:43.234,9.52,-0.32,-0.163,-0.925
1.635E+12,2021-10-23T07:31:43.274,9.56,-0.323,-0.162,-0.923
1.635E+12,2021-10-23T07:31:43.314,9.6,-0.322,-0.164,-0.923
1.635E+12,2021-10-23T07:31:43.354,9.64,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:43.394,9.68,-0.321,-0.165,-0.924
1.635E+12,2021-10-23T07:31:43.434,9.72,-0.322,-0.161,-0.925
1.635E+12,2021-10-23T07:31:43.474,9.76,-0.322,-0.162,-0.924
1.635E+12,2021-10-23T07:31:43.514,9.8,-0.32,-0.166,-0.925
1.635E+12,2021-10-23T07:31:43.554,9.84,-0.321,-0.163,-0.924
1.635E+12,2021-10-23T07:31:43.594,9.88,-0.321,-0.162,-0.923
1.635E+12,2021-10-23T07:31:43.634,9.92,-0.32,-0.164,-0.923
1.635E+12,2021-10-23T07:31:43.674,9.96,-0.319,-0.163,-0.925
1.635E+12,2021-10-23T07:31:43.714,10,-0.321,-0.163,-0.923
1.635E+12,2021-10-23T07:31:43.754,10.04,-0.32,-0.162,-0.926
1.635E+12,2021-10-23T07:31:43.794,10.08,-0.321,-0.163,-0.923
1.635E+12,2021-10-23T07:31:43.834,10.12,-0.322,-0.163,-0.925
1.635E+12,2021-10-23T07:31:43.874,10.16,-0.32,-0.163,-0.924
1.635E+12,2021-10-23T07:31:43.914,10.2,-0.319,-0.164,-0.925
1.635E+12,2021-10-23T07:31:43.954,10.24,-0.32,-0.164,-0.925
1.635E+12,2021-10-23T07:31:43.994,10.28,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.034,10.32,-0.319,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.074,10.36,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.114,10.4,-0.32,-0.164,-0.923
1.635E+12,2021-10-23T07:31:44.154,10.44,-0.32,-0.164,-0.925
1.635E+12,2021-10-23T07:31:44.194,10.48,-0.322,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.234,10.52,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.274,10.56,-0.321,-0.164,-0.926
1.635E+12,2021-10-23T07:31:44.314,10.6,-0.322,-0.165,-0.923
1.635E+12,2021-10-23T07:31:44.354,10.64,-0.321,-0.165,-0.924
1.635E+12,2021-10-23T07:31:44.394,10.68,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.434,10.72,-0.32,-0.164,-0.926
1.635E+12,2021-10-23T07:31:44.474,10.76,-0.322,-0.164,-0.923
1.635E+12,2021-10-23T07:31:44.514,10.8,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.554,10.84,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.594,10.88,-0.322,-0.163,-0.923
1.635E+12,2021-10-23T07:31:44.634,10.92,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:44.674,10.96,-0.319,-0.163,-0.924
1.635E+12,2021-10-23T07:31:44.714,11,-0.319,-0.165,-0.924
1.635E+12,2021-10-23T07:31:44.754,11.04,-0.32,-0.162,-0.924
1.635E+12,2021-10-23T07:31:44.794,11.08,-0.32,-0.165,-0.926
1.635E+12,2021-10-23T07:31:44.834,11.12,-0.32,-0.164,-0.923
1.635E+12,2021-10-23T07:31:44.874,11.16,-0.319,-0.164,-0.923
1.635E+12,2021-10-23T07:31:44.914,11.2,-0.321,-0.166,-0.925
1.635E+12,2021-10-23T07:31:44.954,11.24,-0.319,-0.163,-0.925
1.635E+12,2021-10-23T07:31:44.994,11.28,-0.321,-0.165,-0.922
1.635E+12,2021-10-23T07:31:45.034,11.32,-0.319,-0.168,-0.926
1.635E+12,2021-10-23T07:31:45.074,11.36,-0.321,-0.165,-0.924
1.635E+12,2021-10-23T07:31:45.114,11.4,-0.321,-0.166,-0.924
1.635E+12,2021-10-23T07:31:45.154,11.44,-0.32,-0.165,-0.923
1.635E+12,2021-10-23T07:31:45.194,11.48,-0.319,-0.167,-0.925
1.635E+12,2021-10-23T07:31:45.234,11.52,-0.32,-0.166,-0.924
1.635E+12,2021-10-23T07:31:45.274,11.56,-0.321,-0.166,-0.923
1.635E+12,2021-10-23T07:31:45.314,11.6,-0.319,-0.167,-0.925
1.635E+12,2021-10-23T07:31:45.354,11.64,-0.321,-0.165,-0.925
1.635E+12,2021-10-23T07:31:45.394,11.68,-0.32,-0.163,-0.922
1.635E+12,2021-10-23T07:31:45.434,11.72,-0.319,-0.165,-0.927
1.635E+12,2021-10-23T07:31:45.474,11.76,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:45.514,11.8,-0.321,-0.162,-0.925
1.635E+12,2021-10-23T07:31:45.554,11.84,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:45.594,11.88,-0.319,-0.165,-0.925
1.635E+12,2021-10-23T07:31:45.634,11.92,-0.32,-0.162,-0.925
1.635E+12,2021-10-23T07:31:45.674,11.96,-0.318,-0.164,-0.926
1.635E+12,2021-10-23T07:31:45.714,12,-0.319,-0.165,-0.924
1.635E+12,2021-10-23T07:31:45.754,12.04,-0.32,-0.164,-0.925
1.635E+12,2021-10-23T07:31:45.794,12.08,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:45.834,12.12,-0.319,-0.165,-0.92
1.635E+12,2021-10-23T07:31:45.874,12.16,-0.32,-0.166,-0.929
1.635E+12,2021-10-23T07:31:45.914,12.2,-0.319,-0.164,-0.923
1.635E+12,2021-10-23T07:31:45.954,12.24,-0.319,-0.163,-0.924
1.635E+12,2021-10-23T07:31:45.994,12.28,-0.319,-0.164,-0.926
1.635E+12,2021-10-23T07:31:46.034,12.32,-0.319,-0.165,-0.926
1.635E+12,2021-10-23T07:31:46.074,12.36,-0.317,-0.164,-0.924
1.635E+12,2021-10-23T07:31:46.114,12.4,-0.319,-0.165,-0.924
1.635E+12,2021-10-23T07:31:46.154,12.44,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:46.194,12.48,-0.319,-0.165,-0.924
1.635E+12,2021-10-23T07:31:46.234,12.52,-0.32,-0.164,-0.924
1.635E+12,2021-10-23T07:31:46.274,12.56,-0.321,-0.163,-0.925
1.635E+12,2021-10-23T07:31:46.314,12.6,-0.319,-0.164,-0.925
1.635E+12,2021-10-23T07:31:46.354,12.64,-0.32,-0.162,-0.925
1.635E+12,2021-10-23T07:31:46.394,12.68,-0.321,-0.164,-0.924
1.635E+12,2021-10-23T07:31:46.434,12.72,-0.32,-0.164,-0.926
1.635E+12,2021-10-23T07:31:46.474,12.76,-0.319,-0.162,-0.924
1.635E+12,2021-10-23T07:31:46.514,12.8,-0.322,-0.163,-0.925
1.635E+12,2021-10-23T07:31:46.554,12.84,-0.32,-0.168,-0.925
1.635E+12,2021-10-23T07:31:46.594,12.88,-0.318,-0.164,-0.923
1.635E+12,2021-10-23T07:31:46.634,12.92,-0.323,-0.161,-0.925
1.635E+12,2021-10-23T07:31:46.674,12.96,-0.317,-0.161,-0.925
1.635E+12,2021-10-23T07:31:46.714,13,-0.318,-0.168,-0.925
1.635E+12,2021-10-23T07:31:46.754,13.04,-0.32,-0.161,-0.925
1.635E+12,2021-10-23T07:31:46.794,13.08,-0.319,-0.165,-0.924
1.635E+12,2021-10-23T07:31:46.834,13.12,-0.322,-0.165,-0.922
1.635E+12,2021-10-23T07:31:46.874,13.16,-0.318,-0.168,-0.924
1.635E+12,2021-10-23T07:31:46.914,13.2,-0.316,-0.174,-0.926
1.635E+12,2021-10-23T07:31:46.954,13.24,-0.322,-0.17,-0.924
1.635E+12,2021-10-23T07:31:46.994,13.28,-0.316,-0.168,-0.926
1.635E+12,2021-10-23T07:31:47.034,13.32,-0.315,-0.167,-0.925
1.635E+12,2021-10-23T07:31:47.074,13.36,-0.323,-0.169,-0.925
1.635E+12,2021-10-23T07:31:47.114,13.4,-0.318,-0.167,-0.923
1.635E+12,2021-10-23T07:31:47.154,13.44,-0.315,-0.17,-0.924
1.635E+12,2021-10-23T07:31:47.194,13.48,-0.316,-0.169,-0.925
1.635E+12,2021-10-23T07:31:47.234,13.52,-0.319,-0.167,-0.924
1.635E+12,2021-10-23T07:31:47.274,13.56,-0.321,-0.169,-0.923
