epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636540428178,2021-11-10T12.33.48.178,0.000,100920.461
1636540428440,2021-11-10T12.33.48.440,0.262,100924.172
1636540428702,2021-11-10T12.33.48.702,0.524,100919.531
1636540428964,2021-11-10T12.33.48.964,0.785,100916.578
1636540429225,2021-11-10T12.33.49.225,1.047,100921.891
1636540429487,2021-11-10T12.33.49.487,1.309,100920.562
1636540429749,2021-11-10T12.33.49.749,1.571,100917.734
1636540430011,2021-11-10T12.33.50.011,1.832,100917.906
1636540430273,2021-11-10T12.33.50.273,2.094,100917.734
1636540430534,2021-11-10T12.33.50.534,2.356,100917.430
1636540430796,2021-11-10T12.33.50.796,2.618,100916.578
1636540431058,2021-11-10T12.33.51.058,2.880,100915.266
1636540431320,2021-11-10T12.33.51.320,3.141,100915.266
1636540431581,2021-11-10T12.33.51.581,3.403,100920.297
1636540431843,2021-11-10T12.33.51.843,3.665,100917.430
1636540432105,2021-11-10T12.33.52.105,3.927,100917.641
1636540432367,2021-11-10T12.33.52.367,4.188,100915.000
1636540432629,2021-11-10T12.33.52.629,4.450,100915.000
1636540432890,2021-11-10T12.33.52.890,4.712,100917.641
1636540433152,2021-11-10T12.33.53.152,4.974,100919.547
1636540433414,2021-11-10T12.33.53.414,5.236,100923.219
1636540433676,2021-11-10T12.33.53.676,5.497,100919.062
1636540433937,2021-11-10T12.33.53.937,5.759,100920.570
1636540434199,2021-11-10T12.33.54.199,6.021,100915.094
1636540434461,2021-11-10T12.33.54.461,6.283,100921.898
1636540434723,2021-11-10T12.33.54.723,6.545,100916.117
1636540434985,2021-11-10T12.33.54.985,6.806,100915.938
1636540435246,2021-11-10T12.33.55.246,7.068,100920.750
1636540435508,2021-11-10T12.33.55.508,7.330,100915.672
1636540435770,2021-11-10T12.33.55.770,7.592,100918.102
1636540436032,2021-11-10T12.33.56.032,7.853,100919.641
1636540436293,2021-11-10T12.33.56.293,8.115,100917.438
1636540436555,2021-11-10T12.33.56.555,8.377,100915.672
1636540436817,2021-11-10T12.33.56.817,8.639,100915.000
1636540437079,2021-11-10T12.33.57.079,8.901,100914.344
1636540437341,2021-11-10T12.33.57.341,9.162,100922.203
1636540437602,2021-11-10T12.33.57.602,9.424,100914.922
1636540437864,2021-11-10T12.33.57.864,9.686,100920.672
1636540438126,2021-11-10T12.33.58.126,9.948,100917.172
1636540438388,2021-11-10T12.33.58.388,10.209,100919.562
1636540438650,2021-11-10T12.33.58.650,10.471,100918.891
1636540438911,2021-11-10T12.33.58.911,10.733,100921.062
1636540439173,2021-11-10T12.33.59.173,10.995,100917.570
1636540439435,2021-11-10T12.33.59.435,11.257,100915.766
1636540439697,2021-11-10T12.33.59.697,11.518,100916.609
1636540439958,2021-11-10T12.33.59.958,11.780,100917.086
1636540440220,2021-11-10T12.34.00.220,12.042,100918.414
1636540440482,2021-11-10T12.34.00.482,12.304,100918.148
1636540440744,2021-11-10T12.34.00.744,12.565,100920.578
1636540441006,2021-11-10T12.34.01.006,12.827,100920.312
1636540441267,2021-11-10T12.34.01.267,13.089,100916.156
1636540441529,2021-11-10T12.34.01.529,13.351,100919.922
1636540441791,2021-11-10T12.34.01.791,13.613,100918.812
1636540442053,2021-11-10T12.34.02.053,13.874,100915.281
1636540442314,2021-11-10T12.34.02.314,14.136,100916.820
1636540442576,2021-11-10T12.34.02.576,14.398,100920.312
1636540442838,2021-11-10T12.34.02.838,14.660,100922.000
1636540443100,2021-11-10T12.34.03.100,14.921,100920.234
1636540443362,2021-11-10T12.34.03.362,15.183,100915.859
1636540443623,2021-11-10T12.34.03.623,15.445,100916.523
1636540443885,2021-11-10T12.34.03.885,15.707,100918.688
1636540444147,2021-11-10T12.34.04.147,15.969,100916.703
1636540444409,2021-11-10T12.34.04.409,16.230,100915.859
1636540444670,2021-11-10T12.34.04.670,16.492,100921.078
