epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636277279952,2021-11-07T11:27:59.952,0.000,-0.189,0.141,-1.010
1636277279992,2021-11-07T11:27:59.992,0.040,-0.187,0.139,-1.020
1636277280032,2021-11-07T11:28:00.032,0.080,-0.189,0.140,-1.015
1636277280072,2021-11-07T11:28:00.072,0.120,-0.187,0.138,-1.016
1636277280112,2021-11-07T11:28:00.112,0.160,-0.185,0.143,-1.017
1636277280152,2021-11-07T11:28:00.152,0.200,-0.187,0.140,-1.017
1636277280192,2021-11-07T11:28:00.192,0.240,-0.189,0.146,-1.017
1636277280232,2021-11-07T11:28:00.232,0.280,-0.188,0.145,-1.017
1636277280272,2021-11-07T11:28:00.272,0.320,-0.192,0.141,-1.015
1636277280312,2021-11-07T11:28:00.312,0.360,-0.191,0.144,-1.016
1636277280352,2021-11-07T11:28:00.352,0.400,-0.195,0.141,-1.014
1636277280392,2021-11-07T11:28:00.392,0.440,-0.195,0.146,-1.015
1636277280432,2021-11-07T11:28:00.432,0.480,-0.198,0.141,-1.014
1636277280472,2021-11-07T11:28:00.472,0.520,-0.203,0.147,-1.012
1636277280512,2021-11-07T11:28:00.512,0.560,-0.198,0.141,-1.013
1636277280552,2021-11-07T11:28:00.552,0.600,-0.202,0.144,-1.014
1636277280592,2021-11-07T11:28:00.592,0.640,-0.202,0.141,-1.013
1636277280632,2021-11-07T11:28:00.632,0.680,-0.201,0.144,-1.012
1636277280672,2021-11-07T11:28:00.672,0.720,-0.200,0.146,-1.013
1636277280712,2021-11-07T11:28:00.712,0.760,-0.202,0.142,-1.013
1636277280752,2021-11-07T11:28:00.752,0.800,-0.200,0.138,-1.013
1636277280792,2021-11-07T11:28:00.792,0.840,-0.196,0.138,-1.011
1636277280832,2021-11-07T11:28:00.832,0.880,-0.199,0.148,-1.012
1636277280872,2021-11-07T11:28:00.872,0.920,-0.199,0.163,-1.014
1636277280912,2021-11-07T11:28:00.912,0.960,-0.197,0.148,-1.012
1636277280952,2021-11-07T11:28:00.952,1.000,-0.197,0.141,-1.011
1636277280992,2021-11-07T11:28:00.992,1.040,-0.195,0.159,-1.013
1636277281032,2021-11-07T11:28:01.032,1.080,-0.199,0.156,-1.012
1636277281072,2021-11-07T11:28:01.072,1.120,-0.206,0.141,-1.010
1636277281112,2021-11-07T11:28:01.112,1.160,-0.201,0.156,-1.010
1636277281152,2021-11-07T11:28:01.152,1.200,-0.194,0.151,-1.011
1636277281192,2021-11-07T11:28:01.192,1.240,-0.198,0.155,-1.009
1636277281232,2021-11-07T11:28:01.232,1.280,-0.193,0.163,-1.012
1636277281272,2021-11-07T11:28:01.272,1.320,-0.195,0.156,-1.011
1636277281312,2021-11-07T11:28:01.312,1.360,-0.197,0.158,-1.010
1636277281352,2021-11-07T11:28:01.352,1.400,-0.191,0.163,-1.013
1636277281392,2021-11-07T11:28:01.392,1.440,-0.191,0.162,-1.011
1636277281432,2021-11-07T11:28:01.432,1.480,-0.190,0.162,-1.011
1636277281472,2021-11-07T11:28:01.472,1.520,-0.187,0.171,-1.010
1636277281512,2021-11-07T11:28:01.512,1.560,-0.187,0.167,-1.012
1636277281552,2021-11-07T11:28:01.552,1.600,-0.190,0.164,-1.012
1636277281592,2021-11-07T11:28:01.592,1.640,-0.187,0.166,-1.010
1636277281632,2021-11-07T11:28:01.632,1.680,-0.187,0.169,-1.010
1636277281672,2021-11-07T11:28:01.672,1.720,-0.189,0.169,-1.011
1636277281712,2021-11-07T11:28:01.712,1.760,-0.187,0.171,-1.014
1636277281752,2021-11-07T11:28:01.752,1.800,-0.189,0.167,-1.011
1636277281792,2021-11-07T11:28:01.792,1.840,-0.188,0.166,-1.010
1636277281832,2021-11-07T11:28:01.832,1.880,-0.185,0.168,-1.009
1636277281872,2021-11-07T11:28:01.872,1.920,-0.182,0.175,-1.012
1636277281912,2021-11-07T11:28:01.912,1.960,-0.189,0.161,-1.011
1636277281952,2021-11-07T11:28:01.952,2.000,-0.184,0.177,-1.008
1636277281992,2021-11-07T11:28:01.992,2.040,-0.180,0.176,-1.011
1636277282032,2021-11-07T11:28:02.032,2.080,-0.184,0.174,-1.011
1636277282072,2021-11-07T11:28:02.072,2.120,-0.188,0.170,-1.011
1636277282112,2021-11-07T11:28:02.112,2.160,-0.193,0.151,-1.011
1636277282152,2021-11-07T11:28:02.152,2.200,-0.183,0.173,-1.012
1636277282192,2021-11-07T11:28:02.192,2.240,-0.182,0.178,-1.012
1636277282232,2021-11-07T11:28:02.232,2.280,-0.189,0.168,-1.011
