epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636387394703,2021-11-08T18.03.14.703,0.000,-0.222,-0.010,-0.970
1636387394743,2021-11-08T18.03.14.743,0.040,-0.225,-0.010,-0.978
1636387394783,2021-11-08T18.03.14.783,0.080,-0.225,-0.010,-0.975
1636387394823,2021-11-08T18.03.14.823,0.120,-0.224,-0.013,-0.976
1636387394863,2021-11-08T18.03.14.863,0.160,-0.225,-0.012,-0.975
1636387394903,2021-11-08T18.03.14.903,0.200,-0.226,-0.009,-0.975
1636387394943,2021-11-08T18.03.14.943,0.240,-0.224,-0.017,-0.980
1636387394983,2021-11-08T18.03.14.983,0.280,-0.226,-0.013,-0.973
1636387395023,2021-11-08T18.03.15.023,0.320,-0.223,-0.014,-0.974
1636387395063,2021-11-08T18.03.15.063,0.360,-0.226,-0.019,-0.978
1636387395103,2021-11-08T18.03.15.103,0.400,-0.226,-0.015,-0.973
1636387395143,2021-11-08T18.03.15.143,0.440,-0.224,-0.017,-0.974
1636387395183,2021-11-08T18.03.15.183,0.480,-0.227,-0.014,-0.974
1636387395223,2021-11-08T18.03.15.223,0.520,-0.227,-0.010,-0.974
1636387395263,2021-11-08T18.03.15.263,0.560,-0.226,-0.015,-0.974
1636387395303,2021-11-08T18.03.15.303,0.600,-0.223,-0.015,-0.975
1636387395343,2021-11-08T18.03.15.343,0.640,-0.224,-0.013,-0.975
1636387395383,2021-11-08T18.03.15.383,0.680,-0.227,-0.013,-0.976
1636387395423,2021-11-08T18.03.15.423,0.720,-0.227,-0.014,-0.974
1636387395463,2021-11-08T18.03.15.463,0.760,-0.226,-0.018,-0.974
1636387395503,2021-11-08T18.03.15.503,0.800,-0.226,-0.018,-0.972
1636387395543,2021-11-08T18.03.15.543,0.840,-0.228,-0.016,-0.975
1636387395583,2021-11-08T18.03.15.583,0.880,-0.228,-0.016,-0.974
1636387395623,2021-11-08T18.03.15.623,0.920,-0.225,-0.015,-0.976
1636387395663,2021-11-08T18.03.15.663,0.960,-0.225,-0.013,-0.975
1636387395703,2021-11-08T18.03.15.703,1.000,-0.227,-0.012,-0.974
1636387395743,2021-11-08T18.03.15.743,1.040,-0.228,-0.013,-0.975
1636387395783,2021-11-08T18.03.15.783,1.080,-0.228,-0.015,-0.975
1636387395823,2021-11-08T18.03.15.823,1.120,-0.226,-0.016,-0.975
1636387395863,2021-11-08T18.03.15.863,1.160,-0.226,-0.016,-0.974
1636387395903,2021-11-08T18.03.15.903,1.200,-0.227,-0.017,-0.973
1636387395943,2021-11-08T18.03.15.943,1.240,-0.225,-0.015,-0.974
1636387395983,2021-11-08T18.03.15.983,1.280,-0.225,-0.011,-0.976
1636387396023,2021-11-08T18.03.16.023,1.320,-0.224,-0.011,-0.976
1636387396063,2021-11-08T18.03.16.063,1.360,-0.221,-0.010,-0.965
1636387396103,2021-11-08T18.03.16.103,1.400,-0.228,-0.009,-0.975
1636387396143,2021-11-08T18.03.16.143,1.440,-0.232,-0.015,-0.980
1636387396183,2021-11-08T18.03.16.183,1.480,-0.228,-0.013,-0.970
1636387396223,2021-11-08T18.03.16.223,1.520,-0.227,-0.021,-0.973
1636387396263,2021-11-08T18.03.16.263,1.560,-0.225,-0.018,-0.973
1636387396303,2021-11-08T18.03.16.303,1.600,-0.221,-0.019,-0.974
1636387396343,2021-11-08T18.03.16.343,1.640,-0.223,-0.014,-0.976
1636387396383,2021-11-08T18.03.16.383,1.680,-0.224,-0.011,-0.972
1636387396423,2021-11-08T18.03.16.423,1.720,-0.227,-0.014,-0.973
1636387396463,2021-11-08T18.03.16.463,1.760,-0.230,-0.014,-0.975
1636387396503,2021-11-08T18.03.16.503,1.800,-0.230,-0.014,-0.973
1636387396543,2021-11-08T18.03.16.543,1.840,-0.227,-0.020,-0.973
1636387396583,2021-11-08T18.03.16.583,1.880,-0.226,-0.016,-0.972
1636387396623,2021-11-08T18.03.16.623,1.920,-0.223,-0.012,-0.973
1636387396663,2021-11-08T18.03.16.663,1.960,-0.224,-0.020,-0.977
1636387396703,2021-11-08T18.03.16.703,2.000,-0.228,-0.017,-0.972
1636387396743,2021-11-08T18.03.16.743,2.040,-0.230,-0.013,-0.969
1636387396783,2021-11-08T18.03.16.783,2.080,-0.227,-0.019,-0.975
1636387396823,2021-11-08T18.03.16.823,2.120,-0.227,-0.021,-0.975
1636387396863,2021-11-08T18.03.16.863,2.160,-0.226,-0.015,-0.972
