epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636296336998,2021-11-07T16:45:36.998,0.000,0.311,0.284,-0.866
1636296337038,2021-11-07T16:45:37.038,0.040,0.315,0.283,-0.877
1636296337078,2021-11-07T16:45:37.078,0.080,0.315,0.282,-0.874
1636296337118,2021-11-07T16:45:37.118,0.120,0.318,0.280,-0.870
1636296337158,2021-11-07T16:45:37.158,0.160,0.316,0.283,-0.873
1636296337198,2021-11-07T16:45:37.198,0.200,0.315,0.284,-0.871
1636296337238,2021-11-07T16:45:37.238,0.240,0.315,0.283,-0.873
1636296337278,2021-11-07T16:45:37.278,0.280,0.315,0.282,-0.871
1636296337318,2021-11-07T16:45:37.318,0.320,0.314,0.282,-0.875
1636296337358,2021-11-07T16:45:37.358,0.360,0.314,0.281,-0.873
1636296337398,2021-11-07T16:45:37.398,0.400,0.313,0.280,-0.872
1636296337438,2021-11-07T16:45:37.438,0.440,0.313,0.281,-0.875
1636296337478,2021-11-07T16:45:37.478,0.480,0.312,0.281,-0.880
1636296337518,2021-11-07T16:45:37.518,0.520,0.304,0.287,-0.884
1636296337558,2021-11-07T16:45:37.558,0.560,0.298,0.282,-0.884
1636296337598,2021-11-07T16:45:37.598,0.600,0.303,0.260,-0.858
1636296337638,2021-11-07T16:45:37.638,0.640,0.298,0.273,-0.872
1636296337678,2021-11-07T16:45:37.678,0.680,0.292,0.280,-0.885
1636296337718,2021-11-07T16:45:37.718,0.720,0.294,0.276,-0.881
1636296337758,2021-11-07T16:45:37.758,0.760,0.295,0.273,-0.880
1636296337798,2021-11-07T16:45:37.798,0.800,0.294,0.275,-0.880
1636296337838,2021-11-07T16:45:37.838,0.840,0.297,0.273,-0.880
1636296337878,2021-11-07T16:45:37.878,0.880,0.299,0.273,-0.883
1636296337918,2021-11-07T16:45:37.918,0.920,0.297,0.276,-0.881
1636296337958,2021-11-07T16:45:37.958,0.960,0.298,0.273,-0.880
1636296337998,2021-11-07T16:45:37.998,1.000,0.295,0.277,-0.883
1636296338038,2021-11-07T16:45:38.038,1.040,0.296,0.273,-0.878
1636296338078,2021-11-07T16:45:38.078,1.080,0.296,0.275,-0.880
1636296338118,2021-11-07T16:45:38.118,1.120,0.298,0.270,-0.879
1636296338158,2021-11-07T16:45:38.158,1.160,0.298,0.271,-0.883
1636296338198,2021-11-07T16:45:38.198,1.200,0.297,0.272,-0.878
1636296338238,2021-11-07T16:45:38.238,1.240,0.294,0.277,-0.883
1636296338278,2021-11-07T16:45:38.278,1.280,0.295,0.274,-0.881
1636296338318,2021-11-07T16:45:38.318,1.320,0.296,0.272,-0.881
1636296338358,2021-11-07T16:45:38.358,1.360,0.297,0.270,-0.877
1636296338398,2021-11-07T16:45:38.398,1.400,0.297,0.270,-0.883
1636296338438,2021-11-07T16:45:38.438,1.440,0.293,0.276,-0.881
1636296338478,2021-11-07T16:45:38.478,1.480,0.295,0.273,-0.883
1636296338518,2021-11-07T16:45:38.518,1.520,0.298,0.267,-0.879
1636296338558,2021-11-07T16:45:38.558,1.560,0.296,0.273,-0.881
1636296338598,2021-11-07T16:45:38.598,1.600,0.297,0.272,-0.885
1636296338638,2021-11-07T16:45:38.638,1.640,0.296,0.275,-0.880
1636296338678,2021-11-07T16:45:38.678,1.680,0.298,0.272,-0.875
1636296338718,2021-11-07T16:45:38.718,1.720,0.300,0.269,-0.881
1636296338758,2021-11-07T16:45:38.758,1.760,0.297,0.270,-0.883
1636296338798,2021-11-07T16:45:38.798,1.800,0.297,0.272,-0.881
1636296338838,2021-11-07T16:45:38.838,1.840,0.297,0.272,-0.881
1636296338878,2021-11-07T16:45:38.878,1.880,0.296,0.273,-0.880
1636296338918,2021-11-07T16:45:38.918,1.920,0.297,0.272,-0.882
1636296338958,2021-11-07T16:45:38.958,1.960,0.298,0.267,-0.880
1636296338998,2021-11-07T16:45:38.998,2.000,0.298,0.269,-0.877
1636296339038,2021-11-07T16:45:39.038,2.040,0.297,0.272,-0.882
1636296339078,2021-11-07T16:45:39.078,2.080,0.297,0.274,-0.885
1636296339118,2021-11-07T16:45:39.118,2.120,0.295,0.278,-0.876
1636296339158,2021-11-07T16:45:39.158,2.160,0.294,0.275,-0.880
1636296339198,2021-11-07T16:45:39.198,2.200,0.297,0.269,-0.886
1636296339238,2021-11-07T16:45:39.238,2.240,0.293,0.273,-0.878
1636296339278,2021-11-07T16:45:39.278,2.280,0.294,0.274,-0.880
1636296339318,2021-11-07T16:45:39.318,2.320,0.296,0.270,-0.880
1636296339358,2021-11-07T16:45:39.358,2.360,0.294,0.274,-0.877
1636296339398,2021-11-07T16:45:39.398,2.400,0.295,0.285,-0.888
1636296339438,2021-11-07T16:45:39.438,2.440,0.269,0.298,-0.890
1636296339478,2021-11-07T16:45:39.478,2.480,0.267,0.280,-0.885
1636296339518,2021-11-07T16:45:39.518,2.520,0.281,0.251,-0.886
1636296339558,2021-11-07T16:45:39.558,2.560,0.274,0.263,-0.880
1636296339598,2021-11-07T16:45:39.598,2.600,0.266,0.279,-0.894
1636296339638,2021-11-07T16:45:39.638,2.640,0.271,0.278,-0.895
1636296339678,2021-11-07T16:45:39.678,2.680,0.275,0.273,-0.885
1636296339718,2021-11-07T16:45:39.718,2.720,0.278,0.271,-0.889
1636296339758,2021-11-07T16:45:39.758,2.760,0.278,0.278,-0.891
1636296339798,2021-11-07T16:45:39.798,2.800,0.278,0.276,-0.888
1636296339838,2021-11-07T16:45:39.838,2.840,0.280,0.275,-0.885
1636296339878,2021-11-07T16:45:39.878,2.880,0.281,0.271,-0.883
