epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636471037479,2021-11-09T17.17.17.479,0.000,101033.398
1636471037740,2021-11-09T17.17.17.740,0.262,101035.781
1636471038002,2021-11-09T17.17.18.002,0.524,101036.242
1636471038264,2021-11-09T17.17.18.264,0.785,101037.117
1636471038526,2021-11-09T17.17.18.526,1.047,101035.781
1636471038788,2021-11-09T17.17.18.788,1.309,101036.242
1636471039049,2021-11-09T17.17.19.049,1.571,101036.453
1636471039311,2021-11-09T17.17.19.311,1.832,101039.289
1636471039573,2021-11-09T17.17.19.573,2.094,101036.453
1636471039835,2021-11-09T17.17.19.835,2.356,101031.781
1636471040096,2021-11-09T17.17.20.096,2.618,101038.445
1636471040358,2021-11-09T17.17.20.358,2.880,101035.781
1636471040620,2021-11-09T17.17.20.620,3.141,101035.297
1636471040882,2021-11-09T17.17.20.882,3.403,101037.781
1636471041144,2021-11-09T17.17.21.144,3.665,101038.625
1636471041405,2021-11-09T17.17.21.405,3.927,101039.469
1636471041667,2021-11-09T17.17.21.667,4.188,101036.797
1636471041929,2021-11-09T17.17.21.929,4.450,101038.625
1636471042191,2021-11-09T17.17.22.191,4.712,101034.805
1636471042452,2021-11-09T17.17.22.452,4.974,101034.805
1636471042714,2021-11-09T17.17.22.714,5.236,101034.453
1636471042976,2021-11-09T17.17.22.976,5.497,101036.625
1636471043238,2021-11-09T17.17.23.238,5.759,101037.672
1636471043500,2021-11-09T17.17.23.500,6.021,101036.141
1636471043761,2021-11-09T17.17.23.761,6.283,101043.672
1636471044023,2021-11-09T17.17.24.023,6.545,101034.805
1636471044285,2021-11-09T17.17.24.285,6.806,101035.469
1636471044547,2021-11-09T17.17.24.547,7.068,101035.016
1636471044809,2021-11-09T17.17.24.809,7.330,101036.797
1636471045070,2021-11-09T17.17.25.070,7.592,101039.188
1636471045332,2021-11-09T17.17.25.332,7.853,101036.141
1636471045594,2021-11-09T17.17.25.594,8.115,101034.523
1636471045856,2021-11-09T17.17.25.856,8.377,101035.680
1636471046117,2021-11-09T17.17.26.117,8.639,101037.188
1636471046379,2021-11-09T17.17.26.379,8.901,101036.797
1636471046641,2021-11-09T17.17.26.641,9.162,101037.672
1636471046903,2021-11-09T17.17.26.903,9.424,101037.367
1636471047165,2021-11-09T17.17.27.165,9.686,101037.367
1636471047426,2021-11-09T17.17.27.426,9.948,101041.539
1636471047688,2021-11-09T17.17.27.688,10.209,101036.344
1636471047950,2021-11-09T17.17.27.950,10.471,101039.852
1636471048212,2021-11-09T17.17.28.212,10.733,101035.859
1636471048473,2021-11-09T17.17.28.473,10.995,101033.859
1636471048735,2021-11-09T17.17.28.735,11.257,101033.859
1636471048997,2021-11-09T17.17.28.997,11.518,101038.695
1636471049259,2021-11-09T17.17.29.259,11.780,101040.695
1636471049521,2021-11-09T17.17.29.521,12.042,101034.703
1636471049782,2021-11-09T17.17.29.782,12.304,101036.203
1636471050044,2021-11-09T17.17.30.044,12.565,101034.523
1636471050306,2021-11-09T17.17.30.306,12.827,101038.203
1636471050568,2021-11-09T17.17.30.568,13.089,101038.203
1636471050829,2021-11-09T17.17.30.829,13.351,101037.852
1636471051091,2021-11-09T17.17.31.091,13.613,101036.523
1636471051353,2021-11-09T17.17.31.353,13.874,101037.188
1636471051615,2021-11-09T17.17.31.615,14.136,101037.188
1636471051877,2021-11-09T17.17.31.877,14.398,101039.359
1636471052138,2021-11-09T17.17.32.138,14.660,101036.031
1636471052400,2021-11-09T17.17.32.400,14.921,101036.031
1636471052662,2021-11-09T17.17.32.662,15.183,101035.367
1636471052924,2021-11-09T17.17.32.924,15.445,101035.367
1636471053185,2021-11-09T17.17.33.185,15.707,101037.367
1636471053447,2021-11-09T17.17.33.447,15.969,101037.367
1636471053709,2021-11-09T17.17.33.709,16.230,101036.031
1636471053971,2021-11-09T17.17.33.971,16.492,101038.203
1636471054233,2021-11-09T17.17.34.233,16.754,101033.188
1636471054494,2021-11-09T17.17.34.494,17.016,101037.750
1636471054756,2021-11-09T17.17.34.756,17.277,101036.875
1636471055018,2021-11-09T17.17.35.018,17.539,101034.875
1636471055280,2021-11-09T17.17.35.280,17.801,101036.203
1636471055541,2021-11-09T17.17.35.541,18.063,101036.875
1636471055803,2021-11-09T17.17.35.803,18.325,101033.547
1636471056065,2021-11-09T17.17.36.065,18.586,101032.219
1636471056327,2021-11-09T17.17.36.327,18.848,101037.750
1636471056589,2021-11-09T17.17.36.589,19.110,101034.875
1636471056850,2021-11-09T17.17.36.850,19.372,101040.203
1636471057112,2021-11-09T17.17.37.112,19.634,101032.219
1636471057374,2021-11-09T17.17.37.374,19.895,101039.750
1636471057636,2021-11-09T17.17.37.636,20.157,101037.539
1636471057898,2021-11-09T17.17.37.898,20.419,101038.031
1636471058159,2021-11-09T17.17.38.159,20.681,101038.203
1636471058421,2021-11-09T17.17.38.421,20.942,101037.539
1636471058683,2021-11-09T17.17.38.683,21.204,101038.031
1636471058945,2021-11-09T17.17.38.945,21.466,101036.203
1636471059206,2021-11-09T17.17.39.206,21.728,101038.875
1636471059468,2021-11-09T17.17.39.468,21.990,101036.875
