epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636609650116,2021-11-11T07.47.30.116,0.000,-0.026,0.039,-0.994
1636609650156,2021-11-11T07.47.30.156,0.040,-0.026,0.040,-1.002
1636609650195,2021-11-11T07.47.30.195,0.079,-0.026,0.040,-1.000
1636609650233,2021-11-11T07.47.30.233,0.117,-0.027,0.039,-0.999
1636609650273,2021-11-11T07.47.30.273,0.157,-0.026,0.041,-1.000
1636609650313,2021-11-11T07.47.30.313,0.197,-0.027,0.039,-0.999
1636609650352,2021-11-11T07.47.30.352,0.236,-0.025,0.040,-1.000
1636609650392,2021-11-11T07.47.30.392,0.276,-0.027,0.040,-1.001
1636609650431,2021-11-11T07.47.30.431,0.315,-0.026,0.039,-1.001
1636609650471,2021-11-11T07.47.30.471,0.355,-0.027,0.041,-1.000
1636609650510,2021-11-11T07.47.30.510,0.394,-0.027,0.039,-0.999
1636609650548,2021-11-11T07.47.30.548,0.432,-0.026,0.039,-1.000
1636609650588,2021-11-11T07.47.30.588,0.472,-0.027,0.040,-1.001
1636609650627,2021-11-11T07.47.30.627,0.511,-0.026,0.039,-0.999
1636609650667,2021-11-11T07.47.30.667,0.551,-0.026,0.040,-1.000
1636609650707,2021-11-11T07.47.30.707,0.591,-0.026,0.040,-1.000
1636609650746,2021-11-11T07.47.30.746,0.630,-0.025,0.040,-0.999
1636609650786,2021-11-11T07.47.30.786,0.670,-0.025,0.039,-1.000
1636609650824,2021-11-11T07.47.30.824,0.708,-0.025,0.040,-0.999
1636609650863,2021-11-11T07.47.30.863,0.747,-0.025,0.040,-0.999
1636609650903,2021-11-11T07.47.30.903,0.787,-0.026,0.040,-0.999
1636609650942,2021-11-11T07.47.30.942,0.826,-0.026,0.039,-0.998
1636609650982,2021-11-11T07.47.30.982,0.866,-0.027,0.039,-0.999
1636609651022,2021-11-11T07.47.31.022,0.906,-0.024,0.040,-1.000
1636609651061,2021-11-11T07.47.31.061,0.945,-0.026,0.040,-0.998
1636609651101,2021-11-11T07.47.31.101,0.985,-0.027,0.040,-0.998
1636609651139,2021-11-11T07.47.31.139,1.023,-0.026,0.040,-0.999
1636609651178,2021-11-11T07.47.31.178,1.062,-0.025,0.039,-0.999
1636609651218,2021-11-11T07.47.31.218,1.102,-0.026,0.040,-1.000
1636609651257,2021-11-11T07.47.31.257,1.141,-0.026,0.040,-0.999
1636609651297,2021-11-11T07.47.31.297,1.181,-0.027,0.039,-0.998
1636609651336,2021-11-11T07.47.31.336,1.220,-0.026,0.039,-0.999
1636609651376,2021-11-11T07.47.31.376,1.260,-0.026,0.040,-0.998
1636609651414,2021-11-11T07.47.31.414,1.298,-0.025,0.040,-0.999
1636609651454,2021-11-11T07.47.31.454,1.338,-0.027,0.040,-0.999
1636609651493,2021-11-11T07.47.31.493,1.377,-0.026,0.040,-0.999
1636609651533,2021-11-11T07.47.31.533,1.417,-0.027,0.040,-0.999
1636609651572,2021-11-11T07.47.31.572,1.456,-0.026,0.040,-0.998
1636609651612,2021-11-11T07.47.31.612,1.496,-0.027,0.039,-1.000
1636609651651,2021-11-11T07.47.31.651,1.535,-0.026,0.039,-1.000
1636609651689,2021-11-11T07.47.31.689,1.573,-0.027,0.040,-0.999
1636609651729,2021-11-11T07.47.31.729,1.613,-0.026,0.039,-0.999
1636609651769,2021-11-11T07.47.31.769,1.653,-0.026,0.040,-0.999
1636609651808,2021-11-11T07.47.31.808,1.692,-0.025,0.040,-1.000
1636609651848,2021-11-11T07.47.31.848,1.732,-0.026,0.040,-1.000
1636609651887,2021-11-11T07.47.31.887,1.771,-0.027,0.040,-1.001
1636609651927,2021-11-11T07.47.31.927,1.811,-0.026,0.040,-1.000
1636609651966,2021-11-11T07.47.31.966,1.850,-0.025,0.040,-0.998
1636609652004,2021-11-11T07.47.32.004,1.888,-0.026,0.039,-1.001
1636609652044,2021-11-11T07.47.32.044,1.928,-0.026,0.039,-1.000
1636609652084,2021-11-11T07.47.32.084,1.968,-0.027,0.040,-1.000
1636609652123,2021-11-11T07.47.32.123,2.007,-0.025,0.039,-0.999
1636609652163,2021-11-11T07.47.32.163,2.047,-0.027,0.039,-0.998
1636609652202,2021-11-11T07.47.32.202,2.086,-0.024,0.039,-0.999
1636609652242,2021-11-11T07.47.32.242,2.126,-0.027,0.040,-0.999
1636609652280,2021-11-11T07.47.32.280,2.164,-0.025,0.039,-1.000
1636609652319,2021-11-11T07.47.32.319,2.203,-0.027,0.040,-0.998
