epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.63627E+12,2021-11-07T08:13:59.113,2.988,-0.091,-1.22,-0.213
1.63627E+12,2021-11-07T08:13:59.154,3.029,0.122,-0.793,-0.335
1.63627E+12,2021-11-07T08:13:59.194,3.069,0.793,-0.549,-0.122
1.63627E+12,2021-11-07T08:13:59.235,3.11,0.854,-0.152,0.091
1.63627E+12,2021-11-07T08:13:59.274,3.149,0.488,-0.03,-0.122
1.63627E+12,2021-11-07T08:13:59.315,3.19,0.671,-0.183,-0.183
1.63627E+12,2021-11-07T08:13:59.355,3.23,0.518,-0.274,-0.335
1.63627E+12,2021-11-07T08:13:59.396,3.271,-0.091,-0.274,-0.579
1.63627E+12,2021-11-07T08:13:59.437,3.312,-0.152,-0.244,-0.701
1.63627E+12,2021-11-07T08:13:59.476,3.351,-0.091,-0.335,-0.793
1.63627E+12,2021-11-07T08:13:59.517,3.392,0.213,-1.128,-0.701
1.63627E+12,2021-11-07T08:13:59.557,3.432,0.457,-1.585,-0.488
1.63627E+12,2021-11-07T08:13:59.598,3.473,0,-0.854,-0.335
1.63627E+12,2021-11-07T08:13:59.639,3.514,0.274,-0.091,-0.488
1.63627E+12,2021-11-07T08:13:59.679,3.554,-0.305,-0.366,-0.823
1.63627E+12,2021-11-07T08:13:59.720,3.595,0.244,-0.244,-0.671
1.63627E+12,2021-11-07T08:13:59.759,3.634,0.488,-0.701,-0.64
1.63627E+12,2021-11-07T08:13:59.800,3.675,0.335,-0.274,-0.396
1.63627E+12,2021-11-07T08:13:59.840,3.715,0.488,-0.549,-0.396
1.63627E+12,2021-11-07T08:13:59.881,3.756,1.311,-1.28,-0.274
1.63627E+12,2021-11-07T08:13:59.922,3.797,0.762,-1.098,-0.213
1.63627E+12,2021-11-07T08:13:59.961,3.836,0.183,-0.701,-0.64
1.63627E+12,2021-11-07T08:14:00.002,3.877,-0.091,0.213,-0.854
1.63627E+12,2021-11-07T08:14:00.042,3.917,0.213,0.335,-0.61
1.63627E+12,2021-11-07T08:14:00.083,3.958,0.518,-0.091,-0.061
1.63627E+12,2021-11-07T08:14:00.122,3.997,0.152,-0.64,0.091
1.63627E+12,2021-11-07T08:14:00.163,4.038,0.305,-0.732,-0.213
1.63627E+12,2021-11-07T08:14:00.204,4.079,0.061,-0.457,-0.61
1.63627E+12,2021-11-07T08:14:00.244,4.119,-0.244,-0.61,-0.762
1.63627E+12,2021-11-07T08:14:00.285,4.16,-0.488,-0.915,-0.793
1.63627E+12,2021-11-07T08:14:00.325,4.2,-0.213,-0.64,-0.61
1.63627E+12,2021-11-07T08:14:00.366,4.241,0.244,-0.823,-0.518
1.63627E+12,2021-11-07T08:14:00.405,4.28,0.427,-0.762,-0.335
1.63627E+12,2021-11-07T08:14:00.446,4.321,0.427,-0.518,-0.366
1.63627E+12,2021-11-07T08:14:00.487,4.362,0.579,-0.244,-0.366
1.63627E+12,2021-11-07T08:14:00.527,4.402,0.518,-0.274,-0.213
1.63627E+12,2021-11-07T08:14:00.568,4.443,0.335,-0.427,-0.03
1.63627E+12,2021-11-07T08:14:00.607,4.482,0.579,-0.274,0
1.63627E+12,2021-11-07T08:14:00.648,4.523,0.488,-0.183,-0.427
1.63627E+12,2021-11-07T08:14:00.688,4.563,0.061,-0.03,-0.335
1.63627E+12,2021-11-07T08:14:00.729,4.604,0.274,-0.366,-0.122
1.63627E+12,2021-11-07T08:14:00.770,4.645,0.579,-0.701,-0.152
1.63627E+12,2021-11-07T08:14:00.809,4.684,0.518,-0.305,-0.396
1.63627E+12,2021-11-07T08:14:00.850,4.725,0.762,-0.335,-0.64
1.63627E+12,2021-11-07T08:14:00.890,4.765,0.732,-0.366,-0.335
1.63627E+12,2021-11-07T08:14:00.931,4.806,0.335,-0.335,-0.366
1.63627E+12,2021-11-07T08:14:00.971,4.846,0.488,-0.366,-0.366
1.63627E+12,2021-11-07T08:14:01.012,4.887,0.671,-0.579,-0.244
1.63627E+12,2021-11-07T08:14:01.053,4.928,0.274,-0.427,-0.122
1.63627E+12,2021-11-07T08:14:01.092,4.967,0.213,-0.152,-0.274
1.63627E+12,2021-11-07T08:14:01.133,5.008,0.274,-0.274,-0.213
1.63627E+12,2021-11-07T08:14:01.173,5.048,0.366,-0.701,0.03
1.63627E+12,2021-11-07T08:14:01.214,5.089,0.366,-0.396,0.061
1.63627E+12,2021-11-07T08:14:01.253,5.128,0.732,-0.03,-0.061
1.63627E+12,2021-11-07T08:14:01.294,5.169,0.762,-0.122,-0.03
1.63627E+12,2021-11-07T08:14:01.335,5.21,0.915,-0.335,0.03
1.63627E+12,2021-11-07T08:14:01.375,5.25,0.945,-0.244,-0.03
1.63627E+12,2021-11-07T08:14:01.416,5.291,0.976,-0.061,-0.213
1.63627E+12,2021-11-07T08:14:01.455,5.33,0.671,-0.091,-0.549
1.63627E+12,2021-11-07T08:14:01.496,5.371,0.152,-0.213,-0.701
1.63627E+12,2021-11-07T08:14:01.536,5.411,0.183,-0.518,-0.488
1.63627E+12,2021-11-07T08:14:01.577,5.452,0.122,-0.183,-0.335
1.63627E+12,2021-11-07T08:14:01.618,5.493,0.457,-0.091,-0.183
1.63627E+12,2021-11-07T08:14:01.658,5.533,0.945,-0.091,0.152
1.63627E+12,2021-11-07T08:14:01.699,5.574,1.372,-0.457,0.152
1.63627E+12,2021-11-07T08:14:01.738,5.613,1.524,-0.244,0
1.63627E+12,2021-11-07T08:14:01.779,5.654,0.671,0.152,-0.457
1.63627E+12,2021-11-07T08:14:01.819,5.694,0.03,0.122,-0.671
1.63627E+12,2021-11-07T08:14:01.860,5.735,0.061,-0.244,-0.366
1.63627E+12,2021-11-07T08:14:01.901,5.776,-0.122,-0.884,-0.427
1.63627E+12,2021-11-07T08:14:01.940,5.815,-0.274,-0.061,-0.549
1.63627E+12,2021-11-07T08:14:01.981,5.856,0.366,0.305,-0.457
1.63627E+12,2021-11-07T08:14:02.021,5.896,0.671,0.03,-0.122
1.63627E+12,2021-11-07T08:14:02.062,5.937,0.183,0,0.091
1.63627E+12,2021-11-07T08:14:02.103,5.978,0.732,-0.274,0.061
1.63627E+12,2021-11-07T08:14:02.142,6.017,0.762,-0.122,0.03
1.63627E+12,2021-11-07T08:14:02.183,6.058,0.579,-0.152,-0.03
1.63627E+12,2021-11-07T08:14:02.223,6.098,0.793,-0.305,-0.091
1.63627E+12,2021-11-07T08:14:02.264,6.139,0.701,-0.427,-0.03
1.63627E+12,2021-11-07T08:14:02.304,6.179,0.213,-0.366,-0.122
1.63627E+12,2021-11-07T08:14:02.345,6.22,0.518,-0.396,-0.366
1.63627E+12,2021-11-07T08:14:02.386,6.261,0.396,-0.122,-0.396
1.63627E+12,2021-11-07T08:14:02.425,6.3,0.976,0,-0.213
1.63627E+12,2021-11-07T08:14:02.466,6.341,1.128,0.274,-0.122
1.63627E+12,2021-11-07T08:14:02.506,6.381,1.159,0.396,0
1.63627E+12,2021-11-07T08:14:02.547,6.422,0.549,0.091,-0.152
1.63627E+12,2021-11-07T08:14:02.586,6.461,0.518,0.122,0
1.63627E+12,2021-11-07T08:14:02.627,6.502,1.311,-0.884,0.396
1.63627E+12,2021-11-07T08:14:02.668,6.543,1.311,-0.457,0.305
1.63627E+12,2021-11-07T08:14:02.708,6.583,0.915,0.305,0.213
1.63627E+12,2021-11-07T08:14:02.749,6.624,0.976,0.335,0.183
1.63627E+12,2021-11-07T08:14:02.788,6.663,0.732,0.152,0.091
1.63627E+12,2021-11-07T08:14:02.829,6.704,0.61,-0.366,-0.091
1.63627E+12,2021-11-07T08:14:02.869,6.744,0.518,-0.244,-0.03
1.63627E+12,2021-11-07T08:14:02.910,6.785,0.457,-0.091,0
1.63627E+12,2021-11-07T08:14:02.951,6.826,0.366,0.061,0.03
1.63627E+12,2021-11-07T08:14:02.991,6.866,0.335,-0.03,-0.091
1.63627E+12,2021-11-07T08:14:03.032,6.907,0.518,-0.091,-0.061
1.63627E+12,2021-11-07T08:14:03.071,6.946,0.915,-0.244,0.091
1.63627E+12,2021-11-07T08:14:03.112,6.987,1.128,-0.274,-0.03
1.63627E+12,2021-11-07T08:14:03.153,7.028,0.488,-0.183,-0.305
1.63627E+12,2021-11-07T08:14:03.193,7.068,0.03,-0.305,-0.549
1.63627E+12,2021-11-07T08:14:03.234,7.109,0.244,-0.518,-0.518
1.63627E+12,2021-11-07T08:14:03.273,7.148,0.488,-0.61,-0.366
1.63627E+12,2021-11-07T08:14:03.314,7.189,0.732,-0.488,-0.305
1.63627E+12,2021-11-07T08:14:03.354,7.229,0.305,-0.274,-0.335
1.63627E+12,2021-11-07T08:14:03.395,7.27,0.061,-0.549,-0.335
1.63627E+12,2021-11-07T08:14:03.436,7.311,0.305,-0.671,-0.183
1.63627E+12,2021-11-07T08:14:03.475,7.35,0.854,-0.396,-0.335
1.63627E+12,2021-11-07T08:14:03.516,7.391,0.823,-0.061,-0.488
1.63627E+12,2021-11-07T08:14:03.556,7.431,0.335,-0.305,-0.488
1.63627E+12,2021-11-07T08:14:03.597,7.472,0.03,-0.335,-0.518
1.63627E+12,2021-11-07T08:14:03.637,7.512,0.305,-0.366,-0.518
1.63627E+12,2021-11-07T08:14:03.678,7.553,-0.03,-0.366,-0.335
1.63627E+12,2021-11-07T08:14:03.719,7.594,0.305,-0.61,-0.03
1.63627E+12,2021-11-07T08:14:03.758,7.633,0.61,-0.366,0.305
1.63627E+12,2021-11-07T08:14:03.799,7.674,0.579,0.061,0.244
1.63627E+12,2021-11-07T08:14:03.839,7.714,0.244,0.335,-0.061
1.63627E+12,2021-11-07T08:14:03.880,7.755,0.305,0.061,-0.061
1.63627E+12,2021-11-07T08:14:03.921,7.796,0.518,-0.244,0
1.63627E+12,2021-11-07T08:14:03.960,7.835,0.61,-0.335,-0.03
1.63627E+12,2021-11-07T08:14:04.001,7.876,0.64,-0.274,-0.03
1.63627E+12,2021-11-07T08:14:04.041,7.916,0.518,-0.305,-0.244
1.63627E+12,2021-11-07T08:14:04.082,7.957,0.366,-0.183,-0.427
1.63627E+12,2021-11-07T08:14:04.121,7.996,0.579,-0.396,-0.488
1.63627E+12,2021-11-07T08:14:04.162,8.037,0.091,-0.61,-0.579
1.63627E+12,2021-11-07T08:14:04.203,8.078,-0.03,-0.701,-0.64
1.63627E+12,2021-11-07T08:14:04.243,8.118,0.457,-0.793,-0.579
1.63627E+12,2021-11-07T08:14:04.284,8.159,0.396,-0.701,-0.488
1.63627E+12,2021-11-07T08:14:04.324,8.199,0.701,-0.091,-0.427
1.63627E+12,2021-11-07T08:14:04.365,8.24,0.61,0,-0.64
1.63627E+12,2021-11-07T08:14:04.404,8.279,0,-0.274,-0.549
1.63627E+12,2021-11-07T08:14:04.445,8.32,0,-0.396,-0.579
1.63627E+12,2021-11-07T08:14:04.486,8.361,0.213,-0.366,-0.549
1.63627E+12,2021-11-07T08:14:04.526,8.401,0.152,-0.213,-0.457
1.63627E+12,2021-11-07T08:14:04.567,8.442,0.122,-0.213,-0.152
1.63627E+12,2021-11-07T08:14:04.606,8.481,0.457,-0.213,0.122
1.63627E+12,2021-11-07T08:14:04.647,8.522,0.701,-0.061,0.152
1.63627E+12,2021-11-07T08:14:04.688,8.563,0.61,-0.213,0.03
1.63627E+12,2021-11-07T08:14:04.728,8.603,0.335,-0.122,0
1.63627E+12,2021-11-07T08:14:04.769,8.644,0.579,-0.03,-0.183
1.63627E+12,2021-11-07T08:14:04.808,8.683,0.549,-0.122,-0.213
1.63627E+12,2021-11-07T08:14:04.849,8.724,0.305,-0.396,-0.335
1.63627E+12,2021-11-07T08:14:04.889,8.764,0.488,-0.244,-0.213
1.63627E+12,2021-11-07T08:14:04.930,8.805,0.305,-0.335,-0.335
1.63627E+12,2021-11-07T08:14:04.971,8.846,0.152,-0.488,-0.366
1.63627E+12,2021-11-07T08:14:05.011,8.886,0.213,-0.732,-0.244
1.63627E+12,2021-11-07T08:14:05.052,8.927,0.64,-0.762,-0.122
1.63627E+12,2021-11-07T08:14:05.091,8.966,1.128,-0.427,-0.213
1.63627E+12,2021-11-07T08:14:05.132,9.007,0.793,0.183,-0.488
1.63627E+12,2021-11-07T08:14:05.172,9.047,0.091,0.061,-0.701
1.63627E+12,2021-11-07T08:14:05.213,9.088,-0.03,-0.488,-0.64
1.63627E+12,2021-11-07T08:14:05.254,9.129,0.03,-0.396,-0.488
1.63627E+12,2021-11-07T08:14:05.293,9.168,0.64,-0.427,-0.305
1.63627E+12,2021-11-07T08:14:05.334,9.209,0.488,-0.274,0.152
1.63627E+12,2021-11-07T08:14:05.374,9.249,0.427,-0.03,0.305
1.63627E+12,2021-11-07T08:14:05.415,9.29,0.854,0.091,0.366
1.63627E+12,2021-11-07T08:14:05.456,9.331,0.64,0.03,0.427
1.63627E+12,2021-11-07T08:14:05.495,9.37,0.64,0.061,0.366
1.63627E+12,2021-11-07T08:14:05.536,9.411,0.945,-0.183,0.427
1.63627E+12,2021-11-07T08:14:05.576,9.451,0.427,-1.037,0.091
1.63627E+12,2021-11-07T08:14:05.617,9.492,0.884,-0.884,-0.244
1.63627E+12,2021-11-07T08:14:05.657,9.532,1.341,0.701,-0.061
1.63627E+12,2021-11-07T08:14:05.698,9.573,1.402,1.037,0
1.63627E+12,2021-11-07T08:14:05.739,9.614,0.396,1.098,0.213
1.63627E+12,2021-11-07T08:14:05.778,9.653,0.335,1.28,0.061
1.63627E+12,2021-11-07T08:14:05.819,9.694,0.976,1.25,0
1.63627E+12,2021-11-07T08:14:05.859,9.734,0.823,1.037,0.122
1.63627E+12,2021-11-07T08:14:05.900,9.775,0.793,0.183,0.274
1.63627E+12,2021-11-07T08:14:05.939,9.814,0.488,-0.732,0.244
1.63627E+12,2021-11-07T08:14:05.980,9.855,0.305,-0.427,-0.061
1.63627E+12,2021-11-07T08:14:06.021,9.896,0,-0.213,-0.396
1.63627E+12,2021-11-07T08:14:06.061,9.936,-0.366,-0.213,-0.579
1.63627E+12,2021-11-07T08:14:06.102,9.977,-0.122,-0.427,-0.457
1.63627E+12,2021-11-07T08:14:06.141,10.016,-0.061,-0.305,-0.183
1.63627E+12,2021-11-07T08:14:06.182,10.057,-0.274,0.274,-0.03
1.63627E+12,2021-11-07T08:14:06.222,10.097,0.488,0,0.122
1.63627E+12,2021-11-07T08:14:06.263,10.138,0.549,0.122,0.03
1.63627E+12,2021-11-07T08:14:06.304,10.179,0.183,0.366,-0.152
1.63627E+12,2021-11-07T08:14:06.344,10.219,-0.152,0.945,-0.335
1.63627E+12,2021-11-07T08:14:06.385,10.26,0,1.311,-0.305
1.63627E+12,2021-11-07T08:14:06.424,10.299,0.427,1.402,-0.061
1.63627E+12,2021-11-07T08:14:06.465,10.34,1.22,1.829,0.244
1.63627E+12,2021-11-07T08:14:06.505,10.38,1.494,2.805,0.518
1.63627E+12,2021-11-07T08:14:06.546,10.421,2.439,3.11,0.823
1.63627E+12,2021-11-07T08:14:06.587,10.462,3.689,3.415,1.25
1.63627E+12,2021-11-07T08:14:06.626,10.501,3.262,3.476,1.128
1.63627E+12,2021-11-07T08:14:06.667,10.542,3.994,2.835,0.854
1.63627E+12,2021-11-07T08:14:06.707,10.582,3.384,3.476,0.945
1.63627E+12,2021-11-07T08:14:06.748,10.623,2.957,4.482,1.402
1.63627E+12,2021-11-07T08:14:06.789,10.664,2.957,4.451,0.396
1.63627E+12,2021-11-07T08:14:06.828,10.703,3.598,7.957,1.646
1.63627E+12,2021-11-07T08:14:06.869,10.744,-0.03,8.841,1.646
1.63627E+12,2021-11-07T08:14:06.909,10.784,0.183,7.805,2.957
1.63627E+12,2021-11-07T08:14:06.950,10.825,1.159,11.738,1.677
1.63627E+12,2021-11-07T08:14:06.990,10.865,4.634,16.128,0.549
1.63627E+12,2021-11-07T08:14:07.031,10.906,6.707,11.341,0.244
1.63627E+12,2021-11-07T08:14:07.072,10.947,-1.86,6.646,-0.091
1.63627E+12,2021-11-07T08:14:07.111,10.986,0.732,2.53,1.524
1.63627E+12,2021-11-07T08:14:07.152,11.027,2.53,6.341,2.073
1.63627E+12,2021-11-07T08:14:07.192,11.067,0.915,5.152,-0.518
1.63627E+12,2021-11-07T08:14:07.233,11.108,2.927,5.823,-1.585
1.63627E+12,2021-11-07T08:14:07.272,11.147,1.585,2.744,-2.378
1.63627E+12,2021-11-07T08:14:07.313,11.188,-3.232,-2.104,-6.494
1.63627E+12,2021-11-07T08:14:07.354,11.229,3.079,1.311,-3.689
1.63627E+12,2021-11-07T08:14:07.394,11.269,14.146,10.732,5.518
1.63627E+12,2021-11-07T08:14:07.435,11.31,-1.341,4.329,-1.829
1.63627E+12,2021-11-07T08:14:07.474,11.349,2.988,-11.829,-4.878
1.63627E+12,2021-11-07T08:14:07.515,11.39,11.433,-14.39,-0.701
1.63627E+12,2021-11-07T08:14:07.555,11.43,14.207,-12.348,3.232
1.63627E+12,2021-11-07T08:14:07.596,11.471,4.116,-5.61,5.061
1.63627E+12,2021-11-07T08:14:07.637,11.512,0.366,-4.604,-1.494
1.63627E+12,2021-11-07T08:14:07.677,11.552,-0.549,2.927,0.884
1.63627E+12,2021-11-07T08:14:07.718,11.593,-10.884,-2.012,-1.86
1.63627E+12,2021-11-07T08:14:07.757,11.632,-5.854,-11.524,-0.976
1.63627E+12,2021-11-07T08:14:07.798,11.673,-9.268,-0.976,0.335
1.63627E+12,2021-11-07T08:14:07.839,11.714,-10.091,-4.665,-0.701
1.63627E+12,2021-11-07T08:14:07.879,11.754,-1.646,-5,-0.549
1.63627E+12,2021-11-07T08:14:07.920,11.795,-2.622,-0.396,-1.524
1.63627E+12,2021-11-07T08:14:07.959,11.834,-1.494,1.768,-0.152
1.63627E+12,2021-11-07T08:14:08.000,11.875,1.128,2.683,2.195
1.63627E+12,2021-11-07T08:14:08.040,11.915,-0.244,3.323,0.549
1.63627E+12,2021-11-07T08:14:08.081,11.956,-2.012,1.128,-0.61
1.63627E+12,2021-11-07T08:14:08.122,11.997,-5.061,-7.988,-1.585
1.63627E+12,2021-11-07T08:14:08.161,12.036,-8.659,-8.598,-2.774
1.63627E+12,2021-11-07T08:14:08.202,12.077,-4.878,-3.872,0.274
1.63627E+12,2021-11-07T08:14:08.242,12.117,2.957,-11.433,3.384
1.63627E+12,2021-11-07T08:14:08.283,12.158,-0.457,-4.238,3.841
1.63627E+12,2021-11-07T08:14:08.323,12.198,-4.36,-1.829,-1.006
1.63627E+12,2021-11-07T08:14:08.364,12.239,-0.244,-5.61,-0.61
1.63627E+12,2021-11-07T08:14:08.405,12.28,-0.061,-8.75,1.433
1.63627E+12,2021-11-07T08:14:08.444,12.319,-4.482,0,-3.323
1.63627E+12,2021-11-07T08:14:08.485,12.36,0.427,0.305,-4.329
1.63627E+12,2021-11-07T08:14:08.525,12.4,0.732,4.268,-3.049
1.63627E+12,2021-11-07T08:14:08.566,12.441,0.762,1.555,-0.213
1.63627E+12,2021-11-07T08:14:08.605,12.48,-1.189,10.335,0.518
1.63627E+12,2021-11-07T08:14:08.646,12.521,3.78,5.793,-0.091
1.63627E+12,2021-11-07T08:14:08.687,12.562,6.311,13.567,0.945
1.63627E+12,2021-11-07T08:14:08.727,12.602,-2.652,8.201,-2.317
1.63627E+12,2021-11-07T08:14:08.768,12.643,0.976,3.415,-0.335
1.63627E+12,2021-11-07T08:14:08.807,12.682,-4.909,7.622,-0.061
1.63627E+12,2021-11-07T08:14:08.848,12.723,-5.427,3.14,-0.732
1.63627E+12,2021-11-07T08:14:08.890,12.765,-1.616,2.409,-0.549
1.63627E+12,2021-11-07T08:14:08.929,12.804,-1.067,1.707,-1.25
1.63627E+12,2021-11-07T08:14:08.970,12.845,0.061,-1.098,-1.402
1.63627E+12,2021-11-07T08:14:09.010,12.885,1.128,0.244,0.549
1.63627E+12,2021-11-07T08:14:09.051,12.926,0.579,1.646,0.915
1.63627E+12,2021-11-07T08:14:09.090,12.965,1.067,-0.091,-0.488
1.63627E+12,2021-11-07T08:14:09.131,13.006,-0.823,-0.64,-2.53
1.63627E+12,2021-11-07T08:14:09.172,13.047,-1.555,0,-1.341
1.63627E+12,2021-11-07T08:14:09.212,13.087,0.122,2.866,-0.122
1.63627E+12,2021-11-07T08:14:09.253,13.128,1.799,7.409,0.122
1.63627E+12,2021-11-07T08:14:09.292,13.167,-0.03,7.713,0.701
1.63627E+12,2021-11-07T08:14:09.333,13.208,0.335,2.378,0.366
1.63627E+12,2021-11-07T08:14:09.373,13.248,2.104,1.86,1.037
1.63627E+12,2021-11-07T08:14:09.414,13.289,3.628,1.28,0.732
1.63627E+12,2021-11-07T08:14:09.455,13.33,2.561,2.561,2.165
1.63627E+12,2021-11-07T08:14:09.494,13.369,1.616,1.585,1.22
1.63627E+12,2021-11-07T08:14:09.536,13.411,1.89,0.061,0.274
1.63627E+12,2021-11-07T08:14:09.575,13.45,2.47,-0.396,0.762
1.63627E+12,2021-11-07T08:14:09.616,13.491,2.317,-0.274,1.555
1.63627E+12,2021-11-07T08:14:09.656,13.531,2.805,-0.183,1.86
1.63627E+12,2021-11-07T08:14:09.697,13.572,3.811,-0.488,2.774
1.63627E+12,2021-11-07T08:14:09.738,13.613,6.585,0.03,3.354
1.63627E+12,2021-11-07T08:14:09.777,13.652,2.317,0.823,1.22
1.63627E+12,2021-11-07T08:14:09.818,13.693,3.262,0.183,0.061
1.63627E+12,2021-11-07T08:14:09.858,13.733,1.646,0.183,-0.488
1.63627E+12,2021-11-07T08:14:09.899,13.774,4.482,-0.091,0.854
1.63627E+12,2021-11-07T08:14:09.938,13.813,1.25,1.89,-0.335
1.63627E+12,2021-11-07T08:14:09.979,13.854,-0.579,2.988,-0.579
