epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.6363E+12,2021-11-07T08:04:01.254,4.88,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:01.294,4.92,-0.188,0.034,-0.994
1.6363E+12,2021-11-07T08:04:01.334,4.96,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:01.374,5,-0.188,0.035,-0.994
1.6363E+12,2021-11-07T08:04:01.414,5.04,-0.188,0.03,-0.994
1.6363E+12,2021-11-07T08:04:01.454,5.08,-0.189,0.035,-0.995
1.6363E+12,2021-11-07T08:04:01.494,5.12,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:01.534,5.16,-0.189,0.034,-0.994
1.6363E+12,2021-11-07T08:04:01.574,5.2,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:01.614,5.24,-0.186,0.033,-0.994
1.6363E+12,2021-11-07T08:04:01.654,5.28,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:01.694,5.32,-0.188,0.034,-0.996
1.6363E+12,2021-11-07T08:04:01.734,5.36,-0.185,0.03,-0.995
1.6363E+12,2021-11-07T08:04:01.774,5.4,-0.186,0.033,-0.995
1.6363E+12,2021-11-07T08:04:01.814,5.44,-0.186,0.03,-0.994
1.6363E+12,2021-11-07T08:04:01.854,5.48,-0.188,0.033,-0.994
1.6363E+12,2021-11-07T08:04:01.894,5.52,-0.186,0.031,-0.995
1.6363E+12,2021-11-07T08:04:01.934,5.56,-0.184,0.029,-0.994
1.6363E+12,2021-11-07T08:04:01.974,5.6,-0.187,0.03,-0.996
1.6363E+12,2021-11-07T08:04:02.014,5.64,-0.187,0.03,-0.995
1.6363E+12,2021-11-07T08:04:02.054,5.68,-0.186,0.029,-0.994
1.6363E+12,2021-11-07T08:04:02.094,5.72,-0.187,0.028,-0.994
1.6363E+12,2021-11-07T08:04:02.134,5.76,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:02.174,5.8,-0.186,0.027,-0.995
1.6363E+12,2021-11-07T08:04:02.214,5.84,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:02.254,5.88,-0.186,0.029,-0.995
1.6363E+12,2021-11-07T08:04:02.294,5.92,-0.186,0.03,-0.993
1.6363E+12,2021-11-07T08:04:02.334,5.96,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:02.374,6,-0.186,0.03,-0.995
1.6363E+12,2021-11-07T08:04:02.414,6.04,-0.186,0.031,-0.995
1.6363E+12,2021-11-07T08:04:02.454,6.08,-0.187,0.03,-0.994
1.6363E+12,2021-11-07T08:04:02.494,6.12,-0.186,0.029,-0.996
1.6363E+12,2021-11-07T08:04:02.534,6.16,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:02.574,6.2,-0.187,0.032,-0.995
1.6363E+12,2021-11-07T08:04:02.614,6.24,-0.185,0.028,-0.995
1.6363E+12,2021-11-07T08:04:02.654,6.28,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:02.694,6.32,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:02.734,6.36,-0.186,0.031,-0.994
1.6363E+12,2021-11-07T08:04:02.774,6.4,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:02.814,6.44,-0.186,0.029,-0.994
1.6363E+12,2021-11-07T08:04:02.854,6.48,-0.188,0.032,-0.994
1.6363E+12,2021-11-07T08:04:02.894,6.52,-0.186,0.029,-0.995
1.6363E+12,2021-11-07T08:04:02.934,6.56,-0.186,0.03,-0.995
1.6363E+12,2021-11-07T08:04:02.974,6.6,-0.187,0.032,-0.994
1.6363E+12,2021-11-07T08:04:03.014,6.64,-0.187,0.032,-0.994
1.6363E+12,2021-11-07T08:04:03.054,6.68,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.094,6.72,-0.188,0.032,-0.994
1.6363E+12,2021-11-07T08:04:03.134,6.76,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.174,6.8,-0.187,0.032,-0.995
1.6363E+12,2021-11-07T08:04:03.214,6.84,-0.187,0.032,-0.994
1.6363E+12,2021-11-07T08:04:03.254,6.88,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.294,6.92,-0.187,0.029,-0.994
1.6363E+12,2021-11-07T08:04:03.334,6.96,-0.187,0.029,-0.996
1.6363E+12,2021-11-07T08:04:03.374,7,-0.189,0.032,-0.996
1.6363E+12,2021-11-07T08:04:03.414,7.04,-0.187,0.03,-0.994
1.6363E+12,2021-11-07T08:04:03.454,7.08,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:03.494,7.12,-0.187,0.032,-0.994
1.6363E+12,2021-11-07T08:04:03.534,7.16,-0.186,0.028,-0.994
1.6363E+12,2021-11-07T08:04:03.574,7.2,-0.188,0.031,-0.993
1.6363E+12,2021-11-07T08:04:03.614,7.24,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.654,7.28,-0.186,0.028,-0.994
1.6363E+12,2021-11-07T08:04:03.694,7.32,-0.188,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.734,7.36,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.774,7.4,-0.186,0.029,-0.995
1.6363E+12,2021-11-07T08:04:03.814,7.44,-0.187,0.029,-0.995
1.6363E+12,2021-11-07T08:04:03.854,7.48,-0.187,0.031,-0.994
1.6363E+12,2021-11-07T08:04:03.894,7.52,-0.186,0.03,-0.994
1.6363E+12,2021-11-07T08:04:03.934,7.56,-0.187,0.031,-0.995
1.6363E+12,2021-11-07T08:04:03.974,7.6,-0.186,0.031,-0.995
1.6363E+12,2021-11-07T08:04:04.014,7.64,-0.185,0.029,-0.995
1.6363E+12,2021-11-07T08:04:04.054,7.68,-0.188,0.031,-0.994
1.6363E+12,2021-11-07T08:04:04.094,7.72,-0.186,0.03,-0.995
1.6363E+12,2021-11-07T08:04:04.134,7.76,-0.186,0.031,-0.995
1.6363E+12,2021-11-07T08:04:04.174,7.8,-0.186,0.027,-0.994
1.6363E+12,2021-11-07T08:04:04.214,7.84,-0.187,0.03,-0.994
1.6363E+12,2021-11-07T08:04:04.254,7.88,-0.186,0.028,-0.995
1.6363E+12,2021-11-07T08:04:04.294,7.92,-0.185,0.023,-0.995
1.6363E+12,2021-11-07T08:04:04.334,7.96,-0.185,0.024,-0.995
1.6363E+12,2021-11-07T08:04:04.374,8,-0.184,0.022,-0.995
1.6363E+12,2021-11-07T08:04:04.414,8.04,-0.184,0.023,-0.995
1.6363E+12,2021-11-07T08:04:04.454,8.08,-0.184,0.023,-0.995
1.6363E+12,2021-11-07T08:04:04.494,8.12,-0.185,0.026,-0.995
1.6363E+12,2021-11-07T08:04:04.534,8.16,-0.183,0.025,-0.995
1.6363E+12,2021-11-07T08:04:04.574,8.2,-0.184,0.024,-0.996
1.6363E+12,2021-11-07T08:04:04.614,8.24,-0.184,0.026,-0.994
1.6363E+12,2021-11-07T08:04:04.654,8.28,-0.185,0.026,-0.995
1.6363E+12,2021-11-07T08:04:04.694,8.32,-0.183,0.025,-0.995
1.6363E+12,2021-11-07T08:04:04.734,8.36,-0.184,0.026,-0.995
1.6363E+12,2021-11-07T08:04:04.774,8.4,-0.183,0.024,-0.995
1.6363E+12,2021-11-07T08:04:04.814,8.44,-0.185,0.026,-0.995
1.6363E+12,2021-11-07T08:04:04.854,8.48,-0.183,0.023,-0.996
1.6363E+12,2021-11-07T08:04:04.894,8.52,-0.185,0.026,-0.996
1.6363E+12,2021-11-07T08:04:04.934,8.56,-0.183,0.024,-0.996
1.6363E+12,2021-11-07T08:04:04.974,8.6,-0.186,0.027,-0.995
1.6363E+12,2021-11-07T08:04:05.014,8.64,-0.185,0.025,-0.995
1.6363E+12,2021-11-07T08:04:05.054,8.68,-0.185,0.026,-0.996
1.6363E+12,2021-11-07T08:04:05.094,8.72,-0.186,0.025,-0.996
1.6363E+12,2021-11-07T08:04:05.134,8.76,-0.185,0.032,-0.995
1.6363E+12,2021-11-07T08:04:05.174,8.8,-0.183,0.025,-0.996
1.6363E+12,2021-11-07T08:04:05.214,8.84,-0.179,0.021,-0.996
1.6363E+12,2021-11-07T08:04:05.254,8.88,-0.185,0.026,-0.995
1.6363E+12,2021-11-07T08:04:05.294,8.92,-0.184,0.026,-0.995
1.6363E+12,2021-11-07T08:04:05.334,8.96,-0.184,0.027,-0.995
1.6363E+12,2021-11-07T08:04:05.374,9,-0.183,0.025,-0.996
1.6363E+12,2021-11-07T08:04:05.414,9.04,-0.185,0.029,-0.996
1.6363E+12,2021-11-07T08:04:05.454,9.08,-0.18,0.017,-0.996
1.6363E+12,2021-11-07T08:04:05.494,9.12,-0.183,0.027,-0.995
1.6363E+12,2021-11-07T08:04:05.534,9.16,-0.181,0.024,-0.995
1.6363E+12,2021-11-07T08:04:05.574,9.2,-0.18,0.021,-0.997
1.6363E+12,2021-11-07T08:04:05.614,9.24,-0.179,0.025,-0.997
1.6363E+12,2021-11-07T08:04:05.654,9.28,-0.179,0.024,-0.991
1.6363E+12,2021-11-07T08:04:05.694,9.32,-0.176,0.02,-1.002
1.6363E+12,2021-11-07T08:04:05.734,9.36,-0.177,0.019,-0.996
1.6363E+12,2021-11-07T08:04:05.774,9.4,-0.178,0.025,-0.997
1.6363E+12,2021-11-07T08:04:05.814,9.44,-0.178,0.022,-0.997
1.6363E+12,2021-11-07T08:04:05.854,9.48,-0.178,0.028,-0.996
1.6363E+12,2021-11-07T08:04:05.894,9.52,-0.176,0.026,-0.997
1.6363E+12,2021-11-07T08:04:05.934,9.56,-0.178,0.028,-0.996
1.6363E+12,2021-11-07T08:04:05.974,9.6,-0.177,0.025,-0.997
1.6363E+12,2021-11-07T08:04:06.014,9.64,-0.178,0.026,-0.995
1.6363E+12,2021-11-07T08:04:06.054,9.68,-0.178,0.024,-0.997
1.6363E+12,2021-11-07T08:04:06.094,9.72,-0.179,0.026,-0.997
1.6363E+12,2021-11-07T08:04:06.134,9.76,-0.178,0.024,-0.997
1.6363E+12,2021-11-07T08:04:06.174,9.8,-0.179,0.023,-0.997
1.6363E+12,2021-11-07T08:04:06.214,9.84,-0.178,0.021,-0.996
1.6363E+12,2021-11-07T08:04:06.254,9.88,-0.179,0.021,-0.996
1.6363E+12,2021-11-07T08:04:06.294,9.92,-0.18,0.022,-0.995
1.6363E+12,2021-11-07T08:04:06.334,9.96,-0.177,0.017,-0.997
1.6363E+12,2021-11-07T08:04:06.374,10,-0.18,0.025,-0.997
1.6363E+12,2021-11-07T08:04:06.414,10.04,-0.178,0.021,-0.997
1.6363E+12,2021-11-07T08:04:06.454,10.08,-0.18,0.023,-0.996
1.6363E+12,2021-11-07T08:04:06.494,10.12,-0.181,0.026,-0.997
1.6363E+12,2021-11-07T08:04:06.534,10.16,-0.179,0.024,-0.996
1.6363E+12,2021-11-07T08:04:06.574,10.2,-0.179,0.025,-0.996
1.6363E+12,2021-11-07T08:04:06.614,10.24,-0.18,0.025,-0.997
1.6363E+12,2021-11-07T08:04:06.654,10.28,-0.179,0.026,-0.995
1.6363E+12,2021-11-07T08:04:06.694,10.32,-0.179,0.025,-0.996
1.6363E+12,2021-11-07T08:04:06.734,10.36,-0.179,0.024,-0.997
1.6363E+12,2021-11-07T08:04:06.774,10.4,-0.18,0.024,-0.996
1.6363E+12,2021-11-07T08:04:06.814,10.44,-0.179,0.023,-0.997
1.6363E+12,2021-11-07T08:04:06.854,10.48,-0.18,0.027,-0.996
1.6363E+12,2021-11-07T08:04:06.894,10.52,-0.18,0.023,-0.996
1.6363E+12,2021-11-07T08:04:06.934,10.56,-0.18,0.023,-0.995
1.6363E+12,2021-11-07T08:04:06.974,10.6,-0.18,0.025,-0.996
1.6363E+12,2021-11-07T08:04:07.014,10.64,-0.177,0.018,-0.995
1.6363E+12,2021-11-07T08:04:07.054,10.68,-0.181,0.025,-0.994
1.6363E+12,2021-11-07T08:04:07.094,10.72,-0.181,0.023,-0.997
1.6363E+12,2021-11-07T08:04:07.134,10.76,-0.179,0.02,-0.996
1.6363E+12,2021-11-07T08:04:07.174,10.8,-0.181,0.02,-0.997
1.6363E+12,2021-11-07T08:04:07.214,10.84,-0.178,0.011,-0.996
1.6363E+12,2021-11-07T08:04:07.254,10.88,-0.181,0.026,-0.995
1.6363E+12,2021-11-07T08:04:07.294,10.92,-0.178,0.017,-0.996
1.6363E+12,2021-11-07T08:04:07.334,10.96,-0.179,0.019,-0.995
1.6363E+12,2021-11-07T08:04:07.374,11,-0.177,0.015,-0.998
1.6363E+12,2021-11-07T08:04:07.414,11.04,-0.177,0.02,-0.998
1.6363E+12,2021-11-07T08:04:07.454,11.08,-0.178,0.019,-0.999
1.6363E+12,2021-11-07T08:04:07.494,11.12,-0.175,0.013,-0.998
1.6363E+12,2021-11-07T08:04:07.534,11.16,-0.178,0.022,-0.998
1.6363E+12,2021-11-07T08:04:07.574,11.2,-0.178,0.018,-0.996
1.6363E+12,2021-11-07T08:04:07.614,11.24,-0.175,0.015,-0.997
1.6363E+12,2021-11-07T08:04:07.654,11.28,-0.177,0.022,-0.996
1.6363E+12,2021-11-07T08:04:07.694,11.32,-0.177,0.02,-0.996
1.6363E+12,2021-11-07T08:04:07.734,11.36,-0.176,0.02,-0.997
1.6363E+12,2021-11-07T08:04:07.774,11.4,-0.179,0.025,-0.995
1.6363E+12,2021-11-07T08:04:07.814,11.44,-0.181,0.028,-0.996
1.6363E+12,2021-11-07T08:04:07.854,11.48,-0.178,0.019,-0.996
1.6363E+12,2021-11-07T08:04:07.894,11.52,-0.182,0.026,-0.996
1.6363E+12,2021-11-07T08:04:07.934,11.56,-0.182,0.027,-0.995
1.6363E+12,2021-11-07T08:04:07.974,11.6,-0.179,0.022,-0.996
1.6363E+12,2021-11-07T08:04:08.014,11.64,-0.181,0.028,-0.997
1.6363E+12,2021-11-07T08:04:08.054,11.68,-0.182,0.022,-0.996
1.6363E+12,2021-11-07T08:04:08.094,11.72,-0.181,0.017,-0.997
1.6363E+12,2021-11-07T08:04:08.134,11.76,-0.181,0.02,-0.994
1.6363E+12,2021-11-07T08:04:08.174,11.8,-0.182,0.02,-0.997
1.6363E+12,2021-11-07T08:04:08.214,11.84,-0.182,0.017,-0.996
1.6363E+12,2021-11-07T08:04:08.254,11.88,-0.185,0.023,-0.996
1.6363E+12,2021-11-07T08:04:08.294,11.92,-0.184,0.02,-0.996
1.6363E+12,2021-11-07T08:04:08.334,11.96,-0.184,0.019,-0.996
1.6363E+12,2021-11-07T08:04:08.374,12,-0.186,0.022,-0.996
1.6363E+12,2021-11-07T08:04:08.414,12.04,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:08.454,12.08,-0.185,0.024,-0.995
1.6363E+12,2021-11-07T08:04:08.494,12.12,-0.184,0.018,-0.996
1.6363E+12,2021-11-07T08:04:08.534,12.16,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:08.574,12.2,-0.184,0.021,-0.996
1.6363E+12,2021-11-07T08:04:08.614,12.24,-0.185,0.022,-0.996
1.6363E+12,2021-11-07T08:04:08.654,12.28,-0.183,0.021,-0.996
1.6363E+12,2021-11-07T08:04:08.694,12.32,-0.182,0.02,-0.996
1.6363E+12,2021-11-07T08:04:08.734,12.36,-0.183,0.021,-0.996
1.6363E+12,2021-11-07T08:04:08.774,12.4,-0.184,0.02,-0.996
1.6363E+12,2021-11-07T08:04:08.814,12.44,-0.183,0.019,-0.996
1.6363E+12,2021-11-07T08:04:08.854,12.48,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:08.894,12.52,-0.186,0.022,-0.995
1.6363E+12,2021-11-07T08:04:08.934,12.56,-0.183,0.021,-0.996
1.6363E+12,2021-11-07T08:04:08.974,12.6,-0.183,0.019,-0.996
1.6363E+12,2021-11-07T08:04:09.014,12.64,-0.184,0.019,-0.994
1.6363E+12,2021-11-07T08:04:09.054,12.68,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:09.094,12.72,-0.182,0.018,-0.995
1.6363E+12,2021-11-07T08:04:09.134,12.76,-0.183,0.017,-0.994
1.6363E+12,2021-11-07T08:04:09.174,12.8,-0.184,0.019,-0.995
1.6363E+12,2021-11-07T08:04:09.214,12.84,-0.184,0.021,-0.997
1.6363E+12,2021-11-07T08:04:09.254,12.88,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:09.294,12.92,-0.183,0.019,-0.995
1.6363E+12,2021-11-07T08:04:09.334,12.96,-0.183,0.018,-0.996
1.6363E+12,2021-11-07T08:04:09.374,13,-0.184,0.02,-0.996
1.6363E+12,2021-11-07T08:04:09.414,13.04,-0.184,0.018,-0.996
1.6363E+12,2021-11-07T08:04:09.454,13.08,-0.183,0.02,-0.996
1.6363E+12,2021-11-07T08:04:09.494,13.12,-0.183,0.018,-0.996
1.6363E+12,2021-11-07T08:04:09.534,13.16,-0.184,0.021,-0.995
1.6363E+12,2021-11-07T08:04:09.574,13.2,-0.185,0.022,-0.996
1.6363E+12,2021-11-07T08:04:09.614,13.24,-0.181,0.017,-0.996
1.6363E+12,2021-11-07T08:04:09.654,13.28,-0.185,0.02,-0.996
1.6363E+12,2021-11-07T08:04:09.694,13.32,-0.185,0.018,-0.996
1.6363E+12,2021-11-07T08:04:09.734,13.36,-0.184,0.021,-0.996
1.6363E+12,2021-11-07T08:04:09.774,13.4,-0.183,0.018,-0.995
1.6363E+12,2021-11-07T08:04:09.814,13.44,-0.183,0.018,-0.996
1.6363E+12,2021-11-07T08:04:09.854,13.48,-0.182,0.017,-0.996
1.6363E+12,2021-11-07T08:04:09.894,13.52,-0.184,0.023,-0.998
1.6363E+12,2021-11-07T08:04:09.934,13.56,-0.183,0.021,-0.996
