epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.63663E+12,2021-11-11T14.31.42.551,0,0.549,-0.976,-0.854
1.63663E+12,2021-11-11T14.31.42.591,0.04,0.335,-0.396,-0.762
1.63663E+12,2021-11-11T14.31.42.631,0.08,-0.213,0.213,-0.244
1.63663E+12,2021-11-11T14.31.42.671,0.12,0.427,-0.305,-0.274
1.63663E+12,2021-11-11T14.31.42.711,0.16,0.366,-0.244,-0.579
1.63663E+12,2021-11-11T14.31.42.751,0.2,0.213,-0.213,-0.244
1.63663E+12,2021-11-11T14.31.42.791,0.24,0.091,-0.152,-0.274
1.63663E+12,2021-11-11T14.31.42.831,0.28,0.213,-0.122,-0.274
1.63663E+12,2021-11-11T14.31.42.871,0.32,0.213,-0.183,-0.183
1.63663E+12,2021-11-11T14.31.42.911,0.36,0.091,-0.213,-0.335
1.63663E+12,2021-11-11T14.31.42.951,0.4,0.335,-0.091,-0.274
1.63663E+12,2021-11-11T14.31.42.991,0.44,0.183,-0.091,-0.305
1.63663E+12,2021-11-11T14.31.43.031,0.48,0.183,-0.091,-0.366
1.63663E+12,2021-11-11T14.31.43.071,0.52,0.366,-0.305,-0.335
1.63663E+12,2021-11-11T14.31.43.111,0.56,0.335,-0.305,-0.366
1.63663E+12,2021-11-11T14.31.43.151,0.6,0.274,-0.244,-0.366
1.63663E+12,2021-11-11T14.31.43.191,0.64,0.579,-0.335,-0.335
1.63663E+12,2021-11-11T14.31.43.231,0.68,0.671,-0.244,-0.427
1.63663E+12,2021-11-11T14.31.43.271,0.72,0.457,-0.274,-0.396
1.63663E+12,2021-11-11T14.31.43.311,0.76,0.732,-0.274,-0.366
1.63663E+12,2021-11-11T14.31.43.351,0.8,0.366,-0.03,-0.488
1.63663E+12,2021-11-11T14.31.43.391,0.84,0.396,-0.152,-0.091
1.63663E+12,2021-11-11T14.31.43.431,0.88,0.274,-0.061,-0.091
1.63663E+12,2021-11-11T14.31.43.471,0.92,0,0.152,-0.427
1.63663E+12,2021-11-11T14.31.43.511,0.96,0,0.091,-0.244
1.63663E+12,2021-11-11T14.31.43.551,1,0.122,-0.122,-0.244
1.63663E+12,2021-11-11T14.31.43.591,1.04,0.091,0.03,-0.427
1.63663E+12,2021-11-11T14.31.43.631,1.08,0.305,-0.183,-0.091
1.63663E+12,2021-11-11T14.31.43.671,1.12,0.366,-0.183,-0.213
1.63663E+12,2021-11-11T14.31.43.711,1.16,0.457,-0.213,-0.122
1.63663E+12,2021-11-11T14.31.43.751,1.2,0.427,-0.274,-0.305
1.63663E+12,2021-11-11T14.31.43.791,1.24,0.549,-0.183,-0.396
1.63663E+12,2021-11-11T14.31.43.831,1.28,0.671,-0.244,-0.244
1.63663E+12,2021-11-11T14.31.43.871,1.32,0.427,-0.213,-0.305
1.63663E+12,2021-11-11T14.31.43.911,1.36,0.274,-0.091,-0.427
1.63663E+12,2021-11-11T14.31.43.951,1.4,0.579,-0.091,-0.366
1.63663E+12,2021-11-11T14.31.43.991,1.44,0.305,-0.152,-0.305
1.63663E+12,2021-11-11T14.31.44.031,1.48,0.213,-0.213,-0.305
1.63663E+12,2021-11-11T14.31.44.071,1.52,-0.396,0.335,-0.793
1.63663E+12,2021-11-11T14.31.44.111,1.56,0.274,0.061,-0.518
1.63663E+12,2021-11-11T14.31.44.151,1.6,1.433,-0.244,-0.03
1.63663E+12,2021-11-11T14.31.44.191,1.64,1.707,-0.549,0.793
1.63663E+12,2021-11-11T14.31.44.231,1.68,0.762,-0.793,0
1.63663E+12,2021-11-11T14.31.44.271,1.72,-0.396,-0.213,-1.189
1.63663E+12,2021-11-11T14.31.44.311,1.76,-0.823,0.091,-0.671
1.63663E+12,2021-11-11T14.31.44.351,1.8,-0.488,0.457,-0.335
1.63663E+12,2021-11-11T14.31.44.391,1.84,0.061,0.183,-0.244
1.63663E+12,2021-11-11T14.31.44.431,1.88,0.183,-0.091,-0.152
1.63663E+12,2021-11-11T14.31.44.471,1.92,0.091,-0.061,-0.122
1.63663E+12,2021-11-11T14.31.44.511,1.96,0,-0.091,-0.305
1.63663E+12,2021-11-11T14.31.44.551,2,0.274,-0.396,-0.061
