epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636270287275,2021-11-07T09.31.27.275,0.000,-0.241,0.103,-1.001
1636270287315,2021-11-07T09.31.27.315,0.040,-0.236,0.096,-1.014
1636270287355,2021-11-07T09.31.27.355,0.080,-0.231,0.095,-1.011
1636270287395,2021-11-07T09.31.27.395,0.120,-0.236,0.100,-1.008
1636270287435,2021-11-07T09.31.27.435,0.160,-0.238,0.097,-1.012
1636270287475,2021-11-07T09.31.27.475,0.200,-0.234,0.096,-1.012
1636270287515,2021-11-07T09.31.27.515,0.240,-0.237,0.101,-1.010
1636270287555,2021-11-07T09.31.27.555,0.280,-0.236,0.095,-1.012
1636270287595,2021-11-07T09.31.27.595,0.320,-0.234,0.096,-1.012
1636270287635,2021-11-07T09.31.27.635,0.360,-0.237,0.096,-1.012
1636270287675,2021-11-07T09.31.27.675,0.400,-0.230,0.099,-1.011
1636270287715,2021-11-07T09.31.27.715,0.440,-0.230,0.101,-1.010
1636270287755,2021-11-07T09.31.27.755,0.480,-0.230,0.105,-1.009
1636270287795,2021-11-07T09.31.27.795,0.520,-0.229,0.103,-1.010
1636270287835,2021-11-07T09.31.27.835,0.560,-0.229,0.095,-1.012
1636270287875,2021-11-07T09.31.27.875,0.600,-0.229,0.101,-1.010
1636270287915,2021-11-07T09.31.27.915,0.640,-0.231,0.103,-1.010
1636270287955,2021-11-07T09.31.27.955,0.680,-0.227,0.093,-1.013
1636270287995,2021-11-07T09.31.27.995,0.720,-0.227,0.104,-1.010
1636270288035,2021-11-07T09.31.28.035,0.760,-0.232,0.099,-1.011
1636270288075,2021-11-07T09.31.28.075,0.800,-0.229,0.099,-1.012
1636270288115,2021-11-07T09.31.28.115,0.840,-0.229,0.103,-1.010
1636270288155,2021-11-07T09.31.28.155,0.880,-0.232,0.101,-1.010
1636270288195,2021-11-07T09.31.28.195,0.920,-0.228,0.096,-1.011
1636270288235,2021-11-07T09.31.28.235,0.960,-0.229,0.107,-1.011
1636270288275,2021-11-07T09.31.28.275,1.000,-0.231,0.097,-1.013
1636270288315,2021-11-07T09.31.28.315,1.040,-0.228,0.099,-1.011
1636270288355,2021-11-07T09.31.28.355,1.080,-0.226,0.102,-1.014
1636270288395,2021-11-07T09.31.28.395,1.120,-0.226,0.105,-1.011
1636270288435,2021-11-07T09.31.28.435,1.160,-0.231,0.104,-1.009
1636270288475,2021-11-07T09.31.28.475,1.200,-0.229,0.107,-1.009
1636270288515,2021-11-07T09.31.28.515,1.240,-0.226,0.096,-1.011
1636270288555,2021-11-07T09.31.28.555,1.280,-0.227,0.102,-1.011
1636270288595,2021-11-07T09.31.28.595,1.320,-0.229,0.101,-1.010
1636270288635,2021-11-07T09.31.28.635,1.360,-0.231,0.098,-1.012
1636270288675,2021-11-07T09.31.28.675,1.400,-0.227,0.104,-1.012
1636270288715,2021-11-07T09.31.28.715,1.440,-0.230,0.099,-1.012
1636270288755,2021-11-07T09.31.28.755,1.480,-0.229,0.097,-1.010
1636270288795,2021-11-07T09.31.28.795,1.520,-0.227,0.099,-1.011
1636270288835,2021-11-07T09.31.28.835,1.560,-0.231,0.103,-1.010
1636270288875,2021-11-07T09.31.28.875,1.600,-0.228,0.100,-1.012
1636270288915,2021-11-07T09.31.28.915,1.640,-0.224,0.107,-1.010
1636270288955,2021-11-07T09.31.28.955,1.680,-0.227,0.103,-1.012
1636270288995,2021-11-07T09.31.28.995,1.720,-0.222,0.105,-1.012
1636270289035,2021-11-07T09.31.29.035,1.760,-0.223,0.108,-1.010
1636270289075,2021-11-07T09.31.29.075,1.800,-0.218,0.102,-1.015
1636270289115,2021-11-07T09.31.29.115,1.840,-0.217,0.113,-1.011
1636270289155,2021-11-07T09.31.29.155,1.880,-0.229,0.114,-1.008
1636270289195,2021-11-07T09.31.29.195,1.920,-0.227,0.115,-1.010
1636270289235,2021-11-07T09.31.29.235,1.960,-0.225,0.117,-1.009
1636270289275,2021-11-07T09.31.29.275,2.000,-0.228,0.114,-1.010
1636270289315,2021-11-07T09.31.29.315,2.040,-0.225,0.113,-1.008
1636270289355,2021-11-07T09.31.29.355,2.080,-0.227,0.115,-1.008
1636270289395,2021-11-07T09.31.29.395,2.120,-0.228,0.106,-1.010
1636270289435,2021-11-07T09.31.29.435,2.160,-0.225,0.102,-1.014
1636270289475,2021-11-07T09.31.29.475,2.200,-0.228,0.110,-1.011
1636270289515,2021-11-07T09.31.29.515,2.240,-0.231,0.100,-1.009
1636270289555,2021-11-07T09.31.29.555,2.280,-0.227,0.101,-1.009
1636270289595,2021-11-07T09.31.29.595,2.320,-0.229,0.106,-1.010
1636270289635,2021-11-07T09.31.29.635,2.360,-0.233,0.099,-1.010
1636270289675,2021-11-07T09.31.29.675,2.400,-0.231,0.103,-1.009
1636270289715,2021-11-07T09.31.29.715,2.440,-0.230,0.109,-1.010
1636270289755,2021-11-07T09.31.29.755,2.480,-0.233,0.105,-1.011
1636270289795,2021-11-07T09.31.29.795,2.520,-0.229,0.108,-1.010
1636270289835,2021-11-07T09.31.29.835,2.560,-0.230,0.118,-1.006
1636270289875,2021-11-07T09.31.29.875,2.600,-0.230,0.108,-1.010
