epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63636E+12,2021-11-08T09:37:19.546,0,-0.261,0.015,-0.952
1.63636E+12,2021-11-08T09:37:19.587,0.041,-0.263,0.015,-0.96
1.63636E+12,2021-11-08T09:37:19.628,0.082,-0.262,0.016,-0.958
1.63636E+12,2021-11-08T09:37:19.668,0.122,-0.263,0.016,-0.956
1.63636E+12,2021-11-08T09:37:19.709,0.163,-0.26,0.01,-0.957
1.63636E+12,2021-11-08T09:37:19.748,0.202,-0.261,0.013,-0.958
1.63636E+12,2021-11-08T09:37:19.789,0.243,-0.262,0.015,-0.957
1.63636E+12,2021-11-08T09:37:19.829,0.283,-0.262,0.018,-0.957
1.63636E+12,2021-11-08T09:37:19.870,0.324,-0.263,0.015,-0.957
1.63636E+12,2021-11-08T09:37:19.911,0.365,-0.261,0.012,-0.958
1.63636E+12,2021-11-08T09:37:19.951,0.405,-0.263,0.017,-0.958
1.63636E+12,2021-11-08T09:37:19.992,0.446,-0.262,0.011,-0.956
1.63636E+12,2021-11-08T09:37:20.031,0.485,-0.262,0.019,-0.957
1.63636E+12,2021-11-08T09:37:20.072,0.526,-0.261,0.012,-0.957
1.63636E+12,2021-11-08T09:37:20.112,0.566,-0.261,0.013,-0.955
1.63636E+12,2021-11-08T09:37:20.153,0.607,-0.262,0.017,-0.957
1.63636E+12,2021-11-08T09:37:20.194,0.648,-0.262,0.014,-0.959
1.63636E+12,2021-11-08T09:37:20.233,0.687,-0.263,0.015,-0.956
1.63636E+12,2021-11-08T09:37:20.274,0.728,-0.261,0.015,-0.957
1.63636E+12,2021-11-08T09:37:20.314,0.768,-0.262,0.013,-0.957
1.63636E+12,2021-11-08T09:37:20.355,0.809,-0.262,0.016,-0.957
1.63636E+12,2021-11-08T09:37:20.394,0.848,-0.264,0.013,-0.956
1.63636E+12,2021-11-08T09:37:20.435,0.889,-0.262,0.012,-0.956
1.63636E+12,2021-11-08T09:37:20.476,0.93,-0.261,0.016,-0.957
1.63636E+12,2021-11-08T09:37:20.516,0.97,-0.263,0.013,-0.957
1.63636E+12,2021-11-08T09:37:20.557,1.011,-0.262,0.016,-0.957
1.63636E+12,2021-11-08T09:37:20.597,1.051,-0.26,0.015,-0.957
1.63636E+12,2021-11-08T09:37:20.638,1.092,-0.261,0.015,-0.958
1.63636E+12,2021-11-08T09:37:20.677,1.131,-0.262,0.015,-0.956
1.63636E+12,2021-11-08T09:37:20.718,1.172,-0.262,0.017,-0.956
1.63636E+12,2021-11-08T09:37:20.759,1.213,-0.261,0.014,-0.957
1.63636E+12,2021-11-08T09:37:20.799,1.253,-0.262,0.016,-0.957
1.63636E+12,2021-11-08T09:37:20.840,1.294,-0.261,0.015,-0.956
1.63636E+12,2021-11-08T09:37:20.879,1.333,-0.26,0.015,-0.955
1.63636E+12,2021-11-08T09:37:20.920,1.374,-0.261,0.015,-0.957
1.63636E+12,2021-11-08T09:37:20.960,1.414,-0.262,0.013,-0.955
1.63636E+12,2021-11-08T09:37:21.001,1.455,-0.261,0.016,-0.955
1.63636E+12,2021-11-08T09:37:21.042,1.496,-0.261,0.014,-0.956
1.63636E+12,2021-11-08T09:37:21.081,1.535,-0.262,0.014,-0.956
1.63636E+12,2021-11-08T09:37:21.122,1.576,-0.261,0.018,-0.956
1.63636E+12,2021-11-08T09:37:21.162,1.616,-0.26,0.017,-0.957
1.63636E+12,2021-11-08T09:37:21.203,1.657,-0.262,0.012,-0.954
1.63636E+12,2021-11-08T09:37:21.244,1.698,-0.262,0.014,-0.955
1.63636E+12,2021-11-08T09:37:21.284,1.738,-0.263,0.019,-0.957
1.63636E+12,2021-11-08T09:37:21.325,1.779,-0.262,0.016,-0.957
1.63636E+12,2021-11-08T09:37:21.364,1.818,-0.262,0.017,-0.955
1.63636E+12,2021-11-08T09:37:21.405,1.859,-0.261,0.01,-0.956
1.63636E+12,2021-11-08T09:37:21.445,1.899,-0.259,0.014,-0.956
1.63636E+12,2021-11-08T09:37:21.486,1.94,-0.263,0.012,-0.956
1.63636E+12,2021-11-08T09:37:21.527,1.981,-0.262,0.018,-0.958
1.63636E+12,2021-11-08T09:37:21.566,2.02,-0.264,0.017,-0.956
1.63636E+12,2021-11-08T09:37:21.607,2.061,-0.263,0.011,-0.957
1.63636E+12,2021-11-08T09:37:21.647,2.101,-0.262,0.013,-0.954
1.63636E+12,2021-11-08T09:37:21.688,2.142,-0.262,0.008,-0.952
1.63636E+12,2021-11-08T09:37:21.727,2.181,-0.263,0.015,-0.961
1.63636E+12,2021-11-08T09:37:21.768,2.222,-0.265,0.011,-0.956
1.63636E+12,2021-11-08T09:37:21.809,2.263,-0.265,0.023,-0.956
1.63636E+12,2021-11-08T09:37:21.849,2.303,-0.262,0.017,-0.956
1.63636E+12,2021-11-08T09:37:21.890,2.344,-0.261,0.014,-0.96
1.63636E+12,2021-11-08T09:37:21.930,2.384,-0.261,0.008,-0.954
1.63636E+12,2021-11-08T09:37:21.971,2.425,-0.265,0.018,-0.954
1.63636E+12,2021-11-08T09:37:22.010,2.464,-0.266,0.014,-0.957
1.63636E+12,2021-11-08T09:37:22.051,2.505,-0.26,0.008,-0.956
1.63636E+12,2021-11-08T09:37:22.092,2.546,-0.26,0.01,-0.952
1.63636E+12,2021-11-08T09:37:22.132,2.586,-0.263,0.017,-0.958
1.63636E+12,2021-11-08T09:37:22.173,2.627,-0.264,0.022,-0.96
1.63636E+12,2021-11-08T09:37:22.212,2.666,-0.266,0.017,-0.954
1.63636E+12,2021-11-08T09:37:22.253,2.707,-0.261,0.013,-0.954
1.63636E+12,2021-11-08T09:37:22.293,2.747,-0.263,0.011,-0.955
1.63636E+12,2021-11-08T09:37:22.334,2.788,-0.263,0.013,-0.957
1.63636E+12,2021-11-08T09:37:22.375,2.829,-0.262,0.015,-0.955
1.63636E+12,2021-11-08T09:37:22.414,2.868,-0.263,0.017,-0.956
1.63636E+12,2021-11-08T09:37:22.455,2.909,-0.262,0.014,-0.956
1.63636E+12,2021-11-08T09:37:22.495,2.949,-0.261,0.013,-0.956
1.63636E+12,2021-11-08T09:37:22.536,2.99,-0.261,0.016,-0.956
1.63636E+12,2021-11-08T09:37:22.576,3.03,-0.263,0.012,-0.955
1.63636E+12,2021-11-08T09:37:22.617,3.071,-0.262,0.013,-0.955
1.63636E+12,2021-11-08T09:37:22.658,3.112,-0.264,0.013,-0.955
1.63636E+12,2021-11-08T09:37:22.697,3.151,-0.263,0.011,-0.954
1.63636E+12,2021-11-08T09:37:22.738,3.192,-0.263,0.017,-0.955
1.63636E+12,2021-11-08T09:37:22.778,3.232,-0.263,0.012,-0.957
1.63636E+12,2021-11-08T09:37:22.819,3.273,-0.263,0.013,-0.955
1.63636E+12,2021-11-08T09:37:22.858,3.312,-0.262,0.015,-0.954
1.63636E+12,2021-11-08T09:37:22.899,3.353,-0.264,0.016,-0.955
1.63636E+12,2021-11-08T09:37:22.940,3.394,-0.267,0.014,-0.956
1.63636E+12,2021-11-08T09:37:22.980,3.434,-0.267,0.015,-0.954
1.63636E+12,2021-11-08T09:37:23.021,3.475,-0.266,0.015,-0.956
1.63636E+12,2021-11-08T09:37:23.060,3.514,-0.265,0.013,-0.955
1.63636E+12,2021-11-08T09:37:23.101,3.555,-0.266,0.017,-0.953
1.63636E+12,2021-11-08T09:37:23.141,3.595,-0.267,0.022,-0.953
1.63636E+12,2021-11-08T09:37:23.182,3.636,-0.265,0.014,-0.954
1.63636E+12,2021-11-08T09:37:23.223,3.677,-0.263,0.011,-0.956
1.63636E+12,2021-11-08T09:37:23.263,3.717,-0.263,0.014,-0.957
1.63636E+12,2021-11-08T09:37:23.304,3.758,-0.261,0.014,-0.956
1.63636E+12,2021-11-08T09:37:23.343,3.797,-0.26,0.018,-0.957
1.63636E+12,2021-11-08T09:37:23.384,3.838,-0.26,0.01,-0.957
1.63636E+12,2021-11-08T09:37:23.424,3.878,-0.26,0.012,-0.956
1.63636E+12,2021-11-08T09:37:23.465,3.919,-0.262,0.014,-0.955
1.63636E+12,2021-11-08T09:37:23.506,3.96,-0.26,0.014,-0.958
1.63636E+12,2021-11-08T09:37:23.545,3.999,-0.259,0.009,-0.957
1.63636E+12,2021-11-08T09:37:23.586,4.04,-0.258,0.009,-0.954
1.63636E+12,2021-11-08T09:37:23.626,4.08,-0.258,0.004,-0.952
1.63636E+12,2021-11-08T09:37:23.667,4.121,-0.26,0.017,-0.958
