epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636479459594,2021-11-09T19.37.39.594,0.000,-0.573,0.236,-0.709
1636479459634,2021-11-09T19.37.39.634,0.040,-0.572,0.246,-0.715
1636479459675,2021-11-09T19.37.39.675,0.081,-0.576,0.251,-0.716
1636479459714,2021-11-09T19.37.39.714,0.120,-0.581,0.255,-0.709
1636479459754,2021-11-09T19.37.39.754,0.160,-0.583,0.245,-0.708
1636479459793,2021-11-09T19.37.39.793,0.199,-0.581,0.234,-0.708
1636479459833,2021-11-09T19.37.39.833,0.239,-0.586,0.229,-0.713
1636479459874,2021-11-09T19.37.39.874,0.280,-0.587,0.220,-0.714
1636479459914,2021-11-09T19.37.39.914,0.320,-0.584,0.226,-0.713
1636479459953,2021-11-09T19.37.39.953,0.359,-0.574,0.232,-0.715
1636479459993,2021-11-09T19.37.39.993,0.399,-0.573,0.237,-0.716
1636479460032,2021-11-09T19.37.40.032,0.438,-0.580,0.232,-0.717
1636479460073,2021-11-09T19.37.40.073,0.479,-0.590,0.222,-0.711
1636479460113,2021-11-09T19.37.40.113,0.519,-0.591,0.234,-0.702
1636479460152,2021-11-09T19.37.40.152,0.558,-0.583,0.232,-0.703
1636479460192,2021-11-09T19.37.40.192,0.598,-0.585,0.225,-0.711
1636479460231,2021-11-09T19.37.40.231,0.637,-0.593,0.228,-0.721
1636479460271,2021-11-09T19.37.40.271,0.677,-0.570,0.241,-0.713
1636479460312,2021-11-09T19.37.40.312,0.718,-0.555,0.245,-0.720
1636479460352,2021-11-09T19.37.40.352,0.758,-0.562,0.245,-0.722
1636479460391,2021-11-09T19.37.40.391,0.797,-0.578,0.257,-0.716
1636479460431,2021-11-09T19.37.40.431,0.837,-0.571,0.238,-0.706
1636479460470,2021-11-09T19.37.40.470,0.876,-0.576,0.231,-0.707
1636479460511,2021-11-09T19.37.40.511,0.917,-0.589,0.224,-0.716
1636479460551,2021-11-09T19.37.40.551,0.957,-0.586,0.220,-0.720
1636479460590,2021-11-09T19.37.40.590,0.996,-0.576,0.237,-0.712
1636479460630,2021-11-09T19.37.40.630,1.036,-0.583,0.245,-0.715
1636479460669,2021-11-09T19.37.40.669,1.075,-0.606,0.255,-0.735
1636479460710,2021-11-09T19.37.40.710,1.116,-0.590,0.271,-0.743
1636479460750,2021-11-09T19.37.40.750,1.156,-0.614,0.376,-0.770
1636479460790,2021-11-09T19.37.40.790,1.196,-0.615,0.520,-0.779
1636479460829,2021-11-09T19.37.40.829,1.235,-0.442,0.409,-0.781
1636479460869,2021-11-09T19.37.40.869,1.275,-0.278,0.347,-0.879
1636479460910,2021-11-09T19.37.40.910,1.316,-0.122,0.395,-0.855
1636479460949,2021-11-09T19.37.40.949,1.355,-0.189,0.345,-0.687
1636479460989,2021-11-09T19.37.40.989,1.395,0.057,0.088,-0.773
