epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636025588307,2021-11-04T13.33.08.307,0.000,0.009,0.438,-0.866
1636025588347,2021-11-04T13.33.08.347,0.040,0.007,0.442,-0.874
1636025588387,2021-11-04T13.33.08.387,0.080,0.008,0.440,-0.870
1636025588427,2021-11-04T13.33.08.427,0.120,0.008,0.440,-0.871
1636025588467,2021-11-04T13.33.08.467,0.160,0.007,0.441,-0.871
1636025588507,2021-11-04T13.33.08.507,0.200,0.008,0.442,-0.869
1636025588547,2021-11-04T13.33.08.547,0.240,0.007,0.442,-0.869
1636025588587,2021-11-04T13.33.08.587,0.280,0.007,0.440,-0.871
1636025588627,2021-11-04T13.33.08.627,0.320,0.008,0.442,-0.869
1636025588667,2021-11-04T13.33.08.667,0.360,0.008,0.441,-0.871
1636025588707,2021-11-04T13.33.08.707,0.400,0.007,0.440,-0.870
1636025588747,2021-11-04T13.33.08.747,0.440,0.008,0.440,-0.870
1636025588787,2021-11-04T13.33.08.787,0.480,0.008,0.442,-0.870
1636025588827,2021-11-04T13.33.08.827,0.520,0.009,0.440,-0.882
1636025588867,2021-11-04T13.33.08.867,0.560,0.009,0.434,-0.891
1636025588907,2021-11-04T13.33.08.907,0.600,0.011,0.460,-0.876
1636025588947,2021-11-04T13.33.08.947,0.640,0.011,0.457,-0.869
1636025588987,2021-11-04T13.33.08.987,0.680,0.012,0.485,-0.876
1636025589027,2021-11-04T13.33.09.027,0.720,0.014,0.568,-0.957
1636025589067,2021-11-04T13.33.09.067,0.760,0.022,0.670,-0.851
1636025589107,2021-11-04T13.33.09.107,0.800,-0.023,0.710,-0.740
1636025589147,2021-11-04T13.33.09.147,0.840,-0.080,0.661,-0.665
1636025589187,2021-11-04T13.33.09.187,0.880,-0.060,0.591,-0.618
1636025589227,2021-11-04T13.33.09.227,0.920,-0.005,0.533,-0.602
1636025589267,2021-11-04T13.33.09.267,0.960,-0.052,0.563,-0.631
1636025589307,2021-11-04T13.33.09.307,1.000,-0.048,0.692,-0.684
1636025589347,2021-11-04T13.33.09.347,1.040,-0.011,0.743,-0.676
