epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636469113384,2021-11-09T16.45.13.384,0.000,101023.391
1636469113646,2021-11-09T16.45.13.646,0.262,101026.250
1636469113908,2021-11-09T16.45.13.908,0.524,101023.602
1636469114170,2021-11-09T16.45.14.170,0.785,101022.938
1636469114432,2021-11-09T16.45.14.432,1.047,101022.938
1636469114693,2021-11-09T16.45.14.693,1.309,101021.969
1636469114955,2021-11-09T16.45.14.955,1.571,101022.641
1636469115217,2021-11-09T16.45.15.217,1.832,101021.125
1636469115479,2021-11-09T16.45.15.479,2.094,101023.477
1636469115740,2021-11-09T16.45.15.740,2.356,101025.016
1636469116002,2021-11-09T16.45.16.002,2.618,101025.203
1636469116264,2021-11-09T16.45.16.264,2.880,101025.203
1636469116526,2021-11-09T16.45.16.526,3.141,101023.688
1636469116788,2021-11-09T16.45.16.788,3.403,101022.062
1636469117049,2021-11-09T16.45.17.049,3.665,101021.125
1636469117311,2021-11-09T16.45.17.311,3.927,101022.062
1636469117573,2021-11-09T16.45.17.573,4.188,101023.594
1636469117835,2021-11-09T16.45.17.835,4.450,101022.453
1636469118096,2021-11-09T16.45.18.096,4.712,101023.781
1636469118358,2021-11-09T16.45.18.358,4.974,101027.461
1636469118620,2021-11-09T16.45.18.620,5.236,101023.477
1636469118882,2021-11-09T16.45.18.882,5.497,101025.289
1636469119144,2021-11-09T16.45.19.144,5.759,101028.336
1636469119405,2021-11-09T16.45.19.405,6.021,101026.250
1636469119667,2021-11-09T16.45.19.667,6.283,101025.859
1636469119929,2021-11-09T16.45.19.929,6.545,101021.031
1636469120191,2021-11-09T16.45.20.191,6.806,101024.930
1636469120453,2021-11-09T16.45.20.453,7.068,101024.719
1636469120714,2021-11-09T16.45.20.714,7.330,101024.445
1636469120976,2021-11-09T16.45.20.976,7.592,101021.609
1636469121238,2021-11-09T16.45.21.238,7.853,101026.922
1636469121500,2021-11-09T16.45.21.500,8.115,101026.609
1636469121761,2021-11-09T16.45.21.761,8.377,101022.633
1636469122023,2021-11-09T16.45.22.023,8.639,101025.953
1636469122285,2021-11-09T16.45.22.285,8.901,101027.492
1636469122547,2021-11-09T16.45.22.547,9.162,101028.820
1636469122809,2021-11-09T16.45.22.809,9.424,101024.172
1636469123070,2021-11-09T16.45.23.070,9.686,101027.008
1636469123332,2021-11-09T16.45.23.332,9.948,101026.523
1636469123594,2021-11-09T16.45.23.594,10.209,101029.000
1636469123856,2021-11-09T16.45.23.856,10.471,101025.375
1636469124117,2021-11-09T16.45.24.117,10.733,101024.531
1636469124379,2021-11-09T16.45.24.379,10.995,101028.695
1636469124641,2021-11-09T16.45.24.641,11.257,101024.047
1636469124903,2021-11-09T16.45.24.903,11.518,101029.359
1636469125165,2021-11-09T16.45.25.165,11.780,101027.766
1636469125426,2021-11-09T16.45.25.426,12.042,101026.922
1636469125688,2021-11-09T16.45.25.688,12.304,101027.094
1636469125950,2021-11-09T16.45.25.950,12.565,101022.719
1636469126212,2021-11-09T16.45.26.212,12.827,101026.438
1636469126473,2021-11-09T16.45.26.473,13.089,101026.438
1636469126735,2021-11-09T16.45.26.735,13.351,101027.484
1636469126997,2021-11-09T16.45.26.997,13.613,101027.484
1636469127259,2021-11-09T16.45.27.259,13.874,101026.164
1636469127521,2021-11-09T16.45.27.521,14.136,101026.344
1636469127782,2021-11-09T16.45.27.782,14.398,101025.016
1636469128044,2021-11-09T16.45.28.044,14.660,101024.172
1636469128306,2021-11-09T16.45.28.306,14.921,101027.188
1636469128568,2021-11-09T16.45.28.568,15.183,101026.516
1636469128829,2021-11-09T16.45.28.829,15.445,101023.688
1636469129091,2021-11-09T16.45.29.091,15.707,101025.375
1636469129353,2021-11-09T16.45.29.353,15.969,101025.195
1636469129615,2021-11-09T16.45.29.615,16.230,101025.375
1636469129877,2021-11-09T16.45.29.877,16.492,101026.250
1636469130138,2021-11-09T16.45.30.138,16.754,101027.578
1636469130400,2021-11-09T16.45.30.400,17.016,101025.586
1636469130662,2021-11-09T16.45.30.662,17.277,101025.586
1636469130924,2021-11-09T16.45.30.924,17.539,101022.266
