epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636467056754,2021-11-09T16.10.56.754,0.000,101067.656
1636467057019,2021-11-09T16.10.57.019,0.265,101067.656
1636467057283,2021-11-09T16.10.57.283,0.529,101070.312
1636467057548,2021-11-09T16.10.57.548,0.794,101068.156
1636467057812,2021-11-09T16.10.57.812,1.058,101069.312
1636467058077,2021-11-09T16.10.58.077,1.323,101068.156
1636467058342,2021-11-09T16.10.58.342,1.588,101074.469
1636467058605,2021-11-09T16.10.58.605,1.851,101068.641
1636467058871,2021-11-09T16.10.58.871,2.117,101070.312
1636467059136,2021-11-09T16.10.59.136,2.382,101070.641
1636467059401,2021-11-09T16.10.59.401,2.647,101067.148
1636467059665,2021-11-09T16.10.59.665,2.911,101067.977
1636467059930,2021-11-09T16.10.59.930,3.176,101070.797
1636467060195,2021-11-09T16.11.00.195,3.441,101069.633
1636467060459,2021-11-09T16.11.00.459,3.705,101066.641
1636467060724,2021-11-09T16.11.00.724,3.970,101069.469
1636467060987,2021-11-09T16.11.00.987,4.233,101073.461
1636467061252,2021-11-09T16.11.01.252,4.498,101070.141
1636467061518,2021-11-09T16.11.01.518,4.764,101073.625
1636467061781,2021-11-09T16.11.01.781,5.027,101071.297
1636467062046,2021-11-09T16.11.02.046,5.292,101070.641
1636467062312,2021-11-09T16.11.02.312,5.558,101069.969
1636467062575,2021-11-09T16.11.02.575,5.821,101068.805
1636467062840,2021-11-09T16.11.02.840,6.086,101071.969
1636467063104,2021-11-09T16.11.03.104,6.350,101071.469
1636467063369,2021-11-09T16.11.03.369,6.615,101068.969
1636467063634,2021-11-09T16.11.03.634,6.880,101070.297
1636467063899,2021-11-09T16.11.03.899,7.145,101069.969
1636467064163,2021-11-09T16.11.04.163,7.409,101071.625
1636467064428,2021-11-09T16.11.04.428,7.674,101067.477
1636467064692,2021-11-09T16.11.04.692,7.938,101072.633
1636467064957,2021-11-09T16.11.04.957,8.203,101072.297
1636467065222,2021-11-09T16.11.05.222,8.468,101069.969
1636467065486,2021-11-09T16.11.05.486,8.732,101069.141
1636467065751,2021-11-09T16.11.05.751,8.997,101070.141
1636467066016,2021-11-09T16.11.06.016,9.262,101070.141
1636467066280,2021-11-09T16.11.06.280,9.526,101069.469
1636467066545,2021-11-09T16.11.06.545,9.791,101069.141
1636467066809,2021-11-09T16.11.06.809,10.055,101072.297
1636467067074,2021-11-09T16.11.07.074,10.320,101068.141
1636467067339,2021-11-09T16.11.07.339,10.585,101066.805
1636467067603,2021-11-09T16.11.07.603,10.849,101067.977
1636467067868,2021-11-09T16.11.07.868,11.114,101068.141
1636467068133,2021-11-09T16.11.08.133,11.379,101061.984
1636467068397,2021-11-09T16.11.08.397,11.643,101066.484
1636467068662,2021-11-09T16.11.08.662,11.908,101069.469
1636467068925,2021-11-09T16.11.08.925,12.171,101068.641
1636467069190,2021-11-09T16.11.09.190,12.436,101066.305
1636467069456,2021-11-09T16.11.09.456,12.702,101067.312
1636467069719,2021-11-09T16.11.09.719,12.965,101066.484
1636467069984,2021-11-09T16.11.09.984,13.230,101067.477
1636467070250,2021-11-09T16.11.10.250,13.496,101068.141
1636467070513,2021-11-09T16.11.10.513,13.759,101070.961
1636467070778,2021-11-09T16.11.10.778,14.024,101068.141
