epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1635962760887,2021-11-03T20.06.00.887,0.000,100838.539
1635962761149,2021-11-03T20.06.01.149,0.262,100840.078
1635962761411,2021-11-03T20.06.01.411,0.524,100838.305
1635962761672,2021-11-03T20.06.01.672,0.785,100840.688
1635962761934,2021-11-03T20.06.01.934,1.047,100837.219
1635962762196,2021-11-03T20.06.02.196,1.309,100838.297
1635962762458,2021-11-03T20.06.02.458,1.571,100842.000
1635962762720,2021-11-03T20.06.02.720,1.832,100840.688
1635962762981,2021-11-03T20.06.02.981,2.094,100842.648
1635962763243,2021-11-03T20.06.03.243,2.356,100844.156
1635962763505,2021-11-03T20.06.03.505,2.618,100839.797
1635962763767,2021-11-03T20.06.03.767,2.880,100837.172
1635962764028,2021-11-03T20.06.04.028,3.141,100839.984
1635962764290,2021-11-03T20.06.04.290,3.403,100839.984
1635962764552,2021-11-03T20.06.04.552,3.665,100837.359
1635962764814,2021-11-03T20.06.04.814,3.927,100838.906
1635962765076,2021-11-03T20.06.05.076,4.188,100844.766
1635962765337,2021-11-03T20.06.05.337,4.450,100840.172
1635962765599,2021-11-03T20.06.05.599,4.712,100837.547
1635962765861,2021-11-03T20.06.05.861,4.974,100840.391
1635962766123,2021-11-03T20.06.06.123,5.236,100837.547
1635962766384,2021-11-03T20.06.06.384,5.497,100840.594
1635962766646,2021-11-03T20.06.06.646,5.759,100839.086
1635962766908,2021-11-03T20.06.06.908,6.021,100839.500
1635962767170,2021-11-03T20.06.07.170,6.283,100839.734
1635962767432,2021-11-03T20.06.07.432,6.545,100843.859
1635962767693,2021-11-03T20.06.07.693,6.806,100840.578
1635962767955,2021-11-03T20.06.07.955,7.068,100839.734
1635962768217,2021-11-03T20.06.08.217,7.330,100837.953
1635962768479,2021-11-03T20.06.08.479,7.592,100837.531
1635962768740,2021-11-03T20.06.08.740,7.853,100841.000
1635962769002,2021-11-03T20.06.09.002,8.115,100840.344
1635962769264,2021-11-03T20.06.09.264,8.377,100838.602
1635962769526,2021-11-03T20.06.09.526,8.639,100839.453
1635962769788,2021-11-03T20.06.09.788,8.901,100837.906
1635962770049,2021-11-03T20.06.10.049,9.162,100839.875
1635962770311,2021-11-03T20.06.10.311,9.424,100842.305
1635962770573,2021-11-03T20.06.10.573,9.686,100840.750
1635962770835,2021-11-03T20.06.10.835,9.948,100835.938
1635962771096,2021-11-03T20.06.11.096,10.209,100840.297
1635962771358,2021-11-03T20.06.11.358,10.471,100841.367
1635962771620,2021-11-03T20.06.11.620,10.733,100839.203
1635962771882,2021-11-03T20.06.11.882,10.995,100842.688
1635962772144,2021-11-03T20.06.12.144,11.257,100836.117
1635962772405,2021-11-03T20.06.12.405,11.518,100838.734
1635962772667,2021-11-03T20.06.12.667,11.780,100836.117
1635962772929,2021-11-03T20.06.12.929,12.042,100838.734
1635962773191,2021-11-03T20.06.13.191,12.304,100840.891
1635962773452,2021-11-03T20.06.13.452,12.565,100840.703
1635962773714,2021-11-03T20.06.13.714,12.827,100840.891
1635962773976,2021-11-03T20.06.13.976,13.089,100838.500
1635962774238,2021-11-03T20.06.14.238,13.351,100838.930
1635962774500,2021-11-03T20.06.14.500,13.613,100839.812
1635962774761,2021-11-03T20.06.14.761,13.874,100838.273
1635962775023,2021-11-03T20.06.15.023,14.136,100840.891
1635962775285,2021-11-03T20.06.15.285,14.398,100836.953
1635962775547,2021-11-03T20.06.15.547,14.660,100839.797
1635962775809,2021-11-03T20.06.15.809,14.921,100841.969
1635962776070,2021-11-03T20.06.16.070,15.183,100837.172
1635962776332,2021-11-03T20.06.16.332,15.445,100839.344
1635962776594,2021-11-03T20.06.16.594,15.707,100836.281
1635962776856,2021-11-03T20.06.16.856,15.969,100840.875
1635962777117,2021-11-03T20.06.17.117,16.230,100838.906
1635962777379,2021-11-03T20.06.17.379,16.492,100840.594
1635962777641,2021-11-03T20.06.17.641,16.754,100842.562
1635962777903,2021-11-03T20.06.17.903,17.016,100841.484
1635962778165,2021-11-03T20.06.18.165,17.277,100839.094
1635962778426,2021-11-03T20.06.18.426,17.539,100841.484
1635962778688,2021-11-03T20.06.18.688,17.801,100842.141
1635962778950,2021-11-03T20.06.18.950,18.063,100842.141
