epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636614570217,2021-11-11T09.09.30.217,0.000,0.396,-0.610,-0.061
1636614570255,2021-11-11T09.09.30.255,0.038,0.183,-0.244,-0.152
1636614570295,2021-11-11T09.09.30.295,0.078,-0.091,-0.427,0.152
1636614570334,2021-11-11T09.09.30.334,0.117,0.000,-0.427,0.152
1636614570374,2021-11-11T09.09.30.374,0.157,0.000,-0.366,0.091
1636614570413,2021-11-11T09.09.30.413,0.196,-0.030,-0.427,0.122
1636614570453,2021-11-11T09.09.30.453,0.236,-0.030,-0.366,0.122
1636614570492,2021-11-11T09.09.30.492,0.275,0.000,-0.396,0.122
1636614570532,2021-11-11T09.09.30.532,0.315,0.000,-0.396,0.091
1636614570570,2021-11-11T09.09.30.570,0.353,0.000,-0.427,0.061
1636614570610,2021-11-11T09.09.30.610,0.393,0.000,-0.427,0.091
1636614570649,2021-11-11T09.09.30.649,0.432,-0.061,-0.366,0.091
1636614570689,2021-11-11T09.09.30.689,0.472,-0.030,-0.396,0.122
1636614570728,2021-11-11T09.09.30.728,0.511,-0.030,-0.366,0.122
1636614570768,2021-11-11T09.09.30.768,0.551,-0.061,-0.488,0.091
1636614570807,2021-11-11T09.09.30.807,0.590,0.000,-0.366,0.091
1636614570847,2021-11-11T09.09.30.847,0.630,0.000,-0.427,0.061
1636614570885,2021-11-11T09.09.30.885,0.668,0.000,-0.427,0.122
1636614570924,2021-11-11T09.09.30.924,0.707,-0.122,-0.366,0.061
1636614570964,2021-11-11T09.09.30.964,0.747,0.030,-0.488,0.122
1636614571004,2021-11-11T09.09.31.004,0.787,-0.091,-0.305,0.091
1636614571043,2021-11-11T09.09.31.043,0.826,0.000,-0.518,0.061
1636614571083,2021-11-11T09.09.31.083,0.866,0.000,-0.427,0.122
1636614571122,2021-11-11T09.09.31.122,0.905,-0.091,-0.396,0.122
1636614571162,2021-11-11T09.09.31.162,0.945,0.030,-0.488,0.122
1636614571200,2021-11-11T09.09.31.200,0.983,-0.030,-0.366,0.030
1636614571239,2021-11-11T09.09.31.239,1.022,0.061,-0.457,0.122
1636614571279,2021-11-11T09.09.31.279,1.062,-0.091,-0.305,0.122
1636614571318,2021-11-11T09.09.31.318,1.101,0.000,-0.488,0.091
1636614571358,2021-11-11T09.09.31.358,1.141,-0.030,-0.305,0.152
1636614571398,2021-11-11T09.09.31.398,1.181,-0.061,-0.457,0.061
1636614571437,2021-11-11T09.09.31.437,1.220,0.061,-0.366,0.122
1636614571477,2021-11-11T09.09.31.477,1.260,-0.091,-0.396,0.030
1636614571515,2021-11-11T09.09.31.515,1.298,0.000,-0.457,0.122
1636614571554,2021-11-11T09.09.31.554,1.337,-0.122,-0.305,0.061
1636614571594,2021-11-11T09.09.31.594,1.377,0.030,-0.549,0.122
1636614571633,2021-11-11T09.09.31.633,1.416,-0.030,-0.274,0.122
1636614571673,2021-11-11T09.09.31.673,1.456,-0.030,-0.488,0.091
1636614571713,2021-11-11T09.09.31.713,1.496,-0.030,-0.366,0.091
1636614571752,2021-11-11T09.09.31.752,1.535,-0.152,-0.457,0.061
1636614571792,2021-11-11T09.09.31.792,1.575,0.030,-0.396,0.152
1636614571830,2021-11-11T09.09.31.830,1.613,-0.183,-0.366,0.061
1636614571869,2021-11-11T09.09.31.869,1.652,0.061,-0.427,0.122
1636614571909,2021-11-11T09.09.31.909,1.692,-0.091,-0.366,0.061
1636614571948,2021-11-11T09.09.31.948,1.731,0.030,-0.427,0.152
1636614571988,2021-11-11T09.09.31.988,1.771,-0.061,-0.396,0.122
1636614572027,2021-11-11T09.09.32.027,1.810,-0.030,-0.396,0.122
1636614572067,2021-11-11T09.09.32.067,1.850,0.000,-0.427,0.122
1636614572107,2021-11-11T09.09.32.107,1.890,-0.091,-0.366,0.091
1636614572145,2021-11-11T09.09.32.145,1.928,0.030,-0.488,0.152
1636614572184,2021-11-11T09.09.32.184,1.967,0.000,-0.335,0.091
1636614572224,2021-11-11T09.09.32.224,2.007,0.030,-0.427,0.091
1636614572263,2021-11-11T09.09.32.263,2.046,0.000,-0.396,0.091
1636614572303,2021-11-11T09.09.32.303,2.086,0.061,-0.366,0.122
1636614572342,2021-11-11T09.09.32.342,2.125,0.000,-0.457,0.091
1636614572382,2021-11-11T09.09.32.382,2.165,-0.030,-0.366,0.091
1636614572420,2021-11-11T09.09.32.420,2.203,0.000,-0.457,0.091
1636614572460,2021-11-11T09.09.32.460,2.243,-0.061,-0.366,0.091
1636614572499,2021-11-11T09.09.32.499,2.282,0.000,-0.366,0.091
1636614572539,2021-11-11T09.09.32.539,2.322,0.030,-0.427,0.061
1636614572578,2021-11-11T09.09.32.578,2.361,-0.061,-0.335,0.091
1636614572618,2021-11-11T09.09.32.618,2.401,-0.030,-0.427,0.091
1636614572657,2021-11-11T09.09.32.657,2.440,-0.091,-0.366,0.091
1636614572697,2021-11-11T09.09.32.697,2.480,-0.030,-0.396,0.122
1636614572735,2021-11-11T09.09.32.735,2.518,-0.061,-0.457,0.122
1636614572775,2021-11-11T09.09.32.775,2.558,-0.030,-0.396,0.091
1636614572814,2021-11-11T09.09.32.814,2.597,0.000,-0.457,0.091
1636614572854,2021-11-11T09.09.32.854,2.637,-0.091,-0.366,0.122
1636614572893,2021-11-11T09.09.32.893,2.676,0.000,-0.457,0.122
