epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636547539111,2021-11-10T14.32.19.111,0.000,100909.539
1636547539373,2021-11-10T14.32.19.373,0.262,100906.656
1636547539635,2021-11-10T14.32.19.635,0.524,100905.141
1636547539897,2021-11-10T14.32.19.897,0.785,100908.375
1636547540158,2021-11-10T14.32.20.158,1.047,100911.672
1636547540420,2021-11-10T14.32.20.420,1.309,100907.719
1636547540682,2021-11-10T14.32.20.682,1.571,100901.305
1636547540944,2021-11-10T14.32.20.944,1.832,100910.469
1636547541205,2021-11-10T14.32.21.205,2.094,100903.875
1636547541467,2021-11-10T14.32.21.467,2.356,100909.523
1636547541729,2021-11-10T14.32.21.729,2.618,100904.906
1636547541991,2021-11-10T14.32.21.991,2.880,100911.062
1636547542253,2021-11-10T14.32.22.253,3.141,100903.336
1636547542514,2021-11-10T14.32.22.514,3.403,100906.344
1636547542776,2021-11-10T14.32.22.776,3.665,100907.000
1636547543038,2021-11-10T14.32.23.038,3.927,100907.883
1636547543300,2021-11-10T14.32.23.300,4.188,100904.109
1636547543562,2021-11-10T14.32.23.562,4.450,100904.109
1636547543823,2021-11-10T14.32.23.823,4.712,100903.203
1636547544085,2021-11-10T14.32.24.085,4.974,100902.320
1636547544347,2021-11-10T14.32.24.347,5.236,100906.031
1636547544609,2021-11-10T14.32.24.609,5.497,100905.297
1636547544870,2021-11-10T14.32.24.870,5.759,100905.078
1636547545132,2021-11-10T14.32.25.132,6.021,100905.953
1636547545394,2021-11-10T14.32.25.394,6.283,100903.320
1636547545656,2021-11-10T14.32.25.656,6.545,100903.688
1636547545918,2021-11-10T14.32.25.918,6.806,100903.688
1636547546179,2021-11-10T14.32.26.179,7.068,100909.375
1636547546441,2021-11-10T14.32.26.441,7.330,100903.250
1636547546703,2021-11-10T14.32.26.703,7.592,100909.969
1636547546965,2021-11-10T14.32.26.965,7.853,100907.141
1636547547226,2021-11-10T14.32.27.226,8.115,100909.492
1636547547488,2021-11-10T14.32.27.488,8.377,100906.375
1636547547750,2021-11-10T14.32.27.750,8.639,100903.742
1636547548012,2021-11-10T14.32.28.012,8.901,100908.172
1636547548274,2021-11-10T14.32.28.274,9.162,100905.062
1636547548535,2021-11-10T14.32.28.535,9.424,100908.766
1636547548797,2021-11-10T14.32.28.797,9.686,100908.953
1636547549059,2021-11-10T14.32.29.059,9.948,100904.555
1636547549321,2021-11-10T14.32.29.321,10.209,100906.250
1636547549582,2021-11-10T14.32.29.582,10.471,100903.422
1636547549844,2021-11-10T14.32.29.844,10.733,100909.297
1636547550106,2021-11-10T14.32.30.106,10.995,100905.773
1636547550368,2021-11-10T14.32.30.368,11.257,100908.812
1636547550630,2021-11-10T14.32.30.630,11.518,100906.359
1636547550891,2021-11-10T14.32.30.891,11.780,100907.242
1636547551153,2021-11-10T14.32.31.153,12.042,100909.219
1636547551415,2021-11-10T14.32.31.415,12.304,100909.883
1636547551677,2021-11-10T14.32.31.677,12.565,100912.047
1636547551938,2021-11-10T14.32.31.938,12.827,100910.734
1636547552200,2021-11-10T14.32.32.200,13.089,100909.594
1636547552462,2021-11-10T14.32.32.462,13.351,100904.797
