epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635965116657,2021-11-03T20.45.16.657,0.000,0.158,0.117,-0.983
1635965116697,2021-11-03T20.45.16.697,0.040,0.166,0.130,-0.990
1635965116737,2021-11-03T20.45.16.737,0.080,0.162,0.132,-0.987
1635965116777,2021-11-03T20.45.16.777,0.120,0.165,0.128,-0.986
1635965116817,2021-11-03T20.45.16.817,0.160,0.163,0.131,-0.988
1635965116857,2021-11-03T20.45.16.857,0.200,0.168,0.140,-0.984
1635965116897,2021-11-03T20.45.16.897,0.240,0.168,0.148,-0.986
1635965116937,2021-11-03T20.45.16.937,0.280,0.166,0.136,-0.987
1635965116977,2021-11-03T20.45.16.977,0.320,0.164,0.123,-0.987
1635965117017,2021-11-03T20.45.17.017,0.360,0.161,0.124,-0.988
1635965117057,2021-11-03T20.45.17.057,0.400,0.162,0.135,-0.986
1635965117097,2021-11-03T20.45.17.097,0.440,0.161,0.137,-0.988
1635965117137,2021-11-03T20.45.17.137,0.480,0.162,0.134,-0.987
1635965117177,2021-11-03T20.45.17.177,0.520,0.165,0.125,-0.988
1635965117217,2021-11-03T20.45.17.217,0.560,0.164,0.122,-0.988
1635965117257,2021-11-03T20.45.17.257,0.600,0.162,0.122,-0.987
1635965117297,2021-11-03T20.45.17.297,0.640,0.164,0.120,-0.987
1635965117337,2021-11-03T20.45.17.337,0.680,0.162,0.127,-0.989
1635965117377,2021-11-03T20.45.17.377,0.720,0.159,0.124,-0.989
1635965117417,2021-11-03T20.45.17.417,0.760,0.160,0.125,-0.989
1635965117457,2021-11-03T20.45.17.457,0.800,0.162,0.123,-0.989
1635965117497,2021-11-03T20.45.17.497,0.840,0.162,0.119,-0.987
1635965117537,2021-11-03T20.45.17.537,0.880,0.162,0.120,-0.987
1635965117577,2021-11-03T20.45.17.577,0.920,0.164,0.130,-0.989
1635965117617,2021-11-03T20.45.17.617,0.960,0.164,0.126,-0.988
1635965117657,2021-11-03T20.45.17.657,1.000,0.160,0.125,-0.986
1635965117697,2021-11-03T20.45.17.697,1.040,0.162,0.136,-0.987
1635965117737,2021-11-03T20.45.17.737,1.080,0.168,0.137,-0.986
1635965117777,2021-11-03T20.45.17.777,1.120,0.168,0.123,-0.987
1635965117817,2021-11-03T20.45.17.817,1.160,0.159,0.118,-0.990
1635965117857,2021-11-03T20.45.17.857,1.200,0.159,0.118,-0.988
1635965117897,2021-11-03T20.45.17.897,1.240,0.161,0.120,-0.986
1635965117937,2021-11-03T20.45.17.937,1.280,0.162,0.124,-0.987
1635965117977,2021-11-03T20.45.17.977,1.320,0.159,0.120,-0.988
1635965118017,2021-11-03T20.45.18.017,1.360,0.164,0.127,-0.989
1635965118057,2021-11-03T20.45.18.057,1.400,0.166,0.128,-0.988
1635965118097,2021-11-03T20.45.18.097,1.440,0.163,0.117,-0.990
1635965118137,2021-11-03T20.45.18.137,1.480,0.162,0.116,-0.990
1635965118177,2021-11-03T20.45.18.177,1.520,0.156,0.120,-0.989
1635965118217,2021-11-03T20.45.18.217,1.560,0.166,0.121,-0.986
1635965118257,2021-11-03T20.45.18.257,1.600,0.171,0.112,-0.985
1635965118297,2021-11-03T20.45.18.297,1.640,0.172,0.133,-0.985
1635965118337,2021-11-03T20.45.18.337,1.680,0.174,0.137,-0.984
1635965118377,2021-11-03T20.45.18.377,1.720,0.177,0.126,-0.985
1635965118417,2021-11-03T20.45.18.417,1.760,0.173,0.114,-0.984
1635965118457,2021-11-03T20.45.18.457,1.800,0.171,0.111,-0.985
1635965118497,2021-11-03T20.45.18.497,1.840,0.178,0.110,-0.992
1635965118537,2021-11-03T20.45.18.537,1.880,0.173,0.128,-0.979
1635965118577,2021-11-03T20.45.18.577,1.920,0.171,0.115,-0.986
1635965118617,2021-11-03T20.45.18.617,1.960,0.178,0.123,-0.991
1635965118657,2021-11-03T20.45.18.657,2.000,0.175,0.124,-0.985
1635965118697,2021-11-03T20.45.18.697,2.040,0.175,0.115,-0.982
1635965118737,2021-11-03T20.45.18.737,2.080,0.175,0.119,-0.990
1635965118777,2021-11-03T20.45.18.777,2.120,0.171,0.119,-0.987
1635965118817,2021-11-03T20.45.18.817,2.160,0.168,0.119,-0.984
1635965118857,2021-11-03T20.45.18.857,2.200,0.172,0.133,-0.989
1635965118897,2021-11-03T20.45.18.897,2.240,0.169,0.132,-0.984
1635965118937,2021-11-03T20.45.18.937,2.280,0.167,0.124,-0.987
1635965118977,2021-11-03T20.45.18.977,2.320,0.170,0.131,-0.987
1635965119017,2021-11-03T20.45.19.017,2.360,0.170,0.128,-0.984
1635965119057,2021-11-03T20.45.19.057,2.400,0.169,0.123,-0.985
1635965119097,2021-11-03T20.45.19.097,2.440,0.171,0.127,-0.987
1635965119137,2021-11-03T20.45.19.137,2.480,0.168,0.128,-0.983
1635965119177,2021-11-03T20.45.19.177,2.520,0.171,0.129,-0.986
1635965119217,2021-11-03T20.45.19.217,2.560,0.170,0.127,-0.984
1635965119257,2021-11-03T20.45.19.257,2.600,0.169,0.128,-0.986
1635965119297,2021-11-03T20.45.19.297,2.640,0.169,0.126,-0.984
1635965119337,2021-11-03T20.45.19.337,2.680,0.167,0.124,-0.985
1635965119377,2021-11-03T20.45.19.377,2.720,0.170,0.118,-0.990
1635965119417,2021-11-03T20.45.19.417,2.760,0.165,0.118,-0.989
1635965119457,2021-11-03T20.45.19.457,2.800,0.163,0.124,-0.984
1635965119497,2021-11-03T20.45.19.497,2.840,0.161,0.128,-0.986
1635965119537,2021-11-03T20.45.19.537,2.880,0.166,0.125,-0.990
1635965119577,2021-11-03T20.45.19.577,2.920,0.163,0.130,-0.985
