epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636277061169,2021-11-07T11.24.21.169,0.000,100182.000
1636277061431,2021-11-07T11.24.21.431,0.262,100180.875
1636277061693,2021-11-07T11.24.21.693,0.524,100180.875
1636277061955,2021-11-07T11.24.21.955,0.785,100178.875
1636277062217,2021-11-07T11.24.22.217,1.047,100181.719
1636277062478,2021-11-07T11.24.22.478,1.309,100181.500
1636277062740,2021-11-07T11.24.22.740,1.571,100181.906
1636277063002,2021-11-07T11.24.23.002,1.832,100182.562
1636277063264,2021-11-07T11.24.23.264,2.094,100181.469
1636277063525,2021-11-07T11.24.23.525,2.356,100186.477
1636277063787,2021-11-07T11.24.23.787,2.618,100182.312
1636277064049,2021-11-07T11.24.24.049,2.880,100185.820
1636277064311,2021-11-07T11.24.24.311,3.141,100185.344
1636277064573,2021-11-07T11.24.24.573,3.403,100186.000
1636277064834,2021-11-07T11.24.24.834,3.665,100184.906
1636277065096,2021-11-07T11.24.25.096,3.927,100184.906
1636277065358,2021-11-07T11.24.25.358,4.188,100182.289
1636277065620,2021-11-07T11.24.25.620,4.450,100185.500
1636277065881,2021-11-07T11.24.25.881,4.712,100182.039
1636277066143,2021-11-07T11.24.26.143,4.974,100185.070
1636277066405,2021-11-07T11.24.26.405,5.236,100185.070
1636277066667,2021-11-07T11.24.26.667,5.497,100188.109
1636277066929,2021-11-07T11.24.26.929,5.759,100187.633
1636277067190,2021-11-07T11.24.27.190,6.021,100180.469
1636277067452,2021-11-07T11.24.27.452,6.283,100186.977
1636277067714,2021-11-07T11.24.27.714,6.545,100185.883
1636277067976,2021-11-07T11.24.27.976,6.806,100186.727
1636277068238,2021-11-07T11.24.28.238,7.068,100188.484
1636277068499,2021-11-07T11.24.28.499,7.330,100186.953
1636277068761,2021-11-07T11.24.28.761,7.592,100187.609
1636277069023,2021-11-07T11.24.29.023,7.853,100182.750
1636277069285,2021-11-07T11.24.29.285,8.115,100182.977
1636277069546,2021-11-07T11.24.29.546,8.377,100182.094
1636277069808,2021-11-07T11.24.29.808,8.639,100184.289
