epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636396800086,2021-11-08T20:40:00.086,0.000,0.456,-0.007,-0.850
1636396800126,2021-11-08T20:40:00.126,0.040,0.470,-0.030,-0.863
1636396800166,2021-11-08T20:40:00.166,0.080,0.482,-0.034,-0.854
1636396800206,2021-11-08T20:40:00.206,0.120,0.477,-0.012,-0.851
1636396800246,2021-11-08T20:40:00.246,0.160,0.481,-0.020,-0.854
1636396800286,2021-11-08T20:40:00.286,0.200,0.476,-0.000,-0.850
1636396800326,2021-11-08T20:40:00.326,0.240,0.472,-0.024,-0.857
1636396800366,2021-11-08T20:40:00.366,0.280,0.476,-0.030,-0.850
1636396800406,2021-11-08T20:40:00.406,0.320,0.476,-0.023,-0.844
1636396800446,2021-11-08T20:40:00.446,0.360,0.480,-0.037,-0.854
1636396800486,2021-11-08T20:40:00.486,0.400,0.473,-0.011,-0.847
1636396800526,2021-11-08T20:40:00.526,0.440,0.478,-0.003,-0.861
1636396800566,2021-11-08T20:40:00.566,0.480,0.481,-0.036,-0.858
1636396800606,2021-11-08T20:40:00.606,0.520,0.473,-0.025,-0.845
1636396800646,2021-11-08T20:40:00.646,0.560,0.488,-0.011,-0.852
1636396800686,2021-11-08T20:40:00.686,0.600,0.467,-0.016,-0.848
1636396800726,2021-11-08T20:40:00.726,0.640,0.473,-0.041,-0.842
1636396800766,2021-11-08T20:40:00.766,0.680,0.503,-0.022,-0.864
1636396800806,2021-11-08T20:40:00.806,0.720,0.464,-0.032,-0.872
1636396800846,2021-11-08T20:40:00.846,0.760,0.446,-0.051,-0.858
1636396800886,2021-11-08T20:40:00.886,0.800,0.466,-0.039,-0.849
1636396800926,2021-11-08T20:40:00.926,0.840,0.466,-0.032,-0.859
1636396800966,2021-11-08T20:40:00.966,0.880,0.449,-0.053,-0.871
1636396801006,2021-11-08T20:40:01.006,0.920,0.471,-0.052,-0.859
1636396801046,2021-11-08T20:40:01.046,0.960,0.471,-0.043,-0.859
1636396801086,2021-11-08T20:40:01.086,1.000,0.481,-0.013,-0.872
1636396801126,2021-11-08T20:40:01.126,1.040,0.428,-0.039,-0.868
1636396801166,2021-11-08T20:40:01.166,1.080,0.415,-0.105,-0.860
1636396801206,2021-11-08T20:40:01.206,1.120,0.449,-0.048,-0.867
1636396801246,2021-11-08T20:40:01.246,1.160,0.431,-0.059,-0.873
1636396801286,2021-11-08T20:40:01.286,1.200,0.421,-0.077,-0.876
1636396801326,2021-11-08T20:40:01.326,1.240,0.432,-0.066,-0.875
1636396801366,2021-11-08T20:40:01.366,1.280,0.427,-0.077,-0.877
1636396801406,2021-11-08T20:40:01.406,1.320,0.435,-0.056,-0.874
1636396801446,2021-11-08T20:40:01.446,1.360,0.480,-0.065,-0.901
1636396801486,2021-11-08T20:40:01.486,1.400,0.422,-0.083,-0.888
1636396801526,2021-11-08T20:40:01.526,1.440,0.387,-0.031,-0.824
1636396801566,2021-11-08T20:40:01.566,1.480,0.397,-0.036,-0.850
1636396801606,2021-11-08T20:40:01.606,1.520,0.418,-0.096,-0.897
1636396801646,2021-11-08T20:40:01.646,1.560,0.446,-0.075,-0.893
1636396801686,2021-11-08T20:40:01.686,1.600,0.456,-0.043,-0.888
1636396801726,2021-11-08T20:40:01.726,1.640,0.436,-0.080,-0.887
1636396801766,2021-11-08T20:40:01.766,1.680,0.428,-0.060,-0.862
1636396801806,2021-11-08T20:40:01.806,1.720,0.420,-0.047,-0.870
1636396801846,2021-11-08T20:40:01.846,1.760,0.414,-0.067,-0.894
1636396801886,2021-11-08T20:40:01.886,1.800,0.405,-0.074,-0.881
1636396801926,2021-11-08T20:40:01.926,1.840,0.413,-0.066,-0.882
1636396801966,2021-11-08T20:40:01.966,1.880,0.412,-0.075,-0.883
1636396802006,2021-11-08T20:40:02.006,1.920,0.411,-0.069,-0.874
1636396802046,2021-11-08T20:40:02.046,1.960,0.424,-0.060,-0.884
1636396802086,2021-11-08T20:40:02.086,2.000,0.425,-0.062,-0.890
1636396802126,2021-11-08T20:40:02.126,2.040,0.418,-0.063,-0.882
