epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636614570113,2021-11-11T09.09.30.113,0.000,101145.516
1636614570378,2021-11-11T09.09.30.378,0.265,101149.500
1636614570642,2021-11-11T09.09.30.642,0.529,101148.156
1636614570907,2021-11-11T09.09.30.907,0.794,101147.492
1636614571172,2021-11-11T09.09.31.172,1.059,101148.828
1636614571436,2021-11-11T09.09.31.436,1.323,101145.641
1636614571701,2021-11-11T09.09.31.701,1.588,101147.812
1636614571964,2021-11-11T09.09.31.964,1.851,101151.312
1636614572230,2021-11-11T09.09.32.230,2.117,101148.156
1636614572495,2021-11-11T09.09.32.495,2.382,101145.141
1636614572758,2021-11-11T09.09.32.758,2.645,101152.141
1636614573024,2021-11-11T09.09.33.024,2.911,101145.453
1636614573289,2021-11-11T09.09.33.289,3.176,101146.953
1636614573552,2021-11-11T09.09.33.552,3.439,101147.469
1636614573818,2021-11-11T09.09.33.818,3.705,101143.453
1636614574081,2021-11-11T09.09.34.081,3.968,101146.797
1636614574346,2021-11-11T09.09.34.346,4.233,101144.438
1636614574611,2021-11-11T09.09.34.611,4.498,101147.945
1636614574875,2021-11-11T09.09.34.875,4.762,101143.766
1636614575140,2021-11-11T09.09.35.140,5.027,101145.109
1636614575405,2021-11-11T09.09.35.405,5.292,101144.117
1636614575669,2021-11-11T09.09.35.669,5.556,101145.109
1636614575934,2021-11-11T09.09.35.934,5.821,101144.438
1636614576198,2021-11-11T09.09.36.198,6.085,101144.438
1636614576463,2021-11-11T09.09.36.463,6.350,101145.938
1636614576728,2021-11-11T09.09.36.728,6.615,101146.453
1636614576992,2021-11-11T09.09.36.992,6.879,101148.453
1636614577257,2021-11-11T09.09.37.257,7.144,101146.281
1636614577522,2021-11-11T09.09.37.522,7.409,101148.453
1636614577786,2021-11-11T09.09.37.786,7.673,101147.625
1636614578051,2021-11-11T09.09.38.051,7.938,101141.094
1636614578315,2021-11-11T09.09.38.315,8.202,101145.781
1636614578580,2021-11-11T09.09.38.580,8.467,101146.453
1636614578845,2021-11-11T09.09.38.845,8.732,101144.953
1636614579109,2021-11-11T09.09.39.109,8.996,101142.438
1636614579374,2021-11-11T09.09.39.374,9.261,101146.609
1636614579639,2021-11-11T09.09.39.639,9.526,101140.266
1636614579902,2021-11-11T09.09.39.902,9.789,101143.102
1636614580168,2021-11-11T09.09.40.168,10.055,101145.781
1636614580431,2021-11-11T09.09.40.431,10.318,101147.625
1636614580696,2021-11-11T09.09.40.696,10.583,101145.430
1636614580962,2021-11-11T09.09.40.962,10.849,101147.781
1636614581225,2021-11-11T09.09.41.225,11.112,101142.273
1636614581490,2021-11-11T09.09.41.490,11.377,101144.602
1636614581756,2021-11-11T09.09.41.756,11.643,101143.938
1636614582019,2021-11-11T09.09.42.019,11.906,101147.438
1636614582284,2021-11-11T09.09.42.284,12.171,101141.922
1636614582549,2021-11-11T09.09.42.549,12.436,101146.766
1636614582813,2021-11-11T09.09.42.813,12.700,101144.094
