epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636190020094,2021-11-06T11:13:40.094,0.000,-0.200,0.058,-1.010
1636190020134,2021-11-06T11:13:40.134,0.040,-0.204,0.065,-1.019
1636190020174,2021-11-06T11:13:40.174,0.080,-0.202,0.060,-1.018
1636190020214,2021-11-06T11:13:40.214,0.120,-0.203,0.063,-1.017
1636190020254,2021-11-06T11:13:40.254,0.160,-0.203,0.061,-1.016
1636190020294,2021-11-06T11:13:40.294,0.200,-0.202,0.061,-1.016
1636190020334,2021-11-06T11:13:40.334,0.240,-0.202,0.066,-1.015
1636190020374,2021-11-06T11:13:40.374,0.280,-0.204,0.064,-1.015
1636190020414,2021-11-06T11:13:40.414,0.320,-0.204,0.062,-1.015
1636190020454,2021-11-06T11:13:40.454,0.360,-0.201,0.064,-1.017
1636190020494,2021-11-06T11:13:40.494,0.400,-0.203,0.063,-1.016
1636190020534,2021-11-06T11:13:40.534,0.440,-0.204,0.064,-1.016
1636190020574,2021-11-06T11:13:40.574,0.480,-0.206,0.069,-1.015
1636190020614,2021-11-06T11:13:40.614,0.520,-0.204,0.065,-1.015
1636190020654,2021-11-06T11:13:40.654,0.560,-0.204,0.065,-1.015
1636190020694,2021-11-06T11:13:40.694,0.600,-0.204,0.068,-1.016
1636190020734,2021-11-06T11:13:40.734,0.640,-0.203,0.068,-1.015
1636190020774,2021-11-06T11:13:40.774,0.680,-0.203,0.066,-1.014
1636190020814,2021-11-06T11:13:40.814,0.720,-0.203,0.066,-1.014
1636190020854,2021-11-06T11:13:40.854,0.760,-0.205,0.065,-1.014
1636190020894,2021-11-06T11:13:40.894,0.800,-0.204,0.064,-1.015
1636190020934,2021-11-06T11:13:40.934,0.840,-0.204,0.068,-1.016
1636190020974,2021-11-06T11:13:40.974,0.880,-0.203,0.064,-1.016
1636190021014,2021-11-06T11:13:41.014,0.920,-0.208,0.070,-1.014
1636190021054,2021-11-06T11:13:41.054,0.960,-0.204,0.067,-1.015
1636190021094,2021-11-06T11:13:41.094,1.000,-0.206,0.067,-1.015
1636190021134,2021-11-06T11:13:41.134,1.040,-0.205,0.068,-1.014
1636190021174,2021-11-06T11:13:41.174,1.080,-0.204,0.068,-1.013
1636190021214,2021-11-06T11:13:41.214,1.120,-0.206,0.068,-1.014
1636190021254,2021-11-06T11:13:41.254,1.160,-0.205,0.067,-1.015
1636190021294,2021-11-06T11:13:41.294,1.200,-0.205,0.075,-1.013
1636190021334,2021-11-06T11:13:41.334,1.240,-0.205,0.062,-1.014
1636190021374,2021-11-06T11:13:41.374,1.280,-0.206,0.071,-1.014
1636190021414,2021-11-06T11:13:41.414,1.320,-0.204,0.071,-1.015
1636190021454,2021-11-06T11:13:41.454,1.360,-0.204,0.065,-1.014
