epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636375134810,2021-11-08T14.38.54.810,0.000,101004.523
1636375135072,2021-11-08T14.38.55.072,0.262,101006.695
1636375135334,2021-11-08T14.38.55.334,0.524,101009.359
1636375135595,2021-11-08T14.38.55.595,0.785,101008.594
1636375135857,2021-11-08T14.38.55.857,1.047,101006.906
1636375136119,2021-11-08T14.38.56.119,1.309,101005.359
1636375136381,2021-11-08T14.38.56.381,1.571,101005.578
1636375136642,2021-11-08T14.38.56.642,1.832,101007.578
1636375136904,2021-11-08T14.38.56.904,2.094,101007.578
1636375137166,2021-11-08T14.38.57.166,2.356,101008.234
1636375137428,2021-11-08T14.38.57.428,2.618,101009.562
1636375137690,2021-11-08T14.38.57.690,2.880,101010.594
1636375137951,2021-11-08T14.38.57.951,3.141,101009.078
1636375138213,2021-11-08T14.38.58.213,3.403,101007.930
1636375138475,2021-11-08T14.38.58.475,3.665,101007.930
1636375138737,2021-11-08T14.38.58.737,3.927,101009.562
1636375138998,2021-11-08T14.38.58.998,4.188,101009.922
1636375139260,2021-11-08T14.38.59.260,4.450,101004.430
1636375139522,2021-11-08T14.38.59.522,4.712,101007.578
1636375139784,2021-11-08T14.38.59.784,4.974,101009.562
1636375140046,2021-11-08T14.39.00.046,5.236,101008.594
1636375140307,2021-11-08T14.39.00.307,5.497,101008.422
1636375140569,2021-11-08T14.39.00.569,5.759,101009.922
1636375140831,2021-11-08T14.39.00.831,6.021,101005.938
1636375141093,2021-11-08T14.39.01.093,6.283,101006.422
1636375141354,2021-11-08T14.39.01.354,6.545,101006.594
1636375141616,2021-11-08T14.39.01.616,6.806,101007.086
1636375141878,2021-11-08T14.39.01.878,7.068,101008.594
1636375142140,2021-11-08T14.39.02.140,7.330,101010.594
1636375142402,2021-11-08T14.39.02.402,7.592,101005.938
1636375142663,2021-11-08T14.39.02.663,7.853,101005.938
1636375142925,2021-11-08T14.39.02.925,8.115,101007.656
1636375143187,2021-11-08T14.39.03.187,8.377,101007.477
1636375143449,2021-11-08T14.39.03.449,8.639,101008.320
1636375143710,2021-11-08T14.39.03.710,8.901,101003.492
1636375143972,2021-11-08T14.39.03.972,9.162,101012.969
1636375144234,2021-11-08T14.39.04.234,9.424,101007.656
1636375144496,2021-11-08T14.39.04.496,9.686,101008.320
1636375144758,2021-11-08T14.39.04.758,9.948,101007.266
1636375145019,2021-11-08T14.39.05.019,10.209,101008.141
1636375145281,2021-11-08T14.39.05.281,10.471,101007.656
1636375145543,2021-11-08T14.39.05.543,10.733,101005.484
1636375145805,2021-11-08T14.39.05.805,10.995,101009.164
1636375146067,2021-11-08T14.39.06.067,11.257,101005.273
1636375146328,2021-11-08T14.39.06.328,11.518,101009.164
1636375146590,2021-11-08T14.39.06.590,11.780,101007.828
1636375146852,2021-11-08T14.39.06.852,12.042,101006.812
1636375147114,2021-11-08T14.39.07.114,12.304,101011.336
1636375147375,2021-11-08T14.39.07.375,12.565,101003.180
1636375147637,2021-11-08T14.39.07.637,12.827,101005.656
1636375147899,2021-11-08T14.39.07.899,13.089,101008.320
1636375148161,2021-11-08T14.39.08.161,13.351,101010.000
1636375148423,2021-11-08T14.39.08.423,13.613,101006.984
1636375148684,2021-11-08T14.39.08.684,13.874,101009.344
1636375148946,2021-11-08T14.39.08.946,14.136,101009.828
1636375149208,2021-11-08T14.39.09.208,14.398,101007.344
1636375149470,2021-11-08T14.39.09.470,14.660,101006.891
1636375149731,2021-11-08T14.39.09.731,14.921,101010.000
1636375149993,2021-11-08T14.39.09.993,15.183,101008.008
1636375150255,2021-11-08T14.39.10.255,15.445,101007.344
1636375150517,2021-11-08T14.39.10.517,15.707,101012.000
1636375150779,2021-11-08T14.39.10.779,15.969,101009.828
1636375151040,2021-11-08T14.39.11.040,16.230,101008.008
1636375151302,2021-11-08T14.39.11.302,16.492,101009.164
1636375151564,2021-11-08T14.39.11.564,16.754,101011.336
1636375151826,2021-11-08T14.39.11.826,17.016,101010.219
1636375152087,2021-11-08T14.39.12.087,17.277,101009.344
1636375152349,2021-11-08T14.39.12.349,17.539,101004.688
1636375152611,2021-11-08T14.39.12.611,17.801,101007.344
1636375152873,2021-11-08T14.39.12.873,18.063,101008.672
1636375153135,2021-11-08T14.39.13.135,18.325,101005.562
1636375153396,2021-11-08T14.39.13.396,18.586,101008.672
1636375153658,2021-11-08T14.39.13.658,18.848,101005.562
1636375153920,2021-11-08T14.39.13.920,19.110,101005.352
1636375154182,2021-11-08T14.39.14.182,19.372,101006.227
1636375154443,2021-11-08T14.39.14.443,19.634,101010.219
1636375154705,2021-11-08T14.39.14.705,19.895,101008.008
1636375154967,2021-11-08T14.39.14.967,20.157,101006.688
1636375155229,2021-11-08T14.39.15.229,20.419,101006.891
1636375155491,2021-11-08T14.39.15.491,20.681,101007.562
1636375155752,2021-11-08T14.39.15.752,20.942,101010.000
1636375156014,2021-11-08T14.39.16.014,21.204,101010.219
1636375156276,2021-11-08T14.39.16.276,21.466,101007.344
1636375156538,2021-11-08T14.39.16.538,21.728,101004.688
1636375156800,2021-11-08T14.39.16.800,21.990,101007.734
1636375157061,2021-11-08T14.39.17.061,22.251,101012.000
1636375157323,2021-11-08T14.39.17.323,22.513,101008.219
1636375157585,2021-11-08T14.39.17.585,22.775,101006.688
1636375157847,2021-11-08T14.39.17.847,23.037,101008.008
1636375158108,2021-11-08T14.39.18.108,23.298,101007.070
1636375158370,2021-11-08T14.39.18.370,23.560,101009.828
1636375158632,2021-11-08T14.39.18.632,23.822,101008.672
1636375158894,2021-11-08T14.39.18.894,24.084,101011.336
1636375159156,2021-11-08T14.39.19.156,24.346,101006.891
1636375159417,2021-11-08T14.39.19.417,24.607,101007.734
1636375159679,2021-11-08T14.39.19.679,24.869,101007.344
1636375159941,2021-11-08T14.39.19.941,25.131,101008.219
1636375160203,2021-11-08T14.39.20.203,25.393,101013.047
1636375160464,2021-11-08T14.39.20.464,25.654,101009.344
1636375160726,2021-11-08T14.39.20.726,25.916,101008.672
1636375160988,2021-11-08T14.39.20.988,26.178,101007.562
1636375161250,2021-11-08T14.39.21.250,26.440,101008.219
1636375161512,2021-11-08T14.39.21.512,26.702,101007.562
1636375161773,2021-11-08T14.39.21.773,26.963,101009.062
1636375162035,2021-11-08T14.39.22.035,27.225,101004.516
1636375162297,2021-11-08T14.39.22.297,27.487,101009.242
1636375162559,2021-11-08T14.39.22.559,27.749,101008.219
1636375162820,2021-11-08T14.39.22.820,28.010,101010.391
1636375163082,2021-11-08T14.39.23.082,28.272,101008.406
1636375163344,2021-11-08T14.39.23.344,28.534,101012.391
1636375163606,2021-11-08T14.39.23.606,28.796,101009.734
1636375163868,2021-11-08T14.39.23.868,29.058,101012.211
1636375164129,2021-11-08T14.39.24.129,29.319,101008.406
1636375164391,2021-11-08T14.39.24.391,29.581,101011.727
1636375164653,2021-11-08T14.39.24.653,29.843,101008.219
1636375164915,2021-11-08T14.39.24.915,30.105,101012.211
1636375165176,2021-11-08T14.39.25.176,30.366,101007.734
1636375165438,2021-11-08T14.39.25.438,30.628,101008.578
1636375165700,2021-11-08T14.39.25.700,30.890,101014.109
1636375165962,2021-11-08T14.39.25.962,31.152,101007.070
1636375166224,2021-11-08T14.39.26.224,31.414,101011.727
1636375166485,2021-11-08T14.39.26.485,31.675,101006.797
1636375166747,2021-11-08T14.39.26.747,31.937,101009.062
1636375167009,2021-11-08T14.39.27.009,32.199,101005.742
1636375167271,2021-11-08T14.39.27.271,32.461,101010.125
1636375167532,2021-11-08T14.39.27.532,32.723,101008.125
1636375167794,2021-11-08T14.39.27.794,32.984,101009.734
1636375168056,2021-11-08T14.39.28.056,33.246,101007.461
1636375168318,2021-11-08T14.39.28.318,33.508,101006.586
1636375168580,2021-11-08T14.39.28.580,33.770,101008.125
1636375168841,2021-11-08T14.39.28.841,34.031,101007.070
1636375169103,2021-11-08T14.39.29.103,34.293,101004.141
1636375169365,2021-11-08T14.39.29.365,34.555,101009.453
1636375169627,2021-11-08T14.39.29.627,34.817,101005.258
1636375169889,2021-11-08T14.39.29.889,35.079,101009.062
1636375170150,2021-11-08T14.39.30.150,35.340,101009.242
1636375170412,2021-11-08T14.39.30.412,35.602,101009.734
1636375170674,2021-11-08T14.39.30.674,35.864,101005.742
1636375170936,2021-11-08T14.39.30.936,36.126,101013.625
1636375171197,2021-11-08T14.39.31.197,36.387,101006.891
1636375171459,2021-11-08T14.39.31.459,36.649,101004.414
1636375171721,2021-11-08T14.39.31.721,36.911,101006.227
1636375171983,2021-11-08T14.39.31.983,37.173,101010.391
1636375172245,2021-11-08T14.39.32.245,37.435,101006.227
1636375172506,2021-11-08T14.39.32.506,37.696,101007.250
1636375172768,2021-11-08T14.39.32.768,37.958,101011.453
1636375173030,2021-11-08T14.39.33.030,38.220,101010.781
1636375173292,2021-11-08T14.39.33.292,38.482,101010.125
1636375173553,2021-11-08T14.39.33.553,38.743,101006.227
1636375173815,2021-11-08T14.39.33.815,39.005,101010.781
1636375174077,2021-11-08T14.39.34.077,39.267,101006.133
1636375174339,2021-11-08T14.39.34.339,39.529,101008.125
1636375174601,2021-11-08T14.39.34.601,39.791,101008.125
1636375174862,2021-11-08T14.39.34.862,40.052,101012.117
1636375175124,2021-11-08T14.39.35.124,40.314,101005.648
1636375175386,2021-11-08T14.39.35.386,40.576,101007.922
1636375175648,2021-11-08T14.39.35.648,40.838,101006.969
1636375175909,2021-11-08T14.39.35.909,41.099,101005.742
1636375176171,2021-11-08T14.39.36.171,41.361,101004.805
1636375176433,2021-11-08T14.39.36.433,41.623,101007.250
1636375176695,2021-11-08T14.39.36.695,41.885,101011.625
1636375176957,2021-11-08T14.39.36.957,42.147,101006.797
1636375177218,2021-11-08T14.39.37.218,42.408,101005.922
1636375177480,2021-11-08T14.39.37.480,42.670,101006.133
1636375177742,2021-11-08T14.39.37.742,42.932,101007.922
1636375178004,2021-11-08T14.39.38.004,43.194,101005.469
1636375178265,2021-11-08T14.39.38.265,43.455,101007.641
1636375178527,2021-11-08T14.39.38.527,43.717,101004.500
1636375178789,2021-11-08T14.39.38.789,43.979,101007.820
1636375179051,2021-11-08T14.39.39.051,44.241,101005.469
1636375179313,2021-11-08T14.39.39.313,44.503,101007.461
1636375179574,2021-11-08T14.39.39.574,44.764,101005.648
1636375179836,2021-11-08T14.39.39.836,45.026,101006.484
1636375180098,2021-11-08T14.39.40.098,45.288,101006.969
1636375180360,2021-11-08T14.39.40.360,45.550,101004.805
1636375180621,2021-11-08T14.39.40.621,45.812,101003.469
1636375180883,2021-11-08T14.39.40.883,46.073,101002.500
1636375181145,2021-11-08T14.39.41.145,46.335,101005.828
1636375181407,2021-11-08T14.39.41.407,46.597,101004.805
1636375181669,2021-11-08T14.39.41.669,46.859,101005.922
1636375181930,2021-11-08T14.39.41.930,47.120,101006.312
1636375182192,2021-11-08T14.39.42.192,47.382,101007.641
1636375182454,2021-11-08T14.39.42.454,47.644,101005.156
1636375182716,2021-11-08T14.39.42.716,47.906,101007.641
1636375182978,2021-11-08T14.39.42.978,48.168,101008.797
1636375183239,2021-11-08T14.39.43.239,48.429,101008.484
1636375183501,2021-11-08T14.39.43.501,48.691,101002.141
1636375183763,2021-11-08T14.39.43.763,48.953,101007.820
1636375184025,2021-11-08T14.39.44.025,49.215,101005.828
1636375184286,2021-11-08T14.39.44.286,49.476,101008.305
1636375184548,2021-11-08T14.39.44.548,49.738,101006.312
1636375184810,2021-11-08T14.39.44.810,50.000,101007.820
1636375185072,2021-11-08T14.39.45.072,50.262,101006.797
1636375185334,2021-11-08T14.39.45.334,50.524,101004.312
1636375185595,2021-11-08T14.39.45.595,50.785,101003.469
1636375185857,2021-11-08T14.39.45.857,51.047,101004.500
1636375186119,2021-11-08T14.39.46.119,51.309,101004.141
1636375186381,2021-11-08T14.39.46.381,51.571,101008.797
1636375186642,2021-11-08T14.39.46.642,51.832,101008.305
1636375186904,2021-11-08T14.39.46.904,52.094,101007.641
1636375187166,2021-11-08T14.39.47.166,52.356,101005.828
