epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635778770026,2021-11-01T07:59:30.026,2.200,-0.292,0.141,-0.958
1635778770066,2021-11-01T07:59:30.066,2.240,-0.288,0.145,-0.959
1635778770106,2021-11-01T07:59:30.106,2.280,-0.291,0.143,-0.960
1635778770146,2021-11-01T07:59:30.146,2.320,-0.290,0.146,-0.961
1635778770186,2021-11-01T07:59:30.186,2.360,-0.288,0.149,-0.960
1635778770226,2021-11-01T07:59:30.226,2.400,-0.289,0.145,-0.960
1635778770266,2021-11-01T07:59:30.266,2.440,-0.290,0.145,-0.961
1635778770306,2021-11-01T07:59:30.306,2.480,-0.289,0.147,-0.961
1635778770346,2021-11-01T07:59:30.346,2.520,-0.293,0.143,-0.959
1635778770386,2021-11-01T07:59:30.386,2.560,-0.292,0.140,-0.960
1635778770426,2021-11-01T07:59:30.426,2.600,-0.289,0.143,-0.961
1635778770466,2021-11-01T07:59:30.466,2.640,-0.290,0.147,-0.958
1635778770506,2021-11-01T07:59:30.506,2.680,-0.289,0.148,-0.959
1635778770546,2021-11-01T07:59:30.546,2.720,-0.288,0.149,-0.959
1635778770586,2021-11-01T07:59:30.586,2.760,-0.290,0.146,-0.960
1635778770626,2021-11-01T07:59:30.626,2.800,-0.291,0.147,-0.960
1635778770666,2021-11-01T07:59:30.666,2.840,-0.290,0.146,-0.959
1635778770706,2021-11-01T07:59:30.706,2.880,-0.288,0.148,-0.960
1635778770746,2021-11-01T07:59:30.746,2.920,-0.289,0.148,-0.959
1635778770786,2021-11-01T07:59:30.786,2.960,-0.290,0.147,-0.958
1635778770826,2021-11-01T07:59:30.826,3.000,-0.289,0.149,-0.959
1635778770866,2021-11-01T07:59:30.866,3.040,-0.291,0.149,-0.960
1635778770906,2021-11-01T07:59:30.906,3.080,-0.289,0.149,-0.959
1635778770946,2021-11-01T07:59:30.946,3.120,-0.289,0.149,-0.959
1635778770986,2021-11-01T07:59:30.986,3.160,-0.289,0.149,-0.959
1635778771026,2021-11-01T07:59:31.026,3.200,-0.289,0.148,-0.958
1635778771066,2021-11-01T07:59:31.066,3.240,-0.288,0.151,-0.959
1635778771106,2021-11-01T07:59:31.106,3.280,-0.289,0.148,-0.958
1635778771146,2021-11-01T07:59:31.146,3.320,-0.289,0.149,-0.960
1635778771186,2021-11-01T07:59:31.186,3.360,-0.289,0.151,-0.960
1635778771226,2021-11-01T07:59:31.226,3.400,-0.288,0.151,-0.959
1635778771266,2021-11-01T07:59:31.266,3.440,-0.289,0.150,-0.959
1635778771306,2021-11-01T07:59:31.306,3.480,-0.288,0.150,-0.958
1635778771346,2021-11-01T07:59:31.346,3.520,-0.289,0.151,-0.959
1635778771386,2021-11-01T07:59:31.386,3.560,-0.289,0.151,-0.959
1635778771426,2021-11-01T07:59:31.426,3.600,-0.289,0.150,-0.959
1635778771466,2021-11-01T07:59:31.466,3.640,-0.289,0.151,-0.958
1635778771506,2021-11-01T07:59:31.506,3.680,-0.291,0.150,-0.958
1635778771546,2021-11-01T07:59:31.546,3.720,-0.289,0.152,-0.957
1635778771586,2021-11-01T07:59:31.586,3.760,-0.287,0.151,-0.959
1635778771626,2021-11-01T07:59:31.626,3.800,-0.289,0.154,-0.959
1635778771666,2021-11-01T07:59:31.666,3.840,-0.287,0.150,-0.959
1635778771706,2021-11-01T07:59:31.706,3.880,-0.287,0.152,-0.959
1635778771746,2021-11-01T07:59:31.746,3.920,-0.288,0.153,-0.959
1635778771786,2021-11-01T07:59:31.786,3.960,-0.286,0.151,-0.958
1635778771826,2021-11-01T07:59:31.826,4.000,-0.286,0.154,-0.959
1635778771866,2021-11-01T07:59:31.866,4.040,-0.288,0.154,-0.960
1635778771906,2021-11-01T07:59:31.906,4.080,-0.287,0.152,-0.960
1635778771946,2021-11-01T07:59:31.946,4.120,-0.287,0.152,-0.959
1635778771986,2021-11-01T07:59:31.986,4.160,-0.286,0.153,-0.961
1635778772026,2021-11-01T07:59:32.026,4.200,-0.287,0.152,-0.959
1635778772066,2021-11-01T07:59:32.066,4.240,-0.285,0.154,-0.959
1635778772106,2021-11-01T07:59:32.106,4.280,-0.288,0.151,-0.959
1635778772146,2021-11-01T07:59:32.146,4.320,-0.286,0.152,-0.959
1635778772186,2021-11-01T07:59:32.186,4.360,-0.285,0.151,-0.959
1635778772226,2021-11-01T07:59:32.226,4.400,-0.286,0.153,-0.958
1635778772266,2021-11-01T07:59:32.266,4.440,-0.288,0.153,-0.959
1635778772306,2021-11-01T07:59:32.306,4.480,-0.287,0.155,-0.960
1635778772346,2021-11-01T07:59:32.346,4.520,-0.288,0.152,-0.959
1635778772386,2021-11-01T07:59:32.386,4.560,-0.288,0.155,-0.959
1635778772426,2021-11-01T07:59:32.426,4.600,-0.285,0.156,-0.959
1635778772466,2021-11-01T07:59:32.466,4.640,-0.287,0.149,-0.961
1635778772506,2021-11-01T07:59:32.506,4.680,-0.283,0.160,-0.959
1635778772546,2021-11-01T07:59:32.546,4.720,-0.281,0.151,-0.959
1635778772586,2021-11-01T07:59:32.586,4.760,-0.282,0.154,-0.959
1635778772626,2021-11-01T07:59:32.626,4.800,-0.282,0.156,-0.959
1635778772666,2021-11-01T07:59:32.666,4.840,-0.283,0.155,-0.960
1635778772706,2021-11-01T07:59:32.706,4.880,-0.283,0.154,-0.959
1635778772746,2021-11-01T07:59:32.746,4.920,-0.284,0.154,-0.959
1635778772786,2021-11-01T07:59:32.786,4.960,-0.282,0.156,-0.961
1635778772826,2021-11-01T07:59:32.826,5.000,-0.283,0.154,-0.961
1635778772866,2021-11-01T07:59:32.866,5.040,-0.284,0.154,-0.960
1635778772906,2021-11-01T07:59:32.906,5.080,-0.282,0.153,-0.958
1635778772946,2021-11-01T07:59:32.946,5.120,-0.283,0.156,-0.959
1635778772986,2021-11-01T07:59:32.986,5.160,-0.283,0.154,-0.959
1635778773026,2021-11-01T07:59:33.026,5.200,-0.285,0.153,-0.960
1635778773066,2021-11-01T07:59:33.066,5.240,-0.283,0.153,-0.960
1635778773106,2021-11-01T07:59:33.106,5.280,-0.285,0.155,-0.959
1635778773146,2021-11-01T07:59:33.146,5.320,-0.285,0.152,-0.959
1635778773186,2021-11-01T07:59:33.186,5.360,-0.285,0.153,-0.959
1635778773226,2021-11-01T07:59:33.226,5.400,-0.285,0.152,-0.959
1635778773266,2021-11-01T07:59:33.266,5.440,-0.284,0.152,-0.960
1635778773306,2021-11-01T07:59:33.306,5.480,-0.285,0.153,-0.959
1635778773346,2021-11-01T07:59:33.346,5.520,-0.286,0.153,-0.959
1635778773386,2021-11-01T07:59:33.386,5.560,-0.285,0.152,-0.959
1635778773426,2021-11-01T07:59:33.426,5.600,-0.285,0.153,-0.959
1635778773466,2021-11-01T07:59:33.466,5.640,-0.285,0.151,-0.958
1635778773506,2021-11-01T07:59:33.506,5.680,-0.284,0.152,-0.960
1635778773546,2021-11-01T07:59:33.546,5.720,-0.285,0.152,-0.961
1635778773586,2021-11-01T07:59:33.586,5.760,-0.286,0.150,-0.959
1635778773626,2021-11-01T07:59:33.626,5.800,-0.285,0.151,-0.959
1635778773666,2021-11-01T07:59:33.666,5.840,-0.285,0.153,-0.960
1635778773706,2021-11-01T07:59:33.706,5.880,-0.285,0.152,-0.960
1635778773746,2021-11-01T07:59:33.746,5.920,-0.285,0.152,-0.961
1635778773786,2021-11-01T07:59:33.786,5.960,-0.286,0.151,-0.959
1635778773826,2021-11-01T07:59:33.826,6.000,-0.286,0.151,-0.959
1635778773866,2021-11-01T07:59:33.866,6.040,-0.284,0.154,-0.960
1635778773906,2021-11-01T07:59:33.906,6.080,-0.285,0.151,-0.959
1635778773946,2021-11-01T07:59:33.946,6.120,-0.285,0.152,-0.960
1635778773986,2021-11-01T07:59:33.986,6.160,-0.285,0.152,-0.959
1635778774026,2021-11-01T07:59:34.026,6.200,-0.285,0.151,-0.960
1635778774066,2021-11-01T07:59:34.066,6.240,-0.287,0.151,-0.960
1635778774106,2021-11-01T07:59:34.106,6.280,-0.285,0.152,-0.960
1635778774146,2021-11-01T07:59:34.146,6.320,-0.284,0.151,-0.960
1635778774186,2021-11-01T07:59:34.186,6.360,-0.285,0.151,-0.959
1635778774226,2021-11-01T07:59:34.226,6.400,-0.285,0.151,-0.960
1635778774266,2021-11-01T07:59:34.266,6.440,-0.283,0.150,-0.961
1635778774306,2021-11-01T07:59:34.306,6.480,-0.286,0.151,-0.960
1635778774346,2021-11-01T07:59:34.346,6.520,-0.285,0.151,-0.960
1635778774386,2021-11-01T07:59:34.386,6.560,-0.285,0.152,-0.960
1635778774426,2021-11-01T07:59:34.426,6.600,-0.285,0.151,-0.960
1635778774466,2021-11-01T07:59:34.466,6.640,-0.285,0.152,-0.960
1635778774506,2021-11-01T07:59:34.506,6.680,-0.285,0.151,-0.961
1635778774546,2021-11-01T07:59:34.546,6.720,-0.285,0.152,-0.960
1635778774586,2021-11-01T07:59:34.586,6.760,-0.286,0.151,-0.960
1635778774626,2021-11-01T07:59:34.626,6.800,-0.286,0.151,-0.959
1635778774666,2021-11-01T07:59:34.666,6.840,-0.285,0.152,-0.959
1635778774706,2021-11-01T07:59:34.706,6.880,-0.284,0.152,-0.959
1635778774746,2021-11-01T07:59:34.746,6.920,-0.284,0.151,-0.960
1635778774786,2021-11-01T07:59:34.786,6.960,-0.284,0.152,-0.960
1635778774826,2021-11-01T07:59:34.826,7.000,-0.286,0.152,-0.959
1635778774866,2021-11-01T07:59:34.866,7.040,-0.285,0.151,-0.960
1635778774906,2021-11-01T07:59:34.906,7.080,-0.284,0.153,-0.960
1635778774946,2021-11-01T07:59:34.946,7.120,-0.286,0.151,-0.959
1635778774986,2021-11-01T07:59:34.986,7.160,-0.284,0.151,-0.960
1635778775026,2021-11-01T07:59:35.026,7.200,-0.285,0.151,-0.960
1635778775066,2021-11-01T07:59:35.066,7.240,-0.285,0.152,-0.959
1635778775106,2021-11-01T07:59:35.106,7.280,-0.284,0.152,-0.960
1635778775146,2021-11-01T07:59:35.146,7.320,-0.286,0.153,-0.961
1635778775186,2021-11-01T07:59:35.186,7.360,-0.285,0.151,-0.961
1635778775226,2021-11-01T07:59:35.226,7.400,-0.285,0.153,-0.959
1635778775266,2021-11-01T07:59:35.266,7.440,-0.284,0.152,-0.960
1635778775306,2021-11-01T07:59:35.306,7.480,-0.284,0.151,-0.960
1635778775346,2021-11-01T07:59:35.346,7.520,-0.284,0.152,-0.961
1635778775386,2021-11-01T07:59:35.386,7.560,-0.284,0.151,-0.960
1635778775426,2021-11-01T07:59:35.426,7.600,-0.283,0.151,-0.961
1635778775466,2021-11-01T07:59:35.466,7.640,-0.285,0.151,-0.960
1635778775506,2021-11-01T07:59:35.506,7.680,-0.284,0.152,-0.960
1635778775546,2021-11-01T07:59:35.546,7.720,-0.284,0.152,-0.960
1635778775586,2021-11-01T07:59:35.586,7.760,-0.284,0.151,-0.959
1635778775626,2021-11-01T07:59:35.626,7.800,-0.284,0.152,-0.960
1635778775666,2021-11-01T07:59:35.666,7.840,-0.284,0.151,-0.960
1635778775706,2021-11-01T07:59:35.706,7.880,-0.284,0.151,-0.960
1635778775746,2021-11-01T07:59:35.746,7.920,-0.284,0.153,-0.960
1635778775786,2021-11-01T07:59:35.786,7.960,-0.284,0.151,-0.960
1635778775826,2021-11-01T07:59:35.826,8.000,-0.284,0.150,-0.959
1635778775866,2021-11-01T07:59:35.866,8.040,-0.285,0.151,-0.960
1635778775906,2021-11-01T07:59:35.906,8.080,-0.285,0.151,-0.961
1635778775946,2021-11-01T07:59:35.946,8.120,-0.284,0.150,-0.961
1635778775986,2021-11-01T07:59:35.986,8.160,-0.285,0.152,-0.960
1635778776026,2021-11-01T07:59:36.026,8.200,-0.286,0.150,-0.959
1635778776066,2021-11-01T07:59:36.066,8.240,-0.285,0.151,-0.960
1635778776106,2021-11-01T07:59:36.106,8.280,-0.286,0.151,-0.961
1635778776146,2021-11-01T07:59:36.146,8.320,-0.285,0.149,-0.960
1635778776186,2021-11-01T07:59:36.186,8.360,-0.285,0.151,-0.961
1635778776226,2021-11-01T07:59:36.226,8.400,-0.285,0.151,-0.960
1635778776266,2021-11-01T07:59:36.266,8.440,-0.284,0.151,-0.961
1635778776306,2021-11-01T07:59:36.306,8.480,-0.285,0.148,-0.959
1635778776346,2021-11-01T07:59:36.346,8.520,-0.283,0.150,-0.960
1635778776386,2021-11-01T07:59:36.386,8.560,-0.284,0.150,-0.960
1635778776426,2021-11-01T07:59:36.426,8.600,-0.285,0.148,-0.959
1635778776466,2021-11-01T07:59:36.466,8.640,-0.284,0.152,-0.961
1635778776506,2021-11-01T07:59:36.506,8.680,-0.284,0.149,-0.962
1635778776546,2021-11-01T07:59:36.546,8.720,-0.283,0.150,-0.960
1635778776586,2021-11-01T07:59:36.586,8.760,-0.283,0.150,-0.960
1635778776626,2021-11-01T07:59:36.626,8.800,-0.284,0.148,-0.961
1635778776666,2021-11-01T07:59:36.666,8.840,-0.283,0.151,-0.960
1635778776706,2021-11-01T07:59:36.706,8.880,-0.284,0.150,-0.960
1635778776746,2021-11-01T07:59:36.746,8.920,-0.286,0.150,-0.960
1635778776786,2021-11-01T07:59:36.786,8.960,-0.284,0.150,-0.960
1635778776826,2021-11-01T07:59:36.826,9.000,-0.285,0.148,-0.959
1635778776866,2021-11-01T07:59:36.866,9.040,-0.282,0.153,-0.960
1635778776906,2021-11-01T07:59:36.906,9.080,-0.282,0.154,-0.962
1635778776946,2021-11-01T07:59:36.946,9.120,-0.284,0.151,-0.961
1635778776986,2021-11-01T07:59:36.986,9.160,-0.283,0.153,-0.960
1635778777026,2021-11-01T07:59:37.026,9.200,-0.283,0.153,-0.961
1635778777066,2021-11-01T07:59:37.066,9.240,-0.284,0.151,-0.960
1635778777106,2021-11-01T07:59:37.106,9.280,-0.284,0.153,-0.960
1635778777146,2021-11-01T07:59:37.146,9.320,-0.283,0.153,-0.960
1635778777186,2021-11-01T07:59:37.186,9.360,-0.283,0.153,-0.959
1635778777226,2021-11-01T07:59:37.226,9.400,-0.283,0.153,-0.960
1635778777266,2021-11-01T07:59:37.266,9.440,-0.283,0.152,-0.959
1635778777306,2021-11-01T07:59:37.306,9.480,-0.284,0.154,-0.959
1635778777346,2021-11-01T07:59:37.346,9.520,-0.285,0.152,-0.960
1635778777386,2021-11-01T07:59:37.386,9.560,-0.285,0.152,-0.960
1635778777426,2021-11-01T07:59:37.426,9.600,-0.282,0.155,-0.960
1635778777466,2021-11-01T07:59:37.466,9.640,-0.283,0.155,-0.960
1635778777506,2021-11-01T07:59:37.506,9.680,-0.282,0.156,-0.960
1635778777546,2021-11-01T07:59:37.546,9.720,-0.274,0.162,-0.964
1635778777586,2021-11-01T07:59:37.586,9.760,-0.291,0.137,-0.959
1635778777626,2021-11-01T07:59:37.626,9.800,-0.284,0.151,-0.957
1635778777666,2021-11-01T07:59:37.666,9.840,-0.284,0.147,-0.960
1635778777706,2021-11-01T07:59:37.706,9.880,-0.282,0.152,-0.960
1635778777746,2021-11-01T07:59:37.746,9.920,-0.283,0.150,-0.962
1635778777786,2021-11-01T07:59:37.786,9.960,-0.282,0.146,-0.962
1635778777826,2021-11-01T07:59:37.826,10.000,-0.280,0.154,-0.963
1635778777866,2021-11-01T07:59:37.866,10.040,-0.281,0.151,-0.961
1635778777906,2021-11-01T07:59:37.906,10.080,-0.281,0.147,-0.961
1635778777946,2021-11-01T07:59:37.946,10.120,-0.276,0.158,-0.962
1635778777986,2021-11-01T07:59:37.986,10.160,-0.279,0.152,-0.961
1635778778026,2021-11-01T07:59:38.026,10.200,-0.280,0.148,-0.960
1635778778066,2021-11-01T07:59:38.066,10.240,-0.280,0.154,-0.961
1635778778106,2021-11-01T07:59:38.106,10.280,-0.279,0.149,-0.962
1635778778146,2021-11-01T07:59:38.146,10.320,-0.283,0.150,-0.959
1635778778186,2021-11-01T07:59:38.186,10.360,-0.281,0.154,-0.959
1635778778226,2021-11-01T07:59:38.226,10.400,-0.279,0.154,-0.960
1635778778266,2021-11-01T07:59:38.266,10.440,-0.282,0.153,-0.960
1635778778306,2021-11-01T07:59:38.306,10.480,-0.279,0.155,-0.962
1635778778346,2021-11-01T07:59:38.346,10.520,-0.279,0.152,-0.961
1635778778386,2021-11-01T07:59:38.386,10.560,-0.279,0.155,-0.961
1635778778426,2021-11-01T07:59:38.426,10.600,-0.279,0.154,-0.962
1635778778466,2021-11-01T07:59:38.466,10.640,-0.277,0.158,-0.961
1635778778506,2021-11-01T07:59:38.506,10.680,-0.279,0.153,-0.961
1635778778546,2021-11-01T07:59:38.546,10.720,-0.280,0.156,-0.960
1635778778586,2021-11-01T07:59:38.586,10.760,-0.276,0.161,-0.961
1635778778626,2021-11-01T07:59:38.626,10.800,-0.276,0.155,-0.963
1635778778666,2021-11-01T07:59:38.666,10.840,-0.278,0.160,-0.960
1635778778706,2021-11-01T07:59:38.706,10.880,-0.276,0.155,-0.962
1635778778746,2021-11-01T07:59:38.746,10.920,-0.268,0.159,-0.963
1635778778786,2021-11-01T07:59:38.786,10.960,-0.269,0.157,-0.963
1635778778826,2021-11-01T07:59:38.826,11.000,-0.268,0.154,-0.963
1635778778866,2021-11-01T07:59:38.866,11.040,-0.266,0.162,-0.964
1635778778906,2021-11-01T07:59:38.906,11.080,-0.267,0.151,-0.964
1635778778946,2021-11-01T07:59:38.946,11.120,-0.270,0.150,-0.964
1635778778986,2021-11-01T07:59:38.986,11.160,-0.266,0.162,-0.964
1635778779026,2021-11-01T07:59:39.026,11.200,-0.264,0.150,-0.965
1635778779066,2021-11-01T07:59:39.066,11.240,-0.265,0.166,-0.963
1635778779106,2021-11-01T07:59:39.106,11.280,-0.262,0.158,-0.965
1635778779146,2021-11-01T07:59:39.146,11.320,-0.265,0.154,-0.964
1635778779186,2021-11-01T07:59:39.186,11.360,-0.265,0.154,-0.964
1635778779226,2021-11-01T07:59:39.226,11.400,-0.262,0.160,-0.964
1635778779266,2021-11-01T07:59:39.266,11.440,-0.262,0.156,-0.964
1635778779306,2021-11-01T07:59:39.306,11.480,-0.265,0.155,-0.963
1635778779346,2021-11-01T07:59:39.346,11.520,-0.263,0.159,-0.965
1635778779386,2021-11-01T07:59:39.386,11.560,-0.255,0.165,-0.966
1635778779426,2021-11-01T07:59:39.426,11.600,-0.263,0.159,-0.966
1635778779466,2021-11-01T07:59:39.466,11.640,-0.263,0.154,-0.968
1635778779506,2021-11-01T07:59:39.506,11.680,-0.260,0.155,-0.967
1635778779546,2021-11-01T07:59:39.546,11.720,-0.253,0.145,-0.966
1635778779586,2021-11-01T07:59:39.586,11.760,-0.244,0.153,-0.965
1635778779626,2021-11-01T07:59:39.626,11.800,-0.227,0.176,-0.964
1635778779666,2021-11-01T07:59:39.666,11.840,-0.232,0.170,-0.969
1635778779706,2021-11-01T07:59:39.706,11.880,-0.238,0.172,-0.968
1635778779746,2021-11-01T07:59:39.746,11.920,-0.233,0.172,-0.970
1635778779786,2021-11-01T07:59:39.786,11.960,-0.233,0.175,-0.969
1635778779826,2021-11-01T07:59:39.826,12.000,-0.231,0.170,-0.972
1635778779866,2021-11-01T07:59:39.866,12.040,-0.224,0.167,-0.973
1635778779906,2021-11-01T07:59:39.906,12.080,-0.223,0.171,-0.970
1635778779946,2021-11-01T07:59:39.946,12.120,-0.220,0.168,-0.968
1635778779986,2021-11-01T07:59:39.986,12.160,-0.213,0.160,-0.974
1635778780026,2021-11-01T07:59:40.026,12.200,-0.214,0.170,-0.970
1635778780066,2021-11-01T07:59:40.066,12.240,-0.213,0.158,-0.971
1635778780106,2021-11-01T07:59:40.106,12.280,-0.211,0.162,-0.975
1635778780146,2021-11-01T07:59:40.146,12.320,-0.214,0.162,-0.974
1635778780186,2021-11-01T07:59:40.186,12.360,-0.214,0.163,-0.972
1635778780226,2021-11-01T07:59:40.226,12.400,-0.211,0.166,-0.975
1635778780266,2021-11-01T07:59:40.266,12.440,-0.214,0.165,-0.972
1635778780306,2021-11-01T07:59:40.306,12.480,-0.216,0.166,-0.972
1635778780346,2021-11-01T07:59:40.346,12.520,-0.214,0.159,-0.973
1635778780386,2021-11-01T07:59:40.386,12.560,-0.213,0.163,-0.972
1635778780426,2021-11-01T07:59:40.426,12.600,-0.215,0.164,-0.973
1635778780466,2021-11-01T07:59:40.466,12.640,-0.216,0.159,-0.974
1635778780506,2021-11-01T07:59:40.506,12.680,-0.216,0.160,-0.973
1635778780546,2021-11-01T07:59:40.546,12.720,-0.216,0.156,-0.974
1635778780586,2021-11-01T07:59:40.586,12.760,-0.216,0.163,-0.974
1635778780626,2021-11-01T07:59:40.626,12.800,-0.216,0.157,-0.974
1635778780666,2021-11-01T07:59:40.666,12.840,-0.216,0.160,-0.974
1635778780706,2021-11-01T07:59:40.706,12.880,-0.216,0.161,-0.972
1635778780746,2021-11-01T07:59:40.746,12.920,-0.216,0.154,-0.976
1635778780786,2021-11-01T07:59:40.786,12.960,-0.215,0.162,-0.974
1635778780826,2021-11-01T07:59:40.826,13.000,-0.217,0.153,-0.973
1635778780866,2021-11-01T07:59:40.866,13.040,-0.218,0.160,-0.974
1635778780906,2021-11-01T07:59:40.906,13.080,-0.216,0.160,-0.973
1635778780946,2021-11-01T07:59:40.946,13.120,-0.216,0.160,-0.973
1635778780986,2021-11-01T07:59:40.986,13.160,-0.218,0.150,-0.973
1635778781026,2021-11-01T07:59:41.026,13.200,-0.218,0.151,-0.974
1635778781066,2021-11-01T07:59:41.066,13.240,-0.218,0.155,-0.973
1635778781106,2021-11-01T07:59:41.106,13.280,-0.218,0.152,-0.974
1635778781146,2021-11-01T07:59:41.146,13.320,-0.218,0.151,-0.974
1635778781186,2021-11-01T07:59:41.186,13.360,-0.217,0.154,-0.974
1635778781226,2021-11-01T07:59:41.226,13.400,-0.219,0.150,-0.974
1635778781266,2021-11-01T07:59:41.266,13.440,-0.218,0.155,-0.974
1635778781306,2021-11-01T07:59:41.306,13.480,-0.219,0.156,-0.975
1635778781346,2021-11-01T07:59:41.346,13.520,-0.219,0.143,-0.975
1635778781386,2021-11-01T07:59:41.386,13.560,-0.219,0.152,-0.974
1635778781426,2021-11-01T07:59:41.426,13.600,-0.219,0.151,-0.974
1635778781466,2021-11-01T07:59:41.466,13.640,-0.220,0.147,-0.974
1635778781506,2021-11-01T07:59:41.506,13.680,-0.220,0.157,-0.974
1635778781546,2021-11-01T07:59:41.546,13.720,-0.220,0.154,-0.972
1635778781586,2021-11-01T07:59:41.586,13.760,-0.216,0.167,-0.973
1635778781626,2021-11-01T07:59:41.626,13.800,-0.217,0.161,-0.975
1635778781666,2021-11-01T07:59:41.666,13.840,-0.219,0.137,-0.976
1635778781706,2021-11-01T07:59:41.706,13.880,-0.229,0.126,-0.976
1635778781746,2021-11-01T07:59:41.746,13.920,-0.224,0.147,-0.974
1635778781786,2021-11-01T07:59:41.786,13.960,-0.223,0.141,-0.976
1635778781826,2021-11-01T07:59:41.826,14.000,-0.227,0.139,-0.975
1635778781866,2021-11-01T07:59:41.866,14.040,-0.229,0.141,-0.973
1635778781906,2021-11-01T07:59:41.906,14.080,-0.225,0.146,-0.975
1635778781946,2021-11-01T07:59:41.946,14.120,-0.226,0.147,-0.975
1635778781986,2021-11-01T07:59:41.986,14.160,-0.227,0.141,-0.974
1635778782026,2021-11-01T07:59:42.026,14.200,-0.230,0.145,-0.973
