epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636639426466,2021-11-11T16.03.46.466,0.000,100919.906
1636639426730,2021-11-11T16.03.46.730,0.264,100922.742
1636639426995,2021-11-11T16.03.46.995,0.529,100917.391
1636639427259,2021-11-11T16.03.47.259,0.793,100918.062
1636639427524,2021-11-11T16.03.47.524,1.058,100919.242
1636639427789,2021-11-11T16.03.47.789,1.323,100917.547
1636639428053,2021-11-11T16.03.48.053,1.587,100916.203
1636639428318,2021-11-11T16.03.48.318,1.852,100920.219
1636639428583,2021-11-11T16.03.48.583,2.117,100923.531
1636639428847,2021-11-11T16.03.48.847,2.381,100919.672
1636639429112,2021-11-11T16.03.49.112,2.646,100920.852
1636639429376,2021-11-11T16.03.49.376,2.910,100920.492
1636639429641,2021-11-11T16.03.49.641,3.175,100914.625
1636639429906,2021-11-11T16.03.49.906,3.440,100917.461
1636639430170,2021-11-11T16.03.50.170,3.704,100914.781
1636639430435,2021-11-11T16.03.50.435,3.969,100914.625
1636639430700,2021-11-11T16.03.50.700,4.234,100922.312
1636639430964,2021-11-11T16.03.50.964,4.498,100923.805
1636639431229,2021-11-11T16.03.51.229,4.763,100920.141
1636639431492,2021-11-11T16.03.51.492,5.026,100920.141
1636639431757,2021-11-11T16.03.51.757,5.291,100913.250
1636639432023,2021-11-11T16.03.52.023,5.557,100915.766
1636639432286,2021-11-11T16.03.52.286,5.820,100917.109
1636639432551,2021-11-11T16.03.52.551,6.085,100910.055
1636639432817,2021-11-11T16.03.52.817,6.351,100915.922
1636639433080,2021-11-11T16.03.53.080,6.614,100914.586
1636639433345,2021-11-11T16.03.53.345,6.879,100918.602
1636639433609,2021-11-11T16.03.53.609,7.143,100915.250
1636639433874,2021-11-11T16.03.53.874,7.408,100917.422
1636639434139,2021-11-11T16.03.54.139,7.673,100920.094
1636639434403,2021-11-11T16.03.54.403,7.937,100921.750
1636639434668,2021-11-11T16.03.54.668,8.202,100913.406
1636639434933,2021-11-11T16.03.54.933,8.467,100912.375
1636639435197,2021-11-11T16.03.55.197,8.731,100913.562
1636639435462,2021-11-11T16.03.55.462,8.996,100912.219
1636639435726,2021-11-11T16.03.55.726,9.260,100909.859
1636639435991,2021-11-11T16.03.55.991,9.525,100913.047
1636639436256,2021-11-11T16.03.56.256,9.790,100918.047
1636639436520,2021-11-11T16.03.56.520,10.054,100910.008
1636639436785,2021-11-11T16.03.56.785,10.319,100910.875
1636639437050,2021-11-11T16.03.57.050,10.584,100915.055
1636639437314,2021-11-11T16.03.57.314,10.848,100914.695
1636639437579,2021-11-11T16.03.57.579,11.113,100917.688
1636639437842,2021-11-11T16.03.57.842,11.376,100910.523
1636639438108,2021-11-11T16.03.58.108,11.642,100910.688
1636639438373,2021-11-11T16.03.58.373,11.907,100916.867
1636639438636,2021-11-11T16.03.58.636,12.170,100915.680
1636639438902,2021-11-11T16.03.58.902,12.436,100915.016
1636639439167,2021-11-11T16.03.59.167,12.701,100910.688
1636639439430,2021-11-11T16.03.59.430,12.964,100918.359
1636639439695,2021-11-11T16.03.59.695,13.229,100913.000
1636639439959,2021-11-11T16.03.59.959,13.493,100913.000
1636639440224,2021-11-11T16.04.00.224,13.758,100913.672
1636639440489,2021-11-11T16.04.00.489,14.023,100915.016
1636639440753,2021-11-11T16.04.00.753,14.287,100917.180
1636639441018,2021-11-11T16.04.01.018,14.552,100912.492
1636639441283,2021-11-11T16.04.01.283,14.817,100915.016
1636639441547,2021-11-11T16.04.01.547,15.081,100920.688
1636639441812,2021-11-11T16.04.01.812,15.346,100913.672
1636639442076,2021-11-11T16.04.02.076,15.610,100913.984
1636639442341,2021-11-11T16.04.02.341,15.875,100913.312
1636639442606,2021-11-11T16.04.02.606,16.140,100914.656
1636639442871,2021-11-11T16.04.02.871,16.405,100908.984
1636639443135,2021-11-11T16.04.03.135,16.669,100909.656
1636639443400,2021-11-11T16.04.03.400,16.934,100910.641
1636639443664,2021-11-11T16.04.03.664,17.198,100909.969
1636639443929,2021-11-11T16.04.03.929,17.463,100914.656
1636639444194,2021-11-11T16.04.04.194,17.728,100914.141
1636639444458,2021-11-11T16.04.04.458,17.992,100915.641
1636639444723,2021-11-11T16.04.04.723,18.257,100914.656
1636639444988,2021-11-11T16.04.04.988,18.522,100916.984
1636639445252,2021-11-11T16.04.05.252,18.786,100914.812
1636639445517,2021-11-11T16.04.05.517,19.051,100912.797
1636639445782,2021-11-11T16.04.05.782,19.316,100912.289
1636639446046,2021-11-11T16.04.06.046,19.580,100912.961
