epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636346049420,2021-11-08T06.34.09.420,0.000,101377.547
1636346049684,2021-11-08T06.34.09.684,0.264,101372.828
1636346049949,2021-11-08T06.34.09.949,0.529,101377.188
1636346050214,2021-11-08T06.34.10.214,0.794,101378.688
1636346050478,2021-11-08T06.34.10.478,1.058,101379.516
1636346050743,2021-11-08T06.34.10.743,1.323,101378.531
1636346051007,2021-11-08T06.34.11.007,1.587,101378.172
1636346051272,2021-11-08T06.34.11.272,1.852,101383.859
1636346051537,2021-11-08T06.34.11.537,2.117,101378.992
1636346051802,2021-11-08T06.34.11.802,2.382,101382.828
1636346052066,2021-11-08T06.34.12.066,2.646,101385.672
1636346052331,2021-11-08T06.34.12.331,2.911,101389.562
1636346052596,2021-11-08T06.34.12.596,3.176,101391.367
1636346052860,2021-11-08T06.34.12.860,3.440,101391.062
1636346053125,2021-11-08T06.34.13.125,3.705,101385.828
1636346053388,2021-11-08T06.34.13.388,3.968,101393.547
1636346053653,2021-11-08T06.34.13.653,4.233,101391.367
1636346053919,2021-11-08T06.34.13.919,4.499,101396.234
1636346054182,2021-11-08T06.34.14.182,4.762,101388.828
1636346054447,2021-11-08T06.34.14.447,5.027,101393.852
1636346054713,2021-11-08T06.34.14.713,5.293,101392.203
1636346054976,2021-11-08T06.34.14.976,5.556,101396.391
1636346055241,2021-11-08T06.34.15.241,5.821,101396.391
1636346055505,2021-11-08T06.34.15.505,6.085,101397.742
1636346055770,2021-11-08T06.34.15.770,6.350,101405.312
1636346056035,2021-11-08T06.34.16.035,6.615,101402.094
1636346056299,2021-11-08T06.34.16.299,6.879,101401.938
1636346056564,2021-11-08T06.34.16.564,7.144,101399.922
1636346056829,2021-11-08T06.34.16.829,7.409,101400.594
1636346057093,2021-11-08T06.34.17.093,7.673,101397.891
1636346057358,2021-11-08T06.34.17.358,7.938,101407.328
1636346057622,2021-11-08T06.34.17.622,8.202,101403.438
1636346057887,2021-11-08T06.34.17.887,8.467,101404.789
1636346058152,2021-11-08T06.34.18.152,8.732,101408.984
1636346058416,2021-11-08T06.34.18.416,8.996,101405.617
1636346058681,2021-11-08T06.34.18.681,9.261,101408.312
1636346058946,2021-11-08T06.34.18.946,9.526,101408.617
1636346059210,2021-11-08T06.34.19.210,9.790,101414.008
1636346059475,2021-11-08T06.34.19.475,10.055,101412.656
1636346059738,2021-11-08T06.34.19.738,10.318,101411.469
1636346060004,2021-11-08T06.34.20.004,10.584,101405.922
1636346060269,2021-11-08T06.34.20.269,10.849,101408.406
1636346060532,2021-11-08T06.34.20.532,11.112,101412.969
1636346060798,2021-11-08T06.34.20.798,11.378,101414.992
1636346061063,2021-11-08T06.34.21.063,11.643,101411.930
1636346061326,2021-11-08T06.34.21.326,11.906,101417.844
1636346061591,2021-11-08T06.34.21.591,12.171,101418.672
1636346061855,2021-11-08T06.34.21.855,12.435,101417.016
1636346062120,2021-11-08T06.34.22.120,12.700,101419.344
