epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636377792672,2021-11-08T15.23.12.672,0.000,1.372,0.305,0.122
1636377792712,2021-11-08T15.23.12.712,0.040,1.585,0.457,-0.183
1636377792752,2021-11-08T15.23.12.752,0.080,2.744,1.524,-0.488
1636377792792,2021-11-08T15.23.12.792,0.120,2.256,1.159,-0.457
1636377792832,2021-11-08T15.23.12.832,0.160,-0.030,-0.732,-0.335
1636377792872,2021-11-08T15.23.12.872,0.200,-0.396,-0.945,-0.549
1636377792912,2021-11-08T15.23.12.912,0.240,-0.274,-0.640,-0.549
1636377792952,2021-11-08T15.23.12.952,0.280,0.183,-0.335,-0.427
1636377792992,2021-11-08T15.23.12.992,0.320,0.610,0.183,-0.335
1636377793032,2021-11-08T15.23.13.032,0.360,0.671,0.640,-0.610
1636377793072,2021-11-08T15.23.13.072,0.400,0.305,0.061,-0.457
1636377793112,2021-11-08T15.23.13.112,0.440,-0.091,-0.335,-0.427
1636377793152,2021-11-08T15.23.13.152,0.480,0.183,-0.122,-0.671
1636377793192,2021-11-08T15.23.13.192,0.520,0.091,-0.305,-0.640
1636377793232,2021-11-08T15.23.13.232,0.560,-0.061,-0.457,-0.488
1636377793272,2021-11-08T15.23.13.272,0.600,-0.183,-0.488,-0.518
1636377793312,2021-11-08T15.23.13.312,0.640,-0.030,-0.274,-0.579
1636377793352,2021-11-08T15.23.13.352,0.680,0.000,-0.274,-0.427
1636377793392,2021-11-08T15.23.13.392,0.720,0.152,-0.122,-0.366
1636377793432,2021-11-08T15.23.13.432,0.760,0.274,-0.091,-0.274
1636377793472,2021-11-08T15.23.13.472,0.800,0.244,0.122,-0.488
1636377793512,2021-11-08T15.23.13.512,0.840,0.579,0.213,-0.457
1636377793552,2021-11-08T15.23.13.552,0.880,0.152,-0.061,-0.427
1636377793592,2021-11-08T15.23.13.592,0.920,0.213,-0.122,-0.488
1636377793632,2021-11-08T15.23.13.632,0.960,0.213,-0.152,-0.427
1636377793672,2021-11-08T15.23.13.672,1.000,0.274,-0.030,-0.457
1636377793712,2021-11-08T15.23.13.712,1.040,0.549,0.091,-0.457
1636377793752,2021-11-08T15.23.13.752,1.080,0.305,0.000,-0.396
1636377793792,2021-11-08T15.23.13.792,1.120,0.518,0.091,-0.305
1636377793832,2021-11-08T15.23.13.832,1.160,0.335,-0.183,-0.244
1636377793872,2021-11-08T15.23.13.872,1.200,0.152,-0.396,-0.152
1636377793912,2021-11-08T15.23.13.912,1.240,0.091,-0.518,0.061
1636377793952,2021-11-08T15.23.13.952,1.280,0.152,-0.457,-0.152
1636377793992,2021-11-08T15.23.13.992,1.320,0.335,-0.274,-0.671
1636377794032,2021-11-08T15.23.14.032,1.360,0.549,-0.305,-0.701
1636377794072,2021-11-08T15.23.14.072,1.400,0.732,-0.305,-0.854
1636377794112,2021-11-08T15.23.14.112,1.440,0.579,-0.152,-1.280
1636377794152,2021-11-08T15.23.14.152,1.480,0.610,0.000,-1.585
1636377794192,2021-11-08T15.23.14.192,1.520,0.671,0.000,-1.402
1636377794232,2021-11-08T15.23.14.232,1.560,0.701,0.091,-1.006
1636377794272,2021-11-08T15.23.14.272,1.600,-0.549,-1.159,0.000
1636377794312,2021-11-08T15.23.14.312,1.640,-0.610,-1.341,-0.061
1636377794352,2021-11-08T15.23.14.352,1.680,-0.244,-0.579,-0.457
1636377794392,2021-11-08T15.23.14.392,1.720,-0.061,-0.152,-0.762
1636377794432,2021-11-08T15.23.14.432,1.760,0.427,-0.061,-0.396
1636377794472,2021-11-08T15.23.14.472,1.800,0.091,-0.396,-0.213
1636377794512,2021-11-08T15.23.14.512,1.840,0.701,0.335,-0.579
1636377794552,2021-11-08T15.23.14.552,1.880,0.640,0.030,-0.488
1636377794592,2021-11-08T15.23.14.592,1.920,0.183,-0.244,-0.427
1636377794632,2021-11-08T15.23.14.632,1.960,-0.030,0.091,-0.915
1636377794672,2021-11-08T15.23.14.672,2.000,0.274,0.000,-1.006
1636377794712,2021-11-08T15.23.14.712,2.040,0.244,-0.122,-0.976
1636377794752,2021-11-08T15.23.14.752,2.080,0.610,0.061,-0.640
1636377794792,2021-11-08T15.23.14.792,2.120,0.762,0.366,-0.122
1636377794832,2021-11-08T15.23.14.832,2.160,1.037,0.396,-0.152
1636377794872,2021-11-08T15.23.14.872,2.200,0.945,0.305,-0.488
