epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636378595833,2021-11-08T15.36.35.833,0.000,-0.274,0.030,-0.518
1636378595873,2021-11-08T15.36.35.873,0.040,-0.244,0.000,-0.427
1636378595912,2021-11-08T15.36.35.912,0.079,0.000,0.274,-0.244
1636378595952,2021-11-08T15.36.35.952,0.119,-0.091,0.305,-0.274
1636378595993,2021-11-08T15.36.35.993,0.160,-0.122,0.335,-0.183
1636378596032,2021-11-08T15.36.36.032,0.199,-0.152,0.274,-0.122
1636378596072,2021-11-08T15.36.36.072,0.239,-0.945,0.274,-0.366
1636378596111,2021-11-08T15.36.36.111,0.278,-0.335,0.061,-0.488
1636378596151,2021-11-08T15.36.36.151,0.318,0.488,0.122,-0.366
1636378596192,2021-11-08T15.36.36.192,0.359,0.335,0.091,-0.305
1636378596231,2021-11-08T15.36.36.231,0.398,0.061,0.244,-0.457
1636378596271,2021-11-08T15.36.36.271,0.438,0.671,0.305,-0.335
1636378596311,2021-11-08T15.36.36.311,0.478,0.701,0.305,-0.274
1636378596350,2021-11-08T15.36.36.350,0.517,0.579,0.183,-0.427
1636378596391,2021-11-08T15.36.36.391,0.558,0.915,0.152,-0.427
1636378596431,2021-11-08T15.36.36.431,0.598,0.518,0.122,-0.396
1636378596470,2021-11-08T15.36.36.470,0.637,0.213,0.183,-0.457
1636378596510,2021-11-08T15.36.36.510,0.677,0.488,0.152,-0.427
1636378596549,2021-11-08T15.36.36.549,0.716,0.762,0.274,-0.396
1636378596590,2021-11-08T15.36.36.590,0.757,0.945,0.396,-0.274
1636378596630,2021-11-08T15.36.36.630,0.797,0.793,0.366,-0.213
1636378596669,2021-11-08T15.36.36.669,0.836,1.067,0.335,-0.183
1636378596709,2021-11-08T15.36.36.709,0.876,0.976,0.122,-0.305
1636378596749,2021-11-08T15.36.36.749,0.916,0.549,0.183,-0.549
1636378596790,2021-11-08T15.36.36.790,0.957,0.762,0.122,-0.488
1636378596829,2021-11-08T15.36.36.829,0.996,0.732,0.000,-0.457
1636378596869,2021-11-08T15.36.36.869,1.036,0.732,0.305,-0.335
1636378596908,2021-11-08T15.36.36.908,1.075,0.579,0.427,-0.244
1636378596948,2021-11-08T15.36.36.948,1.115,0.427,0.244,-0.427
1636378596989,2021-11-08T15.36.36.989,1.156,0.518,0.152,-0.488
1636378597028,2021-11-08T15.36.37.028,1.195,0.762,0.335,-0.305
1636378597068,2021-11-08T15.36.37.068,1.235,0.793,0.305,-0.305
1636378597107,2021-11-08T15.36.37.107,1.274,0.457,0.091,-0.457
1636378597147,2021-11-08T15.36.37.147,1.314,0.396,0.183,-0.305
1636378597187,2021-11-08T15.36.37.187,1.354,0.671,0.305,-0.183
1636378597228,2021-11-08T15.36.37.228,1.395,0.305,0.183,-0.396
1636378597267,2021-11-08T15.36.37.267,1.434,0.549,0.366,-0.244
1636378597307,2021-11-08T15.36.37.307,1.474,0.427,0.366,-0.122
1636378597346,2021-11-08T15.36.37.346,1.513,-0.091,0.000,-0.518
1636378597386,2021-11-08T15.36.37.386,1.553,0.640,0.152,-0.549
1636378597427,2021-11-08T15.36.37.427,1.594,0.640,0.122,-0.366
1636378597466,2021-11-08T15.36.37.466,1.633,0.152,0.030,-0.396
1636378597506,2021-11-08T15.36.37.506,1.673,0.579,0.305,-0.335
1636378597545,2021-11-08T15.36.37.545,1.712,0.488,0.183,-0.335
1636378597585,2021-11-08T15.36.37.585,1.752,0.152,0.122,-0.427
1636378597626,2021-11-08T15.36.37.626,1.793,0.549,0.183,-0.396
1636378597666,2021-11-08T15.36.37.666,1.833,0.274,0.030,-0.366
1636378597705,2021-11-08T15.36.37.705,1.872,0.183,0.183,-0.335
1636378597745,2021-11-08T15.36.37.745,1.912,0.457,0.274,-0.274
1636378597784,2021-11-08T15.36.37.784,1.951,0.366,0.122,-0.427
1636378597825,2021-11-08T15.36.37.825,1.992,0.335,0.183,-0.396
1636378597865,2021-11-08T15.36.37.865,2.032,0.366,0.213,-0.335
1636378597904,2021-11-08T15.36.37.904,2.071,0.335,0.213,-0.244
1636378597944,2021-11-08T15.36.37.944,2.111,0.244,0.244,-0.366
1636378597983,2021-11-08T15.36.37.983,2.150,0.396,0.091,-0.518
1636378598024,2021-11-08T15.36.38.024,2.191,0.549,0.030,-0.549
1636378598064,2021-11-08T15.36.38.064,2.231,0.610,0.274,-0.335
1636378598103,2021-11-08T15.36.38.103,2.270,0.396,0.061,-0.396
1636378598143,2021-11-08T15.36.38.143,2.310,0.579,0.244,-0.305
1636378598183,2021-11-08T15.36.38.183,2.350,0.488,0.274,-0.183
1636378598224,2021-11-08T15.36.38.224,2.391,0.366,0.061,-0.457
1636378598263,2021-11-08T15.36.38.263,2.430,0.732,0.183,-0.335
1636378598303,2021-11-08T15.36.38.303,2.470,0.183,0.091,-0.366
1636378598342,2021-11-08T15.36.38.342,2.509,0.061,0.061,-0.427
1636378598382,2021-11-08T15.36.38.382,2.549,0.427,0.183,-0.305
1636378598421,2021-11-08T15.36.38.421,2.588,0.335,0.274,-0.244
1636378598462,2021-11-08T15.36.38.462,2.629,0.457,0.244,-0.274
1636378598502,2021-11-08T15.36.38.502,2.669,0.457,0.183,-0.244
1636378598541,2021-11-08T15.36.38.541,2.708,0.549,0.335,-0.244
1636378598581,2021-11-08T15.36.38.581,2.748,0.610,0.213,-0.335
1636378598621,2021-11-08T15.36.38.621,2.788,0.274,-0.122,-0.640
1636378598662,2021-11-08T15.36.38.662,2.829,0.915,0.244,-0.366
1636378598701,2021-11-08T15.36.38.701,2.868,0.793,0.244,-0.366
1636378598741,2021-11-08T15.36.38.741,2.908,0.335,0.274,-0.457
1636378598780,2021-11-08T15.36.38.780,2.947,0.213,0.549,-0.366
1636378598820,2021-11-08T15.36.38.820,2.987,0.122,0.213,-0.457
1636378598861,2021-11-08T15.36.38.861,3.028,0.366,0.274,-0.427
1636378598900,2021-11-08T15.36.38.900,3.067,0.884,0.396,-0.244
1636378598940,2021-11-08T15.36.38.940,3.107,0.396,0.213,-0.335
1636378598979,2021-11-08T15.36.38.979,3.146,0.396,0.152,-0.396
1636378599019,2021-11-08T15.36.39.019,3.186,0.671,0.274,-0.305
1636378599060,2021-11-08T15.36.39.060,3.227,0.366,0.213,-0.335
1636378599100,2021-11-08T15.36.39.100,3.267,0.396,0.274,-0.213
1636378599139,2021-11-08T15.36.39.139,3.306,0.579,0.366,-0.152
1636378599179,2021-11-08T15.36.39.179,3.346,0.305,0.335,-0.152
1636378599218,2021-11-08T15.36.39.218,3.385,-0.091,0.122,-0.274
1636378599259,2021-11-08T15.36.39.259,3.426,0.427,0.213,-0.366
1636378599299,2021-11-08T15.36.39.299,3.466,0.701,0.122,-0.549
1636378599338,2021-11-08T15.36.39.338,3.505,0.457,0.061,-0.427
1636378599378,2021-11-08T15.36.39.378,3.545,0.396,0.122,-0.427
1636378599417,2021-11-08T15.36.39.417,3.584,0.793,0.213,-0.396
1636378599457,2021-11-08T15.36.39.457,3.624,0.762,0.274,-0.274
1636378599498,2021-11-08T15.36.39.498,3.665,0.549,0.213,-0.305
1636378599538,2021-11-08T15.36.39.538,3.705,0.396,0.091,-0.457
1636378599577,2021-11-08T15.36.39.577,3.744,0.549,0.183,-0.366
