epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636270049846,2021-11-07T09.27.29.846,0.000,100281.508
1636270050107,2021-11-07T09.27.30.107,0.262,100283.891
1636270050369,2021-11-07T09.27.30.369,0.524,100284.102
1636270050631,2021-11-07T09.27.30.631,0.785,100284.516
1636270050893,2021-11-07T09.27.30.893,1.047,100282.312
1636270051155,2021-11-07T09.27.31.155,1.309,100279.500
1636270051416,2021-11-07T09.27.31.416,1.571,100280.344
1636270051678,2021-11-07T09.27.31.678,1.832,100281.219
1636270051940,2021-11-07T09.27.31.940,2.094,100282.938
1636270052202,2021-11-07T09.27.32.202,2.356,100280.969
1636270052463,2021-11-07T09.27.32.463,2.618,100281.625
1636270052725,2021-11-07T09.27.32.725,2.880,100282.938
1636270052987,2021-11-07T09.27.32.987,3.141,100279.172
1636270053249,2021-11-07T09.27.33.249,3.403,100281.375
1636270053511,2021-11-07T09.27.33.511,3.665,100281.375
1636270053772,2021-11-07T09.27.33.772,3.927,100280.711
1636270054034,2021-11-07T09.27.34.034,4.188,100283.094
1636270054296,2021-11-07T09.27.34.296,4.450,100283.750
1636270054558,2021-11-07T09.27.34.558,4.712,100278.266
1636270054820,2021-11-07T09.27.34.820,4.974,100279.797
1636270055081,2021-11-07T09.27.35.081,5.236,100282.578
1636270055343,2021-11-07T09.27.35.343,5.497,100286.312
1636270055605,2021-11-07T09.27.35.605,5.759,100279.953
1636270055867,2021-11-07T09.27.35.867,6.021,100287.188
1636270056128,2021-11-07T09.27.36.128,6.283,100280.609
1636270056390,2021-11-07T09.27.36.390,6.545,100279.516
1636270056652,2021-11-07T09.27.36.652,6.806,100286.281
1636270056914,2021-11-07T09.27.36.914,7.068,100286.680
1636270057176,2021-11-07T09.27.37.176,7.330,100280.828
1636270057437,2021-11-07T09.27.37.437,7.592,100281.016
1636270057699,2021-11-07T09.27.37.699,7.853,100275.969
1636270057961,2021-11-07T09.27.37.961,8.115,100281.820
1636270058223,2021-11-07T09.27.38.223,8.377,100281.422
1636270058484,2021-11-07T09.27.38.484,8.639,100281.156
1636270058746,2021-11-07T09.27.38.746,8.901,100281.820
1636270059008,2021-11-07T09.27.39.008,9.162,100280.094
1636270059270,2021-11-07T09.27.39.270,9.424,100283.352
1636270059532,2021-11-07T09.27.39.532,9.686,100280.062
1636270059793,2021-11-07T09.27.39.793,9.948,100281.156
1636270060055,2021-11-07T09.27.40.055,10.209,100281.156
1636270060317,2021-11-07T09.27.40.317,10.471,100284.453
1636270060579,2021-11-07T09.27.40.579,10.733,100283.141
1636270060840,2021-11-07T09.27.40.840,10.995,100282.000
1636270061102,2021-11-07T09.27.41.102,11.257,100283.977
1636270061364,2021-11-07T09.27.41.364,11.518,100283.320
1636270061626,2021-11-07T09.27.41.626,11.780,100285.703
1636270061888,2021-11-07T09.27.41.888,12.042,100283.539
1636270062149,2021-11-07T09.27.42.149,12.304,100280.250
1636270062411,2021-11-07T09.27.42.411,12.565,100284.375
1636270062673,2021-11-07T09.27.42.673,12.827,100280.906
1636270062935,2021-11-07T09.27.42.935,13.089,100282.156
1636270063196,2021-11-07T09.27.43.196,13.351,100282.375
1636270063458,2021-11-07T09.27.43.458,13.613,100283.219
1636270063720,2021-11-07T09.27.43.720,13.874,100282.812
1636270063982,2021-11-07T09.27.43.982,14.136,100281.500
1636270064244,2021-11-07T09.27.44.244,14.398,100287.383
