epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636371274664,2021-11-08T13:34:34.664,0.000,-0.208,0.251,-0.983
1636371274704,2021-11-08T13:34:34.704,0.040,-0.207,0.256,-0.992
1636371274744,2021-11-08T13:34:34.744,0.080,-0.206,0.250,-0.989
1636371274784,2021-11-08T13:34:34.784,0.120,-0.206,0.258,-0.990
1636371274824,2021-11-08T13:34:34.824,0.160,-0.210,0.247,-0.990
1636371274864,2021-11-08T13:34:34.864,0.200,-0.208,0.253,-0.990
1636371274904,2021-11-08T13:34:34.904,0.240,-0.208,0.251,-0.991
1636371274944,2021-11-08T13:34:34.944,0.280,-0.211,0.247,-0.990
1636371274984,2021-11-08T13:34:34.984,0.320,-0.208,0.247,-0.991
1636371275024,2021-11-08T13:34:35.024,0.360,-0.210,0.250,-0.990
1636371275064,2021-11-08T13:34:35.064,0.400,-0.211,0.248,-0.992
1636371275104,2021-11-08T13:34:35.104,0.440,-0.211,0.249,-0.989
1636371275144,2021-11-08T13:34:35.144,0.480,-0.212,0.253,-0.989
1636371275184,2021-11-08T13:34:35.184,0.520,-0.215,0.246,-0.988
1636371275224,2021-11-08T13:34:35.224,0.560,-0.215,0.249,-0.989
1636371275264,2021-11-08T13:34:35.264,0.600,-0.218,0.250,-0.987
1636371275304,2021-11-08T13:34:35.304,0.640,-0.214,0.249,-0.990
1636371275344,2021-11-08T13:34:35.344,0.680,-0.219,0.249,-0.989
1636371275384,2021-11-08T13:34:35.384,0.720,-0.219,0.249,-0.988
1636371275424,2021-11-08T13:34:35.424,0.760,-0.214,0.244,-0.990
1636371275464,2021-11-08T13:34:35.464,0.800,-0.218,0.251,-0.988
1636371275504,2021-11-08T13:34:35.504,0.840,-0.218,0.250,-0.989
1636371275544,2021-11-08T13:34:35.544,0.880,-0.211,0.240,-0.991
1636371275584,2021-11-08T13:34:35.584,0.920,-0.220,0.253,-0.986
1636371275624,2021-11-08T13:34:35.624,0.960,-0.214,0.246,-0.988
1636371275664,2021-11-08T13:34:35.664,1.000,-0.218,0.249,-0.988
1636371275704,2021-11-08T13:34:35.704,1.040,-0.219,0.246,-0.987
1636371275744,2021-11-08T13:34:35.744,1.080,-0.215,0.248,-0.989
1636371275784,2021-11-08T13:34:35.784,1.120,-0.215,0.254,-0.988
1636371275824,2021-11-08T13:34:35.824,1.160,-0.218,0.246,-0.989
1636371275864,2021-11-08T13:34:35.864,1.200,-0.221,0.243,-0.986
1636371275904,2021-11-08T13:34:35.904,1.240,-0.214,0.241,-0.987
1636371275944,2021-11-08T13:34:35.944,1.280,-0.221,0.245,-0.987
1636371275984,2021-11-08T13:34:35.984,1.320,-0.216,0.246,-0.989
1636371276024,2021-11-08T13:34:36.024,1.360,-0.216,0.248,-0.988
1636371276064,2021-11-08T13:34:36.064,1.400,-0.216,0.240,-0.990
1636371276104,2021-11-08T13:34:36.104,1.440,-0.216,0.249,-0.986
1636371276144,2021-11-08T13:34:36.144,1.480,-0.216,0.246,-0.989
1636371276184,2021-11-08T13:34:36.184,1.520,-0.216,0.240,-0.989
1636371276224,2021-11-08T13:34:36.224,1.560,-0.219,0.249,-0.989
1636371276264,2021-11-08T13:34:36.264,1.600,-0.218,0.243,-0.989
1636371276304,2021-11-08T13:34:36.304,1.640,-0.216,0.240,-0.989
1636371276344,2021-11-08T13:34:36.344,1.680,-0.213,0.248,-0.989
1636371276384,2021-11-08T13:34:36.384,1.720,-0.217,0.249,-0.988
1636371276424,2021-11-08T13:34:36.424,1.760,-0.214,0.242,-0.990
1636371276464,2021-11-08T13:34:36.464,1.800,-0.216,0.246,-0.989
1636371276504,2021-11-08T13:34:36.504,1.840,-0.216,0.245,-0.987
1636371276544,2021-11-08T13:34:36.544,1.880,-0.218,0.243,-0.990
1636371276584,2021-11-08T13:34:36.584,1.920,-0.217,0.242,-0.989
1636371276624,2021-11-08T13:34:36.624,1.960,-0.217,0.246,-0.989
1636371276664,2021-11-08T13:34:36.664,2.000,-0.220,0.249,-0.989
1636371276704,2021-11-08T13:34:36.704,2.040,-0.218,0.240,-0.987
1636371276744,2021-11-08T13:34:36.744,2.080,-0.219,0.245,-0.989
1636371276784,2021-11-08T13:34:36.784,2.120,-0.217,0.239,-0.988
1636371276824,2021-11-08T13:34:36.824,2.160,-0.222,0.244,-0.990
1636371276864,2021-11-08T13:34:36.864,2.200,-0.217,0.243,-0.990
1636371276904,2021-11-08T13:34:36.904,2.240,-0.217,0.240,-0.989
1636371276944,2021-11-08T13:34:36.944,2.280,-0.215,0.247,-0.989
1636371276984,2021-11-08T13:34:36.984,2.320,-0.216,0.248,-0.989
1636371277024,2021-11-08T13:34:37.024,2.360,-0.215,0.246,-0.987
1636371277064,2021-11-08T13:34:37.064,2.400,-0.207,0.222,-0.993
1636371277104,2021-11-08T13:34:37.104,2.440,-0.216,0.246,-0.990
