epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1636621944625,2021-11-11T11.12.24.625,0.000,0.108,0.020,-0.986
1636621944665,2021-11-11T11.12.24.665,0.040,0.110,0.023,-0.993
1636621944705,2021-11-11T11.12.24.705,0.080,0.108,0.021,-0.992
1636621944745,2021-11-11T11.12.24.745,0.120,0.108,0.023,-0.991
1636621944785,2021-11-11T11.12.24.785,0.160,0.106,0.024,-0.992
1636621944825,2021-11-11T11.12.24.825,0.200,0.108,0.026,-0.992
1636621944865,2021-11-11T11.12.24.865,0.240,0.110,0.025,-0.991
1636621944905,2021-11-11T11.12.24.905,0.280,0.109,0.024,-0.992
1636621944945,2021-11-11T11.12.24.945,0.320,0.108,0.025,-0.992
1636621944985,2021-11-11T11.12.24.985,0.360,0.108,0.019,-0.992
1636621945025,2021-11-11T11.12.25.025,0.400,0.109,0.019,-0.991
1636621945065,2021-11-11T11.12.25.065,0.440,0.109,0.020,-0.991
1636621945105,2021-11-11T11.12.25.105,0.480,0.108,0.022,-0.993
1636621945145,2021-11-11T11.12.25.145,0.520,0.109,0.023,-0.992
1636621945185,2021-11-11T11.12.25.185,0.560,0.108,0.023,-0.992
1636621945225,2021-11-11T11.12.25.225,0.600,0.108,0.023,-0.991
1636621945265,2021-11-11T11.12.25.265,0.640,0.110,0.021,-0.990
1636621945305,2021-11-11T11.12.25.305,0.680,0.110,0.019,-0.992
1636621945345,2021-11-11T11.12.25.345,0.720,0.106,0.019,-0.991
1636621945385,2021-11-11T11.12.25.385,0.760,0.110,0.023,-0.991
1636621945425,2021-11-11T11.12.25.425,0.800,0.111,0.015,-0.992
1636621945465,2021-11-11T11.12.25.465,0.840,0.107,0.018,-0.991
1636621945505,2021-11-11T11.12.25.505,0.880,0.106,0.023,-0.990
1636621945545,2021-11-11T11.12.25.545,0.920,0.111,0.025,-0.990
1636621945585,2021-11-11T11.12.25.585,0.960,0.109,0.023,-0.990
1636621945625,2021-11-11T11.12.25.625,1.000,0.107,0.021,-0.991
1636621945665,2021-11-11T11.12.25.665,1.040,0.110,0.020,-0.991
1636621945705,2021-11-11T11.12.25.705,1.080,0.110,0.017,-0.991
1636621945745,2021-11-11T11.12.25.745,1.120,0.108,0.021,-0.990
1636621945785,2021-11-11T11.12.25.785,1.160,0.107,0.024,-0.991
1636621945825,2021-11-11T11.12.25.825,1.200,0.107,0.023,-0.990
1636621945865,2021-11-11T11.12.25.865,1.240,0.109,0.024,-0.991
1636621945905,2021-11-11T11.12.25.905,1.280,0.110,0.016,-0.991
1636621945945,2021-11-11T11.12.25.945,1.320,0.106,0.016,-0.990
1636621945985,2021-11-11T11.12.25.985,1.360,0.108,0.017,-0.990
1636621946025,2021-11-11T11.12.26.025,1.400,0.113,0.014,-0.990
1636621946065,2021-11-11T11.12.26.065,1.440,0.107,0.022,-0.991
1636621946105,2021-11-11T11.12.26.105,1.480,0.105,0.027,-0.991
1636621946145,2021-11-11T11.12.26.145,1.520,0.114,0.021,-0.991
1636621946185,2021-11-11T11.12.26.185,1.560,0.110,0.020,-0.990
1636621946225,2021-11-11T11.12.26.225,1.600,0.107,0.019,-0.990
1636621946265,2021-11-11T11.12.26.265,1.640,0.109,0.018,-0.990
1636621946305,2021-11-11T11.12.26.305,1.680,0.110,0.018,-0.989
1636621946345,2021-11-11T11.12.26.345,1.720,0.109,0.020,-0.991
1636621946385,2021-11-11T11.12.26.385,1.760,0.110,0.022,-0.990
1636621946425,2021-11-11T11.12.26.425,1.800,0.109,0.021,-0.990
1636621946465,2021-11-11T11.12.26.465,1.840,0.108,0.019,-0.990
1636621946505,2021-11-11T11.12.26.505,1.880,0.110,0.020,-0.990
1636621946545,2021-11-11T11.12.26.545,1.920,0.111,0.017,-0.992
1636621946585,2021-11-11T11.12.26.585,1.960,0.109,0.020,-0.991
1636621946625,2021-11-11T11.12.26.625,2.000,0.107,0.025,-0.991
1636621946665,2021-11-11T11.12.26.665,2.040,0.111,0.019,-0.990
1636621946705,2021-11-11T11.12.26.705,2.080,0.109,0.020,-0.989
1636621946745,2021-11-11T11.12.26.745,2.120,0.109,0.018,-0.991
1636621946785,2021-11-11T11.12.26.785,2.160,0.111,0.017,-0.991
1636621946825,2021-11-11T11.12.26.825,2.200,0.110,0.021,-0.991
