epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636473252939,2021-11-09T17.54.12.939,0.000,101114.703
1636473253204,2021-11-09T17.54.13.204,0.265,101114.703
1636473253468,2021-11-09T17.54.13.468,0.529,101117.031
1636473253733,2021-11-09T17.54.13.733,0.794,101113.547
1636473253998,2021-11-09T17.54.13.998,1.059,101116.898
1636473254262,2021-11-09T17.54.14.262,1.323,101115.078
1636473254527,2021-11-09T17.54.14.527,1.588,101114.250
1636473254791,2021-11-09T17.54.14.791,1.852,101112.430
1636473255056,2021-11-09T17.54.15.056,2.117,101113.922
1636473255321,2021-11-09T17.54.15.321,2.382,101115.414
1636473255585,2021-11-09T17.54.15.585,2.646,101114.922
1636473255850,2021-11-09T17.54.15.850,2.911,101116.742
1636473256115,2021-11-09T17.54.16.115,3.176,101117.250
1636473256379,2021-11-09T17.54.16.379,3.440,101116.406
1636473256644,2021-11-09T17.54.16.644,3.705,101113.266
1636473256909,2021-11-09T17.54.16.909,3.970,101117.578
1636473257173,2021-11-09T17.54.17.173,4.234,101112.938
1636473257438,2021-11-09T17.54.17.438,4.499,101115.094
1636473257701,2021-11-09T17.54.17.701,4.762,101111.781
1636473257966,2021-11-09T17.54.17.966,5.027,101115.430
1636473258232,2021-11-09T17.54.18.232,5.293,101116.422
1636473258495,2021-11-09T17.54.18.495,5.556,101116.758
1636473258760,2021-11-09T17.54.18.760,5.821,101115.594
1636473259026,2021-11-09T17.54.19.026,6.087,101115.430
1636473259289,2021-11-09T17.54.19.289,6.350,101118.422
1636473259554,2021-11-09T17.54.19.554,6.615,101116.594
1636473259818,2021-11-09T17.54.19.818,6.879,101114.609
1636473260083,2021-11-09T17.54.20.083,7.144,101111.461
1636473260348,2021-11-09T17.54.20.348,7.409,101110.461
1636473260612,2021-11-09T17.54.20.612,7.673,101114.453
1636473260877,2021-11-09T17.54.20.877,7.938,101118.422
1636473261142,2021-11-09T17.54.21.142,8.203,101112.953
1636473261406,2021-11-09T17.54.21.406,8.467,101114.281
1636473261671,2021-11-09T17.54.21.671,8.732,101110.969
1636473261935,2021-11-09T17.54.21.935,8.996,101112.656
1636473262200,2021-11-09T17.54.22.200,9.261,101110.469
1636473262465,2021-11-09T17.54.22.465,9.526,101115.977
1636473262729,2021-11-09T17.54.22.729,9.790,101112.828
1636473262994,2021-11-09T17.54.22.994,10.055,101110.672
1636473263259,2021-11-09T17.54.23.259,10.320,101111.836
1636473263523,2021-11-09T17.54.23.523,10.584,101112.500
1636473263788,2021-11-09T17.54.23.788,10.849,101111.672
1636473264053,2021-11-09T17.54.24.053,11.114,101114.156
1636473264317,2021-11-09T17.54.24.317,11.378,101117.477
1636473264582,2021-11-09T17.54.24.582,11.643,101109.352
1636473264845,2021-11-09T17.54.24.845,11.906,101114.156
1636473265110,2021-11-09T17.54.25.110,12.171,101114.828
1636473265376,2021-11-09T17.54.25.376,12.437,101111.672
1636473265639,2021-11-09T17.54.25.639,12.700,101115.828
1636473265904,2021-11-09T17.54.25.904,12.965,101116.812
1636473266170,2021-11-09T17.54.26.170,13.231,101114.328
1636473266433,2021-11-09T17.54.26.433,13.494,101114.656
1636473266698,2021-11-09T17.54.26.698,13.759,101113.828
1636473266962,2021-11-09T17.54.26.962,14.023,101117.312
1636473267227,2021-11-09T17.54.27.227,14.288,101114.164
1636473267492,2021-11-09T17.54.27.492,14.553,101111.688
1636473267756,2021-11-09T17.54.27.756,14.817,101117.812
1636473268021,2021-11-09T17.54.28.021,15.082,101115.828
1636473268286,2021-11-09T17.54.28.286,15.347,101116.656
1636473268550,2021-11-09T17.54.28.550,15.611,101113.344
1636473268815,2021-11-09T17.54.28.815,15.876,101118.156
1636473269079,2021-11-09T17.54.29.079,16.140,101112.516
1636473269344,2021-11-09T17.54.29.344,16.405,101113.016
1636473269609,2021-11-09T17.54.29.609,16.670,101114.844
1636473269873,2021-11-09T17.54.29.873,16.934,101116.000
1636473270138,2021-11-09T17.54.30.138,17.199,101117.328
1636473270403,2021-11-09T17.54.30.403,17.464,101116.000
1636473270667,2021-11-09T17.54.30.667,17.728,101110.531
1636473270932,2021-11-09T17.54.30.932,17.993,101118.328
1636473271195,2021-11-09T17.54.31.195,18.256,101114.344
1636473271461,2021-11-09T17.54.31.461,18.522,101110.859
1636473271726,2021-11-09T17.54.31.726,18.787,101115.875
1636473271989,2021-11-09T17.54.31.989,19.050,101114.547
1636473272255,2021-11-09T17.54.32.255,19.316,101115.547
1636473272520,2021-11-09T17.54.32.520,19.581,101111.891
1636473272783,2021-11-09T17.54.32.783,19.844,101111.891
1636473273048,2021-11-09T17.54.33.048,20.109,101113.391
1636473273314,2021-11-09T17.54.33.314,20.375,101110.734
1636473273577,2021-11-09T17.54.33.577,20.638,101109.578
1636473273842,2021-11-09T17.54.33.842,20.903,101112.398
1636473274108,2021-11-09T17.54.34.108,21.169,101113.727
