epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1.635E+12,2021-10-23T07:31:35.517,1.96,0.366,-0.366,0.274
1.635E+12,2021-10-23T07:31:35.557,2,0.091,-0.244,0.457
1.635E+12,2021-10-23T07:31:35.597,2.04,-0.061,0.03,0.671
1.635E+12,2021-10-23T07:31:35.637,2.08,-0.457,0.488,0.915
1.635E+12,2021-10-23T07:31:35.677,2.12,-0.701,0.213,0.976
1.635E+12,2021-10-23T07:31:35.717,2.16,-0.732,0.183,0.701
1.635E+12,2021-10-23T07:31:35.757,2.2,-0.854,0.274,0.701
1.635E+12,2021-10-23T07:31:35.797,2.24,-0.518,-0.061,0.579
1.635E+12,2021-10-23T07:31:35.837,2.28,-1.494,-1.463,1.189
1.635E+12,2021-10-23T07:31:35.877,2.32,-1.86,-1.738,1.128
1.635E+12,2021-10-23T07:31:35.917,2.36,-0.61,-0.366,0.152
1.635E+12,2021-10-23T07:31:35.957,2.4,-0.579,-0.366,0.244
1.635E+12,2021-10-23T07:31:35.997,2.44,-0.488,-0.457,0.122
1.635E+12,2021-10-23T07:31:36.037,2.48,0.427,-0.03,-0.152
1.635E+12,2021-10-23T07:31:36.077,2.52,-1.067,-0.061,0.732
1.635E+12,2021-10-23T07:31:36.117,2.56,-1.037,1.616,0.579
1.635E+12,2021-10-23T07:31:36.157,2.6,-0.152,0.274,-0.183
1.635E+12,2021-10-23T07:31:36.197,2.64,-0.884,-1.037,0.244
1.635E+12,2021-10-23T07:31:36.237,2.68,-0.579,0.061,0.335
1.635E+12,2021-10-23T07:31:36.277,2.72,-0.152,0.091,0.244
1.635E+12,2021-10-23T07:31:36.317,2.76,-1.524,-0.793,1.951
1.635E+12,2021-10-23T07:31:36.357,2.8,-0.823,-0.091,2.591
1.635E+12,2021-10-23T07:31:36.397,2.84,-0.549,-0.274,3.262
1.635E+12,2021-10-23T07:31:36.437,2.88,-1.006,-1.128,2.409
1.635E+12,2021-10-23T07:31:36.477,2.92,0.579,-0.396,0.183
1.635E+12,2021-10-23T07:31:36.517,2.96,-0.091,-4.299,0.671
1.635E+12,2021-10-23T07:31:36.557,3,-1.128,-3.354,0.549
1.635E+12,2021-10-23T07:31:36.597,3.04,-0.518,1.128,0.183
1.635E+12,2021-10-23T07:31:36.637,3.08,-0.061,0,0.305
1.635E+12,2021-10-23T07:31:36.677,3.12,-0.61,-0.518,0.244
1.635E+12,2021-10-23T07:31:36.717,3.16,-1.646,0.427,0.762
1.635E+12,2021-10-23T07:31:36.757,3.2,-2.439,2.073,1.128
1.635E+12,2021-10-23T07:31:36.797,3.24,-2.683,2.348,0.762
1.635E+12,2021-10-23T07:31:36.837,3.28,-5.335,-0.823,2.561
1.635E+12,2021-10-23T07:31:36.877,3.32,-16.829,0.915,4.634
1.635E+12,2021-10-23T07:31:36.917,3.36,-21.89,-2.927,2.927
1.635E+12,2021-10-23T07:31:36.957,3.4,-5.305,-3.872,-0.518
1.635E+12,2021-10-23T07:31:36.997,3.44,5.061,2.378,-1.159
1.635E+12,2021-10-23T07:31:37.037,3.48,0.732,-0.884,0.427
1.635E+12,2021-10-23T07:31:37.077,3.52,0.549,-3.72,0
1.635E+12,2021-10-23T07:31:37.117,3.56,1.707,0.183,0.274
1.635E+12,2021-10-23T07:31:37.157,3.6,3.11,2.866,1.738
1.635E+12,2021-10-23T07:31:37.197,3.64,3.11,2.896,2.287
1.635E+12,2021-10-23T07:31:37.237,3.68,1.86,2.012,3.445
1.635E+12,2021-10-23T07:31:37.277,3.72,1.098,2.012,5.244
1.635E+12,2021-10-23T07:31:37.317,3.76,-0.854,-0.366,5.244
1.635E+12,2021-10-23T07:31:37.357,3.8,1.341,0.457,3.018
1.635E+12,2021-10-23T07:31:37.397,3.84,0.518,0.945,4.055
1.635E+12,2021-10-23T07:31:37.437,3.88,0.396,-1.89,5.244
1.635E+12,2021-10-23T07:31:37.477,3.92,-0.396,-1.006,7.043
1.635E+12,2021-10-23T07:31:37.517,3.96,-3.72,-2.317,10.61
1.635E+12,2021-10-23T07:31:37.557,4,2.043,-1.463,12.165
1.635E+12,2021-10-23T07:31:37.597,4.04,3.598,0.549,10.305
1.635E+12,2021-10-23T07:31:37.637,4.08,2.622,-3.902,7.683
1.635E+12,2021-10-23T07:31:37.677,4.12,5.854,-3.232,6.646
1.635E+12,2021-10-23T07:31:37.717,4.16,4.726,0.366,3.201
1.635E+12,2021-10-23T07:31:37.757,4.2,1.494,-2.104,1.159
1.635E+12,2021-10-23T07:31:37.797,4.24,2.195,-1.22,0.732
1.635E+12,2021-10-23T07:31:37.837,4.28,2.104,1.524,-0.152
1.635E+12,2021-10-23T07:31:37.877,4.32,2.348,0.03,-0.274
1.635E+12,2021-10-23T07:31:37.917,4.36,3.262,1.037,-1.006
1.635E+12,2021-10-23T07:31:37.957,4.4,3.171,0.549,-1.189
1.635E+12,2021-10-23T07:31:37.997,4.44,2.439,0.427,-0.976
1.635E+12,2021-10-23T07:31:38.037,4.48,2.47,0.457,-1.159
1.635E+12,2021-10-23T07:31:38.077,4.52,2.47,1.494,-1.341
1.635E+12,2021-10-23T07:31:38.117,4.56,1.25,0.915,-0.854
1.635E+12,2021-10-23T07:31:38.157,4.6,1.494,-0.244,-0.854
1.635E+12,2021-10-23T07:31:38.197,4.64,2.622,0.274,-1.341
1.635E+12,2021-10-23T07:31:38.237,4.68,2.287,0.457,-0.793
1.635E+12,2021-10-23T07:31:38.277,4.72,0.549,1.555,-0.061
1.635E+12,2021-10-23T07:31:38.317,4.76,0.854,0.091,-0.488
1.635E+12,2021-10-23T07:31:38.357,4.8,-0.427,-0.823,-0.061
1.635E+12,2021-10-23T07:31:38.397,4.84,-2.713,0.274,0.732
1.635E+12,2021-10-23T07:31:38.437,4.88,-5.305,-1.098,0.762
1.635E+12,2021-10-23T07:31:38.477,4.92,-2.591,-2.53,-0.823
1.635E+12,2021-10-23T07:31:38.517,4.96,2.317,-0.61,-0.884
1.635E+12,2021-10-23T07:31:38.557,5,1.311,-0.579,-0.854
1.635E+12,2021-10-23T07:31:38.597,5.04,-0.701,0.488,-0.244
1.635E+12,2021-10-23T07:31:38.637,5.08,-0.61,-0.122,0.701
1.635E+12,2021-10-23T07:31:38.677,5.12,2.195,0.701,-0.427
1.635E+12,2021-10-23T07:31:38.717,5.16,1.951,1.89,-0.122
1.635E+12,2021-10-23T07:31:38.757,5.2,-0.061,-1.555,0.427
1.635E+12,2021-10-23T07:31:38.797,5.24,0.549,-0.915,-0.457
1.635E+12,2021-10-23T07:31:38.837,5.28,-1.128,-0.091,0.579
1.635E+12,2021-10-23T07:31:38.877,5.32,-0.915,0.183,0.366
1.635E+12,2021-10-23T07:31:38.917,5.36,1.159,0.427,-0.762
1.635E+12,2021-10-23T07:31:38.957,5.4,0.091,1.921,0.03
1.635E+12,2021-10-23T07:31:38.997,5.44,-1.921,-0.915,1.22
1.635E+12,2021-10-23T07:31:39.037,5.48,-0.823,-1.616,0.457
1.635E+12,2021-10-23T07:31:39.077,5.52,1.037,1.372,-0.488
1.635E+12,2021-10-23T07:31:39.117,5.56,1.707,3.079,-0.457
1.635E+12,2021-10-23T07:31:39.157,5.6,0.945,0.274,0.549
1.635E+12,2021-10-23T07:31:39.197,5.64,1.341,1.555,0.061
1.635E+12,2021-10-23T07:31:39.237,5.68,1.616,2.043,-0.457
1.635E+12,2021-10-23T07:31:39.277,5.72,0.152,0.518,-0.122
1.635E+12,2021-10-23T07:31:39.317,5.76,-0.427,-0.335,-0.396
1.635E+12,2021-10-23T07:31:39.357,5.8,0.884,0.549,-1.037
1.635E+12,2021-10-23T07:31:39.397,5.84,0.305,-0.427,-0.488
1.635E+12,2021-10-23T07:31:39.437,5.88,-0.64,-1.006,0.061
1.635E+12,2021-10-23T07:31:39.477,5.92,0.091,-0.61,0
1.635E+12,2021-10-23T07:31:39.517,5.96,1.433,0.701,-0.366
1.635E+12,2021-10-23T07:31:39.557,6,0.64,0.061,0.122
1.635E+12,2021-10-23T07:31:39.597,6.04,-0.671,-0.884,0.488
1.635E+12,2021-10-23T07:31:39.637,6.08,-0.305,-0.427,0.213
1.635E+12,2021-10-23T07:31:39.677,6.12,-0.122,0.091,0.122
1.635E+12,2021-10-23T07:31:39.717,6.16,-0.732,-1.28,0.823
1.635E+12,2021-10-23T07:31:39.757,6.2,-0.579,-2.622,0.915
1.635E+12,2021-10-23T07:31:39.797,6.24,-0.579,-1.433,0.427
1.635E+12,2021-10-23T07:31:39.837,6.28,-0.213,0.183,0.366
1.635E+12,2021-10-23T07:31:39.877,6.32,0.061,-2.287,1.159
1.635E+12,2021-10-23T07:31:39.917,6.36,-0.793,-2.378,1.433
1.635E+12,2021-10-23T07:31:39.957,6.4,-0.427,0.457,0.701
1.635E+12,2021-10-23T07:31:39.997,6.44,-0.762,-0.091,0.945
1.635E+12,2021-10-23T07:31:40.037,6.48,-0.579,-0.884,0.518
1.635E+12,2021-10-23T07:31:40.077,6.52,-0.122,-0.762,0.244
1.635E+12,2021-10-23T07:31:40.117,6.56,1.25,0.579,-0.213
1.635E+12,2021-10-23T07:31:40.157,6.6,1.768,0.427,-0.305
1.635E+12,2021-10-23T07:31:40.197,6.64,0.945,0.213,-0.061
1.635E+12,2021-10-23T07:31:40.237,6.68,0.305,-0.183,0.152
1.635E+12,2021-10-23T07:31:40.277,6.72,-0.335,0.732,-0.152
1.635E+12,2021-10-23T07:31:40.317,6.76,1.159,1.402,-0.61
1.635E+12,2021-10-23T07:31:40.357,6.8,1.159,0.183,-0.488
1.635E+12,2021-10-23T07:31:40.397,6.84,0.488,-0.366,-0.305
1.635E+12,2021-10-23T07:31:40.437,6.88,-0.549,-0.671,-0.03
1.635E+12,2021-10-23T07:31:40.477,6.92,-0.488,-0.366,0.03
1.635E+12,2021-10-23T07:31:40.517,6.96,-0.122,-0.701,0.244
1.635E+12,2021-10-23T07:31:40.557,7,0.122,0.366,0.244
1.635E+12,2021-10-23T07:31:40.597,7.04,0.64,0.854,0.152
1.635E+12,2021-10-23T07:31:40.637,7.08,0.396,-0.091,0.244
1.635E+12,2021-10-23T07:31:40.677,7.12,0.549,0.671,0.061
1.635E+12,2021-10-23T07:31:40.717,7.16,0.518,0.61,0
1.635E+12,2021-10-23T07:31:40.757,7.2,0.03,-0.274,0.183
1.635E+12,2021-10-23T07:31:40.797,7.24,0.061,0.183,0.152
1.635E+12,2021-10-23T07:31:40.837,7.28,0.274,0.122,0.152
1.635E+12,2021-10-23T07:31:40.877,7.32,0.366,0.335,0.183
1.635E+12,2021-10-23T07:31:40.917,7.36,0.122,0.488,0.183
1.635E+12,2021-10-23T07:31:40.957,7.4,-0.183,-0.244,0.274
1.635E+12,2021-10-23T07:31:40.997,7.44,-0.244,-0.884,0.335
1.635E+12,2021-10-23T07:31:41.037,7.48,-0.457,-0.305,0.274
1.635E+12,2021-10-23T07:31:41.077,7.52,-0.244,-0.03,0.213
1.635E+12,2021-10-23T07:31:41.117,7.56,0.152,-0.396,0.183
1.635E+12,2021-10-23T07:31:41.157,7.6,0.427,0,-0.03
1.635E+12,2021-10-23T07:31:41.197,7.64,0.274,0.213,-0.122
1.635E+12,2021-10-23T07:31:41.237,7.68,-0.03,-0.213,0.03
1.635E+12,2021-10-23T07:31:41.277,7.72,-0.244,-0.091,0.152
1.635E+12,2021-10-23T07:31:41.317,7.76,-0.244,-0.305,0.305
1.635E+12,2021-10-23T07:31:41.357,7.8,-0.183,-0.366,0.396
1.635E+12,2021-10-23T07:31:41.397,7.84,0.061,0.152,0.213
1.635E+12,2021-10-23T07:31:41.437,7.88,0.061,-0.122,0.213
1.635E+12,2021-10-23T07:31:41.477,7.92,-0.03,-0.244,0.213
1.635E+12,2021-10-23T07:31:41.517,7.96,-0.091,-0.061,0.244
1.635E+12,2021-10-23T07:31:41.557,8,-0.183,0.061,0.335
1.635E+12,2021-10-23T07:31:41.597,8.04,-0.274,0.183,0.274
1.635E+12,2021-10-23T07:31:41.637,8.08,-0.213,0.274,0.244
1.635E+12,2021-10-23T07:31:41.677,8.12,-0.244,0.03,0.335
1.635E+12,2021-10-23T07:31:41.717,8.16,-0.305,0.091,0.274
1.635E+12,2021-10-23T07:31:41.757,8.2,-0.305,-0.244,0.335
1.635E+12,2021-10-23T07:31:41.797,8.24,-0.274,-0.335,0.396
1.635E+12,2021-10-23T07:31:41.837,8.28,-0.122,0.396,0.213
1.635E+12,2021-10-23T07:31:41.877,8.32,-0.03,0.335,0.213
1.635E+12,2021-10-23T07:31:41.917,8.36,-0.122,-0.061,0.213
1.635E+12,2021-10-23T07:31:41.957,8.4,-0.183,-0.061,0.183
1.635E+12,2021-10-23T07:31:41.997,8.44,-0.152,-0.213,0.274
1.635E+12,2021-10-23T07:31:42.037,8.48,-0.183,0.152,0.244
1.635E+12,2021-10-23T07:31:42.077,8.52,-0.152,0.183,0.213
1.635E+12,2021-10-23T07:31:42.117,8.56,-0.213,-0.061,0.274
1.635E+12,2021-10-23T07:31:42.157,8.6,-0.122,-0.03,0.305
1.635E+12,2021-10-23T07:31:42.197,8.64,0,0.122,0.244
1.635E+12,2021-10-23T07:31:42.237,8.68,0.122,0.274,0.183
1.635E+12,2021-10-23T07:31:42.277,8.72,-0.061,-0.366,0.335
1.635E+12,2021-10-23T07:31:42.317,8.76,-0.152,-0.305,0.305
1.635E+12,2021-10-23T07:31:42.357,8.8,-0.122,0.122,0.244
1.635E+12,2021-10-23T07:31:42.397,8.84,-0.213,-0.091,0.335
1.635E+12,2021-10-23T07:31:42.437,8.88,-0.274,-0.457,0.396
1.635E+12,2021-10-23T07:31:42.477,8.92,-0.183,-0.183,0.305
1.635E+12,2021-10-23T07:31:42.517,8.96,-0.03,0.274,0.213
1.635E+12,2021-10-23T07:31:42.557,9,-0.183,-0.427,0.366
1.635E+12,2021-10-23T07:31:42.597,9.04,-0.213,-0.335,0.305
1.635E+12,2021-10-23T07:31:42.637,9.08,-0.061,0.213,0.183
1.635E+12,2021-10-23T07:31:42.677,9.12,-0.152,-0.091,0.335
1.635E+12,2021-10-23T07:31:42.717,9.16,-0.274,-0.427,0.366
1.635E+12,2021-10-23T07:31:42.757,9.2,-0.091,0.366,0.183
1.635E+12,2021-10-23T07:31:42.797,9.24,-0.061,-0.122,0.244
1.635E+12,2021-10-23T07:31:42.837,9.28,-0.274,-0.152,0.335
1.635E+12,2021-10-23T07:31:42.877,9.32,-0.274,-0.213,0.366
1.635E+12,2021-10-23T07:31:42.917,9.36,0,-0.03,0.213
1.635E+12,2021-10-23T07:31:42.957,9.4,0,0.091,0.183
1.635E+12,2021-10-23T07:31:42.997,9.44,-0.061,0.122,0.183
1.635E+12,2021-10-23T07:31:43.037,9.48,-0.091,-0.305,0.244
1.635E+12,2021-10-23T07:31:43.077,9.52,0.091,0.183,0.152
1.635E+12,2021-10-23T07:31:43.117,9.56,0.091,-0.366,0.244
1.635E+12,2021-10-23T07:31:43.157,9.6,-0.122,-0.64,0.274
1.635E+12,2021-10-23T07:31:43.197,9.64,0,-0.396,0.274
1.635E+12,2021-10-23T07:31:43.237,9.68,-0.061,-0.549,0.396
1.635E+12,2021-10-23T07:31:43.277,9.72,0.03,-0.396,0.366
1.635E+12,2021-10-23T07:31:43.317,9.76,0.244,0.274,0.213
1.635E+12,2021-10-23T07:31:43.357,9.8,0.152,0.122,0.183
1.635E+12,2021-10-23T07:31:43.397,9.84,0.03,0.274,0.122
1.635E+12,2021-10-23T07:31:43.437,9.88,-0.152,-0.396,0.366
1.635E+12,2021-10-23T07:31:43.477,9.92,-0.03,0.244,0.183
1.635E+12,2021-10-23T07:31:43.517,9.96,0.061,0.061,0.213
1.635E+12,2021-10-23T07:31:43.557,10,-0.061,-0.213,0.274
1.635E+12,2021-10-23T07:31:43.597,10.04,0.091,0.183,0.152
1.635E+12,2021-10-23T07:31:43.637,10.08,0.091,0.274,0.152
1.635E+12,2021-10-23T07:31:43.677,10.12,0.03,-0.091,0.274
1.635E+12,2021-10-23T07:31:43.717,10.16,-0.183,-0.335,0.335
1.635E+12,2021-10-23T07:31:43.757,10.2,-0.03,0.244,0.183
1.635E+12,2021-10-23T07:31:43.797,10.24,0.152,-0.335,0.213
1.635E+12,2021-10-23T07:31:43.837,10.28,0.03,-0.152,0.244
1.635E+12,2021-10-23T07:31:43.877,10.32,0,0.183,0.152
1.635E+12,2021-10-23T07:31:43.917,10.36,0.061,-0.061,0.183
1.635E+12,2021-10-23T07:31:43.957,10.4,0.061,-0.183,0.274
1.635E+12,2021-10-23T07:31:43.997,10.44,-0.03,-0.213,0.244
1.635E+12,2021-10-23T07:31:44.037,10.48,0.03,-0.061,0.213
1.635E+12,2021-10-23T07:31:44.077,10.52,0.061,-0.305,0.335
1.635E+12,2021-10-23T07:31:44.117,10.56,0.03,0.091,0.244
1.635E+12,2021-10-23T07:31:44.157,10.6,-0.061,-0.152,0.244
1.635E+12,2021-10-23T07:31:44.197,10.64,0,-0.396,0.335
1.635E+12,2021-10-23T07:31:44.237,10.68,0,-0.061,0.183
1.635E+12,2021-10-23T07:31:44.277,10.72,0,-0.091,0.183
1.635E+12,2021-10-23T07:31:44.317,10.76,-0.061,-0.274,0.244
1.635E+12,2021-10-23T07:31:44.357,10.8,0,0.152,0.213
1.635E+12,2021-10-23T07:31:44.397,10.84,-0.122,0.03,0.213
1.635E+12,2021-10-23T07:31:44.437,10.88,-0.213,-0.03,0.244
1.635E+12,2021-10-23T07:31:44.477,10.92,-0.061,-0.03,0.213
1.635E+12,2021-10-23T07:31:44.517,10.96,-0.091,0.335,0.183
1.635E+12,2021-10-23T07:31:44.557,11,-0.427,-0.335,0.335
1.635E+12,2021-10-23T07:31:44.597,11.04,-0.457,-0.305,0.366
1.635E+12,2021-10-23T07:31:44.637,11.08,-0.152,0.274,0.274
1.635E+12,2021-10-23T07:31:44.677,11.12,0,-0.03,0.305
1.635E+12,2021-10-23T07:31:44.717,11.16,-0.091,-0.061,0.244
1.635E+12,2021-10-23T07:31:44.757,11.2,-0.213,-0.152,0.274
1.635E+12,2021-10-23T07:31:44.797,11.24,0.061,0,0.244
1.635E+12,2021-10-23T07:31:44.837,11.28,-0.03,-0.183,0.305
1.635E+12,2021-10-23T07:31:44.877,11.32,-0.061,0.183,0.213
1.635E+12,2021-10-23T07:31:44.917,11.36,0,-0.061,0.305
1.635E+12,2021-10-23T07:31:44.957,11.4,-0.061,-0.305,0.396
1.635E+12,2021-10-23T07:31:44.997,11.44,-0.061,0.091,0.244
1.635E+12,2021-10-23T07:31:45.037,11.48,-0.122,0.03,0.305
1.635E+12,2021-10-23T07:31:45.077,11.52,-0.061,-0.549,0.335
1.635E+12,2021-10-23T07:31:45.117,11.56,0.061,0.183,0.183
1.635E+12,2021-10-23T07:31:45.157,11.6,-0.03,0.183,0.274
1.635E+12,2021-10-23T07:31:45.197,11.64,-0.061,-0.061,0.244
1.635E+12,2021-10-23T07:31:45.237,11.68,-0.061,-0.213,0.305
1.635E+12,2021-10-23T07:31:45.277,11.72,0,0.152,0.152
1.635E+12,2021-10-23T07:31:45.317,11.76,0.03,0.152,0.183
1.635E+12,2021-10-23T07:31:45.357,11.8,-0.396,-0.457,0.396
1.635E+12,2021-10-23T07:31:45.397,11.84,-0.274,0.091,0.274
1.635E+12,2021-10-23T07:31:45.437,11.88,-0.152,0.122,0.305
1.635E+12,2021-10-23T07:31:45.477,11.92,-0.274,-0.335,0.366
1.635E+12,2021-10-23T07:31:45.517,11.96,-0.183,-0.183,0.305
1.635E+12,2021-10-23T07:31:45.557,12,0.061,0.366,0.152
1.635E+12,2021-10-23T07:31:45.597,12.04,0.122,0.091,0.183
1.635E+12,2021-10-23T07:31:45.637,12.08,-0.03,-0.061,0.244
1.635E+12,2021-10-23T07:31:45.677,12.12,0.152,0.366,0.122
1.635E+12,2021-10-23T07:31:45.717,12.16,0.03,-0.091,0.305
1.635E+12,2021-10-23T07:31:45.757,12.2,-0.091,-0.122,0.274
1.635E+12,2021-10-23T07:31:45.797,12.24,-0.03,-0.061,0.244
1.635E+12,2021-10-23T07:31:45.837,12.28,0.061,0.061,0.183
1.635E+12,2021-10-23T07:31:45.877,12.32,-0.091,0.03,0.244
1.635E+12,2021-10-23T07:31:45.917,12.36,0,-0.213,0.305
1.635E+12,2021-10-23T07:31:45.957,12.4,-0.091,-0.213,0.274
1.635E+12,2021-10-23T07:31:45.997,12.44,-0.152,-0.213,0.305
1.635E+12,2021-10-23T07:31:46.037,12.48,-0.335,0.03,0.305
1.635E+12,2021-10-23T07:31:46.077,12.52,-0.274,-0.305,0.335
1.635E+12,2021-10-23T07:31:46.117,12.56,-0.061,-0.244,0.366
1.635E+12,2021-10-23T07:31:46.157,12.6,-0.305,-0.213,0.305
1.635E+12,2021-10-23T07:31:46.197,12.64,-0.457,-0.274,0.396
1.635E+12,2021-10-23T07:31:46.237,12.68,-0.366,-0.427,0.396
1.635E+12,2021-10-23T07:31:46.277,12.72,-0.274,-0.183,0.274
1.635E+12,2021-10-23T07:31:46.317,12.76,-0.183,0.03,0.244
1.635E+12,2021-10-23T07:31:46.357,12.8,-0.152,-0.244,0.305
1.635E+12,2021-10-23T07:31:46.397,12.84,0.03,0.122,0.213
1.635E+12,2021-10-23T07:31:46.437,12.88,0.122,0.122,0.213
1.635E+12,2021-10-23T07:31:46.477,12.92,0.213,-0.152,0.213
1.635E+12,2021-10-23T07:31:46.517,12.96,0.488,-0.213,0.244
1.635E+12,2021-10-23T07:31:46.557,13,0.396,0.03,0.335
1.635E+12,2021-10-23T07:31:46.597,13.04,-0.366,-0.366,0.579
1.635E+12,2021-10-23T07:31:46.637,13.08,-0.305,-0.305,0.671
1.635E+12,2021-10-23T07:31:46.677,13.12,0.427,0.518,0.152
1.635E+12,2021-10-23T07:31:46.717,13.16,0.671,-0.183,0.03
1.635E+12,2021-10-23T07:31:46.757,13.2,0.488,-0.488,-0.061
1.635E+12,2021-10-23T07:31:46.797,13.24,0.61,0.091,-0.274
1.635E+12,2021-10-23T07:31:46.837,13.28,0.884,0.366,-0.274
1.635E+12,2021-10-23T07:31:46.877,13.32,1.341,1.037,-0.305
1.635E+12,2021-10-23T07:31:46.917,13.36,1.189,1.25,0.122
1.635E+12,2021-10-23T07:31:46.957,13.4,-0.091,-0.457,0.945
1.635E+12,2021-10-23T07:31:46.997,13.44,0,0.122,0.518
1.635E+12,2021-10-23T07:31:47.037,13.48,-0.122,-0.335,0.427
1.635E+12,2021-10-23T07:31:47.077,13.52,-0.366,-0.732,0.427
1.635E+12,2021-10-23T07:31:47.117,13.56,0.183,0.183,0
1.635E+12,2021-10-23T07:31:47.157,13.6,0.183,0.366,-0.061
1.635E+12,2021-10-23T07:31:47.197,13.64,-0.061,-0.396,0.183
1.635E+12,2021-10-23T07:31:47.237,13.68,-0.183,-0.671,0.335
1.635E+12,2021-10-23T07:31:47.277,13.72,-0.396,-0.122,0.366
1.635E+12,2021-10-23T07:31:47.317,13.76,-0.457,0.152,0.366
1.635E+12,2021-10-23T07:31:47.357,13.8,-0.732,0.213,0.457
1.635E+12,2021-10-23T07:31:47.397,13.84,-0.671,0.61,0.488
1.635E+12,2021-10-23T07:31:47.437,13.88,-0.732,-0.305,0.64
1.635E+12,2021-10-23T07:31:47.477,13.92,-0.701,-0.64,0.61
1.635E+12,2021-10-23T07:31:47.517,13.96,0.061,0,0.122
1.635E+12,2021-10-23T07:31:47.557,14,0.152,-0.213,0.122
1.635E+12,2021-10-23T07:31:47.597,14.04,0.03,-0.457,0.244
1.635E+12,2021-10-23T07:31:47.637,14.08,0.152,-0.122,0.213
1.635E+12,2021-10-23T07:31:47.677,14.12,0.152,0.244,0.152
1.635E+12,2021-10-23T07:31:47.717,14.16,0.03,-0.366,0.244
