epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.6362E+12,2021-11-06T05:22:44.306,0.96,-0.281,0.089,-0.969
1.6362E+12,2021-11-06T05:22:44.346,1,-0.28,0.09,-0.968
1.6362E+12,2021-11-06T05:22:44.386,1.04,-0.283,0.09,-0.968
1.6362E+12,2021-11-06T05:22:44.426,1.08,-0.282,0.09,-0.969
1.6362E+12,2021-11-06T05:22:44.466,1.12,-0.282,0.09,-0.969
1.6362E+12,2021-11-06T05:22:44.506,1.16,-0.284,0.088,-0.968
1.6362E+12,2021-11-06T05:22:44.546,1.2,-0.282,0.088,-0.968
1.6362E+12,2021-11-06T05:22:44.586,1.24,-0.281,0.089,-0.969
1.6362E+12,2021-11-06T05:22:44.626,1.28,-0.284,0.091,-0.967
1.6362E+12,2021-11-06T05:22:44.666,1.32,-0.283,0.093,-0.969
1.6362E+12,2021-11-06T05:22:44.706,1.36,-0.28,0.084,-0.969
1.6362E+12,2021-11-06T05:22:44.746,1.4,-0.283,0.085,-0.968
1.6362E+12,2021-11-06T05:22:44.786,1.44,-0.284,0.087,-0.969
1.6362E+12,2021-11-06T05:22:44.826,1.48,-0.282,0.09,-0.968
1.6362E+12,2021-11-06T05:22:44.866,1.52,-0.281,0.084,-0.97
1.6362E+12,2021-11-06T05:22:44.906,1.56,-0.282,0.083,-0.97
1.6362E+12,2021-11-06T05:22:44.946,1.6,-0.282,0.086,-0.97
1.6362E+12,2021-11-06T05:22:44.986,1.64,-0.282,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.026,1.68,-0.281,0.09,-0.968
1.6362E+12,2021-11-06T05:22:45.066,1.72,-0.281,0.085,-0.97
1.6362E+12,2021-11-06T05:22:45.106,1.76,-0.281,0.088,-0.969
1.6362E+12,2021-11-06T05:22:45.146,1.8,-0.28,0.091,-0.968
1.6362E+12,2021-11-06T05:22:45.186,1.84,-0.28,0.088,-0.969
1.6362E+12,2021-11-06T05:22:45.226,1.88,-0.279,0.088,-0.971
1.6362E+12,2021-11-06T05:22:45.266,1.92,-0.279,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.306,1.96,-0.279,0.09,-0.969
1.6362E+12,2021-11-06T05:22:45.346,2,-0.279,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.386,2.04,-0.279,0.087,-0.968
1.6362E+12,2021-11-06T05:22:45.426,2.08,-0.278,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.466,2.12,-0.279,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.506,2.16,-0.279,0.086,-0.97
1.6362E+12,2021-11-06T05:22:45.546,2.2,-0.279,0.089,-0.969
1.6362E+12,2021-11-06T05:22:45.586,2.24,-0.278,0.089,-0.969
1.6362E+12,2021-11-06T05:22:45.626,2.28,-0.277,0.088,-0.97
1.6362E+12,2021-11-06T05:22:45.666,2.32,-0.277,0.091,-0.97
1.6362E+12,2021-11-06T05:22:45.706,2.36,-0.276,0.091,-0.969
1.6362E+12,2021-11-06T05:22:45.746,2.4,-0.273,0.088,-0.971
1.6362E+12,2021-11-06T05:22:45.786,2.44,-0.273,0.089,-0.971
1.6362E+12,2021-11-06T05:22:45.826,2.48,-0.274,0.092,-0.971
1.6362E+12,2021-11-06T05:22:45.866,2.52,-0.273,0.092,-0.971
1.6362E+12,2021-11-06T05:22:45.906,2.56,-0.272,0.089,-0.972
1.6362E+12,2021-11-06T05:22:45.946,2.6,-0.272,0.095,-0.969
1.6362E+12,2021-11-06T05:22:45.986,2.64,-0.271,0.094,-0.97
1.6362E+12,2021-11-06T05:22:46.026,2.68,-0.272,0.098,-0.969
1.6362E+12,2021-11-06T05:22:46.066,2.72,-0.268,0.096,-0.971
1.6362E+12,2021-11-06T05:22:46.106,2.76,-0.271,0.096,-0.971
1.6362E+12,2021-11-06T05:22:46.146,2.8,-0.27,0.098,-0.97
1.6362E+12,2021-11-06T05:22:46.186,2.84,-0.269,0.089,-0.972
1.6362E+12,2021-11-06T05:22:46.226,2.88,-0.271,0.093,-0.971
1.6362E+12,2021-11-06T05:22:46.266,2.92,-0.272,0.091,-0.97
1.6362E+12,2021-11-06T05:22:46.306,2.96,-0.27,0.09,-0.972
1.6362E+12,2021-11-06T05:22:46.346,3,-0.27,0.094,-0.971
1.6362E+12,2021-11-06T05:22:46.386,3.04,-0.27,0.092,-0.973
1.6362E+12,2021-11-06T05:22:46.426,3.08,-0.271,0.098,-0.971
1.6362E+12,2021-11-06T05:22:46.466,3.12,-0.267,0.097,-0.97
1.6362E+12,2021-11-06T05:22:46.506,3.16,-0.269,0.096,-0.971
1.6362E+12,2021-11-06T05:22:46.546,3.2,-0.268,0.096,-0.971
1.6362E+12,2021-11-06T05:22:46.586,3.24,-0.268,0.099,-0.971
1.6362E+12,2021-11-06T05:22:46.626,3.28,-0.268,0.093,-0.971
1.6362E+12,2021-11-06T05:22:46.666,3.32,-0.268,0.094,-0.97
1.6362E+12,2021-11-06T05:22:46.706,3.36,-0.268,0.096,-0.969
1.6362E+12,2021-11-06T05:22:46.746,3.4,-0.267,0.094,-0.97
1.6362E+12,2021-11-06T05:22:46.786,3.44,-0.266,0.095,-0.971
1.6362E+12,2021-11-06T05:22:46.826,3.48,-0.267,0.099,-0.97
1.6362E+12,2021-11-06T05:22:46.866,3.52,-0.269,0.099,-0.971
1.6362E+12,2021-11-06T05:22:46.906,3.56,-0.269,0.097,-0.972
1.6362E+12,2021-11-06T05:22:46.946,3.6,-0.27,0.094,-0.972
1.6362E+12,2021-11-06T05:22:46.986,3.64,-0.271,0.096,-0.97
1.6362E+12,2021-11-06T05:22:47.026,3.68,-0.27,0.099,-0.971
1.6362E+12,2021-11-06T05:22:47.066,3.72,-0.268,0.097,-0.972
1.6362E+12,2021-11-06T05:22:47.106,3.76,-0.269,0.097,-0.97
1.6362E+12,2021-11-06T05:22:47.146,3.8,-0.269,0.097,-0.97
1.6362E+12,2021-11-06T05:22:47.186,3.84,-0.265,0.092,-0.972
1.6362E+12,2021-11-06T05:22:47.226,3.88,-0.263,0.089,-0.973
1.6362E+12,2021-11-06T05:22:47.266,3.92,-0.271,0.099,-0.97
1.6362E+12,2021-11-06T05:22:47.306,3.96,-0.269,0.099,-0.97
1.6362E+12,2021-11-06T05:22:47.346,4,-0.265,0.095,-0.973
1.6362E+12,2021-11-06T05:22:47.386,4.04,-0.265,0.101,-0.971
1.6362E+12,2021-11-06T05:22:47.426,4.08,-0.266,0.103,-0.971
1.6362E+12,2021-11-06T05:22:47.466,4.12,-0.264,0.103,-0.971
1.6362E+12,2021-11-06T05:22:47.506,4.16,-0.265,0.106,-0.969
1.6362E+12,2021-11-06T05:22:47.546,4.2,-0.264,0.103,-0.971
1.6362E+12,2021-11-06T05:22:47.586,4.24,-0.264,0.102,-0.971
1.6362E+12,2021-11-06T05:22:47.626,4.28,-0.262,0.102,-0.971
1.6362E+12,2021-11-06T05:22:47.666,4.32,-0.263,0.105,-0.971
1.6362E+12,2021-11-06T05:22:47.706,4.36,-0.264,0.103,-0.97
1.6362E+12,2021-11-06T05:22:47.746,4.4,-0.263,0.104,-0.972
1.6362E+12,2021-11-06T05:22:47.786,4.44,-0.26,0.102,-0.972
1.6362E+12,2021-11-06T05:22:47.826,4.48,-0.264,0.104,-0.97
1.6362E+12,2021-11-06T05:22:47.866,4.52,-0.261,0.101,-0.971
1.6362E+12,2021-11-06T05:22:47.906,4.56,-0.262,0.102,-0.97
1.6362E+12,2021-11-06T05:22:47.946,4.6,-0.262,0.102,-0.969
1.6362E+12,2021-11-06T05:22:47.986,4.64,-0.264,0.102,-0.971
1.6362E+12,2021-11-06T05:22:48.026,4.68,-0.263,0.1,-0.971
1.6362E+12,2021-11-06T05:22:48.066,4.72,-0.262,0.098,-0.971
1.6362E+12,2021-11-06T05:22:48.106,4.76,-0.264,0.1,-0.972
1.6362E+12,2021-11-06T05:22:48.146,4.8,-0.264,0.099,-0.972
1.6362E+12,2021-11-06T05:22:48.186,4.84,-0.265,0.099,-0.972
1.6362E+12,2021-11-06T05:22:48.226,4.88,-0.265,0.098,-0.972
1.6362E+12,2021-11-06T05:22:48.266,4.92,-0.265,0.098,-0.971
1.6362E+12,2021-11-06T05:22:48.306,4.96,-0.263,0.097,-0.972
1.6362E+12,2021-11-06T05:22:48.346,5,-0.265,0.097,-0.972
1.6362E+12,2021-11-06T05:22:48.386,5.04,-0.264,0.098,-0.971
1.6362E+12,2021-11-06T05:22:48.426,5.08,-0.263,0.096,-0.973
1.6362E+12,2021-11-06T05:22:48.466,5.12,-0.263,0.096,-0.973
1.6362E+12,2021-11-06T05:22:48.506,5.16,-0.264,0.098,-0.972
1.6362E+12,2021-11-06T05:22:48.546,5.2,-0.263,0.098,-0.972
1.6362E+12,2021-11-06T05:22:48.586,5.24,-0.264,0.098,-0.972
1.6362E+12,2021-11-06T05:22:48.626,5.28,-0.264,0.097,-0.972
1.6362E+12,2021-11-06T05:22:48.666,5.32,-0.262,0.097,-0.973
1.6362E+12,2021-11-06T05:22:48.706,5.36,-0.262,0.097,-0.971
1.6362E+12,2021-11-06T05:22:48.746,5.4,-0.264,0.099,-0.971
1.6362E+12,2021-11-06T05:22:48.786,5.44,-0.262,0.098,-0.973
1.6362E+12,2021-11-06T05:22:48.826,5.48,-0.262,0.098,-0.973
1.6362E+12,2021-11-06T05:22:48.866,5.52,-0.263,0.097,-0.971
1.6362E+12,2021-11-06T05:22:48.906,5.56,-0.262,0.095,-0.971
1.6362E+12,2021-11-06T05:22:48.946,5.6,-0.263,0.096,-0.973
1.6362E+12,2021-11-06T05:22:48.986,5.64,-0.263,0.098,-0.972
1.6362E+12,2021-11-06T05:22:49.026,5.68,-0.263,0.095,-0.973
1.6362E+12,2021-11-06T05:22:49.066,5.72,-0.263,0.096,-0.973
1.6362E+12,2021-11-06T05:22:49.106,5.76,-0.263,0.098,-0.972
1.6362E+12,2021-11-06T05:22:49.146,5.8,-0.262,0.096,-0.974
1.6362E+12,2021-11-06T05:22:49.186,5.84,-0.263,0.096,-0.972
1.6362E+12,2021-11-06T05:22:49.226,5.88,-0.265,0.097,-0.971
1.6362E+12,2021-11-06T05:22:49.266,5.92,-0.262,0.096,-0.972
1.6362E+12,2021-11-06T05:22:49.306,5.96,-0.264,0.096,-0.972
1.6362E+12,2021-11-06T05:22:49.346,6,-0.266,0.099,-0.971
1.6362E+12,2021-11-06T05:22:49.386,6.04,-0.266,0.098,-0.971
1.6362E+12,2021-11-06T05:22:49.426,6.08,-0.263,0.094,-0.973
1.6362E+12,2021-11-06T05:22:49.466,6.12,-0.265,0.096,-0.972
1.6362E+12,2021-11-06T05:22:49.506,6.16,-0.264,0.098,-0.972
1.6362E+12,2021-11-06T05:22:49.546,6.2,-0.263,0.098,-0.972
1.6362E+12,2021-11-06T05:22:49.586,6.24,-0.265,0.098,-0.971
1.6362E+12,2021-11-06T05:22:49.626,6.28,-0.263,0.095,-0.972
1.6362E+12,2021-11-06T05:22:49.666,6.32,-0.264,0.097,-0.973
1.6362E+12,2021-11-06T05:22:49.706,6.36,-0.266,0.098,-0.97
1.6362E+12,2021-11-06T05:22:49.746,6.4,-0.264,0.098,-0.971
1.6362E+12,2021-11-06T05:22:49.786,6.44,-0.264,0.096,-0.972
1.6362E+12,2021-11-06T05:22:49.826,6.48,-0.265,0.092,-0.971
1.6362E+12,2021-11-06T05:22:49.866,6.52,-0.264,0.092,-0.973
1.6362E+12,2021-11-06T05:22:49.906,6.56,-0.264,0.095,-0.973
1.6362E+12,2021-11-06T05:22:49.946,6.6,-0.266,0.096,-0.97
1.6362E+12,2021-11-06T05:22:49.986,6.64,-0.264,0.092,-0.972
1.6362E+12,2021-11-06T05:22:50.026,6.68,-0.264,0.096,-0.972
1.6362E+12,2021-11-06T05:22:50.066,6.72,-0.264,0.1,-0.971
1.6362E+12,2021-11-06T05:22:50.106,6.76,-0.264,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.146,6.8,-0.265,0.103,-0.97
1.6362E+12,2021-11-06T05:22:50.186,6.84,-0.264,0.102,-0.97
1.6362E+12,2021-11-06T05:22:50.226,6.88,-0.265,0.103,-0.971
1.6362E+12,2021-11-06T05:22:50.266,6.92,-0.265,0.1,-0.972
1.6362E+12,2021-11-06T05:22:50.306,6.96,-0.263,0.1,-0.971
1.6362E+12,2021-11-06T05:22:50.346,7,-0.264,0.1,-0.97
1.6362E+12,2021-11-06T05:22:50.386,7.04,-0.263,0.098,-0.971
1.6362E+12,2021-11-06T05:22:50.426,7.08,-0.262,0.1,-0.972
1.6362E+12,2021-11-06T05:22:50.466,7.12,-0.265,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.506,7.16,-0.264,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.546,7.2,-0.261,0.098,-0.973
1.6362E+12,2021-11-06T05:22:50.586,7.24,-0.261,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.626,7.28,-0.263,0.101,-0.971
1.6362E+12,2021-11-06T05:22:50.666,7.32,-0.262,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.706,7.36,-0.263,0.103,-0.971
1.6362E+12,2021-11-06T05:22:50.746,7.4,-0.263,0.099,-0.972
1.6362E+12,2021-11-06T05:22:50.786,7.44,-0.262,0.098,-0.971
1.6362E+12,2021-11-06T05:22:50.826,7.48,-0.262,0.095,-0.971
1.6362E+12,2021-11-06T05:22:50.866,7.52,-0.263,0.097,-0.973
1.6362E+12,2021-11-06T05:22:50.906,7.56,-0.263,0.1,-0.971
1.6362E+12,2021-11-06T05:22:50.946,7.6,-0.265,0.099,-0.971
1.6362E+12,2021-11-06T05:22:50.986,7.64,-0.264,0.099,-0.971
1.6362E+12,2021-11-06T05:22:51.026,7.68,-0.264,0.098,-0.973
1.6362E+12,2021-11-06T05:22:51.066,7.72,-0.265,0.099,-0.972
1.6362E+12,2021-11-06T05:22:51.106,7.76,-0.264,0.097,-0.972
1.6362E+12,2021-11-06T05:22:51.146,7.8,-0.263,0.099,-0.972
1.6362E+12,2021-11-06T05:22:51.186,7.84,-0.265,0.097,-0.971
1.6362E+12,2021-11-06T05:22:51.226,7.88,-0.266,0.095,-0.971
1.6362E+12,2021-11-06T05:22:51.266,7.92,-0.266,0.099,-0.972
1.6362E+12,2021-11-06T05:22:51.306,7.96,-0.262,0.092,-0.974
1.6362E+12,2021-11-06T05:22:51.346,8,-0.264,0.095,-0.972
1.6362E+12,2021-11-06T05:22:51.386,8.04,-0.264,0.098,-0.972
1.6362E+12,2021-11-06T05:22:51.426,8.08,-0.263,0.097,-0.971
1.6362E+12,2021-11-06T05:22:51.466,8.12,-0.264,0.096,-0.971
1.6362E+12,2021-11-06T05:22:51.506,8.16,-0.265,0.098,-0.971
1.6362E+12,2021-11-06T05:22:51.546,8.2,-0.263,0.096,-0.973
1.6362E+12,2021-11-06T05:22:51.586,8.24,-0.263,0.096,-0.972
1.6362E+12,2021-11-06T05:22:51.626,8.28,-0.265,0.099,-0.971
1.6362E+12,2021-11-06T05:22:51.666,8.32,-0.265,0.096,-0.972
1.6362E+12,2021-11-06T05:22:51.706,8.36,-0.265,0.097,-0.972
1.6362E+12,2021-11-06T05:22:51.746,8.4,-0.264,0.096,-0.971
1.6362E+12,2021-11-06T05:22:51.786,8.44,-0.261,0.092,-0.973
1.6362E+12,2021-11-06T05:22:51.826,8.48,-0.263,0.097,-0.972
1.6362E+12,2021-11-06T05:22:51.866,8.52,-0.264,0.095,-0.971
1.6362E+12,2021-11-06T05:22:51.906,8.56,-0.263,0.095,-0.971
1.6362E+12,2021-11-06T05:22:51.946,8.6,-0.263,0.098,-0.972
1.6362E+12,2021-11-06T05:22:51.986,8.64,-0.265,0.098,-0.973
1.6362E+12,2021-11-06T05:22:52.026,8.68,-0.266,0.095,-0.972
1.6362E+12,2021-11-06T05:22:52.066,8.72,-0.263,0.093,-0.972
1.6362E+12,2021-11-06T05:22:52.106,8.76,-0.263,0.095,-0.972
1.6362E+12,2021-11-06T05:22:52.146,8.8,-0.264,0.094,-0.972
1.6362E+12,2021-11-06T05:22:52.186,8.84,-0.264,0.095,-0.972
1.6362E+12,2021-11-06T05:22:52.226,8.88,-0.263,0.093,-0.973
1.6362E+12,2021-11-06T05:22:52.266,8.92,-0.264,0.093,-0.972
1.6362E+12,2021-11-06T05:22:52.306,8.96,-0.265,0.093,-0.972
1.6362E+12,2021-11-06T05:22:52.346,9,-0.265,0.094,-0.973
1.6362E+12,2021-11-06T05:22:52.386,9.04,-0.263,0.092,-0.972
1.6362E+12,2021-11-06T05:22:52.426,9.08,-0.264,0.094,-0.973
1.6362E+12,2021-11-06T05:22:52.466,9.12,-0.265,0.094,-0.972
1.6362E+12,2021-11-06T05:22:52.506,9.16,-0.265,0.093,-0.972
1.6362E+12,2021-11-06T05:22:52.546,9.2,-0.267,0.094,-0.97
1.6362E+12,2021-11-06T05:22:52.586,9.24,-0.266,0.09,-0.971
1.6362E+12,2021-11-06T05:22:52.626,9.28,-0.264,0.091,-0.973
1.6362E+12,2021-11-06T05:22:52.666,9.32,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:52.706,9.36,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:52.746,9.4,-0.265,0.092,-0.973
1.6362E+12,2021-11-06T05:22:52.786,9.44,-0.266,0.094,-0.972
1.6362E+12,2021-11-06T05:22:52.826,9.48,-0.267,0.093,-0.971
1.6362E+12,2021-11-06T05:22:52.866,9.52,-0.266,0.091,-0.971
1.6362E+12,2021-11-06T05:22:52.906,9.56,-0.265,0.09,-0.971
1.6362E+12,2021-11-06T05:22:52.946,9.6,-0.266,0.093,-0.972
1.6362E+12,2021-11-06T05:22:52.986,9.64,-0.266,0.093,-0.972
1.6362E+12,2021-11-06T05:22:53.026,9.68,-0.266,0.093,-0.973
1.6362E+12,2021-11-06T05:22:53.066,9.72,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:53.106,9.76,-0.262,0.087,-0.972
1.6362E+12,2021-11-06T05:22:53.146,9.8,-0.265,0.095,-0.97
1.6362E+12,2021-11-06T05:22:53.186,9.84,-0.264,0.096,-0.972
1.6362E+12,2021-11-06T05:22:53.226,9.88,-0.263,0.094,-0.972
1.6362E+12,2021-11-06T05:22:53.266,9.92,-0.265,0.093,-0.973
1.6362E+12,2021-11-06T05:22:53.306,9.96,-0.265,0.094,-0.971
1.6362E+12,2021-11-06T05:22:53.346,10,-0.263,0.095,-0.972
1.6362E+12,2021-11-06T05:22:53.386,10.04,-0.264,0.094,-0.972
1.6362E+12,2021-11-06T05:22:53.426,10.08,-0.262,0.095,-0.972
1.6362E+12,2021-11-06T05:22:53.466,10.12,-0.262,0.093,-0.972
1.6362E+12,2021-11-06T05:22:53.506,10.16,-0.263,0.095,-0.972
1.6362E+12,2021-11-06T05:22:53.546,10.2,-0.263,0.094,-0.972
1.6362E+12,2021-11-06T05:22:53.586,10.24,-0.264,0.093,-0.973
1.6362E+12,2021-11-06T05:22:53.626,10.28,-0.263,0.094,-0.972
1.6362E+12,2021-11-06T05:22:53.666,10.32,-0.263,0.094,-0.97
1.6362E+12,2021-11-06T05:22:53.706,10.36,-0.265,0.096,-0.97
1.6362E+12,2021-11-06T05:22:53.746,10.4,-0.262,0.093,-0.972
1.6362E+12,2021-11-06T05:22:53.786,10.44,-0.263,0.093,-0.972
1.6362E+12,2021-11-06T05:22:53.826,10.48,-0.265,0.095,-0.972
1.6362E+12,2021-11-06T05:22:53.866,10.52,-0.264,0.093,-0.972
1.6362E+12,2021-11-06T05:22:53.906,10.56,-0.264,0.094,-0.971
1.6362E+12,2021-11-06T05:22:53.946,10.6,-0.262,0.094,-0.971
1.6362E+12,2021-11-06T05:22:53.986,10.64,-0.266,0.096,-0.972
1.6362E+12,2021-11-06T05:22:54.026,10.68,-0.263,0.093,-0.972
1.6362E+12,2021-11-06T05:22:54.066,10.72,-0.264,0.091,-0.972
1.6362E+12,2021-11-06T05:22:54.106,10.76,-0.266,0.096,-0.971
1.6362E+12,2021-11-06T05:22:54.146,10.8,-0.266,0.097,-0.972
1.6362E+12,2021-11-06T05:22:54.186,10.84,-0.262,0.093,-0.974
1.6362E+12,2021-11-06T05:22:54.226,10.88,-0.263,0.096,-0.972
1.6362E+12,2021-11-06T05:22:54.266,10.92,-0.266,0.097,-0.972
1.6362E+12,2021-11-06T05:22:54.306,10.96,-0.266,0.094,-0.971
1.6362E+12,2021-11-06T05:22:54.346,11,-0.264,0.091,-0.973
1.6362E+12,2021-11-06T05:22:54.386,11.04,-0.263,0.092,-0.973
1.6362E+12,2021-11-06T05:22:54.426,11.08,-0.266,0.093,-0.973
1.6362E+12,2021-11-06T05:22:54.466,11.12,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:54.506,11.16,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:54.546,11.2,-0.265,0.09,-0.973
1.6362E+12,2021-11-06T05:22:54.586,11.24,-0.265,0.092,-0.973
1.6362E+12,2021-11-06T05:22:54.626,11.28,-0.265,0.09,-0.972
1.6362E+12,2021-11-06T05:22:54.666,11.32,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:54.706,11.36,-0.265,0.09,-0.973
1.6362E+12,2021-11-06T05:22:54.746,11.4,-0.266,0.09,-0.972
1.6362E+12,2021-11-06T05:22:54.786,11.44,-0.265,0.092,-0.972
1.6362E+12,2021-11-06T05:22:54.826,11.48,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:54.866,11.52,-0.266,0.091,-0.971
1.6362E+12,2021-11-06T05:22:54.906,11.56,-0.266,0.09,-0.973
1.6362E+12,2021-11-06T05:22:54.946,11.6,-0.265,0.089,-0.972
1.6362E+12,2021-11-06T05:22:54.986,11.64,-0.264,0.089,-0.971
1.6362E+12,2021-11-06T05:22:55.026,11.68,-0.267,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.066,11.72,-0.266,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.106,11.76,-0.265,0.09,-0.973
1.6362E+12,2021-11-06T05:22:55.146,11.8,-0.266,0.09,-0.971
1.6362E+12,2021-11-06T05:22:55.186,11.84,-0.265,0.089,-0.971
1.6362E+12,2021-11-06T05:22:55.226,11.88,-0.265,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.266,11.92,-0.264,0.089,-0.972
1.6362E+12,2021-11-06T05:22:55.306,11.96,-0.266,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.346,12,-0.267,0.09,-0.973
1.6362E+12,2021-11-06T05:22:55.386,12.04,-0.265,0.092,-0.971
1.6362E+12,2021-11-06T05:22:55.426,12.08,-0.266,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.466,12.12,-0.266,0.092,-0.973
1.6362E+12,2021-11-06T05:22:55.506,12.16,-0.265,0.089,-0.972
1.6362E+12,2021-11-06T05:22:55.546,12.2,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.586,12.24,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.626,12.28,-0.266,0.092,-0.971
1.6362E+12,2021-11-06T05:22:55.666,12.32,-0.265,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.706,12.36,-0.266,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.746,12.4,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:55.786,12.44,-0.266,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.826,12.48,-0.264,0.09,-0.972
1.6362E+12,2021-11-06T05:22:55.866,12.52,-0.265,0.093,-0.973
1.6362E+12,2021-11-06T05:22:55.906,12.56,-0.265,0.092,-0.971
1.6362E+12,2021-11-06T05:22:55.946,12.6,-0.264,0.091,-0.972
1.6362E+12,2021-11-06T05:22:55.986,12.64,-0.266,0.09,-0.973
1.6362E+12,2021-11-06T05:22:56.026,12.68,-0.266,0.093,-0.971
1.6362E+12,2021-11-06T05:22:56.066,12.72,-0.264,0.092,-0.973
1.6362E+12,2021-11-06T05:22:56.106,12.76,-0.265,0.091,-0.971
1.6362E+12,2021-11-06T05:22:56.146,12.8,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:56.186,12.84,-0.264,0.092,-0.973
1.6362E+12,2021-11-06T05:22:56.226,12.88,-0.266,0.092,-0.971
1.6362E+12,2021-11-06T05:22:56.266,12.92,-0.266,0.093,-0.971
1.6362E+12,2021-11-06T05:22:56.306,12.96,-0.266,0.092,-0.972
1.6362E+12,2021-11-06T05:22:56.346,13,-0.265,0.092,-0.972
1.6362E+12,2021-11-06T05:22:56.386,13.04,-0.265,0.092,-0.972
1.6362E+12,2021-11-06T05:22:56.426,13.08,-0.265,0.092,-0.971
1.6362E+12,2021-11-06T05:22:56.466,13.12,-0.266,0.093,-0.971
1.6362E+12,2021-11-06T05:22:56.506,13.16,-0.264,0.092,-0.973
1.6362E+12,2021-11-06T05:22:56.546,13.2,-0.265,0.091,-0.972
1.6362E+12,2021-11-06T05:22:56.586,13.24,-0.266,0.093,-0.972
1.6362E+12,2021-11-06T05:22:56.626,13.28,-0.266,0.091,-0.972
1.6362E+12,2021-11-06T05:22:56.666,13.32,-0.265,0.089,-0.972
1.6362E+12,2021-11-06T05:22:56.706,13.36,-0.266,0.091,-0.973
1.6362E+12,2021-11-06T05:22:56.746,13.4,-0.266,0.091,-0.972
1.6362E+12,2021-11-06T05:22:56.786,13.44,-0.266,0.093,-0.971
1.6362E+12,2021-11-06T05:22:56.826,13.48,-0.263,0.09,-0.972
1.6362E+12,2021-11-06T05:22:56.866,13.52,-0.267,0.092,-0.972
1.6362E+12,2021-11-06T05:22:56.906,13.56,-0.266,0.092,-0.971
