epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1635965116447,2021-11-03T20.45.16.447,0.000,100851.609
1635965116709,2021-11-03T20.45.16.709,0.262,100852.484
1635965116971,2021-11-03T20.45.16.971,0.524,100848.297
1635965117232,2021-11-03T20.45.17.232,0.785,100849.391
1635965117494,2021-11-03T20.45.17.494,1.047,100849.391
1635965117756,2021-11-03T20.45.17.756,1.309,100848.078
1635965118018,2021-11-03T20.45.18.018,1.571,100851.125
1635965118280,2021-11-03T20.45.18.280,1.832,100849.141
1635965118541,2021-11-03T20.45.18.541,2.094,100851.586
1635965118803,2021-11-03T20.45.18.803,2.356,100847.641
1635965119065,2021-11-03T20.45.19.065,2.618,100850.906
1635965119327,2021-11-03T20.45.19.327,2.880,100850.047
1635965119588,2021-11-03T20.45.19.588,3.141,100848.297
1635965119850,2021-11-03T20.45.19.850,3.403,100849.617
1635965120112,2021-11-03T20.45.20.112,3.665,100847.641
1635965120374,2021-11-03T20.45.20.374,3.927,100852.891
1635965120636,2021-11-03T20.45.20.636,4.188,100852.000
1635965120897,2021-11-03T20.45.20.897,4.450,100849.375
1635965121159,2021-11-03T20.45.21.159,4.712,100848.711
1635965121421,2021-11-03T20.45.21.421,4.974,100850.461
1635965121683,2021-11-03T20.45.21.683,5.236,100849.805
1635965121945,2021-11-03T20.45.21.945,5.497,100852.906
1635965122206,2021-11-03T20.45.22.206,5.759,100848.055
1635965122468,2021-11-03T20.45.22.468,6.021,100849.375
1635965122730,2021-11-03T20.45.22.730,6.283,100848.055
1635965122992,2021-11-03T20.45.22.992,6.545,100850.906
1635965123253,2021-11-03T20.45.23.253,6.806,100850.250
1635965123515,2021-11-03T20.45.23.515,7.068,100850.664
1635965123777,2021-11-03T20.45.23.777,7.330,100848.281
1635965124039,2021-11-03T20.45.24.039,7.592,100846.500
1635965124301,2021-11-03T20.45.24.301,7.853,100848.281
1635965124562,2021-11-03T20.45.24.562,8.115,100848.469
1635965124824,2021-11-03T20.45.24.824,8.377,100846.516
1635965125086,2021-11-03T20.45.25.086,8.639,100847.625
1635965125348,2021-11-03T20.45.25.348,8.901,100851.984
1635965125609,2021-11-03T20.45.25.609,9.162,100848.031
1635965125871,2021-11-03T20.45.25.871,9.424,100847.375
1635965126133,2021-11-03T20.45.26.133,9.686,100846.500
1635965126395,2021-11-03T20.45.26.395,9.948,100849.125
1635965126657,2021-11-03T20.45.26.657,10.209,100852.172
1635965126918,2021-11-03T20.45.26.918,10.471,100845.406
1635965127180,2021-11-03T20.45.27.180,10.733,100849.344
1635965127442,2021-11-03T20.45.27.442,10.995,100849.125
1635965127704,2021-11-03T20.45.27.704,11.257,100849.344
1635965127965,2021-11-03T20.45.27.965,11.518,100847.375
1635965128227,2021-11-03T20.45.28.227,11.780,100848.688
1635965128489,2021-11-03T20.45.28.489,12.042,100846.719
1635965128751,2021-11-03T20.45.28.751,12.304,100848.883
1635965129013,2021-11-03T20.45.29.013,12.565,100848.883
1635965129274,2021-11-03T20.45.29.274,12.827,100845.406
1635965129536,2021-11-03T20.45.29.536,13.089,100846.906
1635965129798,2021-11-03T20.45.29.798,13.351,100850.664
1635965130060,2021-11-03T20.45.30.060,13.613,100847.375
1635965130321,2021-11-03T20.45.30.321,13.874,100850.008
1635965130583,2021-11-03T20.45.30.583,14.136,100848.688
1635965130845,2021-11-03T20.45.30.845,14.398,100849.539
1635965131107,2021-11-03T20.45.31.107,14.660,100851.734
1635965131369,2021-11-03T20.45.31.369,14.921,100848.227
1635965131630,2021-11-03T20.45.31.630,15.183,100851.984
1635965131892,2021-11-03T20.45.31.892,15.445,100852.398
1635965132154,2021-11-03T20.45.32.154,15.707,100847.375
1635965132416,2021-11-03T20.45.32.416,15.969,100845.406
1635965132677,2021-11-03T20.45.32.677,16.230,100848.883
1635965132939,2021-11-03T20.45.32.939,16.492,100848.641
1635965133201,2021-11-03T20.45.33.201,16.754,100849.766
1635965133463,2021-11-03T20.45.33.463,17.016,100847.133
1635965133725,2021-11-03T20.45.33.725,17.277,100847.562
1635965133986,2021-11-03T20.45.33.986,17.539,100849.109
1635965134248,2021-11-03T20.45.34.248,17.801,100846.477
1635965134510,2021-11-03T20.45.34.510,18.063,100847.133
1635965134772,2021-11-03T20.45.34.772,18.325,100846.477
1635965135034,2021-11-03T20.45.35.034,18.586,100852.398
1635965135295,2021-11-03T20.45.35.295,18.848,100845.812
1635965135557,2021-11-03T20.45.35.557,19.110,100847.320
1635965135819,2021-11-03T20.45.35.819,19.372,100850.172
1635965136081,2021-11-03T20.45.36.081,19.634,100847.133
1635965136342,2021-11-03T20.45.36.342,19.895,100847.789
1635965136604,2021-11-03T20.45.36.604,20.157,100847.133
1635965136866,2021-11-03T20.45.36.866,20.419,100851.078
1635965137128,2021-11-03T20.45.37.128,20.681,100850.422
1635965137390,2021-11-03T20.45.37.390,20.942,100847.789
1635965137651,2021-11-03T20.45.37.651,21.204,100846.477
1635965137913,2021-11-03T20.45.37.913,21.466,100850.172
1635965138175,2021-11-03T20.45.38.175,21.728,100850.422
1635965138437,2021-11-03T20.45.38.437,21.990,100847.984
1635965138698,2021-11-03T20.45.38.698,22.251,100850.172
1635965138960,2021-11-03T20.45.38.960,22.513,100847.320
1635965139222,2021-11-03T20.45.39.222,22.775,100847.547
1635965139484,2021-11-03T20.45.39.484,23.037,100851.250
1635965139746,2021-11-03T20.45.39.746,23.298,100846.477
1635965140007,2021-11-03T20.45.40.007,23.560,100848.859
1635965140269,2021-11-03T20.45.40.269,23.822,100844.688
1635965140531,2021-11-03T20.45.40.531,24.084,100847.562
1635965140793,2021-11-03T20.45.40.793,24.346,100845.812
1635965141054,2021-11-03T20.45.41.054,24.607,100845.570
1635965141316,2021-11-03T20.45.41.316,24.869,100846.664
1635965141578,2021-11-03T20.45.41.578,25.131,100852.156
1635965141840,2021-11-03T20.45.41.840,25.393,100847.547
1635965142102,2021-11-03T20.45.42.102,25.654,100845.344
1635965142363,2021-11-03T20.45.42.363,25.916,100847.547
1635965142625,2021-11-03T20.45.42.625,26.178,100848.641
1635965142887,2021-11-03T20.45.42.887,26.440,100850.594
1635965143149,2021-11-03T20.45.43.149,26.702,100846.891
1635965143410,2021-11-03T20.45.43.410,26.963,100848.203
1635965143672,2021-11-03T20.45.43.672,27.225,100846.008
1635965143934,2021-11-03T20.45.43.934,27.487,100849.281
1635965144196,2021-11-03T20.45.44.196,27.749,100847.984
1635965144458,2021-11-03T20.45.44.458,28.010,100846.234
1635965144719,2021-11-03T20.45.44.719,28.272,100849.047
1635965144981,2021-11-03T20.45.44.981,28.534,100847.320
1635965145243,2021-11-03T20.45.45.243,28.796,100851.500
1635965145505,2021-11-03T20.45.45.505,29.058,100847.984
1635965145766,2021-11-03T20.45.45.766,29.319,100849.516
1635965146028,2021-11-03T20.45.46.028,29.581,100847.547
1635965146290,2021-11-03T20.45.46.290,29.843,100847.547
1635965146552,2021-11-03T20.45.46.552,30.105,100850.836
1635965146814,2021-11-03T20.45.46.814,30.366,100848.203
1635965147075,2021-11-03T20.45.47.075,30.628,100844.914
1635965147337,2021-11-03T20.45.47.337,30.890,100847.953
1635965147599,2021-11-03T20.45.47.599,31.152,100850.594
1635965147861,2021-11-03T20.45.47.861,31.414,100848.859
