epoc (ms),timestamp (+0200),elapsed (s),pressure (Pa)
1636565244945,2021-11-10T19.27.24.945,0.000,100973.875
1636565245209,2021-11-10T19.27.25.209,0.264,100973.875
1636565245474,2021-11-10T19.27.25.474,0.529,100971.898
1636565245737,2021-11-10T19.27.25.737,0.792,100972.562
1636565246003,2021-11-10T19.27.26.003,1.058,100972.562
1636565246268,2021-11-10T19.27.26.268,1.323,100971.898
1636565246531,2021-11-10T19.27.26.531,1.586,100971.234
1636565246796,2021-11-10T19.27.26.796,1.851,100973.219
1636565247062,2021-11-10T19.27.27.062,2.117,100974.055
1636565247325,2021-11-10T19.27.27.325,2.380,100974.055
1636565247590,2021-11-10T19.27.27.590,2.645,100972.727
1636565247854,2021-11-10T19.27.27.854,2.909,100976.547
1636565248119,2021-11-10T19.27.28.119,3.174,100974.062
1636565248384,2021-11-10T19.27.28.384,3.439,100975.219
1636565248648,2021-11-10T19.27.28.648,3.703,100967.938
1636565248913,2021-11-10T19.27.28.913,3.968,100971.250
1636565249178,2021-11-10T19.27.29.178,4.233,100969.430
1636565249442,2021-11-10T19.27.29.442,4.497,100968.109
1636565249707,2021-11-10T19.27.29.707,4.762,100972.906
1636565249971,2021-11-10T19.27.29.971,5.026,100969.102
1636565250236,2021-11-10T19.27.30.236,5.291,100970.922
1636565250501,2021-11-10T19.27.30.501,5.556,100972.078
1636565250765,2021-11-10T19.27.30.765,5.820,100971.578
1636565251030,2021-11-10T19.27.31.030,6.085,100969.266
1636565251295,2021-11-10T19.27.31.295,6.350,100970.094
1636565251559,2021-11-10T19.27.31.559,6.614,100973.406
1636565251824,2021-11-10T19.27.31.824,6.879,100975.062
1636565252089,2021-11-10T19.27.32.089,7.144,100973.734
1636565252353,2021-11-10T19.27.32.353,7.408,100974.062
1636565252618,2021-11-10T19.27.32.618,7.673,100975.719
1636565252881,2021-11-10T19.27.32.881,7.936,100970.266
1636565253147,2021-11-10T19.27.33.147,8.202,100972.734
1636565253412,2021-11-10T19.27.33.412,8.467,100971.578
1636565253675,2021-11-10T19.27.33.675,8.730,100971.750
1636565253941,2021-11-10T19.27.33.941,8.996,100970.922
1636565254206,2021-11-10T19.27.34.206,9.261,100971.578
1636565254469,2021-11-10T19.27.34.469,9.524,100972.078
1636565254734,2021-11-10T19.27.34.734,9.789,100974.562
1636565254998,2021-11-10T19.27.34.998,10.053,100973.734
1636565255263,2021-11-10T19.27.35.263,10.318,100968.438
1636565255528,2021-11-10T19.27.35.528,10.583,100973.414
1636565255792,2021-11-10T19.27.35.792,10.847,100973.078
1636565256057,2021-11-10T19.27.36.057,11.112,100973.078
1636565256322,2021-11-10T19.27.36.322,11.377,100971.922
1636565256586,2021-11-10T19.27.36.586,11.641,100969.266
1636565256851,2021-11-10T19.27.36.851,11.906,100973.242
1636565257116,2021-11-10T19.27.37.116,12.171,100969.938
1636565257380,2021-11-10T19.27.37.380,12.435,100970.594
1636565257645,2021-11-10T19.27.37.645,12.700,100967.945
1636565257909,2021-11-10T19.27.37.909,12.964,100969.766
1636565258174,2021-11-10T19.27.38.174,13.229,100968.609
1636565258439,2021-11-10T19.27.38.439,13.494,100970.594
1636565258703,2021-11-10T19.27.38.703,13.758,100973.609
1636565258968,2021-11-10T19.27.38.968,14.023,100970.766
1636565259233,2021-11-10T19.27.39.233,14.288,100967.453
1636565259497,2021-11-10T19.27.39.497,14.552,100973.609
1636565259762,2021-11-10T19.27.39.762,14.817,100973.242
1636565260025,2021-11-10T19.27.40.025,15.080,100970.094
1636565260291,2021-11-10T19.27.40.291,15.346,100972.086
1636565260556,2021-11-10T19.27.40.556,15.611,100969.266
1636565260819,2021-11-10T19.27.40.819,15.874,100971.422
1636565261085,2021-11-10T19.27.41.085,16.140,100974.438
1636565261350,2021-11-10T19.27.41.350,16.405,100970.766
1636565261613,2021-11-10T19.27.41.613,16.668,100970.297
1636565261879,2021-11-10T19.27.41.879,16.934,100970.961
1636565262142,2021-11-10T19.27.42.142,17.197,100970.961
1636565262407,2021-11-10T19.27.42.407,17.462,100971.797
1636565262672,2021-11-10T19.27.42.672,17.727,100969.812
1636565262936,2021-11-10T19.27.42.936,17.991,100971.625
1636565263201,2021-11-10T19.27.43.201,18.256,100971.961
1636565263466,2021-11-10T19.27.43.466,18.521,100969.969
1636565263730,2021-11-10T19.27.43.730,18.785,100971.961
1636565263995,2021-11-10T19.27.43.995,19.050,100971.133
1636565264259,2021-11-10T19.27.44.259,19.314,100972.453
1636565264524,2021-11-10T19.27.44.524,19.579,100970.469
1636565264789,2021-11-10T19.27.44.789,19.844,100972.625
1636565265053,2021-11-10T19.27.45.053,20.108,100972.625
1636565265318,2021-11-10T19.27.45.318,20.373,100970.805
1636565265583,2021-11-10T19.27.45.583,20.638,100972.797
1636565265847,2021-11-10T19.27.45.847,20.902,100969.312
1636565266112,2021-11-10T19.27.46.112,21.167,100973.953
1636565266376,2021-11-10T19.27.46.376,21.431,100972.297
1636565266641,2021-11-10T19.27.46.641,21.696,100970.141
1636565266906,2021-11-10T19.27.46.906,21.961,100971.297
1636565267170,2021-11-10T19.27.47.170,22.225,100971.297
1636565267435,2021-11-10T19.27.47.435,22.490,100973.453
1636565267700,2021-11-10T19.27.47.700,22.755,100973.953
1636565267963,2021-11-10T19.27.47.963,23.018,100971.961
1636565268229,2021-11-10T19.27.48.229,23.284,100971.961
1636565268492,2021-11-10T19.27.48.492,23.547,100970.141
1636565268757,2021-11-10T19.27.48.757,23.812,100974.281
1636565269023,2021-11-10T19.27.49.023,24.078,100970.969
1636565269286,2021-11-10T19.27.49.286,24.341,100972.625
1636565269551,2021-11-10T19.27.49.551,24.606,100970.141
1636565269817,2021-11-10T19.27.49.817,24.872,100972.297
1636565270080,2021-11-10T19.27.50.080,25.135,100971.141
1636565270345,2021-11-10T19.27.50.345,25.400,100974.953
1636565270609,2021-11-10T19.27.50.609,25.664,100974.953
1636565270874,2021-11-10T19.27.50.874,25.929,100973.297
